Ukazatel,Věkové skupiny,Pohlaví,Roky,Správní obvod ORP vystěhování,Správní obvod ORP přistěhování,value
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Polička,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Přelouč,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Svitavy,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Ústí nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vysoké Mýto,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Žamberk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bystřice nad Pernštejnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Havlíčkův Brod,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Humpolec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Chotěboř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jihlava,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Moravské Budějovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Náměšť nad Oslavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nové Město na Moravě,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Pacov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Pelhřimov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Světlá nad Sázavou,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Telč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Třebíč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Velké Meziříčí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Žďár nad Sázavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Blansko,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Boskovice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Brno,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Břeclav,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bučovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hodonín,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hustopeče,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Ivančice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kuřim,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kyjov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mikulov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Moravský Krumlov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Pohořelice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Slavkov u Brna,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Šlapanice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Tišnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Veselí nad Moravou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vyškov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Znojmo,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Židlochovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hranice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jeseník,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Konice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Lipník nad Bečvou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Litovel,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mohelnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Olomouc,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Prostějov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Přerov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Šternberk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Šumperk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Uničov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Zábřeh,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bystřice pod Hostýnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Holešov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kroměříž,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Luhačovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Otrokovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rožnov pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Uherské Hradiště,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Uherský Brod,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Valašské Klobouky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Valašské Meziříčí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vizovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vsetín,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Zlín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bílovec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bohumín,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bruntál,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Český Těšín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Frenštát pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Frýdek-Místek,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Frýdlant nad Ostravicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Havířov,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hlučín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jablunkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Karviná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kopřivnice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kravaře,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Krnov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nový Jičín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Odry,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Opava,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Orlová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Ostrava,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rýmařov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Třinec,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vítkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Praha,470.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Benešov,19.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Beroun,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Brandýs nad Labem-Stará Boleslav,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Čáslav,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Černošice,148.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Český Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Dobříš,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hořovice,149.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kladno,36.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kolín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kralupy nad Vltavou,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kutná Hora,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Lysá nad Labem,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mělník,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mladá Boleslav,21.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mnichovo Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Neratovice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nymburk,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Poděbrady,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Příbram,55.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rakovník,28.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Říčany,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Sedlčany,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Slaný,14.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vlašim,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Votice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Blatná,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,České Budějovice,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Český Krumlov,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Dačice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jindřichův Hradec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kaplice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Písek,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Prachatice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Soběslav,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Strakonice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Tábor,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Trhové Sviny,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Třeboň,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vimperk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vodňany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Blovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Domažlice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Horažďovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Horšovský Týn,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Klatovy,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kralovice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nepomuk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nýřany,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Plzeň,30.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Přeštice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rokycany,37.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Stod,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Stříbro,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Sušice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Tachov,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Aš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Cheb,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Karlovy Vary,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kraslice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mariánské Lázně,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Ostrov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Sokolov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Bílina,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Děčín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Chomutov,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kadaň,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Litoměřice,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Litvínov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Louny,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Lovosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Most,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Podbořany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Roudnice nad Labem,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rumburk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Teplice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Ústí nad Labem,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Varnsdorf,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Žatec,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Česká Lípa,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Frýdlant,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jablonec nad Nisou,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jilemnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Liberec,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nový Bor,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Semily,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Tanvald,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Turnov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Železný Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Broumov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Dobruška,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Dvůr Králové nad Labem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hořice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hradec Králové,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jaroměř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jičín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kostelec nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Náchod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nová Paka,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nové Město nad Metují,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nový Bydžov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rychnov nad Kněžnou,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Trutnov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vrchlabí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Česká Třebová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hlinsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Holice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Chrudim,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Králíky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Lanškroun,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Litomyšl,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Moravská Třebová,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Pardubice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Polička,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Přelouč,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Svitavy,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Ústí nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vysoké Mýto,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Žamberk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Bystřice nad Pernštejnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Havlíčkův Brod,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Humpolec,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Chotěboř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jihlava,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Moravské Budějovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Náměšť nad Oslavou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Nové Město na Moravě,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Pacov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Pelhřimov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Světlá nad Sázavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Telč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Třebíč,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Velké Meziříčí,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Žďár nad Sázavou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Blansko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Boskovice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Brno,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Břeclav,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Bučovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hodonín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hustopeče,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Ivančice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kuřim,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kyjov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mikulov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Moravský Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Pohořelice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rosice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Slavkov u Brna,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Šlapanice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Tišnov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Veselí nad Moravou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vyškov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Znojmo,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Židlochovice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Hranice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Jeseník,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Konice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Lipník nad Bečvou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Litovel,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Mohelnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Olomouc,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Prostějov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Přerov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Šternberk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Šumperk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Uničov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Zábřeh,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Bystřice pod Hostýnem,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Holešov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Kroměříž,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Luhačovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Otrokovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Rožnov pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Uherské Hradiště,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Uherský Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Valašské Klobouky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Valašské Meziříčí,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vizovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Vsetín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Beroun,Zlín,2.0
