Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01-05 2017;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-05 2017;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy;Celkem;19857.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;9009.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;10848.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;12655.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;6614.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6041.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;7202.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;2395.0
Česko;01-05 2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;4807.0
Česko;01-05 2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-05 2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-05 2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-05 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;135394.0
Česko;01-05 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;98008.0
Česko;01-05 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;63878.0
Česko;01-05 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;34130.0
Česko;01-05 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;40186.0
Česko;01-05 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;30811.0
Česko;01-05 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;9375.0
Česko;01-05 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;57822.0
Česko;01-05 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;33067.0
Česko;01-05 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;24755.0
Česko;01-05 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-05 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2017;Počet stavebních povolení v ČR;Celkem;25520.0
Česko;01-04 2017;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-04 2017;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy;Celkem;14884.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;6601.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;8283.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;9405.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;4793.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4612.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;5479.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1808.0
Česko;01-04 2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;3671.0
Česko;01-04 2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-04 2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-04 2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-04 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;104190.0
Česko;01-04 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;77583.0
Česko;01-04 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;50902.0
Česko;01-04 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;26681.0
Česko;01-04 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;29689.0
Česko;01-04 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;22419.0
Česko;01-04 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;7270.0
Česko;01-04 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;47894.0
Česko;01-04 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;28483.0
Česko;01-04 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;19411.0
Česko;01-04 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-04 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2017;Počet stavebních povolení v ČR;Celkem;18861.0
Česko;01-03 2017;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-03 2017;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy;Celkem;10953.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;4718.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6235.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;6841.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;3401.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3440.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;4112.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1317.0
Česko;01-03 2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;2795.0
Česko;01-03 2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-03 2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-03 2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-03 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;79769.0
Česko;01-03 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;60397.0
Česko;01-03 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;39715.0
Česko;01-03 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;20682.0
Česko;01-03 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;21352.0
Česko;01-03 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;16018.0
Česko;01-03 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5334.0
Česko;01-03 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;39045.0
Česko;01-03 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;23697.0
Česko;01-03 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;15348.0
Česko;01-03 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-03 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2017;Počet stavebních povolení v ČR;Celkem;11867.0
Česko;01-02 2017;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-02 2017;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy;Celkem;6779.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;2833.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3946.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;4174.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;1979.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2195.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;2605.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;854.0
Česko;01-02 2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1751.0
Česko;01-02 2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-02 2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-02 2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-02 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;43875.0
Česko;01-02 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;31939.0
Česko;01-02 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;19100.0
Česko;01-02 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;12839.0
Česko;01-02 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;13463.0
Česko;01-02 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;9968.0
Česko;01-02 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3495.0
Česko;01-02 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;18476.0
Česko;01-02 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9132.0
Česko;01-02 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;9344.0
Česko;01-02 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-02 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2017;Počet stavebních povolení v ČR;Celkem;5960.0
Česko;01 2017;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01 2017;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01 2017;Počet vydaných stavebních povolení - budovy;Celkem;3360.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;1389.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1971.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;2080.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;969.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1111.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1280.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;420.0
Česko;01 2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;860.0
Česko;01 2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01 2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01 2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;21773.0
Česko;01 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01 2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;16783.0
Česko;01 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;9678.0
Česko;01 2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;7105.0
Česko;01 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;6724.0
Česko;01 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;4823.0
Česko;01 2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1901.0
Česko;01 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;10059.0
Česko;01 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4855.0
Česko;01 2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5204.0
Česko;01 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01 2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-12 2016;Počet stavebních povolení v ČR;Celkem;83340.0
Česko;01-12 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-12 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy;Celkem;49231.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;21301.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;27930.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;31002.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;14790.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;16212.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;18229.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6511.0
Česko;01-12 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;11718.0
Česko;01-12 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-12 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-12 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-12 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;284307.0
Česko;01-12 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-12 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-12 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;195530.0
Česko;01-12 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;118040.0
Česko;01-12 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;77490.0
Česko;01-12 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;85951.0
Česko;01-12 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;63892.0
Česko;01-12 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;22059.0
Česko;01-12 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;109579.0
Česko;01-12 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;54148.0
Česko;01-12 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;55431.0
Česko;01-12 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-12 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-12 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2016;Počet stavebních povolení v ČR;Celkem;76256.0
Česko;01-11 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-11 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy;Celkem;45333.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;19569.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;25764.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;28567.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;13590.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;14977.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;16766.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5979.0
Česko;01-11 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;10787.0
Česko;01-11 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-11 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-11 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-11 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;256746.0
Česko;01-11 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;176206.0
Česko;01-11 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;105880.0
Česko;01-11 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;70326.0
Česko;01-11 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;77976.0
Česko;01-11 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;57858.0
Česko;01-11 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;20118.0
Česko;01-11 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;98230.0
Česko;01-11 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;48022.0
Česko;01-11 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;50208.0
Česko;01-11 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-11 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2016;Počet stavebních povolení v ČR;Celkem;68914.0
Česko;01-10 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-10 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy;Celkem;41085.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;17702.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;23383.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;25872.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;12287.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;13585.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;15213.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5415.0
Česko;01-10 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;9798.0
Česko;01-10 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-10 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-10 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-10 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;233744.0
Česko;01-10 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;159346.0
Česko;01-10 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;95930.0
Česko;01-10 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;63416.0
Česko;01-10 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;69759.0
Česko;01-10 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;51422.0
Česko;01-10 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;18337.0
Česko;01-10 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;89587.0
Česko;01-10 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;44508.0
Česko;01-10 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;45079.0
Česko;01-10 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-10 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2016;Počet stavebních povolení v ČR;Celkem;61501.0
Česko;01-09 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-09 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy;Celkem;36723.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;15767.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;20956.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;23189.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;10922.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;12267.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;13534.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4845.0
Česko;01-09 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;8689.0
Česko;01-09 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-09 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-09 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-09 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;209225.0
Česko;01-09 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;142216.0
Česko;01-09 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;85793.0
Česko;01-09 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;56423.0
Česko;01-09 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;62037.0
Česko;01-09 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;45648.0
Česko;01-09 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;16389.0
Česko;01-09 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;80179.0
Česko;01-09 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;40145.0
Česko;01-09 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;40034.0
Česko;01-09 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-09 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2016;Počet stavebních povolení v ČR;Celkem;54346.0
Česko;01-08 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-08 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy;Celkem;32390.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;13819.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;18571.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;20340.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;9515.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;10825.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;12050.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4304.0
Česko;01-08 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;7746.0
Česko;01-08 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-08 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-08 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-08 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;188711.0
Česko;01-08 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;126835.0
Česko;01-08 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;76210.0
Česko;01-08 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;50625.0
Česko;01-08 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;54283.0
Česko;01-08 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;39891.0
