Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziměsíční index;leden 2025;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziměsíční index;únor 2025;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziměsíční index;březen 2025;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziměsíční index;duben 2025;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2015;98.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2015;99.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2015;98.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2015;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2015;98.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2015;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2015;98.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2015;97.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2015;97.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2015;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2016;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2016;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2016;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2016;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2016;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2016;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2016;100.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2016;98.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2017;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2017;98.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2017;98.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2017;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2017;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2017;98.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2017;98.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2017;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2017;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2017;100.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2017;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2017;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2018;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2018;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2018;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2018;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2018;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2018;102.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2018;101.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2018;102.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2018;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2018;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2018;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2018;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2019;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2019;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2019;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2019;102.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2019;102.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2019;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2019;101.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2019;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2019;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2019;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2019;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2020;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2020;101.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2020;101.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2020;102.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2020;101.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2020;101.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2020;101.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2020;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2020;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2020;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2020;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2020;98.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2021;98.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2021;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2021;98.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2021;98.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2021;98.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2021;98.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2021;98.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2021;98.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2021;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2021;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2021;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2021;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2022;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2022;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2022;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2022;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2022;102.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2022;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2022;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2022;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2022;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2022;104.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2022;105.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2022;106.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2023;106.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2023;107.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2023;113.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2023;111.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2023;110.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2023;110.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2023;110.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2023;110.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2023;109.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2023;110.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2023;109.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2023;107.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2024;107.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2024;105.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2024;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2024;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;květen 2024;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červen 2024;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;červenec 2024;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;srpen 2024;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;září 2024;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;říjen 2024;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;listopad 2024;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;prosinec 2024;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;leden 2025;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;únor 2025;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;březen 2025;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Meziroční index;duben 2025;99.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2015;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2015;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2015;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2015;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2015;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2015;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2015;99.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2015;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2016;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2016;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2016;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2016;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2016;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2016;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2016;99.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2017;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2017;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2017;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2017;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2017;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2017;98.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2017;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2017;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2017;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2017;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2017;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2017;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2018;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2018;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2018;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2018;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2018;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2018;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2018;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2018;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2018;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2018;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2018;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2018;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2019;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2019;101.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2019;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2019;102.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2019;103.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2019;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2019;103.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2019;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2020;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2020;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2020;104.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2020;104.7
