Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,červen 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2022,Bazický index (průměr roku 2021=100) (%) - neočištěno ,107.15350079
Česko,Průmysl celkem,květen 2022,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,103.05496755
Česko,Průmysl celkem,květen 2022,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,101.38195622
Česko,Průmysl celkem,květen 2022,Meziroční index (%) - neočištěno,105.1951797291
Česko,Průmysl celkem,květen 2022,Meziroční index (%) - očištěno o kalendářní vlivy,102.0424791733
Česko,Průmysl celkem,květen 2022,Meziměsíční index (%) - sezónně očištěno,101.7046402785
Česko,Průmysl celkem,květen 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2022,Bazický index (průměr roku 2021=100) (%) - neočištěno ,96.84918503
Česko,Průmysl celkem,duben 2022,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,99.57979979
Česko,Průmysl celkem,duben 2022,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,99.68272435
Česko,Průmysl celkem,duben 2022,Meziroční index (%) - neočištěno,93.8108052194
Česko,Průmysl celkem,duben 2022,Meziroční index (%) - očištěno o kalendářní vlivy,96.6379705879
Česko,Průmysl celkem,duben 2022,Meziměsíční index (%) - sezónně očištěno,98.9931712501
Česko,Průmysl celkem,duben 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2022,Bazický index (průměr roku 2021=100) (%) - neočištěno ,113.280459
Česko,Průmysl celkem,březen 2022,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,108.88628344
Česko,Průmysl celkem,březen 2022,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,100.69656633
Česko,Průmysl celkem,březen 2022,Meziroční index (%) - neočištěno,99.7671629593
Česko,Průmysl celkem,březen 2022,Meziroční index (%) - očištěno o kalendářní vlivy,99.8298456941
Česko,Průmysl celkem,březen 2022,Meziměsíční index (%) - sezónně očištěno,101.4628022415
Česko,Průmysl celkem,březen 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2022,Bazický index (průměr roku 2021=100) (%) - neočištěno ,95.79961995
Česko,Průmysl celkem,únor 2022,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,95.79961995
Česko,Průmysl celkem,únor 2022,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,99.24481101
Česko,Průmysl celkem,únor 2022,Meziroční index (%) - neočištěno,100.3022799922
Česko,Průmysl celkem,únor 2022,Meziroční index (%) - očištěno o kalendářní vlivy,100.3022799922
Česko,Průmysl celkem,únor 2022,Meziměsíční index (%) - sezónně očištěno,97.0584708949
Česko,Průmysl celkem,únor 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2022,Bazický index (průměr roku 2021=100) (%) - neočištěno ,97.12168869
Česko,Průmysl celkem,leden 2022,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,98.30987005
Česko,Průmysl celkem,leden 2022,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,102.25260103
Česko,Průmysl celkem,leden 2022,Meziroční index (%) - neočištěno,104.377993301
Česko,Průmysl celkem,leden 2022,Meziroční index (%) - očištěno o kalendářní vlivy,101.4961102377
Česko,Průmysl celkem,leden 2022,Meziměsíční index (%) - sezónně očištěno,103.7749765108
Česko,Průmysl celkem,leden 2022,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,96.8102095
Česko,Průmysl celkem,prosinec 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,91.59207166
Česko,Průmysl celkem,prosinec 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,98.5330033
Česko,Průmysl celkem,prosinec 2021,Meziroční index (%) - neočištěno,101.0559636824
Česko,Průmysl celkem,prosinec 2021,Meziroční index (%) - očištěno o kalendářní vlivy,98.3150135845
Česko,Průmysl celkem,prosinec 2021,Meziměsíční index (%) - sezónně očištěno,96.2987231307
Česko,Průmysl celkem,prosinec 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,112.16248009
Česko,Průmysl celkem,listopad 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,111.22949595
Česko,Průmysl celkem,listopad 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,102.32015555
Česko,Průmysl celkem,listopad 2021,Meziroční index (%) - neočištěno,104.2682672647
Česko,Průmysl celkem,listopad 2021,Meziroční index (%) - očištěno o kalendářní vlivy,101.2728193047
Česko,Průmysl celkem,listopad 2021,Meziměsíční index (%) - sezónně očištěno,105.3110133402
Česko,Průmysl celkem,listopad 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,99.30313357
Česko,Průmysl celkem,říjen 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,103.46351185
Česko,Průmysl celkem,říjen 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,97.15997625
Česko,Průmysl celkem,říjen 2021,Meziroční index (%) - neočištěno,93.0490249
Česko,Průmysl celkem,říjen 2021,Meziroční index (%) - očištěno o kalendářní vlivy,95.7274022991
Česko,Průmysl celkem,říjen 2021,Meziměsíční index (%) - sezónně očištěno,101.3779188152
Česko,Průmysl celkem,říjen 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,99.62921554
Česko,Průmysl celkem,září 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,98.79866461
Česko,Průmysl celkem,září 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,95.8393873
Česko,Průmysl celkem,září 2021,Meziroční index (%) - neočištěno,96.7272669873
Česko,Průmysl celkem,září 2021,Meziroční index (%) - očištěno o kalendářní vlivy,96.7416261967
Česko,Průmysl celkem,září 2021,Meziměsíční index (%) - sezónně očištěno,97.2473439834
Česko,Průmysl celkem,září 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,88.05955344
Česko,Průmysl celkem,srpen 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,88.42888801
Česko,Průmysl celkem,srpen 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,98.55219009
Česko,Průmysl celkem,srpen 2021,Meziroční index (%) - neočištěno,102.1387793008
Česko,Průmysl celkem,srpen 2021,Meziroční index (%) - očištěno o kalendářní vlivy,99.1857727656
Česko,Průmysl celkem,srpen 2021,Meziměsíční index (%) - sezónně očištěno,97.4347187447
Česko,Průmysl celkem,srpen 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,90.39528103
Česko,Průmysl celkem,červenec 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,92.32848104
Česko,Průmysl celkem,červenec 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,101.14689236
Česko,Průmysl celkem,červenec 2021,Meziroční index (%) - neočištěno,100.2950951013
Česko,Průmysl celkem,červenec 2021,Meziroční index (%) - očištěno o kalendářní vlivy,106.4255350546
Česko,Průmysl celkem,červenec 2021,Meziměsíční index (%) - sezónně očištěno,101.464366825
Česko,Průmysl celkem,červenec 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,106.43588756
Česko,Průmysl celkem,červen 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,104.60221784
Česko,Průmysl celkem,červen 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,99.68710743
Česko,Průmysl celkem,červen 2021,Meziroční index (%) - neočištěno,111.952253354
Česko,Průmysl celkem,červen 2021,Meziroční index (%) - očištěno o kalendářní vlivy,111.902828058
Česko,Průmysl celkem,červen 2021,Meziměsíční index (%) - sezónně očištěno,100.5538204975
Česko,Průmysl celkem,červen 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,101.86160722
Česko,Průmysl celkem,květen 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,100.99222244
Česko,Průmysl celkem,květen 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,99.13806053
Česko,Průmysl celkem,květen 2021,Meziroční index (%) - neočištěno,130.7629067043
Česko,Průmysl celkem,květen 2021,Meziroční index (%) - očištěno o kalendářní vlivy,123.4487628405
Česko,Průmysl celkem,květen 2021,Meziměsíční index (%) - sezónně očištěno,96.3583259778
Česko,Průmysl celkem,květen 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,103.23883779
Česko,Průmysl celkem,duben 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,103.04417527
Česko,Průmysl celkem,duben 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,102.88478917
Česko,Průmysl celkem,duben 2021,Meziroční index (%) - neočištěno,148.9912538947
Česko,Průmysl celkem,duben 2021,Meziroční index (%) - očištěno o kalendářní vlivy,148.9706070853
Česko,Průmysl celkem,duben 2021,Meziměsíční index (%) - sezónně očištěno,102.3448049608
Česko,Průmysl celkem,duben 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,113.54483343
Česko,Průmysl celkem,březen 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,109.07187393
Česko,Průmysl celkem,březen 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,100.52761272
Česko,Průmysl celkem,březen 2021,Meziroční index (%) - neočištěno,116.9156185921
Česko,Průmysl celkem,březen 2021,Meziroční index (%) - očištěno o kalendářní vlivy,113.4845271864
Česko,Průmysl celkem,březen 2021,Meziměsíční index (%) - sezónně očištěno,102.3042897331
Česko,Průmysl celkem,březen 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,95.51090958
Česko,Průmysl celkem,únor 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,95.51090958
Česko,Průmysl celkem,únor 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,98.26334065
Česko,Průmysl celkem,únor 2021,Meziroční index (%) - neočištěno,97.9956067495
Česko,Průmysl celkem,únor 2021,Meziroční index (%) - očištěno o kalendářní vlivy,97.9956067495
Česko,Průmysl celkem,únor 2021,Meziměsíční index (%) - sezónně očištěno,98.3896557104
Česko,Průmysl celkem,únor 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2021,Bazický index (průměr roku 2021=100) (%) - neočištěno ,93.04805124
Česko,Průmysl celkem,leden 2021,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,96.8607268
Česko,Průmysl celkem,leden 2021,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,99.87161754
Česko,Průmysl celkem,leden 2021,Meziroční index (%) - neočištěno,95.4244397479
Česko,Průmysl celkem,leden 2021,Meziroční index (%) - očištěno o kalendářní vlivy,100.9469054984
Česko,Průmysl celkem,leden 2021,Meziměsíční index (%) - sezónně očištěno,99.1115739336
Česko,Průmysl celkem,leden 2021,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,95.79861096
Česko,Průmysl celkem,prosinec 2020,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,93.16183594
Česko,Průmysl celkem,prosinec 2020,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,100.76685656
Česko,Průmysl celkem,prosinec 2020,Meziroční index (%) - neočištěno,107.4218479326
Česko,Průmysl celkem,prosinec 2020,Meziroční index (%) - očištěno o kalendářní vlivy,101.6287465019
Česko,Průmysl celkem,prosinec 2020,Meziměsíční index (%) - sezónně očištěno,99.7510796155
Česko,Průmysl celkem,prosinec 2020,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,107.57105976
Česko,Průmysl celkem,listopad 2020,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,109.83153892
Česko,Průmysl celkem,listopad 2020,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,101.01831173
Česko,Průmysl celkem,listopad 2020,Meziroční index (%) - neočištěno,99.4521000459
Česko,Průmysl celkem,listopad 2020,Meziroční index (%) - očištěno o kalendářní vlivy,102.3871608312
Česko,Průmysl celkem,listopad 2020,Meziměsíční index (%) - sezónně očištěno,99.5488310381
Česko,Průmysl celkem,listopad 2020,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,106.7213049
Česko,Průmysl celkem,říjen 2020,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,108.08139505
Česko,Průmysl celkem,říjen 2020,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,101.47614058
Česko,Průmysl celkem,říjen 2020,Meziroční index (%) - neočištěno,98.0779863535
Česko,Průmysl celkem,říjen 2020,Meziroční index (%) - očištěno o kalendářní vlivy,100.9937175957
Česko,Průmysl celkem,říjen 2020,Meziměsíční index (%) - sezónně očištěno,102.6439839834
Česko,Průmysl celkem,říjen 2020,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,103.00013496
Česko,Průmysl celkem,září 2020,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,102.12632193
Česko,Průmysl celkem,září 2020,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,98.86223882
Česko,Průmysl celkem,září 2020,Meziroční index (%) - neočištěno,98.5912137485
Česko,Průmysl celkem,září 2020,Meziroční index (%) - očištěno o kalendářní vlivy,98.5822845324
Česko,Průmysl celkem,září 2020,Meziměsíční index (%) - sezónně očištěno,101.3338729192
Česko,Průmysl celkem,září 2020,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,86.2155922
Česko,Průmysl celkem,srpen 2020,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,89.15481076
Česko,Průmysl celkem,srpen 2020,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,97.56090039
Česko,Průmysl celkem,srpen 2020,Meziroční index (%) - neočištěno,93.3867739964
Česko,Průmysl celkem,srpen 2020,Meziroční index (%) - očištěno o kalendářní vlivy,96.1667545137
Česko,Průmysl celkem,srpen 2020,Meziměsíční index (%) - sezónně očištěno,103.0877789993
Česko,Průmysl celkem,srpen 2020,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2020,Bazický index (průměr roku 2021=100) (%) - neočištěno ,90.12931384
