Území,Země,Čtvrtletí,Ukazatel,value
Česko,Svět celkem,1. čtvrtletí 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",487390.0
Česko,Svět celkem,1. čtvrtletí 2006,Bilance - pohyb zboží (v mil. Kč),23913.0
Česko,Svět celkem,1. čtvrtletí 2006,Obrat - pohyb zboží (v mil. Kč),998693.0
Česko,Svět celkem,1. čtvrtletí 2006,Pohyb zboží z ČR (meziroční index ),118.6
Česko,Svět celkem,1. čtvrtletí 2006,Pohyb zboží do ČR (meziroční index),119.7
Česko,Svět celkem,1. čtvrtletí 2006,Obrat pohybu zboží (meziroční index),119.1
Česko,Svět celkem,4. čtvrtletí 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",502722.0
Česko,Svět celkem,4. čtvrtletí 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",501518.0
Česko,Svět celkem,4. čtvrtletí 2005,Bilance - pohyb zboží (v mil. Kč),1204.0
Česko,Svět celkem,4. čtvrtletí 2005,Obrat - pohyb zboží (v mil. Kč),1004241.0
Česko,Svět celkem,4. čtvrtletí 2005,Pohyb zboží z ČR (meziroční index ),109.1
Česko,Svět celkem,4. čtvrtletí 2005,Pohyb zboží do ČR (meziroční index),106.3
Česko,Svět celkem,4. čtvrtletí 2005,Obrat pohybu zboží (meziroční index),107.7
Česko,Svět celkem,3. čtvrtletí 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",458446.0
Česko,Svět celkem,3. čtvrtletí 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",458318.0
Česko,Svět celkem,3. čtvrtletí 2005,Bilance - pohyb zboží (v mil. Kč),128.0
Česko,Svět celkem,3. čtvrtletí 2005,Obrat - pohyb zboží (v mil. Kč),916764.0
Česko,Svět celkem,3. čtvrtletí 2005,Pohyb zboží z ČR (meziroční index ),107.8
Česko,Svět celkem,3. čtvrtletí 2005,Pohyb zboží do ČR (meziroční index),105.7
Česko,Svět celkem,3. čtvrtletí 2005,Obrat pohybu zboží (meziroční index),106.8
Česko,Svět celkem,2. čtvrtletí 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",476364.0
Česko,Svět celkem,2. čtvrtletí 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",462785.0
Česko,Svět celkem,2. čtvrtletí 2005,Bilance - pohyb zboží (v mil. Kč),13579.0
Česko,Svět celkem,2. čtvrtletí 2005,Obrat - pohyb zboží (v mil. Kč),939148.0
Česko,Svět celkem,2. čtvrtletí 2005,Pohyb zboží z ČR (meziroční index ),103.5
Česko,Svět celkem,2. čtvrtletí 2005,Pohyb zboží do ČR (meziroční index),98.7
Česko,Svět celkem,2. čtvrtletí 2005,Obrat pohybu zboží (meziroční index),101.1
Česko,Svět celkem,1. čtvrtletí 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",431054.0
Česko,Svět celkem,1. čtvrtletí 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",407341.0
Česko,Svět celkem,1. čtvrtletí 2005,Bilance - pohyb zboží (v mil. Kč),23713.0
Česko,Svět celkem,1. čtvrtletí 2005,Obrat - pohyb zboží (v mil. Kč),838395.0
Česko,Svět celkem,1. čtvrtletí 2005,Pohyb zboží z ČR (meziroční index ),114.5
Česko,Svět celkem,1. čtvrtletí 2005,Pohyb zboží do ČR (meziroční index),108.7
Česko,Svět celkem,1. čtvrtletí 2005,Obrat pohybu zboží (meziroční index),111.6
Česko,Svět celkem,4. čtvrtletí 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",460673.0
Česko,Svět celkem,4. čtvrtletí 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",471748.0
Česko,Svět celkem,4. čtvrtletí 2004,Bilance - pohyb zboží (v mil. Kč),-11075.0
Česko,Svět celkem,4. čtvrtletí 2004,Obrat - pohyb zboží (v mil. Kč),932421.0
Česko,Svět celkem,4. čtvrtletí 2004,Pohyb zboží z ČR (meziroční index ),126.2
Česko,Svět celkem,4. čtvrtletí 2004,Pohyb zboží do ČR (meziroční index),118.3
Česko,Svět celkem,4. čtvrtletí 2004,Obrat pohybu zboží (meziroční index),122.1
Česko,Svět celkem,3. čtvrtletí 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",425255.0
Česko,Svět celkem,3. čtvrtletí 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",433484.0
Česko,Svět celkem,3. čtvrtletí 2004,Bilance - pohyb zboží (v mil. Kč),-8229.0
Česko,Svět celkem,3. čtvrtletí 2004,Obrat - pohyb zboží (v mil. Kč),858738.0
Česko,Svět celkem,3. čtvrtletí 2004,Pohyb zboží z ČR (meziroční index ),127.9
Česko,Svět celkem,3. čtvrtletí 2004,Pohyb zboží do ČR (meziroční index),123.6
Česko,Svět celkem,3. čtvrtletí 2004,Obrat pohybu zboží (meziroční index),125.7
Česko,Svět celkem,2. čtvrtletí 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",460142.0
Česko,Svět celkem,2. čtvrtletí 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",468959.0
Česko,Svět celkem,2. čtvrtletí 2004,Bilance - pohyb zboží (v mil. Kč),-8817.0
Česko,Svět celkem,2. čtvrtletí 2004,Obrat - pohyb zboží (v mil. Kč),929101.0
Česko,Svět celkem,2. čtvrtletí 2004,Pohyb zboží z ČR (meziroční index ),135.2
Česko,Svět celkem,2. čtvrtletí 2004,Pohyb zboží do ČR (meziroční index),132.7
Česko,Svět celkem,2. čtvrtletí 2004,Obrat pohybu zboží (meziroční index),133.9
Česko,Svět celkem,1. čtvrtletí 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",376588.0
Česko,Svět celkem,1. čtvrtletí 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",374905.0
Česko,Svět celkem,1. čtvrtletí 2004,Bilance - pohyb zboží (v mil. Kč),1683.0
Česko,Svět celkem,1. čtvrtletí 2004,Obrat - pohyb zboží (v mil. Kč),751493.0
Česko,Svět celkem,1. čtvrtletí 2004,Pohyb zboží z ČR (meziroční index ),113.0
Česko,Svět celkem,1. čtvrtletí 2004,Pohyb zboží do ČR (meziroční index),111.0
Česko,Svět celkem,1. čtvrtletí 2004,Obrat pohybu zboží (meziroční index),112.0
Česko,Svět celkem,4. čtvrtletí 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",365036.0
Česko,Svět celkem,4. čtvrtletí 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",398763.0
Česko,Svět celkem,4. čtvrtletí 2003,Bilance - pohyb zboží (v mil. Kč),-33727.0
Česko,Svět celkem,4. čtvrtletí 2003,Obrat - pohyb zboží (v mil. Kč),763799.0
Česko,Svět celkem,4. čtvrtletí 2003,Pohyb zboží z ČR (meziroční index ),111.4
Česko,Svět celkem,4. čtvrtletí 2003,Pohyb zboží do ČR (meziroční index),111.3
Česko,Svět celkem,4. čtvrtletí 2003,Obrat pohybu zboží (meziroční index),111.4
Česko,Svět celkem,3. čtvrtletí 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",332456.0
Česko,Svět celkem,3. čtvrtletí 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",350733.0
Česko,Svět celkem,3. čtvrtletí 2003,Bilance - pohyb zboží (v mil. Kč),-18277.0
Česko,Svět celkem,3. čtvrtletí 2003,Obrat - pohyb zboží (v mil. Kč),683190.0
Česko,Svět celkem,3. čtvrtletí 2003,Pohyb zboží z ČR (meziroční index ),111.8
Česko,Svět celkem,3. čtvrtletí 2003,Pohyb zboží do ČR (meziroční index),111.3
Česko,Svět celkem,3. čtvrtletí 2003,Obrat pohybu zboží (meziroční index),111.5
Česko,Svět celkem,2. čtvrtletí 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",340223.0
Česko,Svět celkem,2. čtvrtletí 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",353519.0
Česko,Svět celkem,2. čtvrtletí 2003,Bilance - pohyb zboží (v mil. Kč),-13296.0
Česko,Svět celkem,2. čtvrtletí 2003,Obrat - pohyb zboží (v mil. Kč),693742.0
Česko,Svět celkem,2. čtvrtletí 2003,Pohyb zboží z ČR (meziroční index ),107.3
Česko,Svět celkem,2. čtvrtletí 2003,Pohyb zboží do ČR (meziroční index),107.0
Česko,Svět celkem,2. čtvrtletí 2003,Obrat pohybu zboží (meziroční index),107.2
Česko,Svět celkem,1. čtvrtletí 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",333215.0
Česko,Svět celkem,1. čtvrtletí 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",337708.0
Česko,Svět celkem,1. čtvrtletí 2003,Bilance - pohyb zboží (v mil. Kč),-4493.0
Česko,Svět celkem,1. čtvrtletí 2003,Obrat - pohyb zboží (v mil. Kč),670922.0
Česko,Svět celkem,1. čtvrtletí 2003,Pohyb zboží z ČR (meziroční index ),106.5
Česko,Svět celkem,1. čtvrtletí 2003,Pohyb zboží do ČR (meziroční index),104.9
Česko,Svět celkem,1. čtvrtletí 2003,Obrat pohybu zboží (meziroční index),105.7
Česko,Svět celkem,4. čtvrtletí 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",327644.0
Česko,Svět celkem,4. čtvrtletí 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",358150.0
Česko,Svět celkem,4. čtvrtletí 2002,Bilance - pohyb zboží (v mil. Kč),-30506.0
Česko,Svět celkem,4. čtvrtletí 2002,Obrat - pohyb zboží (v mil. Kč),685793.0
Česko,Svět celkem,4. čtvrtletí 2002,Pohyb zboží z ČR (meziroční index ),99.8
Česko,Svět celkem,4. čtvrtletí 2002,Pohyb zboží do ČR (meziroční index),97.8
Česko,Svět celkem,4. čtvrtletí 2002,Obrat pohybu zboží (meziroční index),98.8
Česko,Svět celkem,3. čtvrtletí 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",297446.0
Česko,Svět celkem,3. čtvrtletí 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",315182.0
Česko,Svět celkem,3. čtvrtletí 2002,Bilance - pohyb zboží (v mil. Kč),-17736.0
Česko,Svět celkem,3. čtvrtletí 2002,Obrat - pohyb zboží (v mil. Kč),612628.0
Česko,Svět celkem,3. čtvrtletí 2002,Pohyb zboží z ČR (meziroční index ),99.7
Česko,Svět celkem,3. čtvrtletí 2002,Pohyb zboží do ČR (meziroční index),96.6
Česko,Svět celkem,3. čtvrtletí 2002,Obrat pohybu zboží (meziroční index),98.0
Česko,Svět celkem,2. čtvrtletí 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",316977.0
Česko,Svět celkem,2. čtvrtletí 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",330286.0
Česko,Svět celkem,2. čtvrtletí 2002,Bilance - pohyb zboží (v mil. Kč),-13309.0
Česko,Svět celkem,2. čtvrtletí 2002,Obrat - pohyb zboží (v mil. Kč),647263.0
Česko,Svět celkem,2. čtvrtletí 2002,Pohyb zboží z ČR (meziroční index ),97.9
Česko,Svět celkem,2. čtvrtletí 2002,Pohyb zboží do ČR (meziroční index),94.9
Česko,Svět celkem,2. čtvrtletí 2002,Obrat pohybu zboží (meziroční index),96.3
Česko,Svět celkem,1. čtvrtletí 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",312793.0
Česko,Svět celkem,1. čtvrtletí 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",322054.0
Česko,Svět celkem,1. čtvrtletí 2002,Bilance - pohyb zboží (v mil. Kč),-9260.0
Česko,Svět celkem,1. čtvrtletí 2002,Obrat - pohyb zboží (v mil. Kč),634847.0
Česko,Svět celkem,1. čtvrtletí 2002,Pohyb zboží z ČR (meziroční index ),98.4
Česko,Svět celkem,1. čtvrtletí 2002,Pohyb zboží do ČR (meziroční index),93.4
Česko,Svět celkem,1. čtvrtletí 2002,Obrat pohybu zboží (meziroční index),95.8
Česko,Svět celkem,4. čtvrtletí 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",328150.0
Česko,Svět celkem,4. čtvrtletí 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",366202.0
Česko,Svět celkem,4. čtvrtletí 2001,Bilance - pohyb zboží (v mil. Kč),-38051.0
Česko,Svět celkem,4. čtvrtletí 2001,Obrat - pohyb zboží (v mil. Kč),694352.0
Česko,Svět celkem,4. čtvrtletí 2001,Pohyb zboží z ČR (meziroční index ),105.1
Česko,Svět celkem,4. čtvrtletí 2001,Pohyb zboží do ČR (meziroční index),101.8
Česko,Svět celkem,4. čtvrtletí 2001,Obrat pohybu zboží (meziroční index),103.4
Česko,Svět celkem,3. čtvrtletí 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",298386.0
Česko,Svět celkem,3. čtvrtletí 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",326429.0
Česko,Svět celkem,3. čtvrtletí 2001,Bilance - pohyb zboží (v mil. Kč),-28043.0
Česko,Svět celkem,3. čtvrtletí 2001,Obrat - pohyb zboží (v mil. Kč),624815.0
Česko,Svět celkem,3. čtvrtletí 2001,Pohyb zboží z ČR (meziroční index ),110.6
Česko,Svět celkem,3. čtvrtletí 2001,Pohyb zboží do ČR (meziroční index),108.2
Česko,Svět celkem,3. čtvrtletí 2001,Obrat pohybu zboží (meziroční index),109.4
Česko,Svět celkem,2. čtvrtletí 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",323664.0
Česko,Svět celkem,2. čtvrtletí 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",348184.0
Česko,Svět celkem,2. čtvrtletí 2001,Bilance - pohyb zboží (v mil. Kč),-24520.0
Česko,Svět celkem,2. čtvrtletí 2001,Obrat - pohyb zboží (v mil. Kč),671848.0
Česko,Svět celkem,2. čtvrtletí 2001,Pohyb zboží z ČR (meziroční index ),114.4
Česko,Svět celkem,2. čtvrtletí 2001,Pohyb zboží do ČR (meziroční index),113.4
Česko,Svět celkem,2. čtvrtletí 2001,Obrat pohybu zboží (meziroční index),113.9
Česko,Svět celkem,1. čtvrtletí 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",317949.0
Česko,Svět celkem,1. čtvrtletí 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",344749.0
Česko,Svět celkem,1. čtvrtletí 2001,Bilance - pohyb zboží (v mil. Kč),-26800.0
Česko,Svět celkem,1. čtvrtletí 2001,Obrat - pohyb zboží (v mil. Kč),662699.0
Česko,Svět celkem,1. čtvrtletí 2001,Pohyb zboží z ČR (meziroční index ),124.0
Česko,Svět celkem,1. čtvrtletí 2001,Pohyb zboží do ČR (meziroční index),126.0
Česko,Svět celkem,1. čtvrtletí 2001,Obrat pohybu zboží (meziroční index),125.0
Česko,Svět celkem,4. čtvrtletí 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",312097.0
Česko,Svět celkem,4. čtvrtletí 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",359670.0
Česko,Svět celkem,4. čtvrtletí 2000,Bilance - pohyb zboží (v mil. Kč),-47573.0
Česko,Svět celkem,4. čtvrtletí 2000,Obrat - pohyb zboží (v mil. Kč),671767.0
Česko,Svět celkem,4. čtvrtletí 2000,Pohyb zboží z ČR (meziroční index ),126.3
Česko,Svět celkem,4. čtvrtletí 2000,Pohyb zboží do ČR (meziroční index),127.1
Česko,Svět celkem,4. čtvrtletí 2000,Obrat pohybu zboží (meziroční index),126.7
Česko,Svět celkem,3. čtvrtletí 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",269720.0
Česko,Svět celkem,3. čtvrtletí 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",301576.0
Česko,Svět celkem,3. čtvrtletí 2000,Bilance - pohyb zboží (v mil. Kč),-31856.0
Česko,Svět celkem,3. čtvrtletí 2000,Obrat - pohyb zboží (v mil. Kč),571297.0
Česko,Svět celkem,3. čtvrtletí 2000,Pohyb zboží z ČR (meziroční index ),120.5
Česko,Svět celkem,3. čtvrtletí 2000,Pohyb zboží do ČR (meziroční index),129.8
Česko,Svět celkem,3. čtvrtletí 2000,Obrat pohybu zboží (meziroční index),125.2
Česko,Svět celkem,2. čtvrtletí 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",282824.0
Česko,Svět celkem,2. čtvrtletí 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",307003.0
Česko,Svět celkem,2. čtvrtletí 2000,Bilance - pohyb zboží (v mil. Kč),-24179.0
Česko,Svět celkem,2. čtvrtletí 2000,Obrat - pohyb zboží (v mil. Kč),589828.0
Česko,Svět celkem,2. čtvrtletí 2000,Pohyb zboží z ČR (meziroční index ),119.4
Česko,Svět celkem,2. čtvrtletí 2000,Pohyb zboží do ČR (meziroční index),125.6
Česko,Svět celkem,2. čtvrtletí 2000,Obrat pohybu zboží (meziroční index),122.5
Česko,Svět celkem,1. čtvrtletí 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",256457.0
Česko,Svět celkem,1. čtvrtletí 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",273674.0
Česko,Svět celkem,1. čtvrtletí 2000,Bilance - pohyb zboží (v mil. Kč),-17217.0
Česko,Svět celkem,1. čtvrtletí 2000,Obrat - pohyb zboží (v mil. Kč),530132.0
Česko,Svět celkem,1. čtvrtletí 2000,Pohyb zboží z ČR (meziroční index ),127.6
Česko,Svět celkem,1. čtvrtletí 2000,Pohyb zboží do ČR (meziroční index),128.2
Česko,Svět celkem,1. čtvrtletí 2000,Obrat pohybu zboží (meziroční index),127.9
