Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – červenec 2025,99.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – srpen 2025,98.8
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – červen 2024,79.5
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – červenec 2024,81.5
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – srpen 2024,84.3
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – září 2024,85.0
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – říjen 2024,86.6
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – listopad 2024,90.2
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – prosinec 2024,94.6
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden 2025,132.3
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – únor 2025,142.2
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – březen 2025,137.7
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – duben 2025,131.5
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – květen 2025,124.7
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – červen 2025,120.0
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – červenec 2025,117.9
Index vývozních cen (%),Meziroční index,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden – srpen 2025,113.0
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – červen 2024,106.3
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – červenec 2024,108.0
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – srpen 2024,109.1
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – září 2024,109.6
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – říjen 2024,109.3
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – listopad 2024,108.7
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – prosinec 2024,107.9
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden 2025,93.6
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – únor 2025,92.4
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – březen 2025,93.2
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – duben 2025,94.5
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – květen 2025,94.5
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – červen 2025,93.6
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – červenec 2025,92.3
Index vývozních cen (%),Meziroční index,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden – srpen 2025,91.2
