Ukazatel;Území;Reprezentant;Čtvrtletí;value
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2019;660.2
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2019;675.8
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2019;680.5
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2019;704.8
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2020;730.7
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2020;737.5
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2020;752.6
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2020;753.9
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2021;768.3
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2021;773.1
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2021;778.5
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2021;784.5
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2022;824.9
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2022;843.7
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2022;819.7
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2022;825.3
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2023;865.5
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2023;879.8
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2023;897.2
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2023;897.3
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2024;941.9
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];2. čtvrtletí 2024;965.7
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];3. čtvrtletí 2024;972.6
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];4. čtvrtletí 2024;991.3
Cena za poskytnutí tržní služby (Kč);Česko;Odborné práce projektanta [hod];1. čtvrtletí 2025;1016.8
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2015;593.0
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2015;612.1
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2015;614.8
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2015;616.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2016;652.4
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2016;642.2
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2016;611.1
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2016;597.0
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2017;583.8
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2017;570.2
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2017;563.2
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2017;532.2
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2018;538.9
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2018;556.9
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2018;578.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2018;638.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2019;700.8
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2019;694.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2019;722.9
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2019;785.4
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2020;817.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2020;837.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2020;861.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2020;863.1
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2021;896.7
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2021;914.7
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2021;918.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2021;925.0
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2022;992.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2022;1022.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2022;972.0
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2022;964.7
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2023;966.5
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2023;978.4
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2023;982.1
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2023;977.4
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2024;1026.9
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];2. čtvrtletí 2024;1041.1
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];3. čtvrtletí 2024;1040.9
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];4. čtvrtletí 2024;1078.3
Cena za poskytnutí tržní služby (Kč);Česko;Technický dozor investora [hod];1. čtvrtletí 2025;1130.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2015;668.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2015;667.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2015;667.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2015;667.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2016;670.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2016;671.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2016;671.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2016;671.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2017;671.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2017;672.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2017;672.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2017;672.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2018;676.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2018;677.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2018;677.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2018;677.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2019;676.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2019;714.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2019;714.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2019;926.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2020;1055.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2020;1066.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2020;1066.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2020;1066.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2021;1125.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2021;1121.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2021;1124.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2021;1123.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2022;1191.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2022;1229.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2022;1206.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2022;1156.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2023;1284.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2023;1296.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2023;1291.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2023;1292.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2024;1328.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];2. čtvrtletí 2024;1333.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];3. čtvrtletí 2024;1323.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];4. čtvrtletí 2024;1333.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem reklamního panelu mimo velká města [měsíc];1. čtvrtletí 2025;1434.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2015;320.6
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2015;319.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2015;319.7
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2015;322.0
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2016;322.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2016;322.1
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2016;328.1
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2016;331.1
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2017;331.6
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2017;333.4
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2017;332.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2017;332.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2018;333.7
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2018;334.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2018;334.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2018;334.2
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2019;345.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2019;349.5
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2019;349.9
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2019;350.6
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2020;351.0
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2020;348.9
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2020;349.5
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2020;350.6
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2021;350.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2021;350.9
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2021;350.7
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2021;350.3
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2022;347.1
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2022;346.4
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2022;349.9
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2022;353.1
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2023;367.7
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2023;365.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2023;367.8
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2023;371.5
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2024;385.0
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];2. čtvrtletí 2024;390.0
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];3. čtvrtletí 2024;392.6
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];4. čtvrtletí 2024;397.9
Cena za poskytnutí tržní služby (Kč);Česko;Překlad odborného textu z angličtiny (němčiny) do  češtiny [normostrana];1. čtvrtletí 2025;403.3
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2015;3214.5
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2015;3314.4
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2015;3469.0
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2015;3597.3
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2016;3664.2
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2016;3689.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2016;3878.9
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2016;3973.4
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2017;4006.7
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2017;3834.0
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2017;3777.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2017;3777.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2018;3775.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2018;3772.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2018;3772.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2018;3772.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2019;3944.3
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2019;3966.5
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2019;3975.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2019;3994.3
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2020;3990.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2020;3977.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2020;3977.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2020;3977.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2021;3976.3
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2021;3954.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2021;3954.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2021;3970.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2022;4092.5
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2022;4110.5
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2022;4238.4
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2022;4293.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2023;4527.6
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2023;4398.2
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2023;4408.0
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2023;4485.8
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2024;4535.9
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];2. čtvrtletí 2024;4712.1
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];3. čtvrtletí 2024;4771.0
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];4. čtvrtletí 2024;4810.2
Cena za poskytnutí tržní služby (Kč);Česko;Doprovodné tlumočení [půlden];1. čtvrtletí 2025;4790.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2015;884.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2015;842.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2015;842.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2015;845.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2016;848.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2016;832.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2016;803.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2016;769.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2017;772.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2017;771.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2017;770.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2017;770.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2018;768.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2018;763.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2018;774.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2018;781.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2019;757.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2019;732.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2019;710.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2019;685.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2020;686.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2020;689.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2020;691.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2020;694.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2021;681.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2021;685.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2021;706.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2021;706.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2022;758.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2022;779.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2022;743.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2022;726.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2023;773.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2023;778.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2023;778.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2023;778.5
