Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – květen 2023,116.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červen 2023,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červenec 2023,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – srpen 2023,117.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – září 2023,117.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – říjen 2023,117.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – listopad 2023,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – prosinec 2023,118.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden 2024,122.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – únor 2024,124.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – březen 2024,125.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – duben 2024,125.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – květen 2024,126.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červen 2024,126.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červenec 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – srpen 2024,127.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – září 2024,127.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – říjen 2024,127.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – listopad 2024,127.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – prosinec 2024,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden 2025,130.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – únor 2025,131.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – březen 2025,131.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – duben 2025,132.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – květen 2025,132.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červen 2025,132.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – červenec 2025,132.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – srpen 2025,132.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden 2023,117.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – únor 2023,118.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – březen 2023,118.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – duben 2023,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – květen 2023,120.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červen 2023,120.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červenec 2023,121.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – srpen 2023,121.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – září 2023,121.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – říjen 2023,121.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – listopad 2023,121.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – prosinec 2023,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden 2024,125.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – únor 2024,126.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – březen 2024,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – duben 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – květen 2024,127.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červen 2024,127.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červenec 2024,127.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – srpen 2024,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – září 2024,127.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – říjen 2024,127.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – listopad 2024,127.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – prosinec 2024,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden 2025,129.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – únor 2025,129.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – březen 2025,130.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – duben 2025,130.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – květen 2025,130.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červen 2025,130.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – červenec 2025,130.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastnich nebo pronajatých nemovitostí - kancelář,leden – srpen 2025,130.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden 2023,112.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – únor 2023,114.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – březen 2023,115.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – duben 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – květen 2023,116.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – červen 2023,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – červenec 2023,117.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – srpen 2023,117.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – září 2023,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – říjen 2023,118.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – listopad 2023,118.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – prosinec 2023,118.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden 2024,123.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – únor 2024,125.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – březen 2024,126.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – duben 2024,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – květen 2024,128.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – červen 2024,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem vlastních nebo pronajatých nemovitostí - obchod,leden – červenec 2024,129.0
