Území;CZ-NACE;Čtvrtletí;Ukazatel;value
Česko;Průmysl celkem;3. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;71.88678574
Česko;Průmysl celkem;3. čtvrtletí 2005;Meziroční index (%) - neočištěno;104.2850622324
Česko;Průmysl celkem;3. čtvrtletí 2005;Meziroční index (%) - očištěno o kalendářní vlivy;103.3125469586
Česko;Průmysl celkem;3. čtvrtletí 2005;Mezičtvrtletní index (%) - sezónně očištěno;101.7832558534
Česko;Průmysl celkem;2. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - neočištěno ;71.3477278667
Česko;Průmysl celkem;2. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;71.1613705833
Česko;Průmysl celkem;2. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;70.6273199233
Česko;Průmysl celkem;2. čtvrtletí 2005;Meziroční index (%) - neočištěno;104.2365325367
Česko;Průmysl celkem;2. čtvrtletí 2005;Meziroční index (%) - očištěno o kalendářní vlivy;102.4439297059
Česko;Průmysl celkem;2. čtvrtletí 2005;Mezičtvrtletní index (%) - sezónně očištěno;102.0525605186
Česko;Průmysl celkem;1. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - neočištěno ;65.7417969033
Česko;Průmysl celkem;1. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;68.2204824033
Česko;Průmysl celkem;1. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;69.2068083
Česko;Průmysl celkem;1. čtvrtletí 2005;Meziroční index (%) - neočištěno;101.5911812606
Česko;Průmysl celkem;1. čtvrtletí 2005;Meziroční index (%) - očištěno o kalendářní vlivy;101.5580122531
Česko;Průmysl celkem;1. čtvrtletí 2005;Mezičtvrtletní index (%) - sezónně očištěno;98.8011495194
Česko;Průmysl celkem;4. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - neočištěno ;71.76834177
Česko;Průmysl celkem;4. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;73.3516178167
Česko;Průmysl celkem;4. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;70.0465618433
Česko;Průmysl celkem;4. čtvrtletí 2004;Meziroční index (%) - neočištěno;108.9921294577
Česko;Průmysl celkem;4. čtvrtletí 2004;Meziroční index (%) - očištěno o kalendářní vlivy;106.5503710813
Česko;Průmysl celkem;4. čtvrtletí 2004;Mezičtvrtletní index (%) - sezónně očištěno;100.3823961707
Česko;Průmysl celkem;3. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - neočištěno ;65.04914333
Česko;Průmysl celkem;3. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;67.00025935
Česko;Průmysl celkem;3. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;69.77972684
Česko;Průmysl celkem;3. čtvrtletí 2004;Meziroční index (%) - neočištěno;108.2410888514
Česko;Průmysl celkem;3. čtvrtletí 2004;Meziroční index (%) - očištěno o kalendářní vlivy;110.2673491548
Česko;Průmysl celkem;3. čtvrtletí 2004;Mezičtvrtletní index (%) - sezónně očištěno;101.289418415
Česko;Průmysl celkem;2. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - neočištěno ;68.4479098933
Česko;Průmysl celkem;2. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;69.46372595
Česko;Průmysl celkem;2. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;68.89142808
Česko;Průmysl celkem;2. čtvrtletí 2004;Meziroční index (%) - neočištěno;113.3782190812
Česko;Průmysl celkem;2. čtvrtletí 2004;Meziroční index (%) - očištěno o kalendářní vlivy;110.8669167295
Česko;Průmysl celkem;2. čtvrtletí 2004;Mezičtvrtletní index (%) - sezónně očištěno;101.620316579
Česko;Průmysl celkem;1. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - neočištěno ;64.7121099367
Česko;Průmysl celkem;1. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;67.1739047367
Česko;Průmysl celkem;1. čtvrtletí 2004;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;67.79296739
Česko;Průmysl celkem;1. čtvrtletí 2004;Meziroční index (%) - neočištěno;111.2321499516
Česko;Průmysl celkem;1. čtvrtletí 2004;Meziroční index (%) - očištěno o kalendářní vlivy;109.9533709382
Česko;Průmysl celkem;1. čtvrtletí 2004;Mezičtvrtletní index (%) - sezónně očištěno;103.4382114149
Česko;Průmysl celkem;4. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - neočištěno ;65.8472700067
Česko;Průmysl celkem;4. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;68.8421983633
Česko;Průmysl celkem;4. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;65.5395781333
Česko;Průmysl celkem;4. čtvrtletí 2003;Meziroční index (%) - neočištěno;102.8586398391
Česko;Průmysl celkem;4. čtvrtletí 2003;Meziroční index (%) - očištěno o kalendářní vlivy;103.3007273239
Česko;Průmysl celkem;4. čtvrtletí 2003;Mezičtvrtletní index (%) - sezónně očištěno;103.0952026498
Česko;Průmysl celkem;3. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - neočištěno ;60.0965345233
Česko;Průmysl celkem;3. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;60.7616487233
Česko;Průmysl celkem;3. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;63.57189903
Česko;Průmysl celkem;3. čtvrtletí 2003;Meziroční index (%) - neočištěno;104.8394572486
Česko;Průmysl celkem;3. čtvrtletí 2003;Meziroční index (%) - očištěno o kalendářní vlivy;104.1964857596
Česko;Průmysl celkem;3. čtvrtletí 2003;Mezičtvrtletní index (%) - sezónně očištěno;102.03390391
Česko;Průmysl celkem;2. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - neočištěno ;60.3713045133
Česko;Průmysl celkem;2. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;62.6550534633
Česko;Průmysl celkem;2. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;62.3046816733
Česko;Průmysl celkem;2. čtvrtletí 2003;Meziroční index (%) - neočištěno;103.0170275688
Česko;Průmysl celkem;2. čtvrtletí 2003;Meziroční index (%) - očištěno o kalendářní vlivy;103.2026948616
Česko;Průmysl celkem;2. čtvrtletí 2003;Mezičtvrtletní index (%) - sezónně očištěno;101.1289663735
Česko;Průmysl celkem;1. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - neočištěno ;58.1775232833
Česko;Průmysl celkem;1. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;61.0930835167
Česko;Průmysl celkem;1. čtvrtletí 2003;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;61.6091352533
Česko;Průmysl celkem;1. čtvrtletí 2003;Meziroční index (%) - neočištěno;103.9671595683
Česko;Průmysl celkem;1. čtvrtletí 2003;Meziroční index (%) - očištěno o kalendářní vlivy;104.0526704965
Česko;Průmysl celkem;1. čtvrtletí 2003;Mezičtvrtletní index (%) - sezónně očištěno;97.5606560814
Česko;Průmysl celkem;4. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - neočištěno ;64.0172474667
Česko;Průmysl celkem;4. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;66.6425108
Česko;Průmysl celkem;4. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;63.14957046
Česko;Průmysl celkem;4. čtvrtletí 2002;Meziroční index (%) - neočištěno;104.7720206405
Česko;Průmysl celkem;4. čtvrtletí 2002;Meziroční index (%) - očištěno o kalendářní vlivy;105.6198990922
Česko;Průmysl celkem;4. čtvrtletí 2002;Mezičtvrtletní index (%) - sezónně očištěno;103.0604461903
Česko;Průmysl celkem;3. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - neočištěno ;57.3224395667
Česko;Průmysl celkem;3. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;58.3144894767
Česko;Průmysl celkem;3. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;61.2743033767
Česko;Průmysl celkem;3. čtvrtletí 2002;Meziroční index (%) - neočištěno;104.5465341297
Česko;Průmysl celkem;3. čtvrtletí 2002;Meziroční index (%) - očištěno o kalendářní vlivy;102.1211590721
Česko;Průmysl celkem;3. čtvrtletí 2002;Mezičtvrtletní index (%) - sezónně očištěno;101.6950313923
Česko;Průmysl celkem;2. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - neočištěno ;58.60322894
Česko;Průmysl celkem;2. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;60.71067577
Česko;Průmysl celkem;2. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;60.2529961767
Česko;Průmysl celkem;2. čtvrtletí 2002;Meziroční index (%) - neočištěno;100.491496066
Česko;Průmysl celkem;2. čtvrtletí 2002;Meziroční index (%) - očištěno o kalendářní vlivy;100.0101200626
Česko;Průmysl celkem;2. čtvrtletí 2002;Mezičtvrtletní index (%) - sezónně očištěno;101.5962604989
Česko;Průmysl celkem;1. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - neočištěno ;55.9575961533
Česko;Průmysl celkem;1. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;58.7136141967
Česko;Průmysl celkem;1. čtvrtletí 2002;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;59.30631293
Česko;Průmysl celkem;1. čtvrtletí 2002;Meziroční index (%) - neočištěno;98.3791133196
Česko;Průmysl celkem;1. čtvrtletí 2002;Meziroční index (%) - očištěno o kalendářní vlivy;99.0553200447
Česko;Průmysl celkem;1. čtvrtletí 2002;Mezičtvrtletní index (%) - sezónně očištěno;98.5422408437
Česko;Průmysl celkem;4. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - neočištěno ;61.1014725833
Česko;Průmysl celkem;4. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;63.0965484467
Česko;Průmysl celkem;4. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;60.1836455333
Česko;Průmysl celkem;4. čtvrtletí 2001;Meziroční index (%) - neočištěno;103.5528450312
Česko;Průmysl celkem;4. čtvrtletí 2001;Meziroční index (%) - očištěno o kalendářní vlivy;103.1168986543
Česko;Průmysl celkem;4. čtvrtletí 2001;Mezičtvrtletní index (%) - sezónně očištěno;101.006714237
Česko;Průmysl celkem;3. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - neočištěno ;54.82959339
Česko;Průmysl celkem;3. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;57.1032389433
Česko;Průmysl celkem;3. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;59.5838068667
Česko;Průmysl celkem;3. čtvrtletí 2001;Meziroční index (%) - neočištěno;104.9411685456
Česko;Průmysl celkem;3. čtvrtletí 2001;Meziroční index (%) - očištěno o kalendářní vlivy;104.4035100846
Česko;Průmysl celkem;3. čtvrtletí 2001;Mezičtvrtletní index (%) - sezónně očištěno;99.3992417353
Česko;Průmysl celkem;2. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - neočištěno ;58.31660512
Česko;Průmysl celkem;2. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;60.7045324333
Česko;Průmysl celkem;2. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;59.94392495
Česko;Průmysl celkem;2. čtvrtletí 2001;Meziroční index (%) - neočištěno;109.8667119865
Česko;Průmysl celkem;2. čtvrtletí 2001;Meziroční index (%) - očištěno o kalendářní vlivy;109.4315008085
Česko;Průmysl celkem;2. čtvrtletí 2001;Mezičtvrtletní index (%) - sezónně očištěno;100.7516793355
Česko;Průmysl celkem;1. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - neočištěno ;56.87954919
Česko;Průmysl celkem;1. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;59.2735596333
Česko;Průmysl celkem;1. čtvrtletí 2001;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;59.4967005467
Česko;Průmysl celkem;1. čtvrtletí 2001;Meziroční index (%) - neočištěno;111.9885465431
Česko;Průmysl celkem;1. čtvrtletí 2001;Meziroční index (%) - očištěno o kalendářní vlivy;111.2785021313
Česko;Průmysl celkem;1. čtvrtletí 2001;Mezičtvrtletní index (%) - sezónně očištěno;101.2058335019
Česko;Průmysl celkem;4. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - neočištěno ;59.00511238
Česko;Průmysl celkem;4. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;61.18933877
Česko;Průmysl celkem;4. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;58.78781735
Česko;Průmysl celkem;4. čtvrtletí 2000;Meziroční index (%) - neočištěno;
Česko;Průmysl celkem;4. čtvrtletí 2000;Meziroční index (%) - očištěno o kalendářní vlivy;
Česko;Průmysl celkem;4. čtvrtletí 2000;Mezičtvrtletní index (%) - sezónně očištěno;102.8312623438
Česko;Průmysl celkem;3. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - neočištěno ;52.2479348667
Česko;Průmysl celkem;3. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;54.6947501067
Česko;Průmysl celkem;3. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;57.1692071167
Česko;Průmysl celkem;3. čtvrtletí 2000;Meziroční index (%) - neočištěno;
Česko;Průmysl celkem;3. čtvrtletí 2000;Meziroční index (%) - očištěno o kalendářní vlivy;
Česko;Průmysl celkem;3. čtvrtletí 2000;Mezičtvrtletní index (%) - sezónně očištěno;104.3795058157
Česko;Průmysl celkem;2. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - neočištěno ;53.0794123767
Česko;Průmysl celkem;2. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;55.47263081
Česko;Průmysl celkem;2. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;54.77052863
Česko;Průmysl celkem;2. čtvrtletí 2000;Meziroční index (%) - neočištěno;
Česko;Průmysl celkem;2. čtvrtletí 2000;Meziroční index (%) - očištěno o kalendářní vlivy;
Česko;Průmysl celkem;2. čtvrtletí 2000;Mezičtvrtletní index (%) - sezónně očištěno;102.439292179
Česko;Průmysl celkem;1. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - neočištěno ;50.7905057667
Česko;Průmysl celkem;1. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;53.2659574833
Česko;Průmysl celkem;1. čtvrtletí 2000;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;53.4663286567
Česko;Průmysl celkem;1. čtvrtletí 2000;Meziroční index (%) - neočištěno;
Česko;Průmysl celkem;1. čtvrtletí 2000;Meziroční index (%) - očištěno o kalendářní vlivy;
Česko;Průmysl celkem;1. čtvrtletí 2000;Mezičtvrtletní index (%) - sezónně očištěno;
