Území,Ukazatel,Typ ceny,Očištění,CZCPA,Roky,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2021,8.800294
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2020,13.521504
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2019,17.896452
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2018,70.654551
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2017,9.157333
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2016,10.023771
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,71 Architektonické a inženýrské služby; technické zkoušky a analýzy,2015,26.120041
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2024,2.123892
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2023,1.377871
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2022,8.171241
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2021,3.813387
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2020,6.231973
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2019,5.844911
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2018,6.489822
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2017,6.188004
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2016,7.598566
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"Ostatní odborné, vědecké a technické služby",2015,5.710998
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2024,372.496955
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2023,167.04925
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2022,153.454257
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2021,223.351892
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2020,149.086675
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2019,261.280319
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2018,158.67408
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2017,318.29881
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2016,83.002378
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"90 Tvůrčí, umělecké a zábavní služby",2015,178.042195
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2024,473.600823
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2023,313.547602
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2022,563.926968
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2021,349.160675
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2020,452.916246
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2019,116.543813
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2018,73.268624
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2017,89.892991
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2016,100.979682
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"91 Služby knihoven, archivů, muzeí a jiných kulturních zařízení",2015,50.25686
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2024,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2023,0.007606
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2022,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2021,0.001101
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2020,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2019,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2018,0.108039
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2017,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2016,0.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,96 Ostatní osobní služby,2015,0.0
