Území,Roky,Země,Ukazatel,value
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Pohyb zboží do ČR (meziroční index),
Česko,2024,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Obrat pohybu zboží (meziroční index),
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Země a území neuváděné v rámci obchodu uvnitř Unie,Obrat pohybu zboží (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,Pohyb zboží do ČR (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů,Obrat pohybu zboží (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Pohyb zboží do ČR (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Obrat pohybu zboží (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Obrat pohybu zboží (meziroční index),
Česko,2024,Zimbabwe,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Zimbabwe,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Zimbabwe,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Zimbabwe,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Zimbabwe,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Zimbabwe,Pohyb zboží do ČR (meziroční index),
Česko,2024,Zimbabwe,Obrat pohybu zboží (meziroční index),
Česko,2024,Svět bez 50 vybraných zemí,"Pohyb zboží z ČR (v mil. Kč, FOB)",195088.931312
Česko,2024,Svět bez 50 vybraných zemí,"Pohyb zboží do ČR (v mil. Kč, CIF)",271786.639183
Česko,2024,Svět bez 50 vybraných zemí,Bilance - pohyb zboží (v mil. Kč),-76697.707871
Česko,2024,Svět bez 50 vybraných zemí,Obrat - pohyb zboží (v mil. Kč),466875.570495
Česko,2024,Svět bez 50 vybraných zemí,Pohyb zboží z ČR (meziroční index ),112.9046433301
Česko,2024,Svět bez 50 vybraných zemí,Pohyb zboží do ČR (meziroční index),126.9093788808
Česko,2024,Svět bez 50 vybraných zemí,Obrat pohybu zboží (meziroční index),120.6556061419
