Území,Ukazatel,Typ indexu,Typ zakázek,Očištění,Vybraná odvětví průmyslu,Kumulace měsíců,value
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2005,106.6161037604
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2005,107.1085779673
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2005,105.5095063667
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2005,114.6680766204
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2005,117.6373711783
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – prosinec 2004,115.527366086
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – listopad 2004,114.8221746775
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – říjen 2004,114.5770589552
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – září 2004,113.5062836446
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – srpen 2004,123.6317893124
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červenec 2004,124.445968055
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červen 2004,124.6491595293
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2004,126.7014330656
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2004,121.1715511239
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2004,123.0022805039
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2004,118.1838137389
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2004,113.0025101713
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – prosinec 2003,103.9670117495
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – listopad 2003,105.0019786879
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – říjen 2003,105.1257990431
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – září 2003,104.7352179463
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – srpen 2003,102.2258850308
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červenec 2003,100.3130814114
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červen 2003,99.6950208124
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2003,100.6990492427
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2003,103.6680224348
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2003,95.6318927915
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2003,89.8366440885
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2003,82.1829346341
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – prosinec 2002,111.3324885862
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – listopad 2002,109.1058145109
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – říjen 2002,107.8361375693
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – září 2002,113.6785979254
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – srpen 2002,105.9438613148
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červenec 2002,108.1699658798
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červen 2002,109.8358931949
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2002,104.620344197
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2002,106.0409071254
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2002,105.6211174526
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2002,121.581610012
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2002,146.4273451999
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – prosinec 2001,136.0655116155
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – listopad 2001,147.8498135333
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – říjen 2001,152.2511762602
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – září 2001,150.3158162346
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – srpen 2001,155.9832695759
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červenec 2001,160.0048674153
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červen 2001,162.3976892567
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2001,180.9810426222
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2001,198.8265561916
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2001,234.4968431487
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2001,265.9473181192
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2001,613.9235611989
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – prosinec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – listopad 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – říjen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – září 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – srpen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červenec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – červen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – květen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – duben 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – březen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden – únor 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",leden 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2025,106.2736858325
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2025,105.8089112048
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2025,93.6672640192
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2025,105.4934767503
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2025,100.8679973266
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2025,103.1431513993
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2025,70.8406483753
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2025,62.5158862396
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2024,130.9039391555
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2024,133.5130760309
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2024,132.0355693638
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2024,129.4206548109
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2024,125.4972314807
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2024,127.6215897472
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2024,138.7111151512
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2024,124.2991447072
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2024,130.0906934023
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2024,129.3536506044
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2024,146.6919589966
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2024,164.5419390743
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2023,117.5371555297
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2023,119.8755330488
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2023,121.0535459758
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2023,123.0842930877
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2023,123.8536996549
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2023,124.5359417899
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2023,110.3090097508
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2023,113.5969282776
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2023,119.4838518934
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2023,121.0866398598
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2023,132.012489294
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2023,119.3240421922
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2022,102.2753121209
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2022,104.5043484457
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2022,103.0473132744
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2022,101.3582405276
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2022,103.0529333552
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2022,101.993567891
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2022,104.9867227641
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2022,98.1419355864
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2022,93.3040174958
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2022,98.0092562633
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2022,78.4617347225
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2022,100.5152169411
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2021,80.8397449516
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2021,78.7046690671
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2021,77.6942512338
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2021,76.3491193921
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2021,71.5448841271
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2021,68.6331574427
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2021,62.4664041229
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2021,60.237630314
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2021,53.8697449412
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2021,43.2367339903
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2021,49.1410417064
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2021,32.9118108271
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2020,126.8370534774
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2020,122.9880711092
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2020,124.5220471871
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2020,125.719066855
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2020,126.484299802
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2020,132.9001412142
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2020,163.497234273
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2020,170.6203650083
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2020,191.4313837802
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2020,228.5634107612
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2020,264.452376421
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2020,273.5175725887
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2019,93.4142159261
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2019,95.3561621067
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2019,98.5406709915
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2019,106.6725278519
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2019,109.1206004077
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2019,109.1052777716
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2019,96.6296130615
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2019,123.0662176266
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2019,125.9600821891
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2019,124.1844422204
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2019,99.7871128507
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2019,97.5559215128
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2018,123.2690897887
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2018,124.4497157543
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2018,120.660880598
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – září 2018,117.4060260587
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – srpen 2018,116.073480059
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červenec 2018,120.393147514
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – červen 2018,116.5534964905
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – květen 2018,97.3549787088
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – duben 2018,96.7010691296
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – březen 2018,94.4600075603
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – únor 2018,97.6986679857
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden 2018,123.2423791904
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – prosinec 2017,110.5121778537
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – listopad 2017,110.6605378613
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,30 Výroba ostatních dopravních prostředků a zařízení,leden – říjen 2017,112.085922584
