Ukazatel;ČR, Reg. soudržnosti, Kraje;Odvětví;Roky;value
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2014;4769.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2015;6781.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2016;6100.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2017;6209.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2018;4696.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2019;4145.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2020;5298.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2021;4736.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2022;6468.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2023;6957.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2024;
