Území,Čtvrtletí,Typ ceny,Očištění,Země,Ukazatel,value
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Libye,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,"Vývoz (v mil. Kč, FOB)",4287.47386
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,"Dovoz (v mil. Kč, CIF)",2421.821231
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,Bilance (v mil. Kč),1865.652629
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,Obrat zboží (v mil. Kč),6709.295091
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,Vývoz (meziroční index),120.4493354358
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,Dovoz (meziroční index),116.6756811707
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Litva,Obrat zboží (meziroční index),119.0593493377
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,"Vývoz (v mil. Kč, FOB)",1852.112851
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,"Dovoz (v mil. Kč, CIF)",791.679714
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,Bilance (v mil. Kč),1060.433137
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,Obrat zboží (v mil. Kč),2643.792565
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,Vývoz (meziroční index),67.7387169005
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,Dovoz (meziroční index),111.6620106726
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lotyšsko,Obrat zboží (meziroční index),76.783059595
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,"Vývoz (v mil. Kč, FOB)",2533.203408
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,"Dovoz (v mil. Kč, CIF)",1326.512038
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,Bilance (v mil. Kč),1206.69137
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,Obrat zboží (v mil. Kč),3859.715446
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,Vývoz (meziroční index),107.3144964616
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,Dovoz (meziroční index),101.6868298347
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Lucembursko,Obrat zboží (meziroční index),105.3114312997
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Macao,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Madagaskar,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,"Vývoz (v mil. Kč, FOB)",33912.226561
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,"Dovoz (v mil. Kč, CIF)",23923.83213
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,Bilance (v mil. Kč),9988.394431
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,Obrat zboží (v mil. Kč),57836.058691
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,Vývoz (meziroční index),97.7981855699
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,Dovoz (meziroční index),91.9672657702
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maďarsko,Obrat zboží (meziroční index),95.2988559463
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,"Vývoz (v mil. Kč, FOB)",1527.149284
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,"Dovoz (v mil. Kč, CIF)",7413.088613
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,Bilance (v mil. Kč),-5885.939329
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,Obrat zboží (v mil. Kč),8940.237897
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,Vývoz (meziroční index),182.6639047251
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,Dovoz (meziroční index),98.4948414691
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malajsie,Obrat zboží (meziroční index),106.9097518621
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malawi,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maledivy,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mali,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Malta,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Maroko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauricius,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mauritánie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Melilla,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,"Vývoz (v mil. Kč, FOB)",5064.83198
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,"Dovoz (v mil. Kč, CIF)",4415.920618
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,Bilance (v mil. Kč),648.911362
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,Obrat zboží (v mil. Kč),9480.752598
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,Vývoz (meziroční index),93.9540418247
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,Dovoz (meziroční index),126.2220622723
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mexiko,Obrat zboží (meziroční index),106.6536797771
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Moldavská republika,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mongolsko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Montserrat,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Mosambik,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Myanmar,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Namibie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nauru,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,"Vývoz (v mil. Kč, FOB)",337815.697075
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,"Dovoz (v mil. Kč, CIF)",252444.744306
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,Bilance (v mil. Kč),85370.952769
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,Obrat zboží (v mil. Kč),590260.441381
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,Vývoz (meziroční index),102.3560180104
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,Dovoz (meziroční index),102.3822164462
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Německo,Obrat zboží (meziroční index),102.3672210122
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nepál,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niger,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nigérie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nikaragua,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Niue,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,"Vývoz (v mil. Kč, FOB)",38466.906176
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,"Dovoz (v mil. Kč, CIF)",28475.339563
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,Bilance (v mil. Kč),9991.566613
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,Obrat zboží (v mil. Kč),66942.245739
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,Vývoz (meziroční index),105.7628301309
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,Dovoz (meziroční index),103.2620219588
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Nizozemsko,Obrat zboží (meziroční index),104.6844040702
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Norfolk,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Norfolk,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Norfolk,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Norfolk,Obrat zboží (v mil. Kč),
