Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2024;102.2150096914
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2024;103.5115698654
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2024;102.891415417
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2024;103.3590109783
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2024;103.6419882951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2024;102.7029725734
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2024;107.6548240112
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2024;106.0460981627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2023;89.9676241951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2023;89.5341113957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2023;88.8210054851
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2023;88.5223922461
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2023;87.7686361123
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2023;86.3698474117
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2023;85.1163400838
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2023;84.1403547207
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2023;84.4384283291
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2023;84.4892453997
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2023;84.1555785904
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2023;85.0961971383
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2022;97.36392788
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2022;98.8357910818
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2022;99.8992469601
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2022;100.0085344809
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2022;100.7964870368
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2022;101.8147257377
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2022;103.2118995461
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2022;104.3419385045
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2022;103.2650151167
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2022;104.6470797405
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2022;104.4087627722
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2022;103.056936684
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2021;108.7918007996
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2021;109.024797658
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2021;109.6458060776
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2021;110.7501588269
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2021;111.5389560348
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2021;111.5506080206
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2021;113.0161894093
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2021;111.3624933619
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2021;108.2838395179
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2021;104.9701767781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2021;102.5691849735
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2021;102.6824520179
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2020;95.7647182794
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2020;94.2517136712
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2020;92.6520233694
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2020;91.3087799467
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2020;90.5543423912
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2020;90.4774779854
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2020;90.0373905395
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2020;90.0490121312
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2020;94.1721211987
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2020;97.0413946974
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2020;97.6881156464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2020;96.4420396881
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2019;97.3455590859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2019;97.3892923421
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2019;98.0487425909
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2019;98.7542190106
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2019;97.3231667715
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2019;97.3066010656
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2019;96.6469956435
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2019;97.9644078627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2019;97.7959354575
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2019;98.0144568515
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2019;96.670706196
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2019;97.0820451215
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2018;100.8537305674
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2018;101.5078746941
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2018;102.1865279271
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2018;102.4980770372
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2018;104.6184025433
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2018;105.5397009726
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2018;105.1640768512
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2018;105.330374318
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2018;106.2267954921
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2018;105.5746128004
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2018;106.6030529849
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2018;108.360036772
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2017;119.0346545451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2017;119.9082057807
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2017;120.4148402393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2017;119.6282590873
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2017;119.0250063315
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2017;119.2512432731
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2017;120.1161296762
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2017;120.8683982844
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2017;119.1295461291
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2017;119.7809208668
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2017;118.9634419973
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2017;122.1240909825
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2016;92.9441703575
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2016;91.3834651525
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2016;89.1396468948
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2016;88.001018221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2016;87.0055281268
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2016;85.2582659073
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2016;85.6469338845
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2016;85.4059520909
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2016;84.8352443312
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2016;85.643842932
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2016;87.5301556472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2016;87.1372000949
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2015;95.4925704623
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2015;96.0846396685
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2015;97.1334289657
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2015;99.0364740189
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2015;101.1297959186
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2015;102.3287651602
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2015;103.1425181903
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2015;103.1321777518
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2015;103.4338918943
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2015;102.8197250291
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2015;100.2830850535
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2015;98.4601148739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2014;109.5289239957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2014;110.4262412591
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2014;111.4369941994
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2014;111.6822609053
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2014;110.8343281225
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2014;110.8803939293
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2014;109.2924661609
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2014;108.0192081411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2014;109.4545447662
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2014;108.9140086583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2014;109.5394267105
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2014;107.7688016718
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2013;96.9256312156
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2013;96.0931400744
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2013;95.3304261013
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2013;94.971054979
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2013;95.0105188779
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2013;95.875168449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2013;96.4227860128
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2013;95.9663549657
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2013;94.6789200423
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2013;93.8183352456
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2013;94.1562834905
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2013;92.2446195509
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2012;104.7862848984
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2012;105.4067237485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2012;105.4456526353
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2012;103.855453329
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2012;102.4718569314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2012;101.4905302555
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2012;101.3200713688
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2012;102.2149687039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2012;103.251310917
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2012;103.4180718136
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2012;105.5235975583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2012;108.8915179778
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2011;95.3814396494
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2011;95.236387638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2011;95.6481622516
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2011;96.6258723355
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2011;98.5634687597
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2011;99.0127807292
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2011;99.2056543242
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2011;100.6279729812
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2011;101.4523500439
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2011;103.3176704569
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2011;104.7327306825
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2011;107.3075127977
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2010;105.9768465141
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2010;105.8285965175
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2010;104.6568939582
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2010;103.9533535641
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2010;102.4705561007
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2010;100.8345597731
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2010;100.0309644765
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2010;101.3239326873
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2010;100.0524526003
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2010;100.0803738244
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2010;98.428471963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2010;98.5093813024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2009;87.2402797384
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2009;85.2116193094
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2009;84.2459210432
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2009;83.6532864442
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2009;84.2052330237
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2009;84.8193633167
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2009;86.2775643901
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2009;84.9145288154
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2009;85.2599785402
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2009;85.1853659701
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2009;82.4465205252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2009;78.4736159067
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2008;105.2628774598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2008;107.2475409934
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2008;108.3359619477
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2008;108.2364165733
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2008;106.9433181279
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2008;107.6054117186
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2008;106.0460424886
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2008;105.0399825888
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2008;105.0893281504
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2008;105.0783825171
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2008;107.5725688288
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2008;108.7196905598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2007;98.6396048077
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2007;99.038335087
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2007;99.9217507956
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2007;101.1952893402
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2007;103.042357612
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2007;104.3252988503
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2007;104.6809282242
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2007;106.4472060061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2007;107.9133344301
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2007;105.1387531204
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2007;104.3874919584
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2007;104.7284035711
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2006;98.9927955193
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2006;99.7361603699
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2006;99.9049059928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2006;100.1105832203
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2006;100.2418337484
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2006;99.4931192936
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2006;100.360511558
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2006;100.1443422321
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2006;99.7893998631
