Ukazatel,Území,Klasifikace produkce,Měsíce,value
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,březen 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,prosinec 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,květen 2025,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Základní kovy,srpen 2025,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",únor 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",září 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",květen 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Kovodělné výrobky, kromě strojů a zařízení",srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Počítače, elektronické a optické přístroje a zařízení",srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Elektrická zařízení,srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,leden 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Stroje a zařízení j. n.,srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden 2023,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",duben 2023,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červenec 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",srpen 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",únor 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",květen 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červenec 2024,0.3
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",listopad 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden 2025,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní dopravní prostředky a zařízení,srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Nábytek,srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,leden 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červen 2023,0.0
