Území,Právní forma,Ukazatel,Příjmy územních rozpočtů,Roky,value
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2020,6384973.46749
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2019,6073804.9143
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2018,6446334.99416
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2017,6027709.50142
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2016,7679640.33944
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2015,5052308.59642
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2014,5669124.28
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2013,6657470.62
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2012,8336812.17
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2011,7830611.37
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2010,12598681.13
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2009,12829758.67
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2008,14418623.21
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy,2007,11552814.2
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2024,322686224.80723
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2023,330907866.95797
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2022,299207204.89604
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2021,293518348.818
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2020,283242959.67169
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2019,233508392.81266
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2018,198455301.17018
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2017,167588862.12949
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2016,156768341.59129
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2015,179750470.87819
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2014,161626392.48
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2013,150432447.88
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2012,148734967.9
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2011,179683881.44
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2010,194009821.48
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2009,175820954.95
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2008,153937016.5
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Přijaté transfery,2007,150719980.41
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2024,277009074.29033
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2023,281348116.74692
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2022,258165220.19449
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2021,250250524.418909
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2020,236564490.64965
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2019,198591450.51697
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2018,172660585.23221
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2017,151845371.28863
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2016,133778313.15908
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2015,130735983.25402
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2014,123635734.8
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2013,120516156.96
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2012,118990590.87
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2011,145706437.43
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2010,149791621.79
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2009,144535775.85
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2008,132351248.64
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery,2007,125128269.1
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2024,3938031.89314
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2023,7419934.09621
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2022,4470760.38376
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2021,5116135.51213
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2020,14477994.70682
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2019,613375.0607
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2018,991939.2717
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2017,539581.15209
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2016,543469.01888
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2015,134185.60496
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2014,839689.26
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2013,1524626.45
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2012,1402152.66
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2011,1408004.35
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2010,2221055.96
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2009,1923217.77
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2008,1605049.8
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2007,1429882.64
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2024,48755.76042
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2023,39483.12717
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2022,74019.089
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2021,58643.74751
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2020,79675.77543
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2019,51879.18913
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2018,34296.04767
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2017,36422.69829
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2016,34733.8827
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2015,322479.87697
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2014,145595.26
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2013,22658.61
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2012,277513.8
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2011,104684.21
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2010,90924.88
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2009,73760.33
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2008,51141.4
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Neinvestiční převody z Národního fondu,2007,7591.51
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2024,45677150.5169
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2023,49559750.21105
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2022,41041984.70155
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2021,43267824.39909
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2020,46678469.02204
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2019,34916942.29569
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2018,25794715.93797
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2017,15743490.84086
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2016,22990028.43221
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2015,49014487.62417
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2014,37990657.68
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2013,29916291.93
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2012,29744377.03
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2011,33977444.01
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2010,44218199.69
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2009,31285179.1
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2008,21585767.86
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery,2007,25591711.31
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2024,5000.0
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2023,420148.77326
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2022,79794.51495
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2021,1252332.25784
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2020,3677214.37596
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2019,1640714.21165
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2018,959637.76379
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2017,809611.64975
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2016,801147.84113
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2015,493891.51028
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2014,237864.32
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2013,308420.03
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2012,288907.0
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2011,336239.5
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2010,344266.69
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2009,1755623.81
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2008,2469066.05
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery z všeobecné pokladní správy státního rozpočtu,2007,3653741.21
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2024,9010446.66945
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2023,10729834.68651
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2022,11075750.70709
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2021,9126586.67204
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2020,6043280.80083
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2019,3972186.25318
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2018,1481853.38887
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2017,1103700.38567
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2016,1083168.76499
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2015,3475359.5568
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2014,3046793.53
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2013,2049846.4
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2012,2128354.5
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2011,3026891.68
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2010,4176462.84
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2009,3562000.59
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2008,3900324.7
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční přijaté transfery ze státních fondů,2007,3489829.01
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2024,67381.15093
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2023,80879.77524
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2022,187950.10882
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2021,216896.60633
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2020,349679.04618
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2019,308907.06646
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2018,267877.68809
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2017,19814.14986
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2016,64581.79896
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2015,110861.36018
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2014,94691.65
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2013,95085.93
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2012,370461.86
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2011,519026.31
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2010,878916.56
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2009,211669.21
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2008,138222.26
Česko,"Souhrn rozpočtů krajů, obcí a svazků obcí",Příjmy celkem,Investiční převody z Národního fondu,2007,130157.31
