Území;Ukazatel;Pohlaví;Týdny;Věkové skupiny (pětileté);value
Česko;Zemřelí;Celkem; 34. týden 2012;55-59;109
Česko;Zemřelí;Celkem; 34. týden 2012;60-64;185
Česko;Zemřelí;Celkem; 34. týden 2012;65-69;192
Česko;Zemřelí;Celkem; 34. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 34. týden 2012;75-79;278
Česko;Zemřelí;Celkem; 34. týden 2012;80-84;377
Česko;Zemřelí;Celkem; 34. týden 2012;85-89;326
Česko;Zemřelí;Celkem; 34. týden 2012;90 a více;184
Česko;Zemřelí;Celkem; 33. týden 2012;0-4;1
Česko;Zemřelí;Celkem; 33. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 33. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 33. týden 2012;15-19;6
Česko;Zemřelí;Celkem; 33. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 33. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 33. týden 2012;30-34;6
Česko;Zemřelí;Celkem; 33. týden 2012;35-39;19
Česko;Zemřelí;Celkem; 33. týden 2012;40-44;14
Česko;Zemřelí;Celkem; 33. týden 2012;45-49;40
Česko;Zemřelí;Celkem; 33. týden 2012;50-54;51
Česko;Zemřelí;Celkem; 33. týden 2012;55-59;107
Česko;Zemřelí;Celkem; 33. týden 2012;60-64;171
Česko;Zemřelí;Celkem; 33. týden 2012;65-69;220
Česko;Zemřelí;Celkem; 33. týden 2012;70-74;197
Česko;Zemřelí;Celkem; 33. týden 2012;75-79;212
Česko;Zemřelí;Celkem; 33. týden 2012;80-84;299
Česko;Zemřelí;Celkem; 33. týden 2012;85-89;305
Česko;Zemřelí;Celkem; 33. týden 2012;90 a více;170
Česko;Zemřelí;Celkem; 32. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 32. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 32. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 32. týden 2012;15-19;12
Česko;Zemřelí;Celkem; 32. týden 2012;20-24;9
Česko;Zemřelí;Celkem; 32. týden 2012;25-29;2
Česko;Zemřelí;Celkem; 32. týden 2012;30-34;7
Česko;Zemřelí;Celkem; 32. týden 2012;35-39;26
Česko;Zemřelí;Celkem; 32. týden 2012;40-44;24
Česko;Zemřelí;Celkem; 32. týden 2012;45-49;36
Česko;Zemřelí;Celkem; 32. týden 2012;50-54;54
Česko;Zemřelí;Celkem; 32. týden 2012;55-59;112
Česko;Zemřelí;Celkem; 32. týden 2012;60-64;148
Česko;Zemřelí;Celkem; 32. týden 2012;65-69;186
Česko;Zemřelí;Celkem; 32. týden 2012;70-74;190
Česko;Zemřelí;Celkem; 32. týden 2012;75-79;237
Česko;Zemřelí;Celkem; 32. týden 2012;80-84;342
Česko;Zemřelí;Celkem; 32. týden 2012;85-89;347
Česko;Zemřelí;Celkem; 32. týden 2012;90 a více;182
Česko;Zemřelí;Celkem; 31. týden 2012;0-4;12
Česko;Zemřelí;Celkem; 31. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 31. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 31. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 31. týden 2012;20-24;8
Česko;Zemřelí;Celkem; 31. týden 2012;25-29;4
Česko;Zemřelí;Celkem; 31. týden 2012;30-34;11
Česko;Zemřelí;Celkem; 31. týden 2012;35-39;12
Česko;Zemřelí;Celkem; 31. týden 2012;40-44;16
Česko;Zemřelí;Celkem; 31. týden 2012;45-49;26
Česko;Zemřelí;Celkem; 31. týden 2012;50-54;47
Česko;Zemřelí;Celkem; 31. týden 2012;55-59;107
Česko;Zemřelí;Celkem; 31. týden 2012;60-64;187
Česko;Zemřelí;Celkem; 31. týden 2012;65-69;235
Česko;Zemřelí;Celkem; 31. týden 2012;70-74;217
Česko;Zemřelí;Celkem; 31. týden 2012;75-79;270
Česko;Zemřelí;Celkem; 31. týden 2012;80-84;355
Česko;Zemřelí;Celkem; 31. týden 2012;85-89;322
Česko;Zemřelí;Celkem; 31. týden 2012;90 a více;180
Česko;Zemřelí;Celkem; 30. týden 2012;0-4;8
Česko;Zemřelí;Celkem; 30. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 30. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 30. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 30. týden 2012;20-24;6
Česko;Zemřelí;Celkem; 30. týden 2012;25-29;4
Česko;Zemřelí;Celkem; 30. týden 2012;30-34;13
Česko;Zemřelí;Celkem; 30. týden 2012;35-39;15
Česko;Zemřelí;Celkem; 30. týden 2012;40-44;26
Česko;Zemřelí;Celkem; 30. týden 2012;45-49;31
Česko;Zemřelí;Celkem; 30. týden 2012;50-54;57
Česko;Zemřelí;Celkem; 30. týden 2012;55-59;103
Česko;Zemřelí;Celkem; 30. týden 2012;60-64;183
Česko;Zemřelí;Celkem; 30. týden 2012;65-69;212
Česko;Zemřelí;Celkem; 30. týden 2012;70-74;199
Česko;Zemřelí;Celkem; 30. týden 2012;75-79;259
Česko;Zemřelí;Celkem; 30. týden 2012;80-84;344
Česko;Zemřelí;Celkem; 30. týden 2012;85-89;385
Česko;Zemřelí;Celkem; 30. týden 2012;90 a více;183
Česko;Zemřelí;Celkem; 29. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 29. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 29. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 29. týden 2012;15-19;7
Česko;Zemřelí;Celkem; 29. týden 2012;20-24;14
Česko;Zemřelí;Celkem; 29. týden 2012;25-29;7
Česko;Zemřelí;Celkem; 29. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 29. týden 2012;35-39;19
Česko;Zemřelí;Celkem; 29. týden 2012;40-44;18
Česko;Zemřelí;Celkem; 29. týden 2012;45-49;42
Česko;Zemřelí;Celkem; 29. týden 2012;50-54;65
Česko;Zemřelí;Celkem; 29. týden 2012;55-59;104
Česko;Zemřelí;Celkem; 29. týden 2012;60-64;165
Česko;Zemřelí;Celkem; 29. týden 2012;65-69;206
Česko;Zemřelí;Celkem; 29. týden 2012;70-74;202
Česko;Zemřelí;Celkem; 29. týden 2012;75-79;230
Česko;Zemřelí;Celkem; 29. týden 2012;80-84;308
Česko;Zemřelí;Celkem; 29. týden 2012;85-89;295
Česko;Zemřelí;Celkem; 29. týden 2012;90 a více;157
Česko;Zemřelí;Celkem; 28. týden 2012;0-4;4
Česko;Zemřelí;Celkem; 28. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 28. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 28. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 28. týden 2012;20-24;4
Česko;Zemřelí;Celkem; 28. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 28. týden 2012;30-34;13
Česko;Zemřelí;Celkem; 28. týden 2012;35-39;30
Česko;Zemřelí;Celkem; 28. týden 2012;40-44;31
Česko;Zemřelí;Celkem; 28. týden 2012;45-49;32
Česko;Zemřelí;Celkem; 28. týden 2012;50-54;48
Česko;Zemřelí;Celkem; 28. týden 2012;55-59;106
Česko;Zemřelí;Celkem; 28. týden 2012;60-64;133
Česko;Zemřelí;Celkem; 28. týden 2012;65-69;223
Česko;Zemřelí;Celkem; 28. týden 2012;70-74;195
Česko;Zemřelí;Celkem; 28. týden 2012;75-79;252
Česko;Zemřelí;Celkem; 28. týden 2012;80-84;331
Česko;Zemřelí;Celkem; 28. týden 2012;85-89;311
Česko;Zemřelí;Celkem; 28. týden 2012;90 a více;176
Česko;Zemřelí;Celkem; 27. týden 2012;0-4;8
Česko;Zemřelí;Celkem; 27. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 27. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 27. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 27. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 27. týden 2012;25-29;9
Česko;Zemřelí;Celkem; 27. týden 2012;30-34;19
Česko;Zemřelí;Celkem; 27. týden 2012;35-39;18
Česko;Zemřelí;Celkem; 27. týden 2012;40-44;21
Česko;Zemřelí;Celkem; 27. týden 2012;45-49;32
Česko;Zemřelí;Celkem; 27. týden 2012;50-54;52
Česko;Zemřelí;Celkem; 27. týden 2012;55-59;112
Česko;Zemřelí;Celkem; 27. týden 2012;60-64;185
Česko;Zemřelí;Celkem; 27. týden 2012;65-69;226
Česko;Zemřelí;Celkem; 27. týden 2012;70-74;188
Česko;Zemřelí;Celkem; 27. týden 2012;75-79;284
Česko;Zemřelí;Celkem; 27. týden 2012;80-84;404
Česko;Zemřelí;Celkem; 27. týden 2012;85-89;340
Česko;Zemřelí;Celkem; 27. týden 2012;90 a více;192
Česko;Zemřelí;Celkem; 26. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 26. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 26. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 26. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 26. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 26. týden 2012;25-29;9
Česko;Zemřelí;Celkem; 26. týden 2012;30-34;7
Česko;Zemřelí;Celkem; 26. týden 2012;35-39;17
Česko;Zemřelí;Celkem; 26. týden 2012;40-44;24
Česko;Zemřelí;Celkem; 26. týden 2012;45-49;38
Česko;Zemřelí;Celkem; 26. týden 2012;50-54;55
Česko;Zemřelí;Celkem; 26. týden 2012;55-59;96
Česko;Zemřelí;Celkem; 26. týden 2012;60-64;162
Česko;Zemřelí;Celkem; 26. týden 2012;65-69;215
Česko;Zemřelí;Celkem; 26. týden 2012;70-74;223
Česko;Zemřelí;Celkem; 26. týden 2012;75-79;244
Česko;Zemřelí;Celkem; 26. týden 2012;80-84;368
Česko;Zemřelí;Celkem; 26. týden 2012;85-89;345
Česko;Zemřelí;Celkem; 26. týden 2012;90 a více;200
Česko;Zemřelí;Celkem; 25. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 25. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 25. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 25. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 25. týden 2012;20-24;6
Česko;Zemřelí;Celkem; 25. týden 2012;25-29;11
Česko;Zemřelí;Celkem; 25. týden 2012;30-34;12
Česko;Zemřelí;Celkem; 25. týden 2012;35-39;17
Česko;Zemřelí;Celkem; 25. týden 2012;40-44;17
Česko;Zemřelí;Celkem; 25. týden 2012;45-49;38
Česko;Zemřelí;Celkem; 25. týden 2012;50-54;54
Česko;Zemřelí;Celkem; 25. týden 2012;55-59;120
Česko;Zemřelí;Celkem; 25. týden 2012;60-64;175
Česko;Zemřelí;Celkem; 25. týden 2012;65-69;212
Česko;Zemřelí;Celkem; 25. týden 2012;70-74;203
Česko;Zemřelí;Celkem; 25. týden 2012;75-79;264
Česko;Zemřelí;Celkem; 25. týden 2012;80-84;384
Česko;Zemřelí;Celkem; 25. týden 2012;85-89;324
Česko;Zemřelí;Celkem; 25. týden 2012;90 a více;175
Česko;Zemřelí;Celkem; 24. týden 2012;0-4;10
Česko;Zemřelí;Celkem; 24. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 24. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 24. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 24. týden 2012;20-24;6
Česko;Zemřelí;Celkem; 24. týden 2012;25-29;11
Česko;Zemřelí;Celkem; 24. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 24. týden 2012;35-39;20
Česko;Zemřelí;Celkem; 24. týden 2012;40-44;23
Česko;Zemřelí;Celkem; 24. týden 2012;45-49;38
Česko;Zemřelí;Celkem; 24. týden 2012;50-54;61
Česko;Zemřelí;Celkem; 24. týden 2012;55-59;111
Česko;Zemřelí;Celkem; 24. týden 2012;60-64;175
Česko;Zemřelí;Celkem; 24. týden 2012;65-69;204
Česko;Zemřelí;Celkem; 24. týden 2012;70-74;213
Česko;Zemřelí;Celkem; 24. týden 2012;75-79;246
Česko;Zemřelí;Celkem; 24. týden 2012;80-84;339
Česko;Zemřelí;Celkem; 24. týden 2012;85-89;324
Česko;Zemřelí;Celkem; 24. týden 2012;90 a více;172
Česko;Zemřelí;Celkem; 23. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 23. týden 2012;5-9;3
Česko;Zemřelí;Celkem; 23. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 23. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 23. týden 2012;20-24;10
Česko;Zemřelí;Celkem; 23. týden 2012;25-29;5
Česko;Zemřelí;Celkem; 23. týden 2012;30-34;14
Česko;Zemřelí;Celkem; 23. týden 2012;35-39;22
Česko;Zemřelí;Celkem; 23. týden 2012;40-44;22
Česko;Zemřelí;Celkem; 23. týden 2012;45-49;44
Česko;Zemřelí;Celkem; 23. týden 2012;50-54;52
Česko;Zemřelí;Celkem; 23. týden 2012;55-59;113
Česko;Zemřelí;Celkem; 23. týden 2012;60-64;164
Česko;Zemřelí;Celkem; 23. týden 2012;65-69;218
Česko;Zemřelí;Celkem; 23. týden 2012;70-74;180
Česko;Zemřelí;Celkem; 23. týden 2012;75-79;260
Česko;Zemřelí;Celkem; 23. týden 2012;80-84;316
Česko;Zemřelí;Celkem; 23. týden 2012;85-89;305
Česko;Zemřelí;Celkem; 23. týden 2012;90 a více;180
Česko;Zemřelí;Celkem; 22. týden 2012;0-4;4
Česko;Zemřelí;Celkem; 22. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 22. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 22. týden 2012;15-19;7
Česko;Zemřelí;Celkem; 22. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 22. týden 2012;25-29;9
Česko;Zemřelí;Celkem; 22. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 22. týden 2012;35-39;16
Česko;Zemřelí;Celkem; 22. týden 2012;40-44;30
Česko;Zemřelí;Celkem; 22. týden 2012;45-49;23
Česko;Zemřelí;Celkem; 22. týden 2012;50-54;51
Česko;Zemřelí;Celkem; 22. týden 2012;55-59;134
Česko;Zemřelí;Celkem; 22. týden 2012;60-64;151
Česko;Zemřelí;Celkem; 22. týden 2012;65-69;205
Česko;Zemřelí;Celkem; 22. týden 2012;70-74;239
Česko;Zemřelí;Celkem; 22. týden 2012;75-79;249
Česko;Zemřelí;Celkem; 22. týden 2012;80-84;314
Česko;Zemřelí;Celkem; 22. týden 2012;85-89;349
Česko;Zemřelí;Celkem; 22. týden 2012;90 a více;207
Česko;Zemřelí;Celkem; 21. týden 2012;0-4;11
Česko;Zemřelí;Celkem; 21. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 21. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 21. týden 2012;15-19;5
Česko;Zemřelí;Celkem; 21. týden 2012;20-24;9
Česko;Zemřelí;Celkem; 21. týden 2012;25-29;5
Česko;Zemřelí;Celkem; 21. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 21. týden 2012;35-39;21
Česko;Zemřelí;Celkem; 21. týden 2012;40-44;15
Česko;Zemřelí;Celkem; 21. týden 2012;45-49;30
Česko;Zemřelí;Celkem; 21. týden 2012;50-54;60
Česko;Zemřelí;Celkem; 21. týden 2012;55-59;97
Česko;Zemřelí;Celkem; 21. týden 2012;60-64;154
Česko;Zemřelí;Celkem; 21. týden 2012;65-69;220
Česko;Zemřelí;Celkem; 21. týden 2012;70-74;198
Česko;Zemřelí;Celkem; 21. týden 2012;75-79;275
Česko;Zemřelí;Celkem; 21. týden 2012;80-84;410
Česko;Zemřelí;Celkem; 21. týden 2012;85-89;347
Česko;Zemřelí;Celkem; 21. týden 2012;90 a více;167
Česko;Zemřelí;Celkem; 20. týden 2012;0-4;12
Česko;Zemřelí;Celkem; 20. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 20. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 20. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 20. týden 2012;20-24;2
Česko;Zemřelí;Celkem; 20. týden 2012;25-29;12
Česko;Zemřelí;Celkem; 20. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 20. týden 2012;35-39;13
Česko;Zemřelí;Celkem; 20. týden 2012;40-44;29
Česko;Zemřelí;Celkem; 20. týden 2012;45-49;28
Česko;Zemřelí;Celkem; 20. týden 2012;50-54;45
Česko;Zemřelí;Celkem; 20. týden 2012;55-59;115
Česko;Zemřelí;Celkem; 20. týden 2012;60-64;161
Česko;Zemřelí;Celkem; 20. týden 2012;65-69;225
Česko;Zemřelí;Celkem; 20. týden 2012;70-74;232
Česko;Zemřelí;Celkem; 20. týden 2012;75-79;267
Česko;Zemřelí;Celkem; 20. týden 2012;80-84;333
Česko;Zemřelí;Celkem; 20. týden 2012;85-89;323
Česko;Zemřelí;Celkem; 20. týden 2012;90 a více;159
Česko;Zemřelí;Celkem; 19. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 19. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 19. týden 2012;10-14;3
Česko;Zemřelí;Celkem; 19. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 19. týden 2012;20-24;4
Česko;Zemřelí;Celkem; 19. týden 2012;25-29;4
Česko;Zemřelí;Celkem; 19. týden 2012;30-34;18
Česko;Zemřelí;Celkem; 19. týden 2012;35-39;20
Česko;Zemřelí;Celkem; 19. týden 2012;40-44;23
Česko;Zemřelí;Celkem; 19. týden 2012;45-49;34
Česko;Zemřelí;Celkem; 19. týden 2012;50-54;55
Česko;Zemřelí;Celkem; 19. týden 2012;55-59;94
Česko;Zemřelí;Celkem; 19. týden 2012;60-64;174
Česko;Zemřelí;Celkem; 19. týden 2012;65-69;219
Česko;Zemřelí;Celkem; 19. týden 2012;70-74;193
Česko;Zemřelí;Celkem; 19. týden 2012;75-79;259
Česko;Zemřelí;Celkem; 19. týden 2012;80-84;321
Česko;Zemřelí;Celkem; 19. týden 2012;85-89;337
Česko;Zemřelí;Celkem; 19. týden 2012;90 a více;166
Česko;Zemřelí;Celkem; 18. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 18. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 18. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 18. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 18. týden 2012;20-24;10
Česko;Zemřelí;Celkem; 18. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 18. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 18. týden 2012;35-39;15
Česko;Zemřelí;Celkem; 18. týden 2012;40-44;33
Česko;Zemřelí;Celkem; 18. týden 2012;45-49;40
Česko;Zemřelí;Celkem; 18. týden 2012;50-54;54
Česko;Zemřelí;Celkem; 18. týden 2012;55-59;128
Česko;Zemřelí;Celkem; 18. týden 2012;60-64;188
Česko;Zemřelí;Celkem; 18. týden 2012;65-69;200
Česko;Zemřelí;Celkem; 18. týden 2012;70-74;205
Česko;Zemřelí;Celkem; 18. týden 2012;75-79;286
Česko;Zemřelí;Celkem; 18. týden 2012;80-84;361
Česko;Zemřelí;Celkem; 18. týden 2012;85-89;360
Česko;Zemřelí;Celkem; 18. týden 2012;90 a více;190
Česko;Zemřelí;Celkem; 17. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 17. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 17. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 17. týden 2012;15-19;2
Česko;Zemřelí;Celkem; 17. týden 2012;20-24;8
Česko;Zemřelí;Celkem; 17. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 17. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 17. týden 2012;35-39;15
Česko;Zemřelí;Celkem; 17. týden 2012;40-44;21
Česko;Zemřelí;Celkem; 17. týden 2012;45-49;36
Česko;Zemřelí;Celkem; 17. týden 2012;50-54;56
Česko;Zemřelí;Celkem; 17. týden 2012;55-59;121
Česko;Zemřelí;Celkem; 17. týden 2012;60-64;183
Česko;Zemřelí;Celkem; 17. týden 2012;65-69;251
Česko;Zemřelí;Celkem; 17. týden 2012;70-74;228
Česko;Zemřelí;Celkem; 17. týden 2012;75-79;282
Česko;Zemřelí;Celkem; 17. týden 2012;80-84;386
Česko;Zemřelí;Celkem; 17. týden 2012;85-89;414
Česko;Zemřelí;Celkem; 17. týden 2012;90 a více;231
Česko;Zemřelí;Celkem; 16. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 16. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 16. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 16. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 16. týden 2012;20-24;9
Česko;Zemřelí;Celkem; 16. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 16. týden 2012;30-34;7
Česko;Zemřelí;Celkem; 16. týden 2012;35-39;16
Česko;Zemřelí;Celkem; 16. týden 2012;40-44;22
Česko;Zemřelí;Celkem; 16. týden 2012;45-49;44
Česko;Zemřelí;Celkem; 16. týden 2012;50-54;54
Česko;Zemřelí;Celkem; 16. týden 2012;55-59;123
Česko;Zemřelí;Celkem; 16. týden 2012;60-64;181
Česko;Zemřelí;Celkem; 16. týden 2012;65-69;195
Česko;Zemřelí;Celkem; 16. týden 2012;70-74;229
Česko;Zemřelí;Celkem; 16. týden 2012;75-79;275
Česko;Zemřelí;Celkem; 16. týden 2012;80-84;401
Česko;Zemřelí;Celkem; 16. týden 2012;85-89;370
Česko;Zemřelí;Celkem; 16. týden 2012;90 a více;203
Česko;Zemřelí;Celkem; 15. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 15. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 15. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 15. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 15. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 15. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 15. týden 2012;30-34;13
Česko;Zemřelí;Celkem; 15. týden 2012;35-39;22
Česko;Zemřelí;Celkem; 15. týden 2012;40-44;24
Česko;Zemřelí;Celkem; 15. týden 2012;45-49;47
Česko;Zemřelí;Celkem; 15. týden 2012;50-54;42
Česko;Zemřelí;Celkem; 15. týden 2012;55-59;125
Česko;Zemřelí;Celkem; 15. týden 2012;60-64;172
Česko;Zemřelí;Celkem; 15. týden 2012;65-69;226
Česko;Zemřelí;Celkem; 15. týden 2012;70-74;224
Česko;Zemřelí;Celkem; 15. týden 2012;75-79;295
Česko;Zemřelí;Celkem; 15. týden 2012;80-84;400
Česko;Zemřelí;Celkem; 15. týden 2012;85-89;408
Česko;Zemřelí;Celkem; 15. týden 2012;90 a více;244
Česko;Zemřelí;Celkem; 14. týden 2012;0-4;4
Česko;Zemřelí;Celkem; 14. týden 2012;5-9;4
Česko;Zemřelí;Celkem; 14. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 14. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 14. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 14. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 14. týden 2012;30-34;12
Česko;Zemřelí;Celkem; 14. týden 2012;35-39;8
Česko;Zemřelí;Celkem; 14. týden 2012;40-44;19
Česko;Zemřelí;Celkem; 14. týden 2012;45-49;33
Česko;Zemřelí;Celkem; 14. týden 2012;50-54;47
Česko;Zemřelí;Celkem; 14. týden 2012;55-59;101
Česko;Zemřelí;Celkem; 14. týden 2012;60-64;169
Česko;Zemřelí;Celkem; 14. týden 2012;65-69;205
Česko;Zemřelí;Celkem; 14. týden 2012;70-74;243
Česko;Zemřelí;Celkem; 14. týden 2012;75-79;285
Česko;Zemřelí;Celkem; 14. týden 2012;80-84;386
Česko;Zemřelí;Celkem; 14. týden 2012;85-89;390
Česko;Zemřelí;Celkem; 14. týden 2012;90 a více;171
Česko;Zemřelí;Celkem; 13. týden 2012;0-4;3
Česko;Zemřelí;Celkem; 13. týden 2012;5-9;3
Česko;Zemřelí;Celkem; 13. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 13. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 13. týden 2012;20-24;1
Česko;Zemřelí;Celkem; 13. týden 2012;25-29;7
Česko;Zemřelí;Celkem; 13. týden 2012;30-34;15
Česko;Zemřelí;Celkem; 13. týden 2012;35-39;11
Česko;Zemřelí;Celkem; 13. týden 2012;40-44;23
Česko;Zemřelí;Celkem; 13. týden 2012;45-49;42
Česko;Zemřelí;Celkem; 13. týden 2012;50-54;65
Česko;Zemřelí;Celkem; 13. týden 2012;55-59;113
Česko;Zemřelí;Celkem; 13. týden 2012;60-64;183
Česko;Zemřelí;Celkem; 13. týden 2012;65-69;246
Česko;Zemřelí;Celkem; 13. týden 2012;70-74;245
Česko;Zemřelí;Celkem; 13. týden 2012;75-79;322
Česko;Zemřelí;Celkem; 13. týden 2012;80-84;404
Česko;Zemřelí;Celkem; 13. týden 2012;85-89;378
Česko;Zemřelí;Celkem; 13. týden 2012;90 a více;224
Česko;Zemřelí;Celkem; 12. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 12. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 12. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 12. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 12. týden 2012;20-24;6
Česko;Zemřelí;Celkem; 12. týden 2012;25-29;7
Česko;Zemřelí;Celkem; 12. týden 2012;30-34;6
Česko;Zemřelí;Celkem; 12. týden 2012;35-39;24
Česko;Zemřelí;Celkem; 12. týden 2012;40-44;29
Česko;Zemřelí;Celkem; 12. týden 2012;45-49;43
Česko;Zemřelí;Celkem; 12. týden 2012;50-54;43
Česko;Zemřelí;Celkem; 12. týden 2012;55-59;105
Česko;Zemřelí;Celkem; 12. týden 2012;60-64;182
Česko;Zemřelí;Celkem; 12. týden 2012;65-69;238
Česko;Zemřelí;Celkem; 12. týden 2012;70-74;243
Česko;Zemřelí;Celkem; 12. týden 2012;75-79;273
Česko;Zemřelí;Celkem; 12. týden 2012;80-84;401
Česko;Zemřelí;Celkem; 12. týden 2012;85-89;387
Česko;Zemřelí;Celkem; 12. týden 2012;90 a více;218
Česko;Zemřelí;Celkem; 11. týden 2012;0-4;4
Česko;Zemřelí;Celkem; 11. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 11. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 11. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 11. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 11. týden 2012;25-29;2
Česko;Zemřelí;Celkem; 11. týden 2012;30-34;12
Česko;Zemřelí;Celkem; 11. týden 2012;35-39;24
Česko;Zemřelí;Celkem; 11. týden 2012;40-44;29
Česko;Zemřelí;Celkem; 11. týden 2012;45-49;42
Česko;Zemřelí;Celkem; 11. týden 2012;50-54;53
Česko;Zemřelí;Celkem; 11. týden 2012;55-59;118
Česko;Zemřelí;Celkem; 11. týden 2012;60-64;174
Česko;Zemřelí;Celkem; 11. týden 2012;65-69;216
Česko;Zemřelí;Celkem; 11. týden 2012;70-74;223
Česko;Zemřelí;Celkem; 11. týden 2012;75-79;266
Česko;Zemřelí;Celkem; 11. týden 2012;80-84;394
Česko;Zemřelí;Celkem; 11. týden 2012;85-89;401
Česko;Zemřelí;Celkem; 11. týden 2012;90 a více;224
Česko;Zemřelí;Celkem; 10. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 10. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 10. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 10. týden 2012;15-19;3
