Území;Ukazatel;Pohlaví;Týdny;Věkové skupiny (pětileté);value
Česko;Zemřelí;Celkem; 06. týden 2013;90 a více;230
Česko;Zemřelí;Celkem; 05. týden 2013;0-4;2
Česko;Zemřelí;Celkem; 05. týden 2013;5-9;3
Česko;Zemřelí;Celkem; 05. týden 2013;10-14;1
Česko;Zemřelí;Celkem; 05. týden 2013;15-19;4
Česko;Zemřelí;Celkem; 05. týden 2013;20-24;6
Česko;Zemřelí;Celkem; 05. týden 2013;25-29;9
Česko;Zemřelí;Celkem; 05. týden 2013;30-34;14
Česko;Zemřelí;Celkem; 05. týden 2013;35-39;18
Česko;Zemřelí;Celkem; 05. týden 2013;40-44;27
Česko;Zemřelí;Celkem; 05. týden 2013;45-49;40
Česko;Zemřelí;Celkem; 05. týden 2013;50-54;63
Česko;Zemřelí;Celkem; 05. týden 2013;55-59;116
Česko;Zemřelí;Celkem; 05. týden 2013;60-64;183
Česko;Zemřelí;Celkem; 05. týden 2013;65-69;285
Česko;Zemřelí;Celkem; 05. týden 2013;70-74;250
Česko;Zemřelí;Celkem; 05. týden 2013;75-79;311
Česko;Zemřelí;Celkem; 05. týden 2013;80-84;423
Česko;Zemřelí;Celkem; 05. týden 2013;85-89;422
Česko;Zemřelí;Celkem; 05. týden 2013;90 a více;282
Česko;Zemřelí;Celkem; 04. týden 2013;0-4;6
Česko;Zemřelí;Celkem; 04. týden 2013;5-9;1
Česko;Zemřelí;Celkem; 04. týden 2013;10-14;2
Česko;Zemřelí;Celkem; 04. týden 2013;15-19;4
Česko;Zemřelí;Celkem; 04. týden 2013;20-24;5
Česko;Zemřelí;Celkem; 04. týden 2013;25-29;5
Česko;Zemřelí;Celkem; 04. týden 2013;30-34;10
Česko;Zemřelí;Celkem; 04. týden 2013;35-39;20
Česko;Zemřelí;Celkem; 04. týden 2013;40-44;19
Česko;Zemřelí;Celkem; 04. týden 2013;45-49;27
Česko;Zemřelí;Celkem; 04. týden 2013;50-54;60
Česko;Zemřelí;Celkem; 04. týden 2013;55-59;133
Česko;Zemřelí;Celkem; 04. týden 2013;60-64;200
Česko;Zemřelí;Celkem; 04. týden 2013;65-69;253
Česko;Zemřelí;Celkem; 04. týden 2013;70-74;249
Česko;Zemřelí;Celkem; 04. týden 2013;75-79;333
Česko;Zemřelí;Celkem; 04. týden 2013;80-84;402
Česko;Zemřelí;Celkem; 04. týden 2013;85-89;412
Česko;Zemřelí;Celkem; 04. týden 2013;90 a více;217
Česko;Zemřelí;Celkem; 03. týden 2013;0-4;12
Česko;Zemřelí;Celkem; 03. týden 2013;5-9;1
Česko;Zemřelí;Celkem; 03. týden 2013;10-14;0
Česko;Zemřelí;Celkem; 03. týden 2013;15-19;6
Česko;Zemřelí;Celkem; 03. týden 2013;20-24;4
Česko;Zemřelí;Celkem; 03. týden 2013;25-29;9
Česko;Zemřelí;Celkem; 03. týden 2013;30-34;17
Česko;Zemřelí;Celkem; 03. týden 2013;35-39;18
Česko;Zemřelí;Celkem; 03. týden 2013;40-44;27
Česko;Zemřelí;Celkem; 03. týden 2013;45-49;34
Česko;Zemřelí;Celkem; 03. týden 2013;50-54;58
Česko;Zemřelí;Celkem; 03. týden 2013;55-59;114
Česko;Zemřelí;Celkem; 03. týden 2013;60-64;192
Česko;Zemřelí;Celkem; 03. týden 2013;65-69;279
Česko;Zemřelí;Celkem; 03. týden 2013;70-74;255
Česko;Zemřelí;Celkem; 03. týden 2013;75-79;311
Česko;Zemřelí;Celkem; 03. týden 2013;80-84;404
Česko;Zemřelí;Celkem; 03. týden 2013;85-89;377
Česko;Zemřelí;Celkem; 03. týden 2013;90 a více;221
Česko;Zemřelí;Celkem; 02. týden 2013;0-4;4
Česko;Zemřelí;Celkem; 02. týden 2013;5-9;1
Česko;Zemřelí;Celkem; 02. týden 2013;10-14;2
Česko;Zemřelí;Celkem; 02. týden 2013;15-19;3
Česko;Zemřelí;Celkem; 02. týden 2013;20-24;7
Česko;Zemřelí;Celkem; 02. týden 2013;25-29;4
Česko;Zemřelí;Celkem; 02. týden 2013;30-34;11
Česko;Zemřelí;Celkem; 02. týden 2013;35-39;19
Česko;Zemřelí;Celkem; 02. týden 2013;40-44;27
Česko;Zemřelí;Celkem; 02. týden 2013;45-49;36
Česko;Zemřelí;Celkem; 02. týden 2013;50-54;59
Česko;Zemřelí;Celkem; 02. týden 2013;55-59;110
Česko;Zemřelí;Celkem; 02. týden 2013;60-64;160
Česko;Zemřelí;Celkem; 02. týden 2013;65-69;275
Česko;Zemřelí;Celkem; 02. týden 2013;70-74;264
Česko;Zemřelí;Celkem; 02. týden 2013;75-79;287
Česko;Zemřelí;Celkem; 02. týden 2013;80-84;401
Česko;Zemřelí;Celkem; 02. týden 2013;85-89;331
Česko;Zemřelí;Celkem; 02. týden 2013;90 a více;232
Česko;Zemřelí;Celkem; 01. týden 2013;0-4;7
Česko;Zemřelí;Celkem; 01. týden 2013;5-9;2
Česko;Zemřelí;Celkem; 01. týden 2013;10-14;0
Česko;Zemřelí;Celkem; 01. týden 2013;15-19;8
Česko;Zemřelí;Celkem; 01. týden 2013;20-24;4
Česko;Zemřelí;Celkem; 01. týden 2013;25-29;6
Česko;Zemřelí;Celkem; 01. týden 2013;30-34;10
Česko;Zemřelí;Celkem; 01. týden 2013;35-39;20
Česko;Zemřelí;Celkem; 01. týden 2013;40-44;26
Česko;Zemřelí;Celkem; 01. týden 2013;45-49;51
Česko;Zemřelí;Celkem; 01. týden 2013;50-54;66
Česko;Zemřelí;Celkem; 01. týden 2013;55-59;128
Česko;Zemřelí;Celkem; 01. týden 2013;60-64;211
Česko;Zemřelí;Celkem; 01. týden 2013;65-69;231
Česko;Zemřelí;Celkem; 01. týden 2013;70-74;225
Česko;Zemřelí;Celkem; 01. týden 2013;75-79;276
Česko;Zemřelí;Celkem; 01. týden 2013;80-84;423
Česko;Zemřelí;Celkem; 01. týden 2013;85-89;376
Česko;Zemřelí;Celkem; 01. týden 2013;90 a více;243
Česko;Zemřelí;Celkem; 52. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 52. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 52. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 52. týden 2012;15-19;2
Česko;Zemřelí;Celkem; 52. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 52. týden 2012;25-29;9
Česko;Zemřelí;Celkem; 52. týden 2012;30-34;13
Česko;Zemřelí;Celkem; 52. týden 2012;35-39;14
Česko;Zemřelí;Celkem; 52. týden 2012;40-44;18
Česko;Zemřelí;Celkem; 52. týden 2012;45-49;35
Česko;Zemřelí;Celkem; 52. týden 2012;50-54;52
Česko;Zemřelí;Celkem; 52. týden 2012;55-59;94
Česko;Zemřelí;Celkem; 52. týden 2012;60-64;206
Česko;Zemřelí;Celkem; 52. týden 2012;65-69;218
Česko;Zemřelí;Celkem; 52. týden 2012;70-74;223
Česko;Zemřelí;Celkem; 52. týden 2012;75-79;289
Česko;Zemřelí;Celkem; 52. týden 2012;80-84;440
Česko;Zemřelí;Celkem; 52. týden 2012;85-89;370
Česko;Zemřelí;Celkem; 52. týden 2012;90 a více;233
Česko;Zemřelí;Celkem; 51. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 51. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 51. týden 2012;10-14;3
Česko;Zemřelí;Celkem; 51. týden 2012;15-19;2
Česko;Zemřelí;Celkem; 51. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 51. týden 2012;25-29;5
Česko;Zemřelí;Celkem; 51. týden 2012;30-34;15
Česko;Zemřelí;Celkem; 51. týden 2012;35-39;15
Česko;Zemřelí;Celkem; 51. týden 2012;40-44;25
Česko;Zemřelí;Celkem; 51. týden 2012;45-49;31
Česko;Zemřelí;Celkem; 51. týden 2012;50-54;60
Česko;Zemřelí;Celkem; 51. týden 2012;55-59;115
Česko;Zemřelí;Celkem; 51. týden 2012;60-64;179
Česko;Zemřelí;Celkem; 51. týden 2012;65-69;209
Česko;Zemřelí;Celkem; 51. týden 2012;70-74;242
Česko;Zemřelí;Celkem; 51. týden 2012;75-79;269
Česko;Zemřelí;Celkem; 51. týden 2012;80-84;390
Česko;Zemřelí;Celkem; 51. týden 2012;85-89;342
Česko;Zemřelí;Celkem; 51. týden 2012;90 a více;235
Česko;Zemřelí;Celkem; 50. týden 2012;0-4;8
Česko;Zemřelí;Celkem; 50. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 50. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 50. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 50. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 50. týden 2012;25-29;5
Česko;Zemřelí;Celkem; 50. týden 2012;30-34;11
Česko;Zemřelí;Celkem; 50. týden 2012;35-39;16
Česko;Zemřelí;Celkem; 50. týden 2012;40-44;26
Česko;Zemřelí;Celkem; 50. týden 2012;45-49;38
Česko;Zemřelí;Celkem; 50. týden 2012;50-54;61
Česko;Zemřelí;Celkem; 50. týden 2012;55-59;105
Česko;Zemřelí;Celkem; 50. týden 2012;60-64;176
Česko;Zemřelí;Celkem; 50. týden 2012;65-69;234
Česko;Zemřelí;Celkem; 50. týden 2012;70-74;226
Česko;Zemřelí;Celkem; 50. týden 2012;75-79;286
Česko;Zemřelí;Celkem; 50. týden 2012;80-84;378
Česko;Zemřelí;Celkem; 50. týden 2012;85-89;367
Česko;Zemřelí;Celkem; 50. týden 2012;90 a více;195
Česko;Zemřelí;Celkem; 49. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 49. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 49. týden 2012;10-14;3
Česko;Zemřelí;Celkem; 49. týden 2012;15-19;7
Česko;Zemřelí;Celkem; 49. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 49. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 49. týden 2012;30-34;8
Česko;Zemřelí;Celkem; 49. týden 2012;35-39;14
Česko;Zemřelí;Celkem; 49. týden 2012;40-44;21
Česko;Zemřelí;Celkem; 49. týden 2012;45-49;34
Česko;Zemřelí;Celkem; 49. týden 2012;50-54;47
Česko;Zemřelí;Celkem; 49. týden 2012;55-59;107
Česko;Zemřelí;Celkem; 49. týden 2012;60-64;174
Česko;Zemřelí;Celkem; 49. týden 2012;65-69;223
Česko;Zemřelí;Celkem; 49. týden 2012;70-74;230
Česko;Zemřelí;Celkem; 49. týden 2012;75-79;266
Česko;Zemřelí;Celkem; 49. týden 2012;80-84;372
Česko;Zemřelí;Celkem; 49. týden 2012;85-89;326
Česko;Zemřelí;Celkem; 49. týden 2012;90 a více;205
Česko;Zemřelí;Celkem; 48. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 48. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 48. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 48. týden 2012;15-19;2
Česko;Zemřelí;Celkem; 48. týden 2012;20-24;7
Česko;Zemřelí;Celkem; 48. týden 2012;25-29;4
Česko;Zemřelí;Celkem; 48. týden 2012;30-34;14
Česko;Zemřelí;Celkem; 48. týden 2012;35-39;18
Česko;Zemřelí;Celkem; 48. týden 2012;40-44;23
Česko;Zemřelí;Celkem; 48. týden 2012;45-49;32
Česko;Zemřelí;Celkem; 48. týden 2012;50-54;61
Česko;Zemřelí;Celkem; 48. týden 2012;55-59;110
Česko;Zemřelí;Celkem; 48. týden 2012;60-64;178
Česko;Zemřelí;Celkem; 48. týden 2012;65-69;219
Česko;Zemřelí;Celkem; 48. týden 2012;70-74;242
Česko;Zemřelí;Celkem; 48. týden 2012;75-79;263
Česko;Zemřelí;Celkem; 48. týden 2012;80-84;388
Česko;Zemřelí;Celkem; 48. týden 2012;85-89;357
Česko;Zemřelí;Celkem; 48. týden 2012;90 a více;227
Česko;Zemřelí;Celkem; 47. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 47. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 47. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 47. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 47. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 47. týden 2012;25-29;3
Česko;Zemřelí;Celkem; 47. týden 2012;30-34;8
Česko;Zemřelí;Celkem; 47. týden 2012;35-39;17
Česko;Zemřelí;Celkem; 47. týden 2012;40-44;14
Česko;Zemřelí;Celkem; 47. týden 2012;45-49;28
Česko;Zemřelí;Celkem; 47. týden 2012;50-54;56
Česko;Zemřelí;Celkem; 47. týden 2012;55-59;106
Česko;Zemřelí;Celkem; 47. týden 2012;60-64;183
Česko;Zemřelí;Celkem; 47. týden 2012;65-69;212
Česko;Zemřelí;Celkem; 47. týden 2012;70-74;217
Česko;Zemřelí;Celkem; 47. týden 2012;75-79;265
Česko;Zemřelí;Celkem; 47. týden 2012;80-84;335
Česko;Zemřelí;Celkem; 47. týden 2012;85-89;315
Česko;Zemřelí;Celkem; 47. týden 2012;90 a více;213
Česko;Zemřelí;Celkem; 46. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 46. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 46. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 46. týden 2012;15-19;5
Česko;Zemřelí;Celkem; 46. týden 2012;20-24;6
Česko;Zemřelí;Celkem; 46. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 46. týden 2012;30-34;9
Česko;Zemřelí;Celkem; 46. týden 2012;35-39;23
Česko;Zemřelí;Celkem; 46. týden 2012;40-44;33
Česko;Zemřelí;Celkem; 46. týden 2012;45-49;28
Česko;Zemřelí;Celkem; 46. týden 2012;50-54;50
Česko;Zemřelí;Celkem; 46. týden 2012;55-59;118
Česko;Zemřelí;Celkem; 46. týden 2012;60-64;146
Česko;Zemřelí;Celkem; 46. týden 2012;65-69;217
Česko;Zemřelí;Celkem; 46. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 46. týden 2012;75-79;241
Česko;Zemřelí;Celkem; 46. týden 2012;80-84;371
Česko;Zemřelí;Celkem; 46. týden 2012;85-89;332
Česko;Zemřelí;Celkem; 46. týden 2012;90 a více;172
Česko;Zemřelí;Celkem; 45. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 45. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 45. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 45. týden 2012;15-19;8
Česko;Zemřelí;Celkem; 45. týden 2012;20-24;4
Česko;Zemřelí;Celkem; 45. týden 2012;25-29;12
Česko;Zemřelí;Celkem; 45. týden 2012;30-34;11
Česko;Zemřelí;Celkem; 45. týden 2012;35-39;14
Česko;Zemřelí;Celkem; 45. týden 2012;40-44;15
Česko;Zemřelí;Celkem; 45. týden 2012;45-49;31
Česko;Zemřelí;Celkem; 45. týden 2012;50-54;53
Česko;Zemřelí;Celkem; 45. týden 2012;55-59;79
Česko;Zemřelí;Celkem; 45. týden 2012;60-64;162
Česko;Zemřelí;Celkem; 45. týden 2012;65-69;194
Česko;Zemřelí;Celkem; 45. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 45. týden 2012;75-79;243
Česko;Zemřelí;Celkem; 45. týden 2012;80-84;334
Česko;Zemřelí;Celkem; 45. týden 2012;85-89;343
Česko;Zemřelí;Celkem; 45. týden 2012;90 a více;204
Česko;Zemřelí;Celkem; 44. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 44. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 44. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 44. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 44. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 44. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 44. týden 2012;30-34;8
Česko;Zemřelí;Celkem; 44. týden 2012;35-39;18
Česko;Zemřelí;Celkem; 44. týden 2012;40-44;24
Česko;Zemřelí;Celkem; 44. týden 2012;45-49;30
Česko;Zemřelí;Celkem; 44. týden 2012;50-54;56
Česko;Zemřelí;Celkem; 44. týden 2012;55-59;87
Česko;Zemřelí;Celkem; 44. týden 2012;60-64;168
Česko;Zemřelí;Celkem; 44. týden 2012;65-69;218
Česko;Zemřelí;Celkem; 44. týden 2012;70-74;224
Česko;Zemřelí;Celkem; 44. týden 2012;75-79;236
Česko;Zemřelí;Celkem; 44. týden 2012;80-84;389
Česko;Zemřelí;Celkem; 44. týden 2012;85-89;351
Česko;Zemřelí;Celkem; 44. týden 2012;90 a více;199
Česko;Zemřelí;Celkem; 43. týden 2012;0-4;4
Česko;Zemřelí;Celkem; 43. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 43. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 43. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 43. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 43. týden 2012;25-29;4
Česko;Zemřelí;Celkem; 43. týden 2012;30-34;9
Česko;Zemřelí;Celkem; 43. týden 2012;35-39;11
Česko;Zemřelí;Celkem; 43. týden 2012;40-44;20
Česko;Zemřelí;Celkem; 43. týden 2012;45-49;41
Česko;Zemřelí;Celkem; 43. týden 2012;50-54;51
Česko;Zemřelí;Celkem; 43. týden 2012;55-59;126
Česko;Zemřelí;Celkem; 43. týden 2012;60-64;173
Česko;Zemřelí;Celkem; 43. týden 2012;65-69;199
Česko;Zemřelí;Celkem; 43. týden 2012;70-74;232
Česko;Zemřelí;Celkem; 43. týden 2012;75-79;250
Česko;Zemřelí;Celkem; 43. týden 2012;80-84;366
Česko;Zemřelí;Celkem; 43. týden 2012;85-89;376
Česko;Zemřelí;Celkem; 43. týden 2012;90 a více;198
Česko;Zemřelí;Celkem; 42. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 42. týden 2012;5-9;2
Česko;Zemřelí;Celkem; 42. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 42. týden 2012;15-19;2
Česko;Zemřelí;Celkem; 42. týden 2012;20-24;5
Česko;Zemřelí;Celkem; 42. týden 2012;25-29;10
Česko;Zemřelí;Celkem; 42. týden 2012;30-34;8
Česko;Zemřelí;Celkem; 42. týden 2012;35-39;21
Česko;Zemřelí;Celkem; 42. týden 2012;40-44;19
Česko;Zemřelí;Celkem; 42. týden 2012;45-49;42
Česko;Zemřelí;Celkem; 42. týden 2012;50-54;56
Česko;Zemřelí;Celkem; 42. týden 2012;55-59;93
Česko;Zemřelí;Celkem; 42. týden 2012;60-64;165
Česko;Zemřelí;Celkem; 42. týden 2012;65-69;223
Česko;Zemřelí;Celkem; 42. týden 2012;70-74;224
Česko;Zemřelí;Celkem; 42. týden 2012;75-79;248
Česko;Zemřelí;Celkem; 42. týden 2012;80-84;344
Česko;Zemřelí;Celkem; 42. týden 2012;85-89;339
Česko;Zemřelí;Celkem; 42. týden 2012;90 a více;206
Česko;Zemřelí;Celkem; 41. týden 2012;0-4;3
Česko;Zemřelí;Celkem; 41. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 41. týden 2012;10-14;3
Česko;Zemřelí;Celkem; 41. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 41. týden 2012;20-24;2
Česko;Zemřelí;Celkem; 41. týden 2012;25-29;3
Česko;Zemřelí;Celkem; 41. týden 2012;30-34;11
Česko;Zemřelí;Celkem; 41. týden 2012;35-39;17
Česko;Zemřelí;Celkem; 41. týden 2012;40-44;20
Česko;Zemřelí;Celkem; 41. týden 2012;45-49;39
Česko;Zemřelí;Celkem; 41. týden 2012;50-54;41
Česko;Zemřelí;Celkem; 41. týden 2012;55-59;106
Česko;Zemřelí;Celkem; 41. týden 2012;60-64;165
Česko;Zemřelí;Celkem; 41. týden 2012;65-69;206
Česko;Zemřelí;Celkem; 41. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 41. týden 2012;75-79;261
Česko;Zemřelí;Celkem; 41. týden 2012;80-84;354
Česko;Zemřelí;Celkem; 41. týden 2012;85-89;342
Česko;Zemřelí;Celkem; 41. týden 2012;90 a více;204
Česko;Zemřelí;Celkem; 40. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 40. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 40. týden 2012;10-14;1
Česko;Zemřelí;Celkem; 40. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 40. týden 2012;20-24;4
Česko;Zemřelí;Celkem; 40. týden 2012;25-29;14
Česko;Zemřelí;Celkem; 40. týden 2012;30-34;7
Česko;Zemřelí;Celkem; 40. týden 2012;35-39;12
Česko;Zemřelí;Celkem; 40. týden 2012;40-44;16
Česko;Zemřelí;Celkem; 40. týden 2012;45-49;31
Česko;Zemřelí;Celkem; 40. týden 2012;50-54;42
Česko;Zemřelí;Celkem; 40. týden 2012;55-59;111
Česko;Zemřelí;Celkem; 40. týden 2012;60-64;180
Česko;Zemřelí;Celkem; 40. týden 2012;65-69;199
Česko;Zemřelí;Celkem; 40. týden 2012;70-74;201
Česko;Zemřelí;Celkem; 40. týden 2012;75-79;238
Česko;Zemřelí;Celkem; 40. týden 2012;80-84;347
Česko;Zemřelí;Celkem; 40. týden 2012;85-89;328
Česko;Zemřelí;Celkem; 40. týden 2012;90 a více;198
Česko;Zemřelí;Celkem; 39. týden 2012;0-4;7
Česko;Zemřelí;Celkem; 39. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 39. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 39. týden 2012;15-19;1
Česko;Zemřelí;Celkem; 39. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 39. týden 2012;25-29;7
Česko;Zemřelí;Celkem; 39. týden 2012;30-34;14
Česko;Zemřelí;Celkem; 39. týden 2012;35-39;21
Česko;Zemřelí;Celkem; 39. týden 2012;40-44;23
Česko;Zemřelí;Celkem; 39. týden 2012;45-49;36
Česko;Zemřelí;Celkem; 39. týden 2012;50-54;66
Česko;Zemřelí;Celkem; 39. týden 2012;55-59;83
Česko;Zemřelí;Celkem; 39. týden 2012;60-64;159
Česko;Zemřelí;Celkem; 39. týden 2012;65-69;237
Česko;Zemřelí;Celkem; 39. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 39. týden 2012;75-79;232
Česko;Zemřelí;Celkem; 39. týden 2012;80-84;378
Česko;Zemřelí;Celkem; 39. týden 2012;85-89;347
Česko;Zemřelí;Celkem; 39. týden 2012;90 a více;198
Česko;Zemřelí;Celkem; 38. týden 2012;0-4;3
Česko;Zemřelí;Celkem; 38. týden 2012;5-9;3
Česko;Zemřelí;Celkem; 38. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 38. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 38. týden 2012;20-24;4
Česko;Zemřelí;Celkem; 38. týden 2012;25-29;6
Česko;Zemřelí;Celkem; 38. týden 2012;30-34;10
Česko;Zemřelí;Celkem; 38. týden 2012;35-39;17
Česko;Zemřelí;Celkem; 38. týden 2012;40-44;15
Česko;Zemřelí;Celkem; 38. týden 2012;45-49;34
Česko;Zemřelí;Celkem; 38. týden 2012;50-54;63
Česko;Zemřelí;Celkem; 38. týden 2012;55-59;106
Česko;Zemřelí;Celkem; 38. týden 2012;60-64;166
Česko;Zemřelí;Celkem; 38. týden 2012;65-69;211
Česko;Zemřelí;Celkem; 38. týden 2012;70-74;208
Česko;Zemřelí;Celkem; 38. týden 2012;75-79;247
Česko;Zemřelí;Celkem; 38. týden 2012;80-84;335
Česko;Zemřelí;Celkem; 38. týden 2012;85-89;277
Česko;Zemřelí;Celkem; 38. týden 2012;90 a více;154
Česko;Zemřelí;Celkem; 37. týden 2012;0-4;9
Česko;Zemřelí;Celkem; 37. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 37. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 37. týden 2012;15-19;5
Česko;Zemřelí;Celkem; 37. týden 2012;20-24;9
Česko;Zemřelí;Celkem; 37. týden 2012;25-29;13
Česko;Zemřelí;Celkem; 37. týden 2012;30-34;13
Česko;Zemřelí;Celkem; 37. týden 2012;35-39;20
Česko;Zemřelí;Celkem; 37. týden 2012;40-44;17
Česko;Zemřelí;Celkem; 37. týden 2012;45-49;39
Česko;Zemřelí;Celkem; 37. týden 2012;50-54;59
Česko;Zemřelí;Celkem; 37. týden 2012;55-59;101
Česko;Zemřelí;Celkem; 37. týden 2012;60-64;167
Česko;Zemřelí;Celkem; 37. týden 2012;65-69;216
Česko;Zemřelí;Celkem; 37. týden 2012;70-74;201
Česko;Zemřelí;Celkem; 37. týden 2012;75-79;248
Česko;Zemřelí;Celkem; 37. týden 2012;80-84;350
Česko;Zemřelí;Celkem; 37. týden 2012;85-89;289
Česko;Zemřelí;Celkem; 37. týden 2012;90 a více;174
Česko;Zemřelí;Celkem; 36. týden 2012;0-4;6
Česko;Zemřelí;Celkem; 36. týden 2012;5-9;1
Česko;Zemřelí;Celkem; 36. týden 2012;10-14;0
Česko;Zemřelí;Celkem; 36. týden 2012;15-19;3
Česko;Zemřelí;Celkem; 36. týden 2012;20-24;3
Česko;Zemřelí;Celkem; 36. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 36. týden 2012;30-34;6
Česko;Zemřelí;Celkem; 36. týden 2012;35-39;12
Česko;Zemřelí;Celkem; 36. týden 2012;40-44;20
Česko;Zemřelí;Celkem; 36. týden 2012;45-49;29
Česko;Zemřelí;Celkem; 36. týden 2012;50-54;66
Česko;Zemřelí;Celkem; 36. týden 2012;55-59;97
Česko;Zemřelí;Celkem; 36. týden 2012;60-64;177
Česko;Zemřelí;Celkem; 36. týden 2012;65-69;210
Česko;Zemřelí;Celkem; 36. týden 2012;70-74;210
Česko;Zemřelí;Celkem; 36. týden 2012;75-79;245
Česko;Zemřelí;Celkem; 36. týden 2012;80-84;329
Česko;Zemřelí;Celkem; 36. týden 2012;85-89;306
Česko;Zemřelí;Celkem; 36. týden 2012;90 a více;171
Česko;Zemřelí;Celkem; 35. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 35. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 35. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 35. týden 2012;15-19;4
Česko;Zemřelí;Celkem; 35. týden 2012;20-24;2
Česko;Zemřelí;Celkem; 35. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 35. týden 2012;30-34;15
Česko;Zemřelí;Celkem; 35. týden 2012;35-39;13
Česko;Zemřelí;Celkem; 35. týden 2012;40-44;22
Česko;Zemřelí;Celkem; 35. týden 2012;45-49;34
Česko;Zemřelí;Celkem; 35. týden 2012;50-54;54
Česko;Zemřelí;Celkem; 35. týden 2012;55-59;101
Česko;Zemřelí;Celkem; 35. týden 2012;60-64;161
Česko;Zemřelí;Celkem; 35. týden 2012;65-69;184
Česko;Zemřelí;Celkem; 35. týden 2012;70-74;180
Česko;Zemřelí;Celkem; 35. týden 2012;75-79;230
Česko;Zemřelí;Celkem; 35. týden 2012;80-84;313
Česko;Zemřelí;Celkem; 35. týden 2012;85-89;310
Česko;Zemřelí;Celkem; 35. týden 2012;90 a více;179
Česko;Zemřelí;Celkem; 34. týden 2012;0-4;5
Česko;Zemřelí;Celkem; 34. týden 2012;5-9;0
Česko;Zemřelí;Celkem; 34. týden 2012;10-14;2
Česko;Zemřelí;Celkem; 34. týden 2012;15-19;5
Česko;Zemřelí;Celkem; 34. týden 2012;20-24;9
Česko;Zemřelí;Celkem; 34. týden 2012;25-29;8
Česko;Zemřelí;Celkem; 34. týden 2012;30-34;17
Česko;Zemřelí;Celkem; 34. týden 2012;35-39;14
Česko;Zemřelí;Celkem; 34. týden 2012;40-44;25
Česko;Zemřelí;Celkem; 34. týden 2012;45-49;27
Česko;Zemřelí;Celkem; 34. týden 2012;50-54;51
