Stát,Roky (ČR),Pohlaví,Věk (roky),Ukazatel,value
Česko,2024,muži,92,Pravděpodobnost úmrtí (qx),0.2085255688
Česko,2024,muži,92,Tabulkový počet dožívajících (lx),10521.2762806614
Česko,2024,muži,92,Tabulkový počet zemřelých (dx),2193.9551206122
Česko,2024,muži,92,Tabulkový počet žijících (Lx),9424.2987203554
Česko,2024,muži,92,Pomocný ukazatel (Tx),35955.42831393
Česko,2024,muži,92,Naděje dožití (ex),3.4174017823
Česko,2024,muži,93,Počet zemřelých (Dx),637.0
Česko,2024,muži,93,Počet obyvatel (Px),2245.0
Česko,2024,muži,93,Míra úmrtnosti (mx),0.2555123365
Česko,2024,muži,93,Pravděpodobnost úmrtí (qx),0.2265670042
Česko,2024,muži,93,Tabulkový počet dožívajících (lx),8327.3211600493
Česko,2024,muži,93,Tabulkový počet zemřelých (dx),1886.6962080256
Česko,2024,muži,93,Tabulkový počet žijících (Lx),7383.9730560365
Česko,2024,muži,93,Pomocný ukazatel (Tx),26531.1295935746
Česko,2024,muži,93,Naděje dožití (ex),3.18603415
Česko,2024,muži,94,Počet zemřelých (Dx),501.0
Česko,2024,muži,94,Počet obyvatel (Px),1486.0
Česko,2024,muži,94,Míra úmrtnosti (mx),0.2797374829
Česko,2024,muži,94,Pravděpodobnost úmrtí (qx),0.2454120134
Česko,2024,muži,94,Tabulkový počet dožívajících (lx),6440.6249520237
Česko,2024,muži,94,Tabulkový počet zemřelých (dx),1580.6067373385
Česko,2024,muži,94,Tabulkový počet žijících (Lx),5650.3215833545
Česko,2024,muži,94,Pomocný ukazatel (Tx),19147.1565375381
Česko,2024,muži,94,Naděje dožití (ex),2.9728724588
Česko,2024,muži,95,Počet zemřelých (Dx),354.0
Česko,2024,muži,95,Počet obyvatel (Px),933.0
Česko,2024,muži,95,Míra úmrtnosti (mx),0.305415555
Česko,2024,muži,95,Pravděpodobnost úmrtí (qx),0.2649548836
Česko,2024,muži,95,Tabulkový počet dožívajících (lx),4860.0182146852
Česko,2024,muži,95,Tabulkový počet zemřelých (dx),1287.6855603142
Česko,2024,muži,95,Tabulkový počet žijících (Lx),4216.1754345281
Česko,2024,muži,95,Pomocný ukazatel (Tx),13496.8349541836
Česko,2024,muži,95,Naděje dožití (ex),2.7771161255
Česko,2024,muži,96,Počet zemřelých (Dx),205.0
Česko,2024,muži,96,Počet obyvatel (Px),612.0
Česko,2024,muži,96,Míra úmrtnosti (mx),0.3324572798
Česko,2024,muži,96,Pravděpodobnost úmrtí (qx),0.2850704128
Česko,2024,muži,96,Tabulkový počet dožívajících (lx),3572.332654371
Česko,2024,muži,96,Tabulkový počet zemřelých (dx),1018.366344412
Česko,2024,muži,96,Tabulkový počet žijících (Lx),3063.149482165
Česko,2024,muži,96,Pomocný ukazatel (Tx),9280.6595196555
Česko,2024,muži,96,Naděje dožití (ex),2.5979270179
Česko,2024,muži,97,Počet zemřelých (Dx),175.0
Česko,2024,muži,97,Počet obyvatel (Px),384.0
Česko,2024,muži,97,Míra úmrtnosti (mx),0.3607407618
Česko,2024,muži,97,Pravděpodobnost úmrtí (qx),0.3056165824
Česko,2024,muži,97,Tabulkový počet dožívajících (lx),2553.9663099591
Česko,2024,muži,97,Tabulkový počet zemřelých (dx),780.5344552508
Česko,2024,muži,97,Tabulkový počet žijících (Lx),2163.6990823336
Česko,2024,muži,97,Pomocný ukazatel (Tx),6217.5100374905
Česko,2024,muži,97,Naděje dožití (ex),2.4344526446
Česko,2024,muži,98,Počet zemřelých (Dx),112.0
Česko,2024,muži,98,Počet obyvatel (Px),221.0
Česko,2024,muži,98,Míra úmrtnosti (mx),0.3901119704
Česko,2024,muži,98,Pravděpodobnost úmrtí (qx),0.3264382382
Česko,2024,muži,98,Tabulkový počet dožívajících (lx),1773.4318547082
Česko,2024,muži,98,Tabulkový počet zemřelých (dx),578.9159702937
Česko,2024,muži,98,Tabulkový počet žijících (Lx),1483.9738695614
Česko,2024,muži,98,Pomocný ukazatel (Tx),4053.8109551568
Česko,2024,muži,98,Naděje dožití (ex),2.2858566256
Česko,2024,muži,99,Počet zemřelých (Dx),64.0
Česko,2024,muži,99,Počet obyvatel (Px),120.0
Česko,2024,muži,99,Míra úmrtnosti (mx),0.4203868256
Česko,2024,muži,99,Pravděpodobnost úmrtí (qx),0.3473716029
Česko,2024,muži,99,Tabulkový počet dožívajících (lx),1194.5158844146
Česko,2024,muži,99,Tabulkový počet zemřelých (dx),414.9408974366
Česko,2024,muži,99,Tabulkový počet žijících (Lx),987.0454356963
Česko,2024,muži,99,Pomocný ukazatel (Tx),2569.8370855954
Česko,2024,muži,99,Naděje dožití (ex),2.1513628401
Česko,2024,muži,100,Počet zemřelých (Dx),28.0
Česko,2024,muži,100,Počet obyvatel (Px),62.0
Česko,2024,muži,100,Míra úmrtnosti (mx),0.4513549347
Česko,2024,muži,100,Pravděpodobnost úmrtí (qx),0.3682493533
Česko,2024,muži,100,Tabulkový počet dožívajících (lx),779.574986978
Česko,2024,muži,100,Tabulkový počet zemřelých (dx),287.0779848202
Česko,2024,muži,100,Tabulkový počet žijících (Lx),636.0359945679
Česko,2024,muži,100,Pomocný ukazatel (Tx),1582.7916498992
Česko,2024,muži,100,Naděje dožití (ex),2.0303263654
Česko,2024,muži,101,Počet zemřelých (Dx),20.0
Česko,2024,muži,101,Počet obyvatel (Px),36.0
Česko,2024,muži,101,Míra úmrtnosti (mx),0.4827848898
Česko,2024,muži,101,Pravděpodobnost úmrtí (qx),0.3889059353
Česko,2024,muži,101,Tabulkový počet dožívajících (lx),492.4970021578
Česko,2024,muži,101,Tabulkový počet zemřelých (dx),191.5350072392
Česko,2024,muži,101,Tabulkový počet žijících (Lx),396.7294985381
Česko,2024,muži,101,Pomocný ukazatel (Tx),946.7556553313
Česko,2024,muži,101,Naděje dožití (ex),1.9223582097
Česko,2024,muži,102,Počet zemřelých (Dx),2.0
Česko,2024,muži,102,Počet obyvatel (Px),14.0
Česko,2024,muži,102,Míra úmrtnosti (mx),0.5144308831
Česko,2024,muži,102,Pravděpodobnost úmrtí (qx),0.409182759
Česko,2024,muži,102,Tabulkový počet dožívajících (lx),300.9619949185
Česko,2024,muži,102,Tabulkový počet zemřelých (dx),123.1484594447
Česko,2024,muži,102,Tabulkový počet žijících (Lx),239.3877651962
Česko,2024,muži,102,Pomocný ukazatel (Tx),550.0261567931
Česko,2024,muži,102,Naděje dožití (ex),1.8275601773
Česko,2024,muži,103,Počet zemřelých (Dx),5.0
Česko,2024,muži,103,Počet obyvatel (Px),9.0
Česko,2024,muži,103,Míra úmrtnosti (mx),0.5460402613
Česko,2024,muži,103,Pravděpodobnost úmrtí (qx),0.4289329353
Česko,2024,muži,103,Tabulkový počet dožívajících (lx),177.8135354738
Česko,2024,muži,103,Tabulkový počet zemřelých (dx),76.2700817059
Česko,2024,muži,103,Tabulkový počet žijících (Lx),139.6784946209
Česko,2024,muži,103,Pomocný ukazatel (Tx),310.638391597
Česko,2024,muži,103,Naděje dožití (ex),1.7469895684
Česko,2024,muži,104,Počet zemřelých (Dx),3.0
Česko,2024,muži,104,Počet obyvatel (Px),4.0
Česko,2024,muži,104,Míra úmrtnosti (mx),0.5773615366
Česko,2024,muži,104,Pravděpodobnost úmrtí (qx),0.4480252602
Česko,2024,muži,104,Tabulkový počet dožívajících (lx),101.5434537679
Česko,2024,muži,104,Tabulkový počet zemřelých (dx),45.4940323004
Česko,2024,muži,104,Tabulkový počet žijících (Lx),78.7964376177
Česko,2024,muži,104,Pomocný ukazatel (Tx),170.9598969761
Česko,2024,muži,104,Naděje dožití (ex),1.6836131787
Česko,2024,muži,105,Počet zemřelých (Dx),2.0
Česko,2024,muži,105,Počet obyvatel (Px),0.0
Česko,2024,muži,105,Míra úmrtnosti (mx),0.6081523183
Česko,2024,muži,105,Pravděpodobnost úmrtí (qx),1.0
Česko,2024,muži,105,Tabulkový počet dožívajících (lx),56.0494214675
Česko,2024,muži,105,Tabulkový počet zemřelých (dx),56.0494214675
Česko,2024,muži,105,Tabulkový počet žijících (Lx),92.1634593584
Česko,2024,muži,105,Pomocný ukazatel (Tx),92.1634593584
Česko,2024,muži,105,Naděje dožití (ex),1.6443249002
