Ukazatel,Území,Odvětví,Čtvrtletí,value
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2013,217113
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2013,236443
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2014,241424
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2014,267802
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2014,255955
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2014,262297
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2015,270373
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2015,289811
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2015,268496
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2015,275379
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2016,281041
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2016,305956
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2016,276847
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2016,286913
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2017,290638
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2017,316030
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2017,294113
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2017,299918
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2018,295033
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2018,321250
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2018,296763
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2018,308382
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2019,309380
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2019,342317
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2019,328075
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2019,323239
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2020,309815
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2020,275559
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2020,307119
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2020,319612
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2021,302141
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2021,334730
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2021,300595
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2021,301439
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2022,304792
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2022,356216
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2022,339562
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2022,366757
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2023,364263
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2023,414896
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2023,378445
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2023,407498
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2024,372021
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2024,420518
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,3. čtvrtletí 2024,402146
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,4. čtvrtletí 2024,407528
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,1. čtvrtletí 2025,385068
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Zpracovatelský průmysl,2. čtvrtletí 2025,436054
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 1995,20813
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 1995,29698
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 1995,28960
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 1995,31524
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 1996,26311
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 1996,30384
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 1996,35716
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 1996,35576
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 1997,27303
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 1997,31850
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 1997,36652
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 1997,38311
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 1998,29049
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 1998,35434
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 1998,40376
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 1998,39235
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 1999,28822
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 1999,34003
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 1999,37822
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 1999,38465
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2000,29406
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2000,29974
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2000,36441
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2000,38129
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2001,28833
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2001,31394
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2001,39410
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2001,41600
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2002,32010
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2002,37322
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2002,43733
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2002,43461
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2003,31717
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2003,42510
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2003,48529
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2003,45622
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2004,36387
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2004,42789
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2004,49953
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2004,51205
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2005,37687
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2005,48942
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2005,56291
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2005,55098
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2006,35983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2006,50219
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2006,58098
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2006,58847
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2007,43608
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2007,53396
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2007,61840
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2007,64590
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2008,44732
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2008,57147
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2008,69089
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2008,61045
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2009,45619
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2009,61457
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2009,70213
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2009,71735
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2010,42881
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2010,65386
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2010,72927
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2010,73440
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2011,39178
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2011,58784
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2011,65715
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2011,72101
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2012,37286
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2012,54881
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2012,59746
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2012,64945
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2013,35029
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2013,53698
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2013,59946
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2013,64546
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2014,36727
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2014,55964
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2014,62287
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2014,66437
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2015,37832
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2015,58611
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2015,67810
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2015,69780
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2016,38252
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2016,58571
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2016,66962
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2016,70306
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2017,39749
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2017,60797
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2017,70148
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2017,78125
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2018,46197
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2018,66715
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2018,74991
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2018,81447
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2019,48851
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2019,70819
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2019,81614
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2019,88376
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2020,51364
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2020,71146
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2020,81949
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2020,87852
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2021,51856
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2021,75872
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2021,89883
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2021,94543
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2022,61671
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2022,85744
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2022,98182
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2022,105369
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2023,73275
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2023,99812
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2023,110127
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2023,110838
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2024,76887
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2024,103267
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,3. čtvrtletí 2024,114421
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,4. čtvrtletí 2024,115069
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,1. čtvrtletí 2025,82135
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Stavebnictví,2. čtvrtletí 2025,111846
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 1995,65094
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 1995,77579
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 1995,81159
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 1995,76636
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 1996,66230
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 1996,86331
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 1996,94011
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 1996,89021
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 1997,80476
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 1997,100221
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 1997,98505
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 1997,96386
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 1998,88794
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 1998,108212
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 1998,109120
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 1998,105464
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 1999,93244
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 1999,114794
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 1999,116783
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 1999,116373
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2000,103847
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2000,124388
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2000,130716
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2000,125060
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2001,110100
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2001,132526
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2001,136618
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2001,135569
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2002,118492
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2002,143558
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2002,144204
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2002,139165
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2003,122936
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2003,140065
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2003,151219
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2003,156522
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2004,127049
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2004,146045
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2004,151365
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2004,161398
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2005,136072
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2005,152376
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2005,154430
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2005,169242
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2006,143816
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2006,161907
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2006,169216
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2006,184680
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2007,155192
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2007,173114
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2007,181747
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2007,196861
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2008,165651
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2008,183945
