Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2019,174294.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2018,176111.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2017,174708.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2016,174240.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2015,173878.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2014,173415.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2013,172030.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2012,179126.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2011,178718.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2010,176422.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2009,174621.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2008,175521.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2007,171940.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2006,169083.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2005,166219.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2004,163874.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2003,163393.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2002,156185.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2001,145010.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2025,105937.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2025,105754.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2025,105665.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2024,105477.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2024,105145.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2024,104818.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2024,105220.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2023,105303.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2023,105516.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2023,105569.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2023,107653.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2022,115776.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2022,117227.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2022,117215.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2022,117979.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2021,118256.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2021,118245.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2021,118145.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2021,118255.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2020,118076.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2019,117304.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2018,118509.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2017,117854.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2016,116675.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2015,116006.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2014,115262.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2013,114472.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2012,119908.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2012,
