Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Roky,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2007,113.9371339158
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2006,110.0370400041
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2005,105.4111768447
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2004,114.2614282168
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2003,105.9120844602
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2002,95.4888377067
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2001,112.727437745
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2024,102.9161161407
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2023,91.4808044683
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2022,123.1738537619
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2021,115.6584280354
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2020,99.7312700367
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2019,103.7147541865
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2018,108.4986506418
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2017,103.7248134624
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2016,100.5020011623
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2015,107.5878190728
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2014,111.5138149378
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2013,104.1248970829
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2012,98.5772968901
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2011,104.82461445
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2010,109.1540333442
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2009,88.8941433125
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2008,90.4000070631
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2007,110.9535387495
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2006,100.680862611
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2005,100.271683905
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2004,115.4755010503
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2003,87.2476745959
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2002,103.9099545122
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2001,110.4720244371
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,17 Výroba papíru a výrobků z papíru,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2024,100.8851259343
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2023,95.7277298975
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2022,117.4364697317
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2021,111.7616116959
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2020,95.4609193635
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2019,99.3266232214
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2018,103.0437227521
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2017,96.7061218676
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2016,111.6997649468
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2015,94.9914325651
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2014,101.3288015018
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2013,92.9368693436
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2012,96.5817986454
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2011,106.0197942995
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2010,93.1609696804
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2009,83.1864188157
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2008,100.9380277849
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2007,130.365820332
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2006,91.4472116264
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2005,106.2781518544
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2004,110.4800791095
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2003,108.9593438499
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2002,91.1903108179
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2001,122.6451804812
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,18 Tisk a rozmnožování nahraných nosičů,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2020,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2019,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2018,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2017,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2016,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2015,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2014,107.3385092007
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2013,91.7055036849
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2012,112.557218115
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2011,113.9119479248
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2010,137.4945532391
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2009,64.4086254363
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2008,126.2214149528
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2007,136.3896506141
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2006,102.6583680815
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2005,115.136197733
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2004,113.2547034911
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2003,106.9226880905
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2002,87.0505367095
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2001,88.8849853246
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2024,102.1037423882
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2023,80.7101263175
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2022,123.5200390277
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2021,132.7719664962
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2020,89.891995352
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2019,95.9297947457
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2018,102.1158859171
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2017,123.3718297652
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2016,86.632571517
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2015,87.1155690658
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2014,111.4716988891
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2013,97.2717328892
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2012,110.8828263812
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2011,105.7107325781
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2010,120.2280771618
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2009,79.5867545739
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2008,104.8542564384
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2007,100.1784879297
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2006,102.3860530683
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2005,106.4780319455
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2004,130.8929281136
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2003,104.274525651
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2002,88.9750233393
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2001,99.359443394
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2024,106.0321684278
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2023,105.7211515551
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2022,113.3321671527
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2021,100.961673083
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2020,103.077013591
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2019,117.7708757181
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2018,100.5193265063
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2017,108.7912544373
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2016,99.7161529227
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2015,105.8112011646
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2014,101.7570398541
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2013,101.8305961095
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2012,96.4904387185
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2011,97.0369440472
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2010,112.2627343589
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2009,94.585505485
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2008,99.1061463907
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2007,104.2468320008
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2006,103.0546061746
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2005,114.2778273392
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2004,112.9809733668
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2003,100.1408664419
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2002,100.3083564687
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2001,113.2458486505
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2024,103.4490970834
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2023,97.3360043481
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2022,109.4009034717
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2021,114.0943900062
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2020,91.4276640789
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2019,101.34809968
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2018,99.0815082289
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2017,107.5087715765
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2016,100.9965702203
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2015,105.4325495276
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2014,110.292457158
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2013,101.8028975765
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2012,103.4859956272
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2011,111.3044750576
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2010,103.9075007542
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2009,88.9588881871
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2008,93.2911167416
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2007,119.0091856254
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2006,112.9574101077
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2005,109.9810668452
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2004,116.7193116199
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2003,117.6576319044
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2002,102.6016848338
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2001,123.7464100564
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,22 Výroba pryžových a plastových výrobků,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2024,98.3315140716
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2023,93.3967746712
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2022,121.9270869765
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2021,112.7785294396
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2020,98.628403808
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2019,101.9162186965
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2018,105.1500123562
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2017,106.9433721964
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2016,99.478628354
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2015,106.5841499136
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2014,106.7866284921
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2013,100.7511977515
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2012,96.8584279971
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2011,101.990809137
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2010,96.5195476513
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2009,79.3523627657
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2008,96.4415892724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2007,122.2854482043
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2006,98.0436688315
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2005,100.7448474485
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2004,109.2851815811
