Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – duben 2001;112.7629848524
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – březen 2001;112.0100118808
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – únor 2001;113.4419194263
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden 2001;116.8391767783
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – prosinec 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – listopad 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – říjen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – září 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – srpen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – červenec 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – červen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – květen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – duben 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – březen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden – únor 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;leden 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2025;95.2768275129
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2025;94.2819292313
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2025;100.1530180307
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2024;101.0327326248
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2024;101.0083146833
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2024;100.6532747456
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2024;101.2015467364
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2024;101.8894208335
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2024;102.8719648323
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2024;102.8913311525
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2024;102.808415582
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2024;103.655475868
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2024;102.3972420079
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2024;102.9459951272
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2024;103.2264190406
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2023;85.732159439
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2023;85.2320167278
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2023;85.1949824829
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2023;84.5813477152
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2023;83.6669460158
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2023;83.5814970789
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2023;83.3923927054
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2023;83.1628044482
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2023;82.3099044191
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2023;82.2606321327
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2023;81.5044886252
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2023;79.4799631546
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2022;94.4289267583
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2022;95.6661644912
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2022;96.8566920277
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2022;97.9754079323
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2022;99.2370028207
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2022;101.2249725668
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2022;103.5766466627
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2022;104.0486620962
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2022;104.2853853136
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2022;104.0487172648
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2022;106.2853662492
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2022;105.3293395446
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2021;110.5898227102
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2021;111.3868511629
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2021;111.1372384139
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2021;111.5326468864
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2021;111.8757091407
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2021;110.9663373293
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2021;109.9983187147
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2021;109.0374909259
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2021;106.6231037977
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2021;101.0734757977
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2021;97.6047448213
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2021;100.8415918981
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2020;95.6112649644
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2020;95.1261467844
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2020;94.6329972869
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2020;93.7097903895
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2020;93.1595664895
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2020;92.8893649593
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2020;91.8004468563
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2020;92.6603966518
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2020;95.6221784807
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2020;102.5231588688
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2020;105.5794504404
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2020;106.1147858254
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2019;96.5080215979
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2019;96.4410572302
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2019;96.8210639542
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2019;96.508881918
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2019;96.40774335
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2019;95.5619313067
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2019;95.9275774693
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2019;95.4024585748
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2019;95.4384969015
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2019;93.7138821344
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2019;93.1943398866
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2019;90.058869455
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2018;102.1602815079
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2018;102.6052142396
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2018;103.0680202135
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2018;103.5170592732
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2018;103.7452347167
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2018;104.4945112247
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2018;104.9866967682
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2018;105.6530986305
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2018;106.4067984152
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2018;107.7676158265
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2018;109.0740653297
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2018;111.2934493428
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2017;97.0647424817
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2017;96.9605022286
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2017;96.7653701663
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2017;96.7180315557
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2017;96.4046695852
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2017;95.4598742824
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2017;94.4568862289
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2017;93.3684670068
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2017;92.0274555241
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2017;90.9402739063
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2017;91.4232682589
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2017;91.5652800364
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2016;112.5228715923
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2016;113.1213187927
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2016;113.0075361862
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2016;112.7406947008
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2016;113.0471567587
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2016;113.6052914361
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2016;114.949362431
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2016;115.3545047009
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2016;115.816454717
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2016;119.474118055
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2016;121.8813352964
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2016;124.6680561866
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2015;96.3579500808
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2015;96.3100208279
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2015;96.3754826916
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2015;96.3904587711
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2015;96.0788065619
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2015;96.8413133798
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2015;95.94161531
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2015;95.750356728
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2015;95.5091684581
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2015;93.5747757644
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2015;92.1707549918
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2015;91.4468301444
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2014;100.6871764133
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2014;100.4280526555
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2014;100.0653554289
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2014;100.3456939248
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2014;100.377480168
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2014;99.9337170783
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2014;99.6842981565
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – květen 2014;99.6374689578
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – duben 2014;100.2080751463
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – březen 2014;101.9859614343
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – únor 2014;100.3590177198
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden 2014;95.3807234772
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – prosinec 2013;93.0028811402
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – listopad 2013;92.5343822586
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – říjen 2013;91.5492136112
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – září 2013;90.7562846033
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – srpen 2013;89.5525737513
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červenec 2013;88.4856222537
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;leden – červen 2013;88.3381520357
