Ukazatel,"ČR, regiony",Pohlaví,Věk (roky),Roky,value
Naděje dožití (ex),Česko,muži,77,2018,8.8876517307
Naděje dožití (ex),Česko,muži,77,2019,8.9257841152
Naděje dožití (ex),Česko,muži,77,2020,8.0532866467
Naděje dožití (ex),Česko,muži,77,2021,7.7936499093
Naděje dožití (ex),Česko,muži,77,2022,8.6675114809
Naděje dožití (ex),Česko,muži,77,2023,9.094216119
Naděje dožití (ex),Česko,muži,77,2024,9.3477850092
Naděje dožití (ex),Česko,muži,78,2001,6.9080085941
Naděje dožití (ex),Česko,muži,78,2002,6.9031730129
Naděje dožití (ex),Česko,muži,78,2003,6.8424804175
Naděje dožití (ex),Česko,muži,78,2004,7.053556258
Naděje dožití (ex),Česko,muži,78,2005,7.1068360023
Naděje dožití (ex),Česko,muži,78,2006,7.3084276976
Naděje dožití (ex),Česko,muži,78,2007,7.552430151
Naděje dožití (ex),Česko,muži,78,2008,7.7084855341
Naděje dožití (ex),Česko,muži,78,2009,7.5811528957
Naděje dožití (ex),Česko,muži,78,2010,7.6480496888
Naděje dožití (ex),Česko,muži,78,2011,7.8210205398
Naděje dožití (ex),Česko,muži,78,2012,7.8619791954
Naděje dožití (ex),Česko,muži,78,2013,7.9739978469
Naděje dožití (ex),Česko,muži,78,2014,8.1537016538
Naděje dožití (ex),Česko,muži,78,2015,8.0298422616
Naděje dožití (ex),Česko,muži,78,2016,8.3018868259
Naděje dožití (ex),Česko,muži,78,2017,8.2657171414
Naděje dožití (ex),Česko,muži,78,2018,8.3616017178
Naděje dožití (ex),Česko,muži,78,2019,8.394677966
Naděje dožití (ex),Česko,muži,78,2020,7.5654092322
Naděje dožití (ex),Česko,muži,78,2021,7.3414087582
Naděje dožití (ex),Česko,muži,78,2022,8.1492770574
Naděje dožití (ex),Česko,muži,78,2023,8.556035871
Naděje dožití (ex),Česko,muži,78,2024,8.8148221379
Naděje dožití (ex),Česko,muži,79,2001,6.4912457915
Naděje dožití (ex),Česko,muži,79,2002,6.4761234445
Naděje dožití (ex),Česko,muži,79,2003,6.4206426046
Naděje dožití (ex),Česko,muži,79,2004,6.6119642918
Naděje dožití (ex),Česko,muži,79,2005,6.6626424144
Naděje dožití (ex),Česko,muži,79,2006,6.844351705
Naděje dožití (ex),Česko,muži,79,2007,7.0831220204
Naděje dožití (ex),Česko,muži,79,2008,7.2360463135
Naděje dožití (ex),Česko,muži,79,2009,7.0981361126
Naděje dožití (ex),Česko,muži,79,2010,7.161943611
Naděje dožití (ex),Česko,muži,79,2011,7.3299314202
Naděje dožití (ex),Česko,muži,79,2012,7.3592381811
Naděje dožití (ex),Česko,muži,79,2013,7.4825067054
Naděje dožití (ex),Česko,muži,79,2014,7.6467885646
Naděje dožití (ex),Česko,muži,79,2015,7.5237587583
Naděje dožití (ex),Česko,muži,79,2016,7.7957951755
Naděje dožití (ex),Česko,muži,79,2017,7.7560284066
Naděje dožití (ex),Česko,muži,79,2018,7.8521485387
Naděje dožití (ex),Česko,muži,79,2019,7.8815217195
Naděje dožití (ex),Česko,muži,79,2020,7.0898249914
Naděje dožití (ex),Česko,muži,79,2021,6.9026862501
Naděje dožití (ex),Česko,muži,79,2022,7.6482019403
Naděje dožití (ex),Česko,muži,79,2023,8.034566321
Naděje dožití (ex),Česko,muži,79,2024,8.2983035208
Naděje dožití (ex),Česko,muži,80,2001,6.0925418557
Naděje dožití (ex),Česko,muži,80,2002,6.0693938157
Naděje dožití (ex),Česko,muži,80,2003,6.0181954445
Naděje dožití (ex),Česko,muži,80,2004,6.1903869015
Naděje dožití (ex),Česko,muži,80,2005,6.2385283059
Naděje dožití (ex),Česko,muži,80,2006,6.4010639536
Naděje dožití (ex),Česko,muži,80,2007,6.6295212602
Naděje dožití (ex),Česko,muži,80,2008,6.784023319
Naděje dožití (ex),Česko,muži,80,2009,6.6346174321
Naděje dožití (ex),Česko,muži,80,2010,6.6959008534
Naděje dožití (ex),Česko,muži,80,2011,6.8594269416
Naděje dožití (ex),Česko,muži,80,2012,6.874956095
Naděje dožití (ex),Česko,muži,80,2013,7.0006728421
Naděje dožití (ex),Česko,muži,80,2014,7.1569229726
Naděje dožití (ex),Česko,muži,80,2015,7.0364721706
Naděje dožití (ex),Česko,muži,80,2016,7.3065114391
Naděje dožití (ex),Česko,muži,80,2017,7.2647787808
Naděje dožití (ex),Česko,muži,80,2018,7.3621333659
Naděje dožití (ex),Česko,muži,80,2019,7.3881109994
Naděje dožití (ex),Česko,muži,80,2020,6.6271909047
Naděje dožití (ex),Česko,muži,80,2021,6.4780282492
Naděje dožití (ex),Česko,muži,80,2022,7.1643250885
Naděje dožití (ex),Česko,muži,80,2023,7.531017338
Naděje dožití (ex),Česko,muži,80,2024,7.7988887887
Naděje dožití (ex),Česko,muži,81,2001,5.7122319666
Naděje dožití (ex),Česko,muži,81,2002,5.6838784615
Naděje dožití (ex),Česko,muži,81,2003,5.6352004867
Naděje dožití (ex),Česko,muži,81,2004,5.7905178557
Naděje dožití (ex),Česko,muži,81,2005,5.8347639899
Naděje dožití (ex),Česko,muži,81,2006,5.9793879507
Naděje dožití (ex),Česko,muži,81,2007,6.196111039
Naděje dožití (ex),Česko,muži,81,2008,6.3558692168
Naděje dožití (ex),Česko,muži,81,2009,6.1912264184
Naděje dožití (ex),Česko,muži,81,2010,6.2511829024
Naděje dožití (ex),Česko,muži,81,2011,6.4095769296
Naděje dožití (ex),Česko,muži,81,2012,6.4119447452
Naděje dožití (ex),Česko,muži,81,2013,6.5347551126
Naděje dožití (ex),Česko,muži,81,2014,6.6861763442
Naděje dožití (ex),Česko,muži,81,2015,6.5692410557
Naděje dožití (ex),Česko,muži,81,2016,6.8357619241
Naděje dožití (ex),Česko,muži,81,2017,6.7929740311
Naděje dožití (ex),Česko,muži,81,2018,6.8915325171
Naděje dožití (ex),Česko,muži,81,2019,6.9148217792
Naděje dožití (ex),Česko,muži,81,2020,6.1831516205
Naděje dožití (ex),Česko,muži,81,2021,6.0689975552
Naděje dožití (ex),Česko,muži,81,2022,6.69725994
Naděje dožití (ex),Česko,muži,81,2023,7.046718388
Naděje dožití (ex),Česko,muži,81,2024,7.3175023325
Naděje dožití (ex),Česko,muži,82,2001,5.3506518702
Naděje dožití (ex),Česko,muži,82,2002,5.3194639537
Naděje dožití (ex),Česko,muži,82,2003,5.271805865
Naděje dožití (ex),Česko,muži,82,2004,5.4129256161
Naděje dožití (ex),Česko,muži,82,2005,5.4517096874
Naděje dožití (ex),Česko,muži,82,2006,5.5798778379
Naděje dožití (ex),Česko,muži,82,2007,5.7866909546
Naděje dožití (ex),Česko,muži,82,2008,5.9543500261
Naděje dožití (ex),Česko,muži,82,2009,5.7691384822
Naděje dožití (ex),Česko,muži,82,2010,5.82850466
Naděje dožití (ex),Česko,muži,82,2011,5.9804850864
Naděje dožití (ex),Česko,muži,82,2012,5.9731013427
Naděje dožití (ex),Česko,muži,82,2013,6.0914186992
Naděje dožití (ex),Česko,muži,82,2014,6.2358405635
Naděje dožití (ex),Česko,muži,82,2015,6.1218622423
Naděje dožití (ex),Česko,muži,82,2016,6.3843723615
Naděje dožití (ex),Česko,muži,82,2017,6.3407975026
Naděje dožití (ex),Česko,muži,82,2018,6.4402374346
Naděje dožití (ex),Česko,muži,82,2019,6.4626678673
Naděje dožití (ex),Česko,muži,82,2020,5.7639844081
Naděje dožití (ex),Česko,muži,82,2021,5.6775995048
Naděje dožití (ex),Česko,muži,82,2022,6.246834353
Naděje dožití (ex),Česko,muži,82,2023,6.582966602
Naděje dožití (ex),Česko,muži,82,2024,6.8553797869
Naděje dožití (ex),Česko,muži,83,2001,5.0081069183
Naděje dožití (ex),Česko,muži,83,2002,4.9759843294
Naděje dožití (ex),Česko,muži,83,2003,4.9283193707
Naděje dožití (ex),Česko,muži,83,2004,5.056472797
Naděje dožití (ex),Česko,muži,83,2005,5.0894632463
Naděje dožití (ex),Česko,muži,83,2006,5.2019081245
Naděje dožití (ex),Česko,muži,83,2007,5.4022677968
Naděje dožití (ex),Česko,muži,83,2008,5.5798844898
Naděje dožití (ex),Česko,muži,83,2009,5.3696805298
Naděje dožití (ex),Česko,muži,83,2010,5.4280686128
Naděje dožití (ex),Česko,muži,83,2011,5.572636475
Naděje dožití (ex),Česko,muži,83,2012,5.5606539383
Naděje dožití (ex),Česko,muži,83,2013,5.6743803291
Naděje dožití (ex),Česko,muži,83,2014,5.8066899438
Naděje dožití (ex),Česko,muži,83,2015,5.6952549861
Naděje dožití (ex),Česko,muži,83,2016,5.9531832487
Naděje dožití (ex),Česko,muži,83,2017,5.9090971507
Naděje dožití (ex),Česko,muži,83,2018,6.0088901092
Naděje dožití (ex),Česko,muži,83,2019,6.0313001354
Naděje dožití (ex),Česko,muži,83,2020,5.3710334354
Naděje dožití (ex),Česko,muži,83,2021,5.3057682323
Naděje dožití (ex),Česko,muži,83,2022,5.8147074898
Naděje dožití (ex),Česko,muži,83,2023,6.140899377
Naděje dožití (ex),Česko,muži,83,2024,6.413981234
Naděje dožití (ex),Česko,muži,84,2001,4.6848339182
Naděje dožití (ex),Česko,muži,84,2002,4.6532183274
Naděje dožití (ex),Česko,muži,84,2003,4.6046435567
Naděje dožití (ex),Česko,muži,84,2004,4.7194825107
Naděje dožití (ex),Česko,muži,84,2005,4.7480004725
Naděje dožití (ex),Česko,muži,84,2006,4.8455426074
Naděje dožití (ex),Česko,muži,84,2007,5.041695612
Naděje dožití (ex),Česko,muži,84,2008,5.2309528075
Naděje dožití (ex),Česko,muži,84,2009,4.9923543169
Naděje dožití (ex),Česko,muži,84,2010,5.0498471544
Naděje dožití (ex),Česko,muži,84,2011,5.1867016807
Naděje dožití (ex),Česko,muži,84,2012,5.1759752774
Naděje dožití (ex),Česko,muži,84,2013,5.2847449218
Naděje dožití (ex),Česko,muži,84,2014,5.3993482496
Naděje dožití (ex),Česko,muži,84,2015,5.2901802133
Naděje dožití (ex),Česko,muži,84,2016,5.5428945157
Naděje dožití (ex),Česko,muži,84,2017,5.4985763059
Naděje dožití (ex),Česko,muži,84,2018,5.5993883607
Naděje dožití (ex),Česko,muži,84,2019,5.621246313
Naděje dožití (ex),Česko,muži,84,2020,4.9992592063
Naděje dožití (ex),Česko,muži,84,2021,4.954944418
Naděje dožití (ex),Česko,muži,84,2022,5.4033856702
Naděje dožití (ex),Česko,muži,84,2023,5.72140169
Naděje dožití (ex),Česko,muži,84,2024,5.9946990323
Naděje dožití (ex),Česko,muži,85,2001,4.3809563282
Naděje dožití (ex),Česko,muži,85,2002,4.3509368298
Naděje dožití (ex),Česko,muži,85,2003,4.3005726411
Naděje dožití (ex),Česko,muži,85,2004,4.4016681779
Naděje dožití (ex),Česko,muži,85,2005,4.427175931
Naděje dožití (ex),Česko,muži,85,2006,4.5107098911
Naděje dožití (ex),Česko,muži,85,2007,4.7031372347
Naděje dožití (ex),Česko,muži,85,2008,4.904944501
Naděje dožití (ex),Česko,muži,85,2009,4.6373147051
Naděje dožití (ex),Česko,muži,85,2010,4.6939341993
Naděje dožití (ex),Česko,muži,85,2011,4.823089451
Naděje dožití (ex),Česko,muži,85,2012,4.8191829511
Naděje dožití (ex),Česko,muži,85,2013,4.9213886786
Naděje dožití (ex),Česko,muži,85,2014,5.0142763897
Naděje dožití (ex),Česko,muži,85,2015,4.9072249279
Naděje dožití (ex),Česko,muži,85,2016,5.1540522193
Naděje dožití (ex),Česko,muži,85,2017,5.1097800352
Naděje dožití (ex),Česko,muži,85,2018,5.2134012205
Naděje dožití (ex),Česko,muži,85,2019,5.2328905243
Naděje dožití (ex),Česko,muži,85,2020,4.6456403269
Naděje dožití (ex),Česko,muži,85,2021,4.6255873107
Naděje dožití (ex),Česko,muži,85,2022,5.0150909401
Naděje dožití (ex),Česko,muži,85,2023,5.324119087
Naděje dožití (ex),Česko,muži,85,2024,5.598497537
Naděje dožití (ex),Česko,muži,86,2001,4.0964287992
Naděje dožití (ex),Česko,muži,86,2002,4.0688695871
Naděje dožití (ex),Česko,muži,86,2003,4.0157965672
Naděje dožití (ex),Česko,muži,86,2004,4.1040357783
Naděje dožití (ex),Česko,muži,86,2005,4.1267259992
Naděje dožití (ex),Česko,muži,86,2006,4.197205147
Naděje dožití (ex),Česko,muži,86,2007,4.3849309649
Naděje dožití (ex),Česko,muži,86,2008,4.5988977698
Naděje dožití (ex),Česko,muži,86,2009,4.3045553847
Naděje dožití (ex),Česko,muži,86,2010,4.360271436
Naděje dožití (ex),Česko,muži,86,2011,4.4817734159
Naděje dožití (ex),Česko,muži,86,2012,4.4872075305
Naděje dožití (ex),Česko,muži,86,2013,4.5816271346
Naděje dožití (ex),Česko,muži,86,2014,4.651763377
Naděje dožití (ex),Česko,muži,86,2015,4.546790239
Naděje dožití (ex),Česko,muži,86,2016,4.7870381641
Naděje dožití (ex),Česko,muži,86,2017,4.743084571
Naděje dožití (ex),Česko,muži,86,2018,4.8516053398
Naděje dožití (ex),Česko,muži,86,2019,4.866466284
Naděje dožití (ex),Česko,muži,86,2020,4.3126007004
Naděje dožití (ex),Česko,muži,86,2021,4.3156973787
Naděje dožití (ex),Česko,muži,86,2022,4.6511287184
Naděje dožití (ex),Česko,muži,86,2023,4.949287037
Naděje dožití (ex),Česko,muži,86,2024,5.2237859631
Naděje dožití (ex),Česko,muži,87,2001,3.8302986175
Naděje dožití (ex),Česko,muži,87,2002,3.8065295998
Naděje dožití (ex),Česko,muži,87,2003,3.7499068771
Naděje dožití (ex),Česko,muži,87,2004,3.8261427817
Naděje dožití (ex),Česko,muži,87,2005,3.8462741281
Naděje dožití (ex),Česko,muži,87,2006,3.9046945371
Naděje dožití (ex),Česko,muži,87,2007,4.0859233794
Naděje dožití (ex),Česko,muži,87,2008,4.3102393347
Naděje dožití (ex),Česko,muži,87,2009,3.9939099761
Naděje dožití (ex),Česko,muži,87,2010,4.0486501167
Naděje dožití (ex),Česko,muži,87,2011,4.1623816164
Naděje dožití (ex),Česko,muži,87,2012,4.1763746678
Naděje dožití (ex),Česko,muži,87,2013,4.2625364706
Naděje dožití (ex),Česko,muži,87,2014,4.3119210469
Naděje dožití (ex),Česko,muži,87,2015,4.2090836602
Naděje dožití (ex),Česko,muži,87,2016,4.4420629724
Naděje dožití (ex),Česko,muži,87,2017,4.3986903516
Naděje dožití (ex),Česko,muži,87,2018,4.5137635959
Naděje dožití (ex),Česko,muži,87,2019,4.5220525082
Naděje dožití (ex),Česko,muži,87,2020,4.0054312028
Naděje dožití (ex),Česko,muži,87,2021,4.02511954
Naděje dožití (ex),Česko,muži,87,2022,4.3119675456
Naděje dožití (ex),Česko,muži,87,2023,4.596984598
Naděje dožití (ex),Česko,muži,87,2024,4.8705472
Naděje dožití (ex),Česko,muži,88,2001,3.5820931393
Naděje dožití (ex),Česko,muži,88,2002,3.5628486677
Naděje dožití (ex),Česko,muži,88,2003,3.5024042462
Naděje dožití (ex),Česko,muži,88,2004,3.5675224443
Naděje dožití (ex),Česko,muži,88,2005,3.5853381836
Naděje dožití (ex),Česko,muži,88,2006,3.6327222132
Naděje dožití (ex),Česko,muži,88,2007,3.8057490233
Naděje dožití (ex),Česko,muži,88,2008,4.0375240724
Naděje dožití (ex),Česko,muži,88,2009,3.7050567415
Naděje dožití (ex),Česko,muži,88,2010,3.7587161078
Naděje dožití (ex),Česko,muži,88,2011,3.8642953282
Naděje dožití (ex),Česko,muži,88,2012,3.8842866446
Naděje dožití (ex),Česko,muži,88,2013,3.9629695647
Naděje dožití (ex),Česko,muži,88,2014,3.9946828885
Naděje dožití (ex),Česko,muži,88,2015,3.8941161737
Naděje dožití (ex),Česko,muži,88,2016,4.1191630073
Naděje dožití (ex),Česko,muži,88,2017,4.0766190892
Naděje dožití (ex),Česko,muži,88,2018,4.1987164905
Naděje dožití (ex),Česko,muži,88,2019,4.1995728015
Naděje dožití (ex),Česko,muži,88,2020,3.7251941119
Naděje dožití (ex),Česko,muži,88,2021,3.7535796487
Naděje dožití (ex),Česko,muži,88,2022,3.9973947994
Naděje dožití (ex),Česko,muži,88,2023,4.267133355
Naděje dožití (ex),Česko,muži,88,2024,4.5386402985
Naděje dožití (ex),Česko,muži,89,2001,3.3512638914
Naděje dožití (ex),Česko,muži,89,2002,3.3362551345
Naděje dožití (ex),Česko,muži,89,2003,3.2727074727
Naděje dožití (ex),Česko,muži,89,2004,3.3276117217
Naděje dožití (ex),Česko,muži,89,2005,3.3433396643
Naděje dožití (ex),Česko,muži,89,2006,3.3807196965
Naděje dožití (ex),Česko,muži,89,2007,3.5452375162
Naděje dožití (ex),Česko,muži,89,2008,3.7830141872
Naděje dožití (ex),Česko,muži,89,2009,3.4375268109
Naděje dožití (ex),Česko,muži,89,2010,3.489978091
Naděje dožití (ex),Česko,muži,89,2011,3.5875087428
Naděje dožití (ex),Česko,muži,89,2012,3.6104616464
Naděje dožití (ex),Česko,muži,89,2013,3.6829621633
Naděje dožití (ex),Česko,muži,89,2014,3.6998071696
Naděje dožití (ex),Česko,muži,89,2015,3.6017043413
Naděje dožití (ex),Česko,muži,89,2016,3.8182014046
Naděje dožití (ex),Česko,muži,89,2017,3.7767151241
Naděje dožití (ex),Česko,muži,89,2018,3.9047287141
Naděje dožití (ex),Česko,muži,89,2019,3.8987981575
Naděje dožití (ex),Česko,muži,89,2020,3.4677695258
Naděje dožití (ex),Česko,muži,89,2021,3.500691234
Naděje dožití (ex),Česko,muži,89,2022,3.7065894975
Naděje dožití (ex),Česko,muži,89,2023,3.959499827
Naděje dožití (ex),Česko,muži,89,2024,4.2278032844
Naděje dožití (ex),Česko,muži,90,2001,3.137195737
Naděje dožití (ex),Česko,muži,90,2002,3.1250164962
Naděje dožití (ex),Česko,muži,90,2003,3.0601636688
Naděje dožití (ex),Česko,muži,90,2004,3.1057619877
Naděje dožití (ex),Česko,muži,90,2005,3.1196145269
Naděje dožití (ex),Česko,muži,90,2006,3.1480173525
Naděje dožití (ex),Česko,muži,90,2007,3.3038172107
Naděje dožití (ex),Česko,muži,90,2008,3.546045849
Naděje dožití (ex),Česko,muži,90,2009,3.1907156665
Naděje dožití (ex),Česko,muži,90,2010,3.2418186744
Naděje dožití (ex),Česko,muži,90,2011,3.3314806781
Naděje dožití (ex),Česko,muži,90,2012,3.3555494604
Naděje dožití (ex),Česko,muži,90,2013,3.4234190854
Naděje dožití (ex),Česko,muži,90,2014,3.4268843484
Naděje dožití (ex),Česko,muži,90,2015,3.3314775081
Naděje dožití (ex),Česko,muži,90,2016,3.5388732952
Naděje dožití (ex),Česko,muži,90,2017,3.4986511363
Naděje dožití (ex),Česko,muži,90,2018,3.6302602227
Naděje dožití (ex),Česko,muži,90,2019,3.6193530777
Naděje dožití (ex),Česko,muži,90,2020,3.2279352167
Naděje dožití (ex),Česko,muži,90,2021,3.2659643459
Naděje dožití (ex),Česko,muži,90,2022,3.4381704146
Naděje dožití (ex),Česko,muži,90,2023,3.673701367
Naděje dožití (ex),Česko,muži,90,2024,3.9376583557
Naděje dožití (ex),Česko,muži,91,2001,2.9392168838
Naděje dožití (ex),Česko,muži,91,2002,2.9297809959
Naděje dožití (ex),Česko,muži,91,2003,2.8640593762
Naděje dožití (ex),Česko,muži,91,2004,2.9012510413
Naděje dožití (ex),Česko,muži,91,2005,2.913425302
Naděje dožití (ex),Česko,muži,91,2006,2.9338576016
Naděje dožití (ex),Česko,muži,91,2007,3.0808252605
Naděje dožití (ex),Česko,muži,91,2008,3.3259154176
Naděje dožití (ex),Česko,muži,91,2009,2.9638974924
Naděje dožití (ex),Česko,muži,91,2010,3.0135080467
Naděje dožití (ex),Česko,muži,91,2011,3.0955481092
Naděje dožití (ex),Česko,muži,91,2012,3.119761451
Naděje dožití (ex),Česko,muži,91,2013,3.1837196585
Naděje dožití (ex),Česko,muži,91,2014,3.1753485663
Naděje dožití (ex),Česko,muži,91,2015,3.0828898879
Naděje dožití (ex),Česko,muži,91,2016,3.2807151171
Naděje dožití (ex),Česko,muži,91,2017,3.2419380883
Naděje dožití (ex),Česko,muži,91,2018,3.3744698908
Naděje dožití (ex),Česko,muži,91,2019,3.360724981
Naděje dožití (ex),Česko,muži,91,2020,3.0048240816
Naděje dožití (ex),Česko,muži,91,2021,3.048816253
Naděje dožití (ex),Česko,muži,91,2022,3.1902255313
Naděje dožití (ex),Česko,muži,91,2023,3.409215442
Naděje dožití (ex),Česko,muži,91,2024,3.667719407
Naděje dožití (ex),Česko,muži,92,2001,2.7566095058
Naděje dožití (ex),Česko,muži,92,2002,2.7497856686
Naděje dožití (ex),Česko,muži,92,2003,2.6836323198
Naděje dožití (ex),Česko,muži,92,2004,2.713296062
Naděje dožití (ex),Česko,muži,92,2005,2.7239741593
Naděje dožití (ex),Česko,muži,92,2006,2.7374094579
Naděje dožití (ex),Česko,muži,92,2007,2.8755205494
Naděje dožití (ex),Česko,muži,92,2008,3.1218878594
Naděje dožití (ex),Česko,muži,92,2009,2.756241878
Naděje dožití (ex),Česko,muži,92,2010,2.8042197245
Naděje dožití (ex),Česko,muži,92,2011,2.8789412152
Naděje dožití (ex),Česko,muži,92,2012,2.9026898735
Naděje dožití (ex),Česko,muži,92,2013,2.9631403271
Naděje dožití (ex),Česko,muži,92,2014,2.9444928327
Naděje dožití (ex),Česko,muži,92,2015,2.8552370766
Naděje dožití (ex),Česko,muži,92,2016,3.0431177397
Naděje dožití (ex),Česko,muži,92,2017,3.0059390881
Naděje dožití (ex),Česko,muži,92,2018,3.1383311581
Naděje dožití (ex),Česko,muži,92,2019,3.122276652
Naděje dožití (ex),Česko,muži,92,2020,2.7990890943
Naděje dožití (ex),Česko,muži,92,2021,2.8485836883
Naděje dožití (ex),Česko,muži,92,2022,2.9599998817
Naděje dožití (ex),Česko,muži,92,2023,3.165392064
Naděje dožití (ex),Česko,muži,92,2024,3.4174017823
Naděje dožití (ex),Česko,muži,93,2001,2.5886207841
Naděje dožití (ex),Česko,muži,93,2002,2.5842434331
Naděje dožití (ex),Česko,muži,93,2003,2.5180835432
Naděje dožití (ex),Česko,muži,93,2004,2.5410671926
Naděje dožití (ex),Česko,muži,93,2005,2.5504165993
Naděje dožití (ex),Česko,muži,93,2006,2.557783984
Naděje dožití (ex),Česko,muži,93,2007,2.6870977983
Naděje dožití (ex),Česko,muži,93,2008,2.9332056735
Naděje dožití (ex),Česko,muži,93,2009,2.5668323002
Naděje dožití (ex),Česko,muži,93,2010,2.6130478854
Naděje dožití (ex),Česko,muži,93,2011,2.6808003845
Naděje dožití (ex),Česko,muži,93,2012,2.7036003858
Naděje dožití (ex),Česko,muži,93,2013,2.7608702335
Naděje dožití (ex),Česko,muži,93,2014,2.7334873716
Naděje dožití (ex),Česko,muži,93,2015,2.647676341
Naděje dožití (ex),Česko,muži,93,2016,2.8253429815
Naděje dožití (ex),Česko,muži,93,2017,2.789886706
Naděje dožití (ex),Česko,muži,93,2018,2.9211304179
Naděje dožití (ex),Česko,muži,93,2019,2.9032613962
Naděje dožití (ex),Česko,muži,93,2020,2.6109419753
Naděje dožití (ex),Česko,muži,93,2021,2.6645363323
Naděje dožití (ex),Česko,muži,93,2022,2.7493903833
Naděje dožití (ex),Česko,muži,93,2023,2.941469036
Naděje dožití (ex),Česko,muži,93,2024,3.18603415
Naděje dožití (ex),Česko,muži,94,2001,2.4344742527
Naděje dožití (ex),Česko,muži,94,2002,2.4323534918
Naděje dožití (ex),Česko,muži,94,2003,2.3665897442
Naděje dožití (ex),Česko,muži,94,2004,2.3837014876
Naděje dožití (ex),Česko,muži,94,2005,2.3918755071
Naděje dožití (ex),Česko,muži,94,2006,2.3940502985
Naděje dožití (ex),Česko,muži,94,2007,2.5147025748
Naděje dožití (ex),Česko,muži,94,2008,2.7590984311
Naděje dožití (ex),Česko,muži,94,2009,2.3946858097
Naděje dožití (ex),Česko,muži,94,2010,2.4390258046
Naděje dožití (ex),Česko,muži,94,2011,2.5001947051
Naděje dožití (ex),Česko,muži,94,2012,2.5218413137
Naděje dožití (ex),Česko,muži,94,2013,2.5760283393
Naděje dožití (ex),Česko,muži,94,2014,2.541400524
Naděje dožití (ex),Česko,muži,94,2015,2.459249897
Naděje dožití (ex),Česko,muži,94,2016,2.6265430275
Naděje dožití (ex),Česko,muži,94,2017,2.5929031936
Naděje dožití (ex),Česko,muži,94,2018,2.722067055
Naděje dožití (ex),Česko,muži,94,2019,2.7028405497
Naděje dožití (ex),Česko,muži,94,2020,2.4394544766
Naděje dožití (ex),Česko,muži,94,2021,2.4958912692
Naděje dožití (ex),Česko,muži,94,2022,2.5574838486
Naděje dožití (ex),Česko,muži,94,2023,2.736589684
Naděje dožití (ex),Česko,muži,94,2024,2.9728724588
Naděje dožití (ex),Česko,muži,95,2001,2.2933814993
Naděje dožití (ex),Česko,muži,95,2002,2.2933119835
Naděje dožití (ex),Česko,muži,95,2003,2.2283157797
Naděje dožití (ex),Česko,muži,95,2004,2.2403171166
Naděje dožití (ex),Česko,muži,95,2005,2.2474554592
Naděje dožití (ex),Česko,muži,95,2006,2.2452519115
Naděje dožití (ex),Česko,muži,95,2007,2.357447072
Naděje dožití (ex),Česko,muži,95,2008,2.5987932592
Naděje dožití (ex),Česko,muži,95,2009,2.2387734466
Naděje dožití (ex),Česko,muži,95,2010,2.2811450207
Naděje dožití (ex),Česko,muži,95,2011,2.3361415672
Naděje dožití (ex),Česko,muži,95,2012,2.3574764386
Naděje dožití (ex),Česko,muži,95,2013,2.4076818306
Naděje dožití (ex),Česko,muži,95,2014,2.3672216414
Naděje dožití (ex),Česko,muži,95,2015,2.2889103915
Naděje dožití (ex),Česko,muži,95,2016,2.4457822863
Naděje dožití (ex),Česko,muži,95,2017,2.4140230812
Naděje dožití (ex),Česko,muži,95,2018,2.5402719967
Naděje dožití (ex),Česko,muži,95,2019,2.5201030859
Naděje dožití (ex),Česko,muži,95,2020,2.2836594131
Naděje dožití (ex),Česko,muži,95,2021,2.3418282948
Naděje dožití (ex),Česko,muži,95,2022,2.3832911778
Naděje dožití (ex),Česko,muži,95,2023,2.549822801
Naděje dožití (ex),Česko,muži,95,2024,2.7771161255
Naděje dožití (ex),Česko,muži,96,2001,2.1645545811
Naděje dožití (ex),Česko,muži,96,2002,2.1663233068
Naděje dožití (ex),Česko,muži,96,2003,2.1024275994
Naděje dožití (ex),Česko,muži,96,2004,2.1100279978
Naděje dožití (ex),Česko,muži,96,2005,2.1162574594
Naděje dožití (ex),Česko,muži,96,2006,2.1104234479
Naděje dožití (ex),Česko,muži,96,2007,2.2144268384
Naděje dožití (ex),Česko,muži,96,2008,2.4515270246
Naděje dožití (ex),Česko,muži,96,2009,2.0980411725
Naděje dožití (ex),Česko,muži,96,2010,2.1383751363
Naděje dožití (ex),Česko,muži,96,2011,2.1876272863
Naděje dožití (ex),Česko,muži,96,2012,2.2085308724
Naděje dožití (ex),Česko,muži,96,2013,2.2548658518
Naděje dožití (ex),Česko,muži,96,2014,2.2098856334
Naděje dožití (ex),Česko,muži,96,2015,2.1355479794
Naděje dožití (ex),Česko,muži,96,2016,2.2820614638
Naděje dožití (ex),Česko,muži,96,2017,2.2522178526
Naděje dožití (ex),Česko,muži,96,2018,2.3748284212
Naděje dožití (ex),Česko,muži,96,2019,2.3540873523
Naděje dožití (ex),Česko,muži,96,2020,2.1425694156
Naděje dožití (ex),Česko,muži,96,2021,2.2015062566
Naděje dožití (ex),Česko,muži,96,2022,2.2257710896
Naděje dožití (ex),Česko,muži,96,2023,2.380184864
Naděje dožití (ex),Česko,muži,96,2024,2.5979270179
Naděje dožití (ex),Česko,muži,97,2001,2.0472201238
Naděje dožití (ex),Česko,muži,97,2002,2.050613141
Naděje dožití (ex),Česko,muži,97,2003,1.9881064326
Naděje dožití (ex),Česko,muži,97,2004,1.9919596069
