Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Měsíce;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2010;104.0873410588
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2009;96.5152566345
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2009;94.7123675708
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2009;91.2513277353
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2009;86.0449839085
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2009;86.5387002891
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2009;81.7678009419
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2009;83.2008178731
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2009;79.2568930781
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2009;79.2331331548
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2009;84.353615768
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2009;80.0704224182
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2009;78.9307029448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2008;84.7520054255
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2008;88.2948255764
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2008;93.5210181312
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2008;99.1749876954
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2008;98.9440803601
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2008;96.1900646816
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2008;100.0620469759
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2008;103.5152480785
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2008;105.4643804698
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2008;100.9600399351
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2008;107.9352992182
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2008;108.1999972743
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2007;111.6002619484
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2007;110.2266557222
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2007;111.6067678052
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2007;109.9281690853
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2007;113.1663598014
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2007;115.7280302136
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2007;114.7918828141
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2007;112.0499813982
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2007;116.3021032776
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2007;117.8162019587
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2007;118.7342170742
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2007;114.8377069831
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2006;110.6746177497
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2006;107.549524824
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2006;107.3995751428
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2006;108.412264106
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2006;106.2376016687
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2006;108.3195752242
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2006;108.2543852055
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2006;112.0967949455
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2006;104.4181878235
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2006;110.3011500577
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2006;108.065004095
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2006;109.4795921992
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2005;107.7370950032
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2005;107.2119545456
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2005;105.2992653188
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2005;105.2763144408
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2005;104.6525947944
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2005;105.881879592
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2005;106.2541191184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2005;104.3283308892
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2005;106.5360458794
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2005;105.163333955
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2005;104.9777952346
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2005;112.087648156
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2004;109.2672136063
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2004;114.9625164576
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2004;118.9081292066
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2004;116.8842026002
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2004;116.1556633479
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2004;121.42627503
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2004;117.8116659496
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2004;118.1235321683
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2004;114.7501816259
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2004;114.5124271759
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2004;115.4616553209
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2004;108.6673781684
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2003;105.8864745448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2003;103.9651611187
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2003;103.2117580926
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2003;104.5068959905
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2003;107.698791064
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2003;99.5519695124
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2003;102.7278069117
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2003;100.722003798
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2003;103.4735403976
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2003;101.5591211439
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2003;100.4455761284
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2003;105.8782151302
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2002;102.7096524663
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2002;103.8522826336
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2002;101.3529131087
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);září 2002;99.70760844
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);srpen 2002;93.4557374505
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červenec 2002;100.9540015536
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);červen 2002;97.2354799045
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);květen 2002;97.6880534218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);duben 2002;100.5863211569
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);březen 2002;100.2337599808
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);únor 2002;101.218255552
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);leden 2002;95.954357295
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);prosinec 2001;101.3739220137
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);listopad 2001;105.4050198358
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;Průmysl celkem (B+C+D);říjen 2001;105.9440826345
