Území,Roky,Typ ceny,Očištění,Země,Ukazatel,value
Česko,2024,Běžné ceny,Bez očištění,Guyana,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Guyana,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Guyana,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Guyana,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Guyana,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Guyana,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Guyana,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Haiti,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Haiti,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Haiti,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Haiti,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Haiti,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Haiti,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Haiti,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Honduras,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Honduras,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Honduras,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Honduras,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Honduras,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Honduras,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Honduras,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Hongkong,"Vývoz (v mil. Kč, FOB)",5526.551405
Česko,2024,Běžné ceny,Bez očištění,Hongkong,"Dovoz (v mil. Kč, CIF)",2218.995204
Česko,2024,Běžné ceny,Bez očištění,Hongkong,Bilance (v mil. Kč),3307.556201
Česko,2024,Běžné ceny,Bez očištění,Hongkong,Obrat zboží (v mil. Kč),7745.546609
Česko,2024,Běžné ceny,Bez očištění,Hongkong,Vývoz (meziroční index),103.1931134897
Česko,2024,Běžné ceny,Bez očištění,Hongkong,Dovoz (meziroční index),125.6994688669
Česko,2024,Běžné ceny,Bez očištění,Hongkong,Obrat zboží (meziroční index),108.772617593
Česko,2024,Běžné ceny,Bez očištění,Chile,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Chile,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Chile,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Chile,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Chile,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Chile,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Chile,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,"Vývoz (v mil. Kč, FOB)",21634.585676
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,"Dovoz (v mil. Kč, CIF)",5414.707784
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,Bilance (v mil. Kč),16219.877892
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,Obrat zboží (v mil. Kč),27049.29346
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,Vývoz (meziroční index),109.4679174949
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,Dovoz (meziroční index),101.8082214247
Česko,2024,Běžné ceny,Bez očištění,Chorvatsko,Obrat zboží (meziroční index),107.843705965
Česko,2024,Běžné ceny,Bez očištění,Indie,"Vývoz (v mil. Kč, FOB)",23273.386115
Česko,2024,Běžné ceny,Bez očištění,Indie,"Dovoz (v mil. Kč, CIF)",35328.537677
Česko,2024,Běžné ceny,Bez očištění,Indie,Bilance (v mil. Kč),-12055.151562
Česko,2024,Běžné ceny,Bez očištění,Indie,Obrat zboží (v mil. Kč),58601.923792
Česko,2024,Běžné ceny,Bez očištění,Indie,Vývoz (meziroční index),97.7847493112
Česko,2024,Běžné ceny,Bez očištění,Indie,Dovoz (meziroční index),110.8187784351
Česko,2024,Běžné ceny,Bez očištění,Indie,Obrat zboží (meziroční index),105.2473515232
Česko,2024,Běžné ceny,Bez očištění,Indonésie,"Vývoz (v mil. Kč, FOB)",3703.973269
Česko,2024,Běžné ceny,Bez očištění,Indonésie,"Dovoz (v mil. Kč, CIF)",8210.689505
Česko,2024,Běžné ceny,Bez očištění,Indonésie,Bilance (v mil. Kč),-4506.716236
Česko,2024,Běžné ceny,Bez očištění,Indonésie,Obrat zboží (v mil. Kč),11914.662774
Česko,2024,Běžné ceny,Bez očištění,Indonésie,Vývoz (meziroční index),95.9234148362
Česko,2024,Běžné ceny,Bez očištění,Indonésie,Dovoz (meziroční index),85.8222636284
Česko,2024,Běžné ceny,Bez očištění,Indonésie,Obrat zboží (meziroční index),88.7268714224
Česko,2024,Běžné ceny,Bez očištění,Irák,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Irák,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Irák,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Irák,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Irák,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Irák,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Irák,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Íránská islámská republika,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Irsko,"Vývoz (v mil. Kč, FOB)",19103.720231
Česko,2024,Běžné ceny,Bez očištění,Irsko,"Dovoz (v mil. Kč, CIF)",21323.887203
Česko,2024,Běžné ceny,Bez očištění,Irsko,Bilance (v mil. Kč),-2220.166972
Česko,2024,Běžné ceny,Bez očištění,Irsko,Obrat zboží (v mil. Kč),40427.607434
Česko,2024,Běžné ceny,Bez očištění,Irsko,Vývoz (meziroční index),96.3250169062
Česko,2024,Běžné ceny,Bez očištění,Irsko,Dovoz (meziroční index),103.0184914687
Česko,2024,Běžné ceny,Bez očištění,Irsko,Obrat zboží (meziroční index),99.743303859
Česko,2024,Běžné ceny,Bez očištění,Island,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Island,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Island,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Island,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Island,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Island,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Island,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Itálie,"Vývoz (v mil. Kč, FOB)",187871.678722
Česko,2024,Běžné ceny,Bez očištění,Itálie,"Dovoz (v mil. Kč, CIF)",195773.053312
Česko,2024,Běžné ceny,Bez očištění,Itálie,Bilance (v mil. Kč),-7901.37459
Česko,2024,Běžné ceny,Bez očištění,Itálie,Obrat zboží (v mil. Kč),383644.732034
Česko,2024,Běžné ceny,Bez očištění,Itálie,Vývoz (meziroční index),100.8355543131
Česko,2024,Běžné ceny,Bez očištění,Itálie,Dovoz (meziroční index),103.229968687
Česko,2024,Běžné ceny,Bez očištění,Itálie,Obrat zboží (meziroční index),102.0433737077
Česko,2024,Běžné ceny,Bez očištění,Izrael,"Vývoz (v mil. Kč, FOB)",23778.113735
Česko,2024,Běžné ceny,Bez očištění,Izrael,"Dovoz (v mil. Kč, CIF)",5960.407072
Česko,2024,Běžné ceny,Bez očištění,Izrael,Bilance (v mil. Kč),17817.706663
Česko,2024,Běžné ceny,Bez očištění,Izrael,Obrat zboží (v mil. Kč),29738.520807
Česko,2024,Běžné ceny,Bez očištění,Izrael,Vývoz (meziroční index),110.0170337298
Česko,2024,Běžné ceny,Bez očištění,Izrael,Dovoz (meziroční index),80.1041510883
Česko,2024,Běžné ceny,Bez očištění,Izrael,Obrat zboží (meziroční index),102.3562341214
Česko,2024,Běžné ceny,Bez očištění,Jamajka,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Jamajka,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Jamajka,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jamajka,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jamajka,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jamajka,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jamajka,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Japonsko,"Vývoz (v mil. Kč, FOB)",18480.087096
Česko,2024,Běžné ceny,Bez očištění,Japonsko,"Dovoz (v mil. Kč, CIF)",81397.668748
Česko,2024,Běžné ceny,Bez očištění,Japonsko,Bilance (v mil. Kč),-62917.581652
Česko,2024,Běžné ceny,Bez očištění,Japonsko,Obrat zboží (v mil. Kč),99877.755844
Česko,2024,Běžné ceny,Bez očištění,Japonsko,Vývoz (meziroční index),154.4088259723
Česko,2024,Běžné ceny,Bez očištění,Japonsko,Dovoz (meziroční index),95.9669744547
Česko,2024,Běžné ceny,Bez očištění,Japonsko,Obrat zboží (meziroční index),103.1936768559
Česko,2024,Běžné ceny,Bez očištění,Jemen,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Jemen,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Jemen,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jemen,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jemen,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jemen,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jemen,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,"Vývoz (v mil. Kč, FOB)",10149.311552
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,"Dovoz (v mil. Kč, CIF)",11384.897597
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,Bilance (v mil. Kč),-1235.586045
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,Obrat zboží (v mil. Kč),21534.209149
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,Vývoz (meziroční index),103.5882344457
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,Dovoz (meziroční index),68.8250168143
Česko,2024,Běžné ceny,Bez očištění,Jižní Afrika,Obrat zboží (meziroční index),81.7561868075
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jižní Súdán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Jordánsko,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kambodža,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kambodža,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kambodža,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kambodža,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kambodža,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kambodža,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kambodža,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kamerun,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kamerun,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kamerun,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kamerun,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kamerun,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kamerun,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kamerun,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kanada,"Vývoz (v mil. Kč, FOB)",8660.609403
Česko,2024,Běžné ceny,Bez očištění,Kanada,"Dovoz (v mil. Kč, CIF)",8569.113823
Česko,2024,Běžné ceny,Bez očištění,Kanada,Bilance (v mil. Kč),91.49558
Česko,2024,Běžné ceny,Bez očištění,Kanada,Obrat zboží (v mil. Kč),17229.723226
Česko,2024,Běžné ceny,Bez očištění,Kanada,Vývoz (meziroční index),106.2234661636
Česko,2024,Běžné ceny,Bez očištění,Kanada,Dovoz (meziroční index),98.8708696981
Česko,2024,Běžné ceny,Bez očištění,Kanada,Obrat zboží (meziroční index),102.4348742677
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kapverdy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Katar,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Katar,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Katar,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Katar,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Katar,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Katar,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Katar,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,"Vývoz (v mil. Kč, FOB)",13131.857983
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,"Dovoz (v mil. Kč, CIF)",18135.055092
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,Bilance (v mil. Kč),-5003.197109
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,Obrat zboží (v mil. Kč),31266.913075
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,Vývoz (meziroční index),106.3268375483
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,Dovoz (meziroční index),118.0246079918
Česko,2024,Běžné ceny,Bez očištění,Kazachstán,Obrat zboží (meziroční index),112.8119816232
Česko,2024,Běžné ceny,Bez očištění,Keňa,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Keňa,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Keňa,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Keňa,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Keňa,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Keňa,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Keňa,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kiribati,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kiribati,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kiribati,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kiribati,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kiribati,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kiribati,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kiribati,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kolumbie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Komory,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Komory,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Komory,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Komory,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Komory,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Komory,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Komory,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kongo,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kongo,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kongo,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kongo,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kongo,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kongo,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kongo,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,"Vývoz (v mil. Kč, FOB)",12560.979441
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,"Dovoz (v mil. Kč, CIF)",95508.874168
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,Bilance (v mil. Kč),-82947.894727
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,Obrat zboží (v mil. Kč),108069.853609
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,Vývoz (meziroční index),111.6334650521
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,Dovoz (meziroční index),97.7856174981
Česko,2024,Běžné ceny,Bez očištění,Korejská republika,Obrat zboží (meziroční index),99.2161214298
Česko,2024,Běžné ceny,Bez očištění,Kosovo,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kosovo,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kosovo,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kosovo,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kosovo,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kosovo,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kosovo,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kostarika,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kostarika,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kostarika,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kostarika,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kostarika,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kostarika,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kostarika,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuba,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kuba,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kuba,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kuba,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kuba,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuba,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuba,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kuvajt,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kypr,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Kypr,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Kypr,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kypr,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Kypr,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kypr,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kypr,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Kyrgyzstán,"Vývoz (v mil. Kč, FOB)",
