Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;prosinec 2024;207.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden 2025;202.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;únor 2025;202.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;březen 2025;200.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;duben 2025;200.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2015;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2015;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2015;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2015;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2015;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2015;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2015;98.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2015;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2015;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2016;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2016;95.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2016;96.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2016;96.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2016;96.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2016;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2016;96.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2016;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2016;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2016;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2016;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2016;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2017;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2017;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2017;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2017;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2017;98.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2017;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2017;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2017;98.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2018;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2018;98.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2018;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2018;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2018;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2018;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2018;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2018;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2018;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2018;102.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2018;102.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2018;101.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2019;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2019;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2019;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2019;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2019;103.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2019;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2019;102.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2019;102.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2019;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2019;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2019;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2020;102.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2020;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2020;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2020;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2020;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2020;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2020;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2020;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2020;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2020;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2020;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2021;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2021;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2021;105.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2021;105.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2021;107.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2021;108.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2021;110.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2021;112.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2021;112.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2021;114.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2021;116.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2021;115.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2022;118.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2022;120.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2022;126.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2022;129.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2022;133.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2022;136.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2022;135.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2022;134.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2022;134.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2022;136.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2022;134.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2022;132.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2023;134.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2023;134.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2023;133.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2023;132.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2023;131.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2023;131.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2023;130.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2023;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2023;132.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2023;131.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2023;131.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2023;130.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2024;130.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2024;132.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2024;132.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2024;133.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;květen 2024;131.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červen 2024;131.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;červenec 2024;132.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;srpen 2024;131.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;září 2024;131.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;říjen 2024;131.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;listopad 2024;131.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;prosinec 2024;131.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2025;132.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;únor 2025;132.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;březen 2025;132.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;duben 2025;131.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;leden 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;únor 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;březen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;duben 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;květen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;červen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;červenec 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;srpen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;září 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH;říjen 2015;100.0
