Stát,Kumulace měsíců,Ukazatel,value
Česko,říjen 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",86529.0
Česko,říjen 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",113962.0
Česko,říjen 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2017,Počet stavebních povolení v ČR,63109.0
Česko,září 2017,Počet vydaných stavebních povolení - budovy,37655.0
Česko,září 2017,Počet vydaných stavebních povolení - budovy bytové,24293.0
Česko,září 2017,Počet vydaných stavebních povolení - budovy nebytové,13362.0
Česko,září 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",259152.0
Česko,září 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",177390.0
Česko,září 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",77199.0
Česko,září 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",100191.0
Česko,září 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2017,Počet stavebních povolení v ČR,55684.0
Česko,srpen 2017,Počet vydaných stavebních povolení - budovy,33280.0
Česko,srpen 2017,Počet vydaných stavebních povolení - budovy bytové,21449.0
Česko,srpen 2017,Počet vydaných stavebních povolení - budovy nebytové,11831.0
Česko,srpen 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",232042.0
Česko,srpen 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",160401.0
Česko,srpen 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",68814.0
Česko,srpen 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",91587.0
Česko,srpen 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2017,Počet stavebních povolení v ČR,47691.0
Česko,červenec 2017,Počet vydaných stavebních povolení - budovy,28504.0
Česko,červenec 2017,Počet vydaných stavebních povolení - budovy bytové,18351.0
Česko,červenec 2017,Počet vydaných stavebních povolení - budovy nebytové,10153.0
Česko,červenec 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",196961.0
Česko,červenec 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",135546.0
Česko,červenec 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",58497.0
Česko,červenec 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",77049.0
Česko,červenec 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2017,Počet stavebních povolení v ČR,40796.0
Česko,červen 2017,Počet vydaných stavebních povolení - budovy,24227.0
Česko,červen 2017,Počet vydaných stavebních povolení - budovy bytové,15477.0
Česko,červen 2017,Počet vydaných stavebních povolení - budovy nebytové,8750.0
Česko,červen 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",163750.0
Česko,červen 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",117737.0
Česko,červen 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",49657.0
Česko,červen 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",68080.0
Česko,červen 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2017,Počet stavebních povolení v ČR,33570.0
Česko,květen 2017,Počet vydaných stavebních povolení - budovy,19857.0
Česko,květen 2017,Počet vydaných stavebních povolení - budovy bytové,12655.0
Česko,květen 2017,Počet vydaných stavebních povolení - budovy nebytové,7202.0
Česko,květen 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",135394.0
Česko,květen 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",98008.0
Česko,květen 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",40186.0
Česko,květen 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",57822.0
Česko,květen 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2017,Počet stavebních povolení v ČR,25520.0
Česko,duben 2017,Počet vydaných stavebních povolení - budovy,14884.0
Česko,duben 2017,Počet vydaných stavebních povolení - budovy bytové,9405.0
Česko,duben 2017,Počet vydaných stavebních povolení - budovy nebytové,5479.0
Česko,duben 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",104190.0
Česko,duben 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",77583.0
Česko,duben 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",29689.0
Česko,duben 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",47894.0
Česko,duben 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2017,Počet stavebních povolení v ČR,18861.0
Česko,březen 2017,Počet vydaných stavebních povolení - budovy,10953.0
Česko,březen 2017,Počet vydaných stavebních povolení - budovy bytové,6841.0
Česko,březen 2017,Počet vydaných stavebních povolení - budovy nebytové,4112.0
Česko,březen 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",79769.0
Česko,březen 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",60397.0
Česko,březen 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",21352.0
Česko,březen 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",39045.0
Česko,březen 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2017,Počet stavebních povolení v ČR,11867.0
Česko,únor 2017,Počet vydaných stavebních povolení - budovy,6779.0
Česko,únor 2017,Počet vydaných stavebních povolení - budovy bytové,4174.0
Česko,únor 2017,Počet vydaných stavebních povolení - budovy nebytové,2605.0
Česko,únor 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",43875.0
Česko,únor 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",31939.0
Česko,únor 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",13463.0
Česko,únor 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",18476.0
Česko,únor 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2017,Počet stavebních povolení v ČR,5960.0
Česko,leden 2017,Počet vydaných stavebních povolení - budovy,3360.0
Česko,leden 2017,Počet vydaných stavebních povolení - budovy bytové,2080.0
Česko,leden 2017,Počet vydaných stavebních povolení - budovy nebytové,1280.0
Česko,leden 2017,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2017,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",21773.0
Česko,leden 2017,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",16783.0
Česko,leden 2017,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",6724.0
Česko,leden 2017,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",10059.0
Česko,leden 2017,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2016,Počet stavebních povolení v ČR,83340.0
Česko,prosinec 2016,Počet vydaných stavebních povolení - budovy,49231.0
Česko,prosinec 2016,Počet vydaných stavebních povolení - budovy bytové,31002.0
Česko,prosinec 2016,Počet vydaných stavebních povolení - budovy nebytové,18229.0
Česko,prosinec 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",284307.0
Česko,prosinec 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",195530.0
Česko,prosinec 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",85951.0
Česko,prosinec 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",109579.0
Česko,prosinec 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2016,Počet stavebních povolení v ČR,76256.0
Česko,listopad 2016,Počet vydaných stavebních povolení - budovy,45333.0
Česko,listopad 2016,Počet vydaných stavebních povolení - budovy bytové,28567.0
Česko,listopad 2016,Počet vydaných stavebních povolení - budovy nebytové,16766.0
Česko,listopad 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",256746.0
Česko,listopad 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",176206.0
Česko,listopad 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",77976.0
Česko,listopad 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",98230.0
Česko,listopad 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2016,Počet stavebních povolení v ČR,68914.0
Česko,říjen 2016,Počet vydaných stavebních povolení - budovy,41085.0
Česko,říjen 2016,Počet vydaných stavebních povolení - budovy bytové,25872.0
Česko,říjen 2016,Počet vydaných stavebních povolení - budovy nebytové,15213.0
Česko,říjen 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",233744.0
Česko,říjen 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",159346.0
Česko,říjen 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",69759.0
Česko,říjen 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",89587.0
Česko,říjen 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2016,Počet stavebních povolení v ČR,61501.0
Česko,září 2016,Počet vydaných stavebních povolení - budovy,36723.0
Česko,září 2016,Počet vydaných stavebních povolení - budovy bytové,23189.0
Česko,září 2016,Počet vydaných stavebních povolení - budovy nebytové,13534.0
Česko,září 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",209225.0
Česko,září 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",142216.0
Česko,září 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",62037.0
Česko,září 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",80179.0
Česko,září 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2016,Počet stavebních povolení v ČR,54346.0
Česko,srpen 2016,Počet vydaných stavebních povolení - budovy,32390.0
Česko,srpen 2016,Počet vydaných stavebních povolení - budovy bytové,20340.0
Česko,srpen 2016,Počet vydaných stavebních povolení - budovy nebytové,12050.0
Česko,srpen 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",188711.0
Česko,srpen 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",126835.0
Česko,srpen 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",54283.0
Česko,srpen 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",72552.0
Česko,srpen 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2016,Počet stavebních povolení v ČR,46709.0
Česko,červenec 2016,Počet vydaných stavebních povolení - budovy,27782.0
Česko,červenec 2016,Počet vydaných stavebních povolení - budovy bytové,17382.0
Česko,červenec 2016,Počet vydaných stavebních povolení - budovy nebytové,10400.0
Česko,červenec 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",163707.0
Česko,červenec 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",107670.0
Česko,červenec 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",46077.0
Česko,červenec 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",61593.0
Česko,červenec 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2016,Počet stavebních povolení v ČR,39696.0
Česko,červen 2016,Počet vydaných stavebních povolení - budovy,23499.0
Česko,červen 2016,Počet vydaných stavebních povolení - budovy bytové,14700.0
Česko,červen 2016,Počet vydaných stavebních povolení - budovy nebytové,8799.0
Česko,červen 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",141570.0
Česko,červen 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",92752.0
Česko,červen 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",39195.0
Česko,červen 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",53557.0
Česko,červen 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2016,Počet stavebních povolení v ČR,32464.0
Česko,květen 2016,Počet vydaných stavebních povolení - budovy,19165.0
Česko,květen 2016,Počet vydaných stavebních povolení - budovy bytové,11912.0
Česko,květen 2016,Počet vydaných stavebních povolení - budovy nebytové,7253.0
Česko,květen 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",118207.0
Česko,květen 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",79093.0
Česko,květen 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",32114.0
Česko,květen 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",46979.0
Česko,květen 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2016,Počet stavebních povolení v ČR,24557.0
Česko,duben 2016,Počet vydaných stavebních povolení - budovy,14349.0
Česko,duben 2016,Počet vydaných stavebních povolení - budovy bytové,8860.0
Česko,duben 2016,Počet vydaných stavebních povolení - budovy nebytové,5489.0
Česko,duben 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",87420.0
Česko,duben 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",56118.0
Česko,duben 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",24017.0
Česko,duben 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",32101.0
Česko,duben 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2016,Počet stavebních povolení v ČR,17438.0
Česko,březen 2016,Počet vydaných stavebních povolení - budovy,10093.0
Česko,březen 2016,Počet vydaných stavebních povolení - budovy bytové,6145.0
Česko,březen 2016,Počet vydaných stavebních povolení - budovy nebytové,3948.0
Česko,březen 2016,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2016,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",56362.0
Česko,březen 2016,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",38281.0
Česko,březen 2016,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",16162.0
Česko,březen 2016,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",22119.0
Česko,březen 2016,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2016,Počet stavebních povolení v ČR,11064.0
Česko,únor 2016,Počet vydaných stavebních povolení - budovy,6313.0
Česko,únor 2016,Počet vydaných stavebních povolení - budovy bytové,3740.0
Česko,únor 2016,Počet vydaných stavebních povolení - budovy nebytové,2573.0
