Kategorie,Čtvrtletí,Oblasti destinačního managementu členěné,Ukazatel,Rezidence,value
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Broumovsko,Průměrný počet přenocování ,Celkem,2.3181574479
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Broumovsko,Průměrný počet přenocování ,Rezidenti,2.3395982691
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Broumovsko,Průměrný počet přenocování ,Nerezidenti,2.2700391361
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet hostů,Celkem,35330.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet hostů,Rezidenti,29310.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet hostů,Nerezidenti,6020.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet přenocování,Celkem,67881.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet přenocování,Rezidenti,56136.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Počet přenocování,Nerezidenti,11745.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Průměrný počet přenocování ,Celkem,1.921341636
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Průměrný počet přenocování ,Rezidenti,1.9152507677
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Český ráj - Královéhradecký kraj,Průměrný počet přenocování ,Nerezidenti,1.9509966777
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet hostů,Celkem,46145.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet hostů,Rezidenti,35137.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet hostů,Nerezidenti,11008.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet přenocování,Celkem,93719.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet přenocování,Rezidenti,71368.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Počet přenocování,Nerezidenti,22351.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Průměrný počet přenocování ,Celkem,2.0309676021
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Průměrný počet přenocování ,Rezidenti,2.0311352705
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Hradecko,Průměrný počet přenocování ,Nerezidenti,2.0304324128
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet hostů,Celkem,27468.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet hostů,Rezidenti,21981.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet hostů,Nerezidenti,5487.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet přenocování,Celkem,79479.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet přenocování,Rezidenti,68512.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Počet přenocování,Nerezidenti,10967.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Průměrný počet přenocování ,Celkem,2.8935124509
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Průměrný počet přenocování ,Rezidenti,3.1168736636
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kladské pomezí,Průměrný počet přenocování ,Nerezidenti,1.9987242573
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet hostů,Celkem,185715.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet hostů,Rezidenti,143027.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet hostů,Nerezidenti,42688.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet přenocování,Celkem,526917.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet přenocování,Rezidenti,410413.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Počet přenocování,Nerezidenti,116504.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Průměrný počet přenocování ,Celkem,2.8372344722
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Průměrný počet přenocování ,Rezidenti,2.8694791892
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Krkonoše - Královéhradecký kraj,Průměrný počet přenocování ,Nerezidenti,2.729197901
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet hostů,Celkem,40285.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet hostů,Rezidenti,35436.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet hostů,Nerezidenti,4849.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet přenocování,Celkem,87351.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet přenocování,Rezidenti,77091.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Počet přenocování,Nerezidenti,10260.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Průměrný počet přenocování ,Celkem,2.1683256795
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Průměrný počet přenocování ,Rezidenti,2.175499492
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Královéhradecký kraj,Průměrný počet přenocování ,Nerezidenti,2.1159001856
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet hostů,Celkem,29730.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet hostů,Rezidenti,27066.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet hostů,Nerezidenti,2664.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet přenocování,Celkem,89413.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet přenocování,Rezidenti,82710.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Počet přenocování,Nerezidenti,6703.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Průměrný počet přenocování ,Celkem,3.0075008409
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Průměrný počet přenocování ,Rezidenti,3.0558634449
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Podkrkonoší - Podzvičinsko,Průměrný počet přenocování ,Nerezidenti,2.5161411411
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet hostů,Celkem,32029.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet hostů,Rezidenti,27104.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet hostů,Nerezidenti,4925.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet přenocování,Celkem,66979.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet přenocování,Rezidenti,57344.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Počet přenocování,Nerezidenti,9635.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Průměrný počet přenocování ,Celkem,2.0911986013
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Průměrný počet přenocování ,Rezidenti,2.1157024793
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Českomoravské pomezí,Průměrný počet přenocování ,Nerezidenti,1.9563451777
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet hostů,Celkem,38088.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet hostů,Rezidenti,35121.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet hostů,Nerezidenti,2967.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet přenocování,Celkem,82518.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet přenocování,Rezidenti,76473.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Počet přenocování,Nerezidenti,6045.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Průměrný počet přenocování ,Celkem,2.1665091367
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Průměrný počet přenocování ,Rezidenti,2.1774152217
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Chrudimsko-Hlinecko,Průměrný počet přenocování ,Nerezidenti,2.0374115268
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet hostů,Celkem,23316.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet hostů,Rezidenti,18965.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet hostů,Nerezidenti,4351.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet přenocování,Celkem,49021.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet přenocování,Rezidenti,40087.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Počet přenocování,Nerezidenti,8934.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Průměrný počet přenocování ,Celkem,2.1024618288
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Průměrný počet přenocování ,Rezidenti,2.1137358292
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Králický Sněžník,Průměrný počet přenocování ,Nerezidenti,2.0533210756
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet hostů,Celkem,27754.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet hostů,Rezidenti,24465.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet hostů,Nerezidenti,3289.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet přenocování,Celkem,62977.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet přenocování,Rezidenti,56070.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Počet přenocování,Nerezidenti,6907.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Průměrný počet přenocování ,Celkem,2.2691143619
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Průměrný počet přenocování ,Rezidenti,2.2918454936
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Orlické hory a Podorlicko - Pardubický kraj,Průměrný počet přenocování ,Nerezidenti,2.1000304044
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet hostů,Celkem,39348.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet hostů,Rezidenti,32847.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet hostů,Nerezidenti,6501.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet přenocování,Celkem,112991.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet přenocování,Rezidenti,98146.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Počet přenocování,Nerezidenti,14845.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Průměrný počet přenocování ,Celkem,2.8715817831
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Průměrný počet přenocování ,Rezidenti,2.9879745487
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pardubicko,Průměrný počet přenocování ,Nerezidenti,2.2834948469
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet hostů,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet hostů,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet hostů,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet přenocování,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet přenocování,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Počet přenocování,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Průměrný počet přenocování ,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Průměrný počet přenocování ,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jihozápadní Vysočina,Průměrný počet přenocování ,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet hostů,Celkem,70980.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet hostů,Rezidenti,65033.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet hostů,Nerezidenti,5947.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet přenocování,Celkem,150534.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet přenocování,Rezidenti,137591.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Počet přenocování,Nerezidenti,12943.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Průměrný počet přenocování ,Celkem,2.12079459
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Průměrný počet přenocování ,Rezidenti,2.1157104854
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Koruna Vysočiny,Průměrný počet přenocování ,Nerezidenti,2.1763914579
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet hostů,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet hostů,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet hostů,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet přenocování,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet přenocování,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Počet přenocování,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Průměrný počet přenocování ,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Průměrný počet přenocování ,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Severozápadní Vysočina,Průměrný počet přenocování ,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet hostů,Celkem,35812.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet hostů,Rezidenti,29670.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet hostů,Nerezidenti,6142.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet přenocování,Celkem,72414.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet přenocování,Rezidenti,60175.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Počet přenocování,Nerezidenti,12239.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Průměrný počet přenocování ,Celkem,2.0220596448
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Průměrný počet přenocování ,Rezidenti,2.0281429053
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Třebíčsko,Průměrný počet přenocování ,Nerezidenti,1.9926733963
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet hostů,Celkem,21965.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet hostů,Rezidenti,19615.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet hostů,Nerezidenti,2350.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet přenocování,Celkem,49545.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet přenocování,Rezidenti,44783.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Počet přenocování,Nerezidenti,4762.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Průměrný počet přenocování ,Celkem,2.2556339631
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Průměrný počet přenocování ,Rezidenti,2.2830996686
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kraj pod Javořicí,Průměrný počet přenocování ,Nerezidenti,2.0263829787
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet hostů,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet hostů,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet hostů,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet přenocování,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet přenocování,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Počet přenocování,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Vysočina - Jihlavsko,Průměrný počet přenocování ,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet hostů,Celkem,46333.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet hostů,Rezidenti,41203.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet hostů,Nerezidenti,5130.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet přenocování,Celkem,92019.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet přenocování,Rezidenti,81960.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Počet přenocování,Nerezidenti,10059.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Průměrný počet přenocování ,Celkem,1.9860358708
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Průměrný počet přenocování ,Rezidenti,1.9891755455
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Vysočina west,Průměrný počet přenocování ,Nerezidenti,1.9608187135
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet hostů,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet hostů,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet hostů,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet přenocování,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet přenocování,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Počet přenocování,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Havlíčkobrodsko - Ledečsko,Průměrný počet přenocování ,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet hostů,Celkem,24040.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet hostů,Rezidenti,17965.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet hostů,Nerezidenti,6075.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet přenocování,Celkem,46181.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet přenocování,Rezidenti,34520.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Počet přenocování,Nerezidenti,11661.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Průměrný počet přenocování ,Celkem,1.9210066556
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Průměrný počet přenocování ,Rezidenti,1.9215140551
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Tepna Vysočiny,Průměrný počet přenocování ,Nerezidenti,1.9195061728
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet hostů,Celkem,281460.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet hostů,Rezidenti,140646.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet hostů,Nerezidenti,140814.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet přenocování,Celkem,487226.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet přenocování,Rezidenti,239070.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Počet přenocování,Nerezidenti,248156.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Průměrný počet přenocování ,Celkem,1.7310665814
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Průměrný počet přenocování ,Rezidenti,1.6997994966
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Brno a okolí,Průměrný počet přenocování ,Nerezidenti,1.7622963626
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet hostů,Celkem,45472.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet hostů,Rezidenti,38895.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet hostů,Nerezidenti,6577.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet přenocování,Celkem,87325.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet přenocování,Rezidenti,74920.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Počet přenocování,Nerezidenti,12405.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Průměrný počet přenocování ,Celkem,1.9204125616
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Průměrný počet přenocování ,Rezidenti,1.9262115953
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Moravský kras a okolí,Průměrný počet přenocování ,Nerezidenti,1.886118291
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet hostů,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet hostů,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet hostů,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet přenocování,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet přenocování,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Počet přenocování,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Průměrný počet přenocování ,Celkem,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Průměrný počet přenocování ,Rezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava a Lednicko-valtický areál,Průměrný počet přenocování ,Nerezidenti,
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet hostů,Celkem,49929.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet hostů,Rezidenti,38085.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet hostů,Nerezidenti,11844.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet přenocování,Celkem,116398.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet přenocování,Rezidenti,95436.0
