Roky,Ukazatel,"ČR, kraje",value
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Plzeňský kraj,220.0828266268
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Karlovarský kraj,140.6336419881
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Ústecký kraj,214.6806081369
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Liberecký kraj,215.5184554228
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Královéhradecký kraj,192.9689438199
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Pardubický kraj,203.7432947963
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Kraj Vysočina,192.3550209663
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Jihomoravský kraj,154.7126580956
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Olomoucký kraj,200.5270419499
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Zlínský kraj,175.2686004478
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Moravskoslezský kraj,177.0168868923
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Česko,80.3717763385
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Hlavní město Praha,99.0877402191
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Středočeský kraj,188.4874459924
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Jihočeský kraj,36.6109811167
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Plzeňský kraj,64.0146331435
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Karlovarský kraj,28.3701672165
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Ústecký kraj,54.2638744096
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Liberecký kraj,47.9270779764
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Královéhradecký kraj,111.820298889
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Pardubický kraj,97.5774281178
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Kraj Vysočina,58.5923632248
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Jihomoravský kraj,34.7429971396
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Olomoucký kraj,40.5152389333
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Zlínský kraj,39.0707892036
2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Moravskoslezský kraj,48.6925397863
2023,Nepřímé náklady - daně a dotace,Česko,-101.8435488925
2023,Nepřímé náklady - daně a dotace,Hlavní město Praha,-78.0619175213
2023,Nepřímé náklady - daně a dotace,Středočeský kraj,-93.6064177137
2023,Nepřímé náklady - daně a dotace,Jihočeský kraj,-168.9474332191
2023,Nepřímé náklady - daně a dotace,Plzeňský kraj,-89.0111408049
2023,Nepřímé náklady - daně a dotace,Karlovarský kraj,-94.7922667888
2023,Nepřímé náklady - daně a dotace,Ústecký kraj,-180.1060947899
2023,Nepřímé náklady - daně a dotace,Liberecký kraj,-109.2383472584
2023,Nepřímé náklady - daně a dotace,Královéhradecký kraj,-168.575230724
2023,Nepřímé náklady - daně a dotace,Pardubický kraj,-80.8709620468
2023,Nepřímé náklady - daně a dotace,Kraj Vysočina,-80.3505181786
2023,Nepřímé náklady - daně a dotace,Jihomoravský kraj,-54.5364661359
2023,Nepřímé náklady - daně a dotace,Olomoucký kraj,-114.0778380787
2023,Nepřímé náklady - daně a dotace,Zlínský kraj,-61.3673055983
2023,Nepřímé náklady - daně a dotace,Moravskoslezský kraj,-174.7846027614
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Česko,11.6543350717
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Hlavní město Praha,7.1698213109
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Středočeský kraj,10.8562806551
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Jihočeský kraj,16.1347166311
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Plzeňský kraj,13.1107334614
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Karlovarský kraj,10.915101394
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Ústecký kraj,14.0855921924
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Liberecký kraj,12.0648672927
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Královéhradecký kraj,18.1532678268
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Pardubický kraj,12.5964067661
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Kraj Vysočina,11.5591011163
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Jihomoravský kraj,13.7695832203
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Olomoucký kraj,17.4931667136
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Zlínský kraj,13.3054194214
2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Moravskoslezský kraj,13.8158292779
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Česko,113.4978839642
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Hlavní město Praha,85.2317388322
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Středočeský kraj,104.4626983688
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Jihočeský kraj,185.0821498502
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Plzeňský kraj,102.1218742663
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Karlovarský kraj,105.7073681828
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Ústecký kraj,194.1916869823
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Liberecký kraj,121.3032145511
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Královéhradecký kraj,186.7284985509
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Pardubický kraj,93.4673688129
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Kraj Vysočina,91.9096192949
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Jihomoravský kraj,68.3060493561
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Olomoucký kraj,131.5710047923
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Zlínský kraj,74.6727250197
2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Moravskoslezský kraj,188.6004320393
