Ukazatel;Roky;Území;Kategorie ubytovacího zařízení;value
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel, motel, botel ***;30.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel garni;3.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Penzion;80.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Kemp;2.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Turistická ubytovna;6.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Ostatní HUZ;16.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;HUZ celkem;173.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel, motel, botel ****;7.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel, motel, botel ***;18.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel, motel, botel **;3.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Penzion;90.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Kemp;4.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Bruntál;Turistická ubytovna;28.0
Počet hromadných ubytovacích zařízení;2023;Bruntál;Ostatní HUZ;19.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;HUZ celkem;199.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel, motel, botel ****;13.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel, motel, botel ***;33.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel, motel, botel **;7.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Hotel garni;3.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Penzion;80.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Kemp;8.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Chatová osada;3.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Turistická ubytovna;21.0
Počet hromadných ubytovacích zařízení;2023;Frýdek-Místek;Ostatní HUZ;28.0
Počet hromadných ubytovacích zařízení;2023;Karviná;HUZ celkem;45.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel, motel, botel ****;1.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel, motel, botel ***;19.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Karviná;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Penzion;19.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Kemp;
Počet hromadných ubytovacích zařízení;2023;Karviná;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Turistická ubytovna;1.0
Počet hromadných ubytovacích zařízení;2023;Karviná;Ostatní HUZ;1.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;HUZ celkem;90.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel, motel, botel ****;8.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel, motel, botel ***;19.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Penzion;38.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Turistická ubytovna;11.0
Počet hromadných ubytovacích zařízení;2023;Nový Jičín;Ostatní HUZ;6.0
Počet hromadných ubytovacích zařízení;2023;Opava;HUZ celkem;68.0
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel, motel, botel ****;4.0
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel, motel, botel ***;9.0
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Opava;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Opava;Penzion;31.0
Počet hromadných ubytovacích zařízení;2023;Opava;Kemp;7.0
Počet hromadných ubytovacích zařízení;2023;Opava;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Opava;Turistická ubytovna;7.0
Počet hromadných ubytovacích zařízení;2023;Opava;Ostatní HUZ;9.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;HUZ celkem;90.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel, motel, botel ****;12.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel, motel, botel ***;25.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Penzion;27.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Kemp;1.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Turistická ubytovna;7.0
Počet hromadných ubytovacích zařízení;2023;Ostrava-město;Ostatní HUZ;14.0
