Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Čtvrtletí;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2007;101.0504357484
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2007;113.1934743487
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2007;116.0656755567
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2007;129.8055558027
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2006;114.7196460227
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2006;106.5639846167
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2006;110.9931526747
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2006;108.0971433738
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2005;112.6833476291
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2005;110.7887898963
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2005;103.1733549268
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2005;98.0558635
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2004;105.2237935496
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2004;117.9401721189
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2004;118.2087420338
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2004;116.0679226457
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2003;113.6234879617
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2003;107.3288253556
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2003;103.9314299892
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2003;99.0366422197
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2002;95.1270001431
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2002;92.7100197273
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2002;94.5509355744
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2002;92.4923098466
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2001;109.5758871259
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2001;113.0335886531
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2001;111.3260663968
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2001;117.9523277607
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2025;104.954688574
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2024;103.9535103178
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2024;104.4023345147
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2024;102.7881545044
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2024;99.2070364342
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2023;90.7777371843
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2023;84.0596525863
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2023;91.1871721735
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2023;102.5120875869
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2022;113.8952930889
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2022;124.7146473096
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2022;129.5226966452
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2022;125.1801079097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2021;120.7023796162
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2021;123.1297743799
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2021;112.6617520402
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2021;105.0894004455
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2020;104.9641910107
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2020;100.3798753616
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2020;96.5566669448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2020;97.7556853097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2019;102.3488794228
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2019;99.0522611202
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2019;105.5727126506
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2019;106.5597955454
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2018;108.9257294094
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2018;111.8217495641
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2018;105.896201262
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2018;106.9782667309
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2017;102.8595495063
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2017;102.6888873378
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2017;109.1061096194
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2017;101.5601267126
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2016;102.4287001424
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2016;101.8933482498
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2016;95.7507990209
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2016;101.3857661859
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2015;104.0920214598
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2015;103.7909581476
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2015;110.217233559
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2015;113.6891122915
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2014;111.4087755777
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2014;113.3450226168
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2014;111.8181598473
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2014;109.7655634075
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2013;107.6835401948
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2013;104.1132751132
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2013;103.6820258244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2013;101.5114189433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2012;98.6247366254
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2012;98.854842893
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2012;99.1312639442
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2012;98.3166878059
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2011;98.7351935486
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2011;105.3419326076
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2011;105.144357477
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2011;110.4538077741
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2010;109.5627776894
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2010;113.0914596251
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2010;112.5320375212
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2010;101.1921829962
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2009;102.9282998002
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2009;92.798639481
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2009;81.1981412944
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2009;84.1852469506
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2008;79.1113724866
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2008;84.0151737968
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2008;94.6138704516
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2008;103.1669450824
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2007;109.3193180953
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2007;111.4234680251
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2007;112.7572784957
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2007;110.6152590403
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2006;103.8335444423
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2006;100.7781377244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2006;100.083542443
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2006;98.8611079582
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2005;100.9374497854
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2005;98.923128128
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2005;101.8572895656
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2005;100.3109273653
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2004;106.1590753774
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2004;119.9921339959
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2004;119.7320286597
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2004;117.2761888746
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2003;94.7182648428
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2003;87.7396537371
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2003;80.8304069462
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2003;87.2812823225
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2002;106.8576818392
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2002;101.0584874186
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2002;104.7193248245
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2002;101.4505748726
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2001;103.2086284258
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2001;106.8987725392
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2001;111.1247064484
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2001;121.0710856362
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2025;94.3313093695
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2024;99.9420060667
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2024;100.0068635186
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2024;102.1808128595
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2024;99.6422468463
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2023;91.6353547636
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2023;93.3000098753
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2023;97.8427299137
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2023;102.8133591933
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2022;111.3915557715
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2022;113.6385894268
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2022;127.1931773606
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2022;119.4207084867
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2021;111.1852123423
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2021;114.8303105463
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2021;120.0613082165
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2021;100.6110479122
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2020;101.6167907129
