Ukazatel,Typ indexu,Území,Klasifikace stavebních děl,Čtvrtletí,value
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2007,104.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2007,104.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2007,104.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2007,105.2
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2008,105.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2008,105.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2008,104.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2008,103.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2009,102.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2009,101.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2009,100.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2009,99.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2010,99.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2010,99.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2010,99.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2010,99.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2012,99.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2013,99.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2014,99.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2014,100.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2017,101.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2017,101.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2017,102.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2018,102.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2018,103.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2018,103.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2018,104.0
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2019,104.3
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2020,104.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2020,103.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2020,103.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2020,102.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2021,102.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2021,103.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2021,106.9
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2021,109.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2022,112.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2022,114.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2022,113.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2022,112.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2023,109.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2023,106.5
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2023,104.1
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2023,102.8
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2024,101.4
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,3. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,4. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,1. čtvrtletí 2025,102.6
Index cen stavebních děl,Meziroční index,Česko,121 Hotely a obdobné budovy,2. čtvrtletí 2025,102.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2004,103.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2004,103.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2004,103.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2005,103.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2005,102.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2005,102.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2005,102.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2006,102.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2006,102.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2006,103.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2007,104.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2007,104.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2007,104.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2007,105.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2008,105.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2008,105.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2008,104.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2008,103.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2009,102.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2009,101.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2009,100.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2009,99.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2010,99.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2010,99.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2010,99.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2010,99.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2012,99.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2013,99.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2014,99.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2014,100.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2017,101.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2017,101.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2017,102.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2018,102.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2018,103.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2018,103.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2018,104.0
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2019,104.3
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2020,104.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2020,103.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2020,103.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2020,102.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2021,102.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2021,103.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2021,106.9
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2021,109.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2022,112.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2022,114.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2022,113.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2022,112.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2023,109.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2023,106.5
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2023,104.1
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2023,102.8
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2024,101.4
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,3. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,4. čtvrtletí 2024,101.7
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,1. čtvrtletí 2025,102.6
Index cen stavebních děl,Meziroční index,Česko,1211 Hotely,2. čtvrtletí 2025,102.7
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,2. čtvrtletí 2004,104.2
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,3. čtvrtletí 2004,104.8
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,4. čtvrtletí 2004,105.0
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,1. čtvrtletí 2005,104.7
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,2. čtvrtletí 2005,103.0
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,3. čtvrtletí 2005,102.4
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,4. čtvrtletí 2005,102.3
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,1. čtvrtletí 2006,102.3
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,2. čtvrtletí 2006,102.9
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,3. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,4. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,1. čtvrtletí 2007,104.1
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,2. čtvrtletí 2007,104.3
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,3. čtvrtletí 2007,104.5
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,4. čtvrtletí 2007,104.8
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,1. čtvrtletí 2008,104.9
Index cen stavebních děl,Meziroční index,Česko,122 Budovy administrativní,2. čtvrtletí 2008,104.7
