Území;Ukazatel;Typ indexu;Typ zakázek;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2007;120.9844813205
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2007;130.101160978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2006;127.6569541282
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2006;126.2125287931
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2006;129.4527268396
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2006;119.5387209751
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2005;110.3585229924
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2005;110.7422241614
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2005;105.0290960029
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2005;111.071853797
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2004;112.9991798011
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2004;115.4204988445
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2004;127.8296975811
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2004;117.1652644696
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2003;99.3654345068
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2003;102.3225950674
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2003;96.8837371023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2003;107.0582251915
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2002;119.3376326776
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2002;106.952572598
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2002;99.8756820781
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2002;93.8634533147
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2001;174.556439008
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2001;177.835349082
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2001;203.0238177799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2001;202.9547143889
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2025;109.9009302633
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2024;100.433406673
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2024;103.1123707092
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2024;98.8358228924
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2024;92.5265719115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2023;95.6931262773
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2023;87.7670646747
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2023;102.6561931366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2023;105.1081757282
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2022;109.7356871246
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2022;113.7545690684
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2022;107.6495618538
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2022;112.4471474379
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2021;113.4157834111
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2021;116.7994925766
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2021;130.6351057138
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2021;107.1241223104
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2020;99.9699693855
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2020;93.502332051
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2020;79.41882622
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2020;95.1868872942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2019;96.6961720342
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2019;96.969324943
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2019;101.774568944
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2019;101.1930678844
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2018;100.1841417358
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2018;100.3863013744
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2018;103.0156713984
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2018;102.0707835752
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2017;110.5504203889
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2017;110.7006377754
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2017;110.6615485725
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2017;107.4132977394
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2016;106.7501334578
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2016;101.3492763877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2016;100.2505146479
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2016;103.4019157617
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2015;99.6501442253
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2015;104.5579967457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2015;106.1236378626
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2015;105.6708150674
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2014;100.0939545256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2014;104.2328377656
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2014;107.151769164
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2014;106.9232711882
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2013;113.938153357
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2013;108.6917198392
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2013;102.1744726462
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2013;101.8499181317
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2012;96.9509803199
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2012;100.7591480537
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2012;101.4335767413
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2012;104.4010034786
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2011;103.5927182952
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2011;105.6958794278
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2011;110.4853125177
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2011;116.9911114708
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2010;114.5988279019
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2010;124.6538320885
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2010;114.7885723074
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2010;107.0577698881
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2009;96.9452317347
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2009;70.2953901376
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2009;63.2274373402
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2009;63.0915657746
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2008;67.6367535007
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2008;81.3042922683
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2008;109.1425658515
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2008;114.5745070115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2007;125.4541618639
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2007;138.8774425029
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2007;95.7783430665
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2007;113.4538851023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2006;129.1296535514
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2006;123.6417986178
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2006;162.5639665685
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2006;136.7064653193
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2005;122.2714757769
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2005;113.3814221572
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2005;120.0391526931
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2005;115.7259505298
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2004;112.4373917886
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2004;133.5109026092
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2004;118.8464546391
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2004;114.4275538077
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2003;119.7463849728
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2003;102.1947875821
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2003;112.3300689766
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2003;104.6043584144
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2002;92.4610557713
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2002;112.1109158166
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2002;102.76477516
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2002;99.5761056954
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2001;130.9712222851
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2001;114.5603464458
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2001;123.3893797712
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2001;149.7956171452
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2025;95.3019140474
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2024;98.4623334337
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2024;103.0516361959
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2024;109.1220100375
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2024;113.0989936732
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2023;110.1518710927
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2023;104.5430351131
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2023;104.6055271218
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2023;110.7473498226
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2022;121.8841628111
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2022;121.97134331
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2022;102.0255516572
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2022;92.5928055643
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2021;90.2834182366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2021;89.1545579526
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2021;184.8410489992
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2021;118.3096184835
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2020;108.5118391961
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2020;104.4791460753
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2020;56.8014018598
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2020;92.5304205259
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2019;101.5044192839
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2019;104.8514561782
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2019;103.7252607385
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2019;102.2241677983
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2018;99.6370546144
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2018;100.9623834359
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2018;102.4805100175
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2018;102.5137969252
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2017;100.2882141411
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2017;105.1167506229
