Území,Země,Měsíce,Ukazatel,value
Česko,Svět celkem,květen 2018,"Pohyb zboží do ČR (v mil. Kč, CIF)",337474.972899
Česko,Svět celkem,květen 2018,Bilance - pohyb zboží (v mil. Kč),26937.122659
Česko,Svět celkem,květen 2018,Obrat - pohyb zboží (v mil. Kč),701887.068457
Česko,Svět celkem,květen 2018,Pohyb zboží z ČR (meziroční index ),98.4205419413
Česko,Svět celkem,květen 2018,Pohyb zboží do ČR (meziroční index),102.0470348512
Česko,Svět celkem,květen 2018,Obrat pohybu zboží (meziroční index),100.131468461
Česko,Svět celkem,duben 2018,"Pohyb zboží z ČR (v mil. Kč, FOB)",354254.097658
Česko,Svět celkem,duben 2018,"Pohyb zboží do ČR (v mil. Kč, CIF)",314623.0333
Česko,Svět celkem,duben 2018,Bilance - pohyb zboží (v mil. Kč),39631.064358
Česko,Svět celkem,duben 2018,Obrat - pohyb zboží (v mil. Kč),668877.130958
Česko,Svět celkem,duben 2018,Pohyb zboží z ČR (meziroční index ),106.415146258
Česko,Svět celkem,duben 2018,Pohyb zboží do ČR (meziroční index),105.8973234906
Česko,Svět celkem,duben 2018,Obrat pohybu zboží (meziroční index),106.1709460603
Česko,Svět celkem,březen 2018,"Pohyb zboží z ČR (v mil. Kč, FOB)",371832.003009
Česko,Svět celkem,březen 2018,"Pohyb zboží do ČR (v mil. Kč, CIF)",327317.647211
Česko,Svět celkem,březen 2018,Bilance - pohyb zboží (v mil. Kč),44514.355798
Česko,Svět celkem,březen 2018,Obrat - pohyb zboží (v mil. Kč),699149.65022
Česko,Svět celkem,březen 2018,Pohyb zboží z ČR (meziroční index ),93.0625001442
Česko,Svět celkem,březen 2018,Pohyb zboží do ČR (meziroční index),93.922398929
Česko,Svět celkem,březen 2018,Obrat pohybu zboží (meziroční index),93.4631063251
Česko,Svět celkem,únor 2018,"Pohyb zboží z ČR (v mil. Kč, FOB)",337832.864675
Česko,Svět celkem,únor 2018,"Pohyb zboží do ČR (v mil. Kč, CIF)",298603.128636
Česko,Svět celkem,únor 2018,Bilance - pohyb zboží (v mil. Kč),39229.736039
Česko,Svět celkem,únor 2018,Obrat - pohyb zboží (v mil. Kč),636435.993311
Česko,Svět celkem,únor 2018,Pohyb zboží z ČR (meziroční index ),99.9223752203
Česko,Svět celkem,únor 2018,Pohyb zboží do ČR (meziroční index),99.8961784018
Česko,Svět celkem,únor 2018,Obrat pohybu zboží (meziroční index),99.9100824826
Česko,Svět celkem,leden 2018,"Pohyb zboží z ČR (v mil. Kč, FOB)",369366.12
Česko,Svět celkem,leden 2018,"Pohyb zboží do ČR (v mil. Kč, CIF)",331888.196795
Česko,Svět celkem,leden 2018,Bilance - pohyb zboží (v mil. Kč),37477.923205
Česko,Svět celkem,leden 2018,Obrat - pohyb zboží (v mil. Kč),701254.316795
Česko,Svět celkem,leden 2018,Pohyb zboží z ČR (meziroční index ),105.3346448042
Česko,Svět celkem,leden 2018,Pohyb zboží do ČR (meziroční index),109.4424832151
Česko,Svět celkem,leden 2018,Obrat pohybu zboží (meziroční index),107.2396629338
Česko,Svět celkem,prosinec 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",309974.452278
Česko,Svět celkem,prosinec 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",288756.748688
Česko,Svět celkem,prosinec 2017,Bilance - pohyb zboží (v mil. Kč),21217.70359
Česko,Svět celkem,prosinec 2017,Obrat - pohyb zboží (v mil. Kč),598731.200966
Česko,Svět celkem,prosinec 2017,Pohyb zboží z ČR (meziroční index ),101.2532064186
Česko,Svět celkem,prosinec 2017,Pohyb zboží do ČR (meziroční index),100.5117903184
Česko,Svět celkem,prosinec 2017,Obrat pohybu zboží (meziroční index),100.8942747488
Česko,Svět celkem,listopad 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",387161.201811
Česko,Svět celkem,listopad 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",346648.080771
Česko,Svět celkem,listopad 2017,Bilance - pohyb zboží (v mil. Kč),40513.12104
Česko,Svět celkem,listopad 2017,Obrat - pohyb zboží (v mil. Kč),733809.282582
Česko,Svět celkem,listopad 2017,Pohyb zboží z ČR (meziroční index ),106.4468472224
Česko,Svět celkem,listopad 2017,Pohyb zboží do ČR (meziroční index),105.9808179744
Česko,Svět celkem,listopad 2017,Obrat pohybu zboží (meziroční index),106.2261874833
Česko,Svět celkem,říjen 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",389437.774034
Česko,Svět celkem,říjen 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",355586.580005
Česko,Svět celkem,říjen 2017,Bilance - pohyb zboží (v mil. Kč),33851.194029
Česko,Svět celkem,říjen 2017,Obrat - pohyb zboží (v mil. Kč),745024.354039
Česko,Svět celkem,říjen 2017,Pohyb zboží z ČR (meziroční index ),113.1422942054
Česko,Svět celkem,říjen 2017,Pohyb zboží do ČR (meziroční index),118.0509098043
Česko,Svět celkem,říjen 2017,Obrat pohybu zboží (meziroční index),115.4331358588
Česko,Svět celkem,září 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",362921.411437
Česko,Svět celkem,září 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",320170.196693
Česko,Svět celkem,září 2017,Bilance - pohyb zboží (v mil. Kč),42751.214744
Česko,Svět celkem,září 2017,Obrat - pohyb zboží (v mil. Kč),683091.60813
Česko,Svět celkem,září 2017,Pohyb zboží z ČR (meziroční index ),103.6219045396
Česko,Svět celkem,září 2017,Pohyb zboží do ČR (meziroční index),104.7505975457
Česko,Svět celkem,září 2017,Obrat pohybu zboží (meziroční index),104.1478875827
Česko,Svět celkem,srpen 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",332841.118774
Česko,Svět celkem,srpen 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",306136.397117
Česko,Svět celkem,srpen 2017,Bilance - pohyb zboží (v mil. Kč),26704.721657
Česko,Svět celkem,srpen 2017,Obrat - pohyb zboží (v mil. Kč),638977.515891
Česko,Svět celkem,srpen 2017,Pohyb zboží z ČR (meziroční index ),106.9733438491
Česko,Svět celkem,srpen 2017,Pohyb zboží do ČR (meziroční index),109.452224529
Česko,Svět celkem,srpen 2017,Obrat pohybu zboží (meziroční index),108.1468197437
Česko,Svět celkem,červenec 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",299810.872097
Česko,Svět celkem,červenec 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",280522.518143
Česko,Svět celkem,červenec 2017,Bilance - pohyb zboží (v mil. Kč),19288.353954
Česko,Svět celkem,červenec 2017,Obrat - pohyb zboží (v mil. Kč),580333.39024
Česko,Svět celkem,červenec 2017,Pohyb zboží z ČR (meziroční index ),107.6493394024
Česko,Svět celkem,červenec 2017,Pohyb zboží do ČR (meziroční index),110.5577894191
Česko,Svět celkem,červenec 2017,Obrat pohybu zboží (meziroční index),109.0358776417
Česko,Svět celkem,červen 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",370976.473182
Česko,Svět celkem,červen 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",325139.645095
Česko,Svět celkem,červen 2017,Bilance - pohyb zboží (v mil. Kč),45836.828087
Česko,Svět celkem,červen 2017,Obrat - pohyb zboží (v mil. Kč),696116.118277
Česko,Svět celkem,červen 2017,Pohyb zboží z ČR (meziroční index ),106.194934405
Česko,Svět celkem,červen 2017,Pohyb zboží do ČR (meziroční index),107.4501327545
Česko,Svět celkem,červen 2017,Obrat pohybu zboží (meziroční index),106.7775385173
Česko,Svět celkem,květen 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",370260.200127
Česko,Svět celkem,květen 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",330705.355694
Česko,Svět celkem,květen 2017,Bilance - pohyb zboží (v mil. Kč),39554.844433
Česko,Svět celkem,květen 2017,Obrat - pohyb zboží (v mil. Kč),700965.555821
Česko,Svět celkem,květen 2017,Pohyb zboží z ČR (meziroční index ),112.7150627254
Česko,Svět celkem,květen 2017,Pohyb zboží do ČR (meziroční index),114.7095260715
Česko,Svět celkem,květen 2017,Obrat pohybu zboží (meziroční index),113.6473081869
Česko,Svět celkem,duben 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",332898.191766
Česko,Svět celkem,duben 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",297101.976652
Česko,Svět celkem,duben 2017,Bilance - pohyb zboží (v mil. Kč),35796.215114
Česko,Svět celkem,duben 2017,Obrat - pohyb zboží (v mil. Kč),630000.168418
Česko,Svět celkem,duben 2017,Pohyb zboží z ČR (meziroční index ),97.7161099521
Česko,Svět celkem,duben 2017,Pohyb zboží do ČR (meziroční index),103.0101816523
Česko,Svět celkem,duben 2017,Obrat pohybu zboží (meziroční index),100.143257944
Česko,Svět celkem,březen 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",399550.842104
Česko,Svět celkem,březen 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",348497.966944
Česko,Svět celkem,březen 2017,Bilance - pohyb zboží (v mil. Kč),51052.87516
Česko,Svět celkem,březen 2017,Obrat - pohyb zboží (v mil. Kč),748048.809048
Česko,Svět celkem,březen 2017,Pohyb zboží z ČR (meziroční index ),113.9089083405
Česko,Svět celkem,březen 2017,Pohyb zboží do ČR (meziroční index),115.6915940593
Česko,Svět celkem,březen 2017,Obrat pohybu zboží (meziroční index),114.7325340202
Česko,Svět celkem,únor 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",338095.310415
Česko,Svět celkem,únor 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",298913.465373
Česko,Svět celkem,únor 2017,Bilance - pohyb zboží (v mil. Kč),39181.845042
Česko,Svět celkem,únor 2017,Obrat - pohyb zboží (v mil. Kč),637008.775788
Česko,Svět celkem,únor 2017,Pohyb zboží z ČR (meziroční index ),101.5450080105
Česko,Svět celkem,únor 2017,Pohyb zboží do ČR (meziroční index),102.8956632537
Česko,Svět celkem,únor 2017,Obrat pohybu zboží (meziroční index),102.174353903
Česko,Svět celkem,leden 2017,"Pohyb zboží z ČR (v mil. Kč, FOB)",350659.672026
Česko,Svět celkem,leden 2017,"Pohyb zboží do ČR (v mil. Kč, CIF)",303253.532856
Česko,Svět celkem,leden 2017,Bilance - pohyb zboží (v mil. Kč),47406.13917
Česko,Svět celkem,leden 2017,Obrat - pohyb zboží (v mil. Kč),653913.204882
Česko,Svět celkem,leden 2017,Pohyb zboží z ČR (meziroční index ),110.3114804341
Česko,Svět celkem,leden 2017,Pohyb zboží do ČR (meziroční index),112.7518824846
Česko,Svět celkem,leden 2017,Obrat pohybu zboží (meziroční index),111.4299528765
Česko,Svět celkem,prosinec 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",306137.912311
Česko,Svět celkem,prosinec 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",287286.444479
Česko,Svět celkem,prosinec 2016,Bilance - pohyb zboží (v mil. Kč),18851.467832
Česko,Svět celkem,prosinec 2016,Obrat - pohyb zboží (v mil. Kč),593424.35679
Česko,Svět celkem,prosinec 2016,Pohyb zboží z ČR (meziroční index ),100.7951654148
Česko,Svět celkem,prosinec 2016,Pohyb zboží do ČR (meziroční index),99.1981347739
Česko,Svět celkem,prosinec 2016,Obrat pohybu zboží (meziroční index),100.0156450786
Česko,Svět celkem,listopad 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",363713.169449
Česko,Svět celkem,listopad 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",327085.681538
Česko,Svět celkem,listopad 2016,Bilance - pohyb zboží (v mil. Kč),36627.487911
Česko,Svět celkem,listopad 2016,Obrat - pohyb zboží (v mil. Kč),690798.850987
Česko,Svět celkem,listopad 2016,Pohyb zboží z ČR (meziroční index ),103.689801592
Česko,Svět celkem,listopad 2016,Pohyb zboží do ČR (meziroční index),104.2419592097
Česko,Svět celkem,listopad 2016,Obrat pohybu zboží (meziroční index),103.9505112133
Česko,Svět celkem,říjen 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",344201.765369
Česko,Svět celkem,říjen 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",301214.603593
Česko,Svět celkem,říjen 2016,Bilance - pohyb zboží (v mil. Kč),42987.161776
Česko,Svět celkem,říjen 2016,Obrat - pohyb zboží (v mil. Kč),645416.368962
Česko,Svět celkem,říjen 2016,Pohyb zboží z ČR (meziroční index ),94.329420217
Česko,Svět celkem,říjen 2016,Pohyb zboží do ČR (meziroční index),94.4814277178
Česko,Svět celkem,říjen 2016,Obrat pohybu zboží (meziroční index),94.400300917
Česko,Svět celkem,září 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",350236.190938
Česko,Svět celkem,září 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",305649.995508
Česko,Svět celkem,září 2016,Bilance - pohyb zboží (v mil. Kč),44586.19543
Česko,Svět celkem,září 2016,Obrat - pohyb zboží (v mil. Kč),655886.186446
Česko,Svět celkem,září 2016,Pohyb zboží z ČR (meziroční index ),98.6460874524
Česko,Svět celkem,září 2016,Pohyb zboží do ČR (meziroční index),97.7875631026
Česko,Svět celkem,září 2016,Obrat pohybu zboží (meziroční index),98.2441379001
Česko,Svět celkem,srpen 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",311143.979236
Česko,Svět celkem,srpen 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",279698.65248
Česko,Svět celkem,srpen 2016,Bilance - pohyb zboží (v mil. Kč),31445.326756
Česko,Svět celkem,srpen 2016,Obrat - pohyb zboží (v mil. Kč),590842.631716
Česko,Svět celkem,srpen 2016,Pohyb zboží z ČR (meziroční index ),115.8189129502
Česko,Svět celkem,srpen 2016,Pohyb zboží do ČR (meziroční index),110.8993333044
Česko,Svět celkem,srpen 2016,Obrat pohybu zboží (meziroční index),113.4367504276
Česko,Svět celkem,červenec 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",278506.931637
Česko,Svět celkem,červenec 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",253733.834239
Česko,Svět celkem,červenec 2016,Bilance - pohyb zboží (v mil. Kč),24773.097398
Česko,Svět celkem,červenec 2016,Obrat - pohyb zboží (v mil. Kč),532240.765876
Česko,Svět celkem,červenec 2016,Pohyb zboží z ČR (meziroční index ),86.0277838511
Česko,Svět celkem,červenec 2016,Pohyb zboží do ČR (meziroční index),87.8267452627
Česko,Svět celkem,červenec 2016,Obrat pohybu zboží (meziroční index),86.8761155597
Česko,Svět celkem,červen 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",349335.375798
Česko,Svět celkem,červen 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",302595.852383
Česko,Svět celkem,červen 2016,Bilance - pohyb zboží (v mil. Kč),46739.523415
Česko,Svět celkem,červen 2016,Obrat - pohyb zboží (v mil. Kč),651931.228181
Česko,Svět celkem,červen 2016,Pohyb zboží z ČR (meziroční index ),102.5256413641
Česko,Svět celkem,červen 2016,Pohyb zboží do ČR (meziroční index),99.7735765716
Česko,Svět celkem,červen 2016,Obrat pohybu zboží (meziroční index),101.2296207486
Česko,Svět celkem,květen 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",328492.209625
Česko,Svět celkem,květen 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",288298.075164
Česko,Svět celkem,květen 2016,Bilance - pohyb zboží (v mil. Kč),40194.134461
Česko,Svět celkem,květen 2016,Obrat - pohyb zboží (v mil. Kč),616790.284789
Česko,Svět celkem,květen 2016,Pohyb zboží z ČR (meziroční index ),109.7319400495
Česko,Svět celkem,květen 2016,Pohyb zboží do ČR (meziroční index),105.5247856136
Česko,Svět celkem,květen 2016,Obrat pohybu zboží (meziroční index),107.7244541822
Česko,Svět celkem,duben 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",340678.923802
Česko,Svět celkem,duben 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",288420.010417
Česko,Svět celkem,duben 2016,Bilance - pohyb zboží (v mil. Kč),52258.913385
Česko,Svět celkem,duben 2016,Obrat - pohyb zboží (v mil. Kč),629098.934219
Česko,Svět celkem,duben 2016,Pohyb zboží z ČR (meziroční index ),105.2913187934
Česko,Svět celkem,duben 2016,Pohyb zboží do ČR (meziroční index),103.2633967101
Česko,Svět celkem,duben 2016,Obrat pohybu zboží (meziroční index),104.3517876294
Česko,Svět celkem,březen 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",350763.472256
Česko,Svět celkem,březen 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",301230.153995
Česko,Svět celkem,březen 2016,Bilance - pohyb zboží (v mil. Kč),49533.318261
Česko,Svět celkem,březen 2016,Obrat - pohyb zboží (v mil. Kč),651993.626251
Česko,Svět celkem,březen 2016,Pohyb zboží z ČR (meziroční index ),101.0734643226
Česko,Svět celkem,březen 2016,Pohyb zboží do ČR (meziroční index),97.9920781607
Česko,Svět celkem,březen 2016,Obrat pohybu zboží (meziroční index),99.626081867
Česko,Svět celkem,únor 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",332951.187891
Česko,Svět celkem,únor 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",290501.519618
Česko,Svět celkem,únor 2016,Bilance - pohyb zboží (v mil. Kč),42449.668273
Česko,Svět celkem,únor 2016,Obrat - pohyb zboží (v mil. Kč),623452.707509
Česko,Svět celkem,únor 2016,Pohyb zboží z ČR (meziroční index ),108.5719753801
Česko,Svět celkem,únor 2016,Pohyb zboží do ČR (meziroční index),106.8257569945
Česko,Svět celkem,únor 2016,Obrat pohybu zboží (meziroční index),107.7512651465
Česko,Svět celkem,leden 2016,"Pohyb zboží z ČR (v mil. Kč, FOB)",317881.394254
Česko,Svět celkem,leden 2016,"Pohyb zboží do ČR (v mil. Kč, CIF)",268956.514227
Česko,Svět celkem,leden 2016,Bilance - pohyb zboží (v mil. Kč),48924.880027
Česko,Svět celkem,leden 2016,Obrat - pohyb zboží (v mil. Kč),586837.908481
Česko,Svět celkem,leden 2016,Pohyb zboží z ČR (meziroční index ),106.2855513162
Česko,Svět celkem,leden 2016,Pohyb zboží do ČR (meziroční index),101.112819141
Česko,Svět celkem,leden 2016,Obrat pohybu zboží (meziroční index),103.8506196769
Česko,Svět celkem,prosinec 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",303722.813541
Česko,Svět celkem,prosinec 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",289608.716065
Česko,Svět celkem,prosinec 2015,Bilance - pohyb zboží (v mil. Kč),14114.097476
Česko,Svět celkem,prosinec 2015,Obrat - pohyb zboží (v mil. Kč),593331.529606
Česko,Svět celkem,prosinec 2015,Pohyb zboží z ČR (meziroční index ),108.1
Česko,Svět celkem,prosinec 2015,Pohyb zboží do ČR (meziroční index),110.7
Česko,Svět celkem,prosinec 2015,Obrat pohybu zboží (meziroční index),109.3
Česko,Svět celkem,listopad 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",350770.436306
Česko,Svět celkem,listopad 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",313775.454738
Česko,Svět celkem,listopad 2015,Bilance - pohyb zboží (v mil. Kč),36994.981568
Česko,Svět celkem,listopad 2015,Obrat - pohyb zboží (v mil. Kč),664545.891044
Česko,Svět celkem,listopad 2015,Pohyb zboží z ČR (meziroční index ),109.4
Česko,Svět celkem,listopad 2015,Pohyb zboží do ČR (meziroční index),109.9
Česko,Svět celkem,listopad 2015,Obrat pohybu zboží (meziroční index),109.6
Česko,Svět celkem,říjen 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",364893.332936
Česko,Svět celkem,říjen 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",318808.268322
Česko,Svět celkem,říjen 2015,Bilance - pohyb zboží (v mil. Kč),46085.064614
Česko,Svět celkem,říjen 2015,Obrat - pohyb zboží (v mil. Kč),683701.601258
Česko,Svět celkem,říjen 2015,Pohyb zboží z ČR (meziroční index ),107.9
Česko,Svět celkem,říjen 2015,Pohyb zboží do ČR (meziroční index),107.0
Česko,Svět celkem,říjen 2015,Obrat pohybu zboží (meziroční index),107.5
Česko,Svět celkem,září 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",355043.164897
Česko,Svět celkem,září 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",312565.305659
Česko,Svět celkem,září 2015,Bilance - pohyb zboží (v mil. Kč),42477.859238
Česko,Svět celkem,září 2015,Obrat - pohyb zboží (v mil. Kč),667608.470556
Česko,Svět celkem,září 2015,Pohyb zboží z ČR (meziroční index ),105.5
Česko,Svět celkem,září 2015,Pohyb zboží do ČR (meziroční index),108.5
Česko,Svět celkem,září 2015,Obrat pohybu zboží (meziroční index),106.9
Česko,Svět celkem,srpen 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",268646.951789
Česko,Svět celkem,srpen 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",252209.498602
Česko,Svět celkem,srpen 2015,Bilance - pohyb zboží (v mil. Kč),16437.453187
Česko,Svět celkem,srpen 2015,Obrat - pohyb zboží (v mil. Kč),520856.450391
Česko,Svět celkem,srpen 2015,Pohyb zboží z ČR (meziroční index ),105.4
Česko,Svět celkem,srpen 2015,Pohyb zboží do ČR (meziroční index),107.2
Česko,Svět celkem,srpen 2015,Obrat pohybu zboží (meziroční index),106.3
Česko,Svět celkem,červenec 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",323740.67908
Česko,Svět celkem,červenec 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",288902.695278
Česko,Svět celkem,červenec 2015,Bilance - pohyb zboží (v mil. Kč),34837.983802
Česko,Svět celkem,červenec 2015,Obrat - pohyb zboží (v mil. Kč),612643.374358
Česko,Svět celkem,červenec 2015,Pohyb zboží z ČR (meziroční index ),104.7
Česko,Svět celkem,červenec 2015,Pohyb zboží do ČR (meziroční index),105.2
Česko,Svět celkem,červenec 2015,Obrat pohybu zboží (meziroční index),105.0
Česko,Svět celkem,červen 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",340729.76394
Česko,Svět celkem,červen 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",303282.555142
Česko,Svět celkem,červen 2015,Bilance - pohyb zboží (v mil. Kč),37447.208798
Česko,Svět celkem,červen 2015,Obrat - pohyb zboží (v mil. Kč),644012.319082
Česko,Svět celkem,červen 2015,Pohyb zboží z ČR (meziroční index ),112.8
Česko,Svět celkem,červen 2015,Pohyb zboží do ČR (meziroční index),114.4
Česko,Svět celkem,červen 2015,Obrat pohybu zboží (meziroční index),113.5
Česko,Svět celkem,květen 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",299358.791503
Česko,Svět celkem,květen 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",273204.132553
Česko,Svět celkem,květen 2015,Bilance - pohyb zboží (v mil. Kč),26154.65895
Česko,Svět celkem,květen 2015,Obrat - pohyb zboží (v mil. Kč),572562.924056
Česko,Svět celkem,květen 2015,Pohyb zboží z ČR (meziroční index ),102.3
Česko,Svět celkem,květen 2015,Pohyb zboží do ČR (meziroční index),105.0
Česko,Svět celkem,květen 2015,Obrat pohybu zboží (meziroční index),103.6
Česko,Svět celkem,duben 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",323558.416502
Česko,Svět celkem,duben 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",279305.17454
Česko,Svět celkem,duben 2015,Bilance - pohyb zboží (v mil. Kč),44253.241962
Česko,Svět celkem,duben 2015,Obrat - pohyb zboží (v mil. Kč),602863.591042
Česko,Svět celkem,duben 2015,Pohyb zboží z ČR (meziroční index ),106.9
Česko,Svět celkem,duben 2015,Pohyb zboží do ČR (meziroční index),105.7
Česko,Svět celkem,duben 2015,Obrat pohybu zboží (meziroční index),106.4
Česko,Svět celkem,březen 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",347038.14162
Česko,Svět celkem,březen 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",307402.557073
Česko,Svět celkem,březen 2015,Bilance - pohyb zboží (v mil. Kč),39635.584547
Česko,Svět celkem,březen 2015,Obrat - pohyb zboží (v mil. Kč),654440.698693
Česko,Svět celkem,březen 2015,Pohyb zboží z ČR (meziroční index ),111.4
Česko,Svět celkem,březen 2015,Pohyb zboží do ČR (meziroční index),116.6
Česko,Svět celkem,březen 2015,Obrat pohybu zboží (meziroční index),113.8
Česko,Svět celkem,únor 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",306664.023313
Česko,Svět celkem,únor 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",271939.584414
Česko,Svět celkem,únor 2015,Bilance - pohyb zboží (v mil. Kč),34724.438899
Česko,Svět celkem,únor 2015,Obrat - pohyb zboží (v mil. Kč),578603.607727
Česko,Svět celkem,únor 2015,Pohyb zboží z ČR (meziroční index ),107.2
Česko,Svět celkem,únor 2015,Pohyb zboží do ČR (meziroční index),106.9
Česko,Svět celkem,únor 2015,Obrat pohybu zboží (meziroční index),107.1
Česko,Svět celkem,leden 2015,"Pohyb zboží z ČR (v mil. Kč, FOB)",299082.415547
Česko,Svět celkem,leden 2015,"Pohyb zboží do ČR (v mil. Kč, CIF)",265996.454764
Česko,Svět celkem,leden 2015,Bilance - pohyb zboží (v mil. Kč),33085.960783
Česko,Svět celkem,leden 2015,Obrat - pohyb zboží (v mil. Kč),565078.870311
Česko,Svět celkem,leden 2015,Pohyb zboží z ČR (meziroční index ),101.9
Česko,Svět celkem,leden 2015,Pohyb zboží do ČR (meziroční index),106.8
Česko,Svět celkem,leden 2015,Obrat pohybu zboží (meziroční index),104.1
Česko,Svět celkem,prosinec 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",281073.0
Česko,Svět celkem,prosinec 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",261712.0
Česko,Svět celkem,prosinec 2014,Bilance - pohyb zboží (v mil. Kč),19361.0
Česko,Svět celkem,prosinec 2014,Obrat - pohyb zboží (v mil. Kč),542785.0
Česko,Svět celkem,prosinec 2014,Pohyb zboží z ČR (meziroční index ),111.1
Česko,Svět celkem,prosinec 2014,Pohyb zboží do ČR (meziroční index),107.4
Česko,Svět celkem,prosinec 2014,Obrat pohybu zboží (meziroční index),109.3
Česko,Svět celkem,listopad 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",320585.0
Česko,Svět celkem,listopad 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",285481.0
Česko,Svět celkem,listopad 2014,Bilance - pohyb zboží (v mil. Kč),35104.0
Česko,Svět celkem,listopad 2014,Obrat - pohyb zboží (v mil. Kč),606066.0
Česko,Svět celkem,listopad 2014,Pohyb zboží z ČR (meziroční index ),106.4
Česko,Svět celkem,listopad 2014,Pohyb zboží do ČR (meziroční index),107.6
Česko,Svět celkem,listopad 2014,Obrat pohybu zboží (meziroční index),107.0
Česko,Svět celkem,říjen 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",338202.0
Česko,Svět celkem,říjen 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",297851.0
Česko,Svět celkem,říjen 2014,Bilance - pohyb zboží (v mil. Kč),40351.0
Česko,Svět celkem,říjen 2014,Obrat - pohyb zboží (v mil. Kč),636053.0
Česko,Svět celkem,říjen 2014,Pohyb zboží z ČR (meziroční index ),112.7
Česko,Svět celkem,říjen 2014,Pohyb zboží do ČR (meziroční index),111.1
Česko,Svět celkem,říjen 2014,Obrat pohybu zboží (meziroční index),111.9
Česko,Svět celkem,září 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",336545.0
Česko,Svět celkem,září 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",288199.0
