Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Zlín,2020,Kombinace,15359.0
Průměrný vdovský důchod (Kč),Zlín,2019,Sólo,8822.0
Průměrný vdovský důchod (Kč),Zlín,2019,Kombinace,14347.0
Průměrný vdovský důchod (Kč),Zlín,2018,Sólo,7962.0
Průměrný vdovský důchod (Kč),Zlín,2018,Kombinace,13114.0
Průměrný vdovský důchod (Kč),Zlín,2017,Sólo,7567.0
Průměrný vdovský důchod (Kč),Zlín,2017,Kombinace,12559.0
Průměrný vdovský důchod (Kč),Zlín,2016,Sólo,7378.0
Průměrný vdovský důchod (Kč),Zlín,2016,Kombinace,12198.0
Průměrný vdovský důchod (Kč),Zlín,2015,Sólo,7290.0
Průměrný vdovský důchod (Kč),Zlín,2015,Kombinace,12119.0
Průměrný vdovský důchod (Kč),Zlín,2014,Sólo,7195.0
Průměrný vdovský důchod (Kč),Zlín,2014,Kombinace,11852.0
Průměrný vdovský důchod (Kč),Zlín,2013,Sólo,7140.0
Průměrný vdovský důchod (Kč),Zlín,2013,Kombinace,11767.0
Průměrný vdovský důchod (Kč),Zlín,2012,Sólo,7031.0
Průměrný vdovský důchod (Kč),Zlín,2012,Kombinace,11586.0
Průměrný vdovský důchod (Kč),Zlín,2011,Sólo,6932.0
Průměrný vdovský důchod (Kč),Zlín,2011,Kombinace,11366.0
Průměrný vdovský důchod (Kč),Bruntál,2023,Sólo,12082.0
Průměrný vdovský důchod (Kč),Bruntál,2023,Kombinace,21415.0
Průměrný vdovský důchod (Kč),Bruntál,2022,Sólo,11211.0
Průměrný vdovský důchod (Kč),Bruntál,2022,Kombinace,18516.0
Průměrný vdovský důchod (Kč),Bruntál,2021,Sólo,9620.0
Průměrný vdovský důchod (Kč),Bruntál,2021,Kombinace,15839.0
Průměrný vdovský důchod (Kč),Bruntál,2020,Sólo,9070.0
Průměrný vdovský důchod (Kč),Bruntál,2020,Kombinace,14897.0
Průměrný vdovský důchod (Kč),Bruntál,2019,Sólo,8425.0
Průměrný vdovský důchod (Kč),Bruntál,2019,Kombinace,13919.0
Průměrný vdovský důchod (Kč),Bruntál,2018,Sólo,7676.0
Průměrný vdovský důchod (Kč),Bruntál,2018,Kombinace,12789.0
Průměrný vdovský důchod (Kč),Bruntál,2017,Sólo,7325.0
Průměrný vdovský důchod (Kč),Bruntál,2017,Kombinace,12257.0
Průměrný vdovský důchod (Kč),Bruntál,2016,Sólo,7211.0
Průměrný vdovský důchod (Kč),Bruntál,2016,Kombinace,11902.0
Průměrný vdovský důchod (Kč),Bruntál,2015,Sólo,7091.0
Průměrný vdovský důchod (Kč),Bruntál,2015,Kombinace,11832.0
Průměrný vdovský důchod (Kč),Bruntál,2014,Sólo,6952.0
Průměrný vdovský důchod (Kč),Bruntál,2014,Kombinace,11597.0
Průměrný vdovský důchod (Kč),Bruntál,2013,Sólo,6931.0
Průměrný vdovský důchod (Kč),Bruntál,2013,Kombinace,11520.0
Průměrný vdovský důchod (Kč),Bruntál,2012,Sólo,6837.0
Průměrný vdovský důchod (Kč),Bruntál,2012,Kombinace,11336.0
Průměrný vdovský důchod (Kč),Bruntál,2011,Sólo,6701.0
Průměrný vdovský důchod (Kč),Bruntál,2011,Kombinace,11127.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2023,Sólo,13255.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2023,Kombinace,21680.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2022,Sólo,12132.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2022,Kombinace,18796.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2021,Sólo,10402.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2021,Kombinace,16085.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2020,Sólo,9898.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2020,Kombinace,15105.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2019,Sólo,9216.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2019,Kombinace,14089.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2018,Sólo,8331.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2018,Kombinace,12906.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2017,Sólo,8020.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2017,Kombinace,12365.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2016,Sólo,7844.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2016,Kombinace,11991.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2015,Sólo,7839.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2015,Kombinace,11900.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2014,Sólo,7711.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2014,Kombinace,11652.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2013,Sólo,7676.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2013,Kombinace,11558.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2012,Sólo,7565.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2012,Kombinace,11388.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2011,Sólo,7405.0
Průměrný vdovský důchod (Kč),Frýdek-Místek,2011,Kombinace,11171.0
Průměrný vdovský důchod (Kč),Karviná,2023,Sólo,13987.0
Průměrný vdovský důchod (Kč),Karviná,2023,Kombinace,21591.0
Průměrný vdovský důchod (Kč),Karviná,2022,Sólo,12919.0
Průměrný vdovský důchod (Kč),Karviná,2022,Kombinace,18778.0
Průměrný vdovský důchod (Kč),Karviná,2021,Sólo,11098.0
Průměrný vdovský důchod (Kč),Karviná,2021,Kombinace,16070.0
Průměrný vdovský důchod (Kč),Karviná,2020,Sólo,10598.0
Průměrný vdovský důchod (Kč),Karviná,2020,Kombinace,15118.0
Průměrný vdovský důchod (Kč),Karviná,2019,Sólo,9888.0
Průměrný vdovský důchod (Kč),Karviná,2019,Kombinace,14125.0
Průměrný vdovský důchod (Kč),Karviná,2018,Sólo,8949.0
Průměrný vdovský důchod (Kč),Karviná,2018,Kombinace,12966.0
Průměrný vdovský důchod (Kč),Karviná,2017,Sólo,8569.0
Průměrný vdovský důchod (Kč),Karviná,2017,Kombinace,12429.0
Průměrný vdovský důchod (Kč),Karviná,2016,Sólo,8313.0
Průměrný vdovský důchod (Kč),Karviná,2016,Kombinace,12064.0
Průměrný vdovský důchod (Kč),Karviná,2015,Sólo,8267.0
Průměrný vdovský důchod (Kč),Karviná,2015,Kombinace,11977.0
Průměrný vdovský důchod (Kč),Karviná,2014,Sólo,8104.0
Průměrný vdovský důchod (Kč),Karviná,2014,Kombinace,11728.0
Průměrný vdovský důchod (Kč),Karviná,2013,Sólo,8100.0
Průměrný vdovský důchod (Kč),Karviná,2013,Kombinace,11644.0
Průměrný vdovský důchod (Kč),Karviná,2012,Sólo,7982.0
Průměrný vdovský důchod (Kč),Karviná,2012,Kombinace,11468.0
Průměrný vdovský důchod (Kč),Karviná,2011,Sólo,7891.0
Průměrný vdovský důchod (Kč),Karviná,2011,Kombinace,11245.0
Průměrný vdovský důchod (Kč),Nový Jičín,2023,Sólo,12951.0
Průměrný vdovský důchod (Kč),Nový Jičín,2023,Kombinace,21706.0
Průměrný vdovský důchod (Kč),Nový Jičín,2022,Sólo,11927.0
Průměrný vdovský důchod (Kč),Nový Jičín,2022,Kombinace,18800.0
Průměrný vdovský důchod (Kč),Nový Jičín,2021,Sólo,10213.0
Průměrný vdovský důchod (Kč),Nový Jičín,2021,Kombinace,16091.0
Průměrný vdovský důchod (Kč),Nový Jičín,2020,Sólo,9686.0
Průměrný vdovský důchod (Kč),Nový Jičín,2020,Kombinace,15137.0
Průměrný vdovský důchod (Kč),Nový Jičín,2019,Sólo,9100.0
Průměrný vdovský důchod (Kč),Nový Jičín,2019,Kombinace,14146.0
Průměrný vdovský důchod (Kč),Nový Jičín,2018,Sólo,8165.0
Průměrný vdovský důchod (Kč),Nový Jičín,2018,Kombinace,12975.0
Průměrný vdovský důchod (Kč),Nový Jičín,2017,Sólo,7739.0
Průměrný vdovský důchod (Kč),Nový Jičín,2017,Kombinace,12442.0
Průměrný vdovský důchod (Kč),Nový Jičín,2016,Sólo,7500.0
Průměrný vdovský důchod (Kč),Nový Jičín,2016,Kombinace,12081.0
Průměrný vdovský důchod (Kč),Nový Jičín,2015,Sólo,7460.0
Průměrný vdovský důchod (Kč),Nový Jičín,2015,Kombinace,12005.0
Průměrný vdovský důchod (Kč),Nový Jičín,2014,Sólo,7272.0
Průměrný vdovský důchod (Kč),Nový Jičín,2014,Kombinace,11748.0
Průměrný vdovský důchod (Kč),Nový Jičín,2013,Sólo,7285.0
Průměrný vdovský důchod (Kč),Nový Jičín,2013,Kombinace,11662.0
Průměrný vdovský důchod (Kč),Nový Jičín,2012,Sólo,7116.0
Průměrný vdovský důchod (Kč),Nový Jičín,2012,Kombinace,11471.0
Průměrný vdovský důchod (Kč),Nový Jičín,2011,Sólo,7030.0
Průměrný vdovský důchod (Kč),Nový Jičín,2011,Kombinace,11255.0
Průměrný vdovský důchod (Kč),Opava,2023,Sólo,13058.0
Průměrný vdovský důchod (Kč),Opava,2023,Kombinace,21649.0
Průměrný vdovský důchod (Kč),Opava,2022,Sólo,11864.0
Průměrný vdovský důchod (Kč),Opava,2022,Kombinace,18776.0
Průměrný vdovský důchod (Kč),Opava,2021,Sólo,10195.0
Průměrný vdovský důchod (Kč),Opava,2021,Kombinace,16058.0
Průměrný vdovský důchod (Kč),Opava,2020,Sólo,9709.0
Průměrný vdovský důchod (Kč),Opava,2020,Kombinace,15088.0
Průměrný vdovský důchod (Kč),Opava,2019,Sólo,8997.0
Průměrný vdovský důchod (Kč),Opava,2019,Kombinace,14094.0
Průměrný vdovský důchod (Kč),Opava,2018,Sólo,8223.0
Průměrný vdovský důchod (Kč),Opava,2018,Kombinace,12910.0
Průměrný vdovský důchod (Kč),Opava,2017,Sólo,7904.0
Průměrný vdovský důchod (Kč),Opava,2017,Kombinace,12375.0
Průměrný vdovský důchod (Kč),Opava,2016,Sólo,7642.0
Průměrný vdovský důchod (Kč),Opava,2016,Kombinace,12015.0
Průměrný vdovský důchod (Kč),Opava,2015,Sólo,7581.0
Průměrný vdovský důchod (Kč),Opava,2015,Kombinace,11921.0
Průměrný vdovský důchod (Kč),Opava,2014,Sólo,7423.0
Průměrný vdovský důchod (Kč),Opava,2014,Kombinace,11665.0
Průměrný vdovský důchod (Kč),Opava,2013,Sólo,7377.0
Průměrný vdovský důchod (Kč),Opava,2013,Kombinace,11582.0
Průměrný vdovský důchod (Kč),Opava,2012,Sólo,7219.0
Průměrný vdovský důchod (Kč),Opava,2012,Kombinace,11410.0
Průměrný vdovský důchod (Kč),Opava,2011,Sólo,7113.0
Průměrný vdovský důchod (Kč),Opava,2011,Kombinace,11193.0
Průměrný vdovský důchod (Kč),Ostrava-město,2023,Sólo,13126.0
Průměrný vdovský důchod (Kč),Ostrava-město,2023,Kombinace,22231.0
Průměrný vdovský důchod (Kč),Ostrava-město,2022,Sólo,12042.0
Průměrný vdovský důchod (Kč),Ostrava-město,2022,Kombinace,19380.0
Průměrný vdovský důchod (Kč),Ostrava-město,2021,Sólo,10339.0
Průměrný vdovský důchod (Kč),Ostrava-město,2021,Kombinace,16609.0
Průměrný vdovský důchod (Kč),Ostrava-město,2020,Sólo,9837.0
Průměrný vdovský důchod (Kč),Ostrava-město,2020,Kombinace,15597.0
Průměrný vdovský důchod (Kč),Ostrava-město,2019,Sólo,9144.0
Průměrný vdovský důchod (Kč),Ostrava-město,2019,Kombinace,14570.0
Průměrný vdovský důchod (Kč),Ostrava-město,2018,Sólo,8299.0
Průměrný vdovský důchod (Kč),Ostrava-město,2018,Kombinace,13361.0
Průměrný vdovský důchod (Kč),Ostrava-město,2017,Sólo,7962.0
Průměrný vdovský důchod (Kč),Ostrava-město,2017,Kombinace,12798.0
Průměrný vdovský důchod (Kč),Ostrava-město,2016,Sólo,7748.0
Průměrný vdovský důchod (Kč),Ostrava-město,2016,Kombinace,12418.0
Průměrný vdovský důchod (Kč),Ostrava-město,2015,Sólo,7693.0
Průměrný vdovský důchod (Kč),Ostrava-město,2015,Kombinace,12340.0
Průměrný vdovský důchod (Kč),Ostrava-město,2014,Sólo,7552.0
Průměrný vdovský důchod (Kč),Ostrava-město,2014,Kombinace,12071.0
Průměrný vdovský důchod (Kč),Ostrava-město,2013,Sólo,7540.0
Průměrný vdovský důchod (Kč),Ostrava-město,2013,Kombinace,11977.0
Průměrný vdovský důchod (Kč),Ostrava-město,2012,Sólo,7469.0
Průměrný vdovský důchod (Kč),Ostrava-město,2012,Kombinace,11801.0
Průměrný vdovský důchod (Kč),Ostrava-město,2011,Sólo,7346.0
Průměrný vdovský důchod (Kč),Ostrava-město,2011,Kombinace,11576.0
