Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Rakovník,2013,Sólo,7291.0
Průměrný vdovský důchod (Kč),Rakovník,2013,Kombinace,11667.0
Průměrný vdovský důchod (Kč),Rakovník,2012,Sólo,7180.0
Průměrný vdovský důchod (Kč),Rakovník,2012,Kombinace,11488.0
Průměrný vdovský důchod (Kč),Rakovník,2011,Sólo,7058.0
Průměrný vdovský důchod (Kč),Rakovník,2011,Kombinace,11263.0
Průměrný vdovský důchod (Kč),České Budějovice,2023,Sólo,12655.0
Průměrný vdovský důchod (Kč),České Budějovice,2023,Kombinace,22523.0
Průměrný vdovský důchod (Kč),České Budějovice,2022,Sólo,11511.0
Průměrný vdovský důchod (Kč),České Budějovice,2022,Kombinace,19663.0
Průměrný vdovský důchod (Kč),České Budějovice,2021,Sólo,9901.0
Průměrný vdovský důchod (Kč),České Budějovice,2021,Kombinace,16803.0
Průměrný vdovský důchod (Kč),České Budějovice,2020,Sólo,9292.0
Průměrný vdovský důchod (Kč),České Budějovice,2020,Kombinace,15759.0
Průměrný vdovský důchod (Kč),České Budějovice,2019,Sólo,8744.0
Průměrný vdovský důchod (Kč),České Budějovice,2019,Kombinace,14706.0
Průměrný vdovský důchod (Kč),České Budějovice,2018,Sólo,7814.0
Průměrný vdovský důchod (Kč),České Budějovice,2018,Kombinace,13454.0
Průměrný vdovský důchod (Kč),České Budějovice,2017,Sólo,7518.0
Průměrný vdovský důchod (Kč),České Budějovice,2017,Kombinace,12871.0
Průměrný vdovský důchod (Kč),České Budějovice,2016,Sólo,7280.0
Průměrný vdovský důchod (Kč),České Budějovice,2016,Kombinace,12474.0
Průměrný vdovský důchod (Kč),České Budějovice,2015,Sólo,7248.0
Průměrný vdovský důchod (Kč),České Budějovice,2015,Kombinace,12376.0
Průměrný vdovský důchod (Kč),České Budějovice,2014,Sólo,7078.0
Průměrný vdovský důchod (Kč),České Budějovice,2014,Kombinace,12097.0
Průměrný vdovský důchod (Kč),České Budějovice,2013,Sólo,7077.0
Průměrný vdovský důchod (Kč),České Budějovice,2013,Kombinace,11993.0
Průměrný vdovský důchod (Kč),České Budějovice,2012,Sólo,6942.0
Průměrný vdovský důchod (Kč),České Budějovice,2012,Kombinace,11804.0
Průměrný vdovský důchod (Kč),České Budějovice,2011,Sólo,6834.0
Průměrný vdovský důchod (Kč),České Budějovice,2011,Kombinace,11568.0
Průměrný vdovský důchod (Kč),Český Krumlov,2023,Sólo,11603.0
Průměrný vdovský důchod (Kč),Český Krumlov,2023,Kombinace,21866.0
Průměrný vdovský důchod (Kč),Český Krumlov,2022,Sólo,10562.0
Průměrný vdovský důchod (Kč),Český Krumlov,2022,Kombinace,18943.0
Průměrný vdovský důchod (Kč),Český Krumlov,2021,Sólo,9363.0
Průměrný vdovský důchod (Kč),Český Krumlov,2021,Kombinace,16217.0
Průměrný vdovský důchod (Kč),Český Krumlov,2020,Sólo,8873.0
Průměrný vdovský důchod (Kč),Český Krumlov,2020,Kombinace,15226.0
Průměrný vdovský důchod (Kč),Český Krumlov,2019,Sólo,7956.0
Průměrný vdovský důchod (Kč),Český Krumlov,2019,Kombinace,14199.0
Průměrný vdovský důchod (Kč),Český Krumlov,2018,Sólo,7539.0
Průměrný vdovský důchod (Kč),Český Krumlov,2018,Kombinace,13054.0
Průměrný vdovský důchod (Kč),Český Krumlov,2017,Sólo,7311.0
Průměrný vdovský důchod (Kč),Český Krumlov,2017,Kombinace,12511.0
Průměrný vdovský důchod (Kč),Český Krumlov,2016,Sólo,7007.0
Průměrný vdovský důchod (Kč),Český Krumlov,2016,Kombinace,12128.0
Průměrný vdovský důchod (Kč),Český Krumlov,2015,Sólo,6951.0
Průměrný vdovský důchod (Kč),Český Krumlov,2015,Kombinace,12039.0
Průměrný vdovský důchod (Kč),Český Krumlov,2014,Sólo,6939.0
Průměrný vdovský důchod (Kč),Český Krumlov,2014,Kombinace,11776.0
Průměrný vdovský důchod (Kč),Český Krumlov,2013,Sólo,6875.0
Průměrný vdovský důchod (Kč),Český Krumlov,2013,Kombinace,11692.0
Průměrný vdovský důchod (Kč),Český Krumlov,2012,Sólo,6762.0
Průměrný vdovský důchod (Kč),Český Krumlov,2012,Kombinace,11505.0
Průměrný vdovský důchod (Kč),Český Krumlov,2011,Sólo,6597.0
Průměrný vdovský důchod (Kč),Český Krumlov,2011,Kombinace,11259.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2023,Sólo,12698.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2023,Kombinace,21672.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2022,Sólo,11532.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2022,Kombinace,18802.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2021,Sólo,9846.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2021,Kombinace,16102.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2020,Sólo,9379.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2020,Kombinace,15123.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2019,Sólo,8692.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2019,Kombinace,14120.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2018,Sólo,7840.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2018,Kombinace,12944.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2017,Sólo,7542.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2017,Kombinace,12407.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2016,Sólo,7326.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2016,Kombinace,12050.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2015,Sólo,7220.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2015,Kombinace,11971.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2014,Sólo,7069.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2014,Kombinace,11714.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2013,Sólo,6986.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2013,Kombinace,11639.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2012,Sólo,6901.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2012,Kombinace,11461.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2011,Sólo,6761.0
Průměrný vdovský důchod (Kč),Jindřichův Hradec,2011,Kombinace,11243.0
Průměrný vdovský důchod (Kč),Písek,2023,Sólo,12613.0
Průměrný vdovský důchod (Kč),Písek,2023,Kombinace,21871.0
Průměrný vdovský důchod (Kč),Písek,2022,Sólo,11453.0
Průměrný vdovský důchod (Kč),Písek,2022,Kombinace,19022.0
Průměrný vdovský důchod (Kč),Písek,2021,Sólo,9831.0
Průměrný vdovský důchod (Kč),Písek,2021,Kombinace,16287.0
Průměrný vdovský důchod (Kč),Písek,2020,Sólo,9308.0
Průměrný vdovský důchod (Kč),Písek,2020,Kombinace,15307.0
Průměrný vdovský důchod (Kč),Písek,2019,Sólo,8747.0
Průměrný vdovský důchod (Kč),Písek,2019,Kombinace,14299.0
Průměrný vdovský důchod (Kč),Písek,2018,Sólo,7893.0
Průměrný vdovský důchod (Kč),Písek,2018,Kombinace,13069.0
Průměrný vdovský důchod (Kč),Písek,2017,Sólo,7542.0
Průměrný vdovský důchod (Kč),Písek,2017,Kombinace,12523.0
Průměrný vdovský důchod (Kč),Písek,2016,Sólo,7353.0
Průměrný vdovský důchod (Kč),Písek,2016,Kombinace,12159.0
Průměrný vdovský důchod (Kč),Písek,2015,Sólo,7308.0
Průměrný vdovský důchod (Kč),Písek,2015,Kombinace,12076.0
Průměrný vdovský důchod (Kč),Písek,2014,Sólo,7106.0
Průměrný vdovský důchod (Kč),Písek,2014,Kombinace,11804.0
Průměrný vdovský důchod (Kč),Písek,2013,Sólo,7122.0
Průměrný vdovský důchod (Kč),Písek,2013,Kombinace,11721.0
Průměrný vdovský důchod (Kč),Písek,2012,Sólo,7078.0
Průměrný vdovský důchod (Kč),Písek,2012,Kombinace,11535.0
Průměrný vdovský důchod (Kč),Písek,2011,Sólo,6986.0
Průměrný vdovský důchod (Kč),Písek,2011,Kombinace,11330.0
Průměrný vdovský důchod (Kč),Prachatice,2023,Sólo,11224.0
Průměrný vdovský důchod (Kč),Prachatice,2023,Kombinace,21967.0
Průměrný vdovský důchod (Kč),Prachatice,2022,Sólo,10254.0
Průměrný vdovský důchod (Kč),Prachatice,2022,Kombinace,18997.0
Průměrný vdovský důchod (Kč),Prachatice,2021,Sólo,8876.0
Průměrný vdovský důchod (Kč),Prachatice,2021,Kombinace,16251.0
Průměrný vdovský důchod (Kč),Prachatice,2020,Sólo,8776.0
Průměrný vdovský důchod (Kč),Prachatice,2020,Kombinace,15256.0
Průměrný vdovský důchod (Kč),Prachatice,2019,Sólo,8286.0
Průměrný vdovský důchod (Kč),Prachatice,2019,Kombinace,14234.0
Průměrný vdovský důchod (Kč),Prachatice,2018,Sólo,7637.0
Průměrný vdovský důchod (Kč),Prachatice,2018,Kombinace,13037.0
Průměrný vdovský důchod (Kč),Prachatice,2017,Sólo,7293.0
Průměrný vdovský důchod (Kč),Prachatice,2017,Kombinace,12470.0
Průměrný vdovský důchod (Kč),Prachatice,2016,Sólo,7027.0
Průměrný vdovský důchod (Kč),Prachatice,2016,Kombinace,12102.0
Průměrný vdovský důchod (Kč),Prachatice,2015,Sólo,6954.0
Průměrný vdovský důchod (Kč),Prachatice,2015,Kombinace,12013.0
Průměrný vdovský důchod (Kč),Prachatice,2014,Sólo,6862.0
Průměrný vdovský důchod (Kč),Prachatice,2014,Kombinace,11746.0
Průměrný vdovský důchod (Kč),Prachatice,2013,Sólo,6817.0
Průměrný vdovský důchod (Kč),Prachatice,2013,Kombinace,11646.0
Průměrný vdovský důchod (Kč),Prachatice,2012,Sólo,6736.0
Průměrný vdovský důchod (Kč),Prachatice,2012,Kombinace,11468.0
Průměrný vdovský důchod (Kč),Prachatice,2011,Sólo,6653.0
Průměrný vdovský důchod (Kč),Prachatice,2011,Kombinace,11255.0
Průměrný vdovský důchod (Kč),Strakonice,2023,Sólo,12281.0
Průměrný vdovský důchod (Kč),Strakonice,2023,Kombinace,22043.0
Průměrný vdovský důchod (Kč),Strakonice,2022,Sólo,11262.0
Průměrný vdovský důchod (Kč),Strakonice,2022,Kombinace,19212.0
Průměrný vdovský důchod (Kč),Strakonice,2021,Sólo,9756.0
Průměrný vdovský důchod (Kč),Strakonice,2021,Kombinace,16427.0
Průměrný vdovský důchod (Kč),Strakonice,2020,Sólo,9219.0
Průměrný vdovský důchod (Kč),Strakonice,2020,Kombinace,15421.0
Průměrný vdovský důchod (Kč),Strakonice,2019,Sólo,8627.0
Průměrný vdovský důchod (Kč),Strakonice,2019,Kombinace,14395.0
Průměrný vdovský důchod (Kč),Strakonice,2018,Sólo,7810.0
Průměrný vdovský důchod (Kč),Strakonice,2018,Kombinace,13204.0
Průměrný vdovský důchod (Kč),Strakonice,2017,Sólo,7419.0
Průměrný vdovský důchod (Kč),Strakonice,2017,Kombinace,12633.0
Průměrný vdovský důchod (Kč),Strakonice,2016,Sólo,7271.0
Průměrný vdovský důchod (Kč),Strakonice,2016,Kombinace,12247.0
Průměrný vdovský důchod (Kč),Strakonice,2015,Sólo,7167.0
Průměrný vdovský důchod (Kč),Strakonice,2015,Kombinace,12142.0
Průměrný vdovský důchod (Kč),Strakonice,2014,Sólo,7005.0
Průměrný vdovský důchod (Kč),Strakonice,2014,Kombinace,11880.0
Průměrný vdovský důchod (Kč),Strakonice,2013,Sólo,6979.0
Průměrný vdovský důchod (Kč),Strakonice,2013,Kombinace,11797.0
Průměrný vdovský důchod (Kč),Strakonice,2012,Sólo,6875.0
Průměrný vdovský důchod (Kč),Strakonice,2012,Kombinace,11619.0
Průměrný vdovský důchod (Kč),Strakonice,2011,Sólo,6772.0
Průměrný vdovský důchod (Kč),Strakonice,2011,Kombinace,11386.0
Průměrný vdovský důchod (Kč),Tábor,2023,Sólo,12519.0
Průměrný vdovský důchod (Kč),Tábor,2023,Kombinace,22089.0
Průměrný vdovský důchod (Kč),Tábor,2022,Sólo,11602.0
Průměrný vdovský důchod (Kč),Tábor,2022,Kombinace,19239.0
Průměrný vdovský důchod (Kč),Tábor,2021,Sólo,9980.0
Průměrný vdovský důchod (Kč),Tábor,2021,Kombinace,16463.0
Průměrný vdovský důchod (Kč),Tábor,2020,Sólo,9463.0
Průměrný vdovský důchod (Kč),Tábor,2020,Kombinace,15434.0
Průměrný vdovský důchod (Kč),Tábor,2019,Sólo,8787.0
Průměrný vdovský důchod (Kč),Tábor,2019,Kombinace,14413.0
Průměrný vdovský důchod (Kč),Tábor,2018,Sólo,8058.0
Průměrný vdovský důchod (Kč),Tábor,2018,Kombinace,13184.0
Průměrný vdovský důchod (Kč),Tábor,2017,Sólo,7704.0
Průměrný vdovský důchod (Kč),Tábor,2017,Kombinace,12631.0
Průměrný vdovský důchod (Kč),Tábor,2016,Sólo,7417.0
Průměrný vdovský důchod (Kč),Tábor,2016,Kombinace,12249.0
Průměrný vdovský důchod (Kč),Tábor,2015,Sólo,7433.0
Průměrný vdovský důchod (Kč),Tábor,2015,Kombinace,12154.0
Průměrný vdovský důchod (Kč),Tábor,2014,Sólo,7120.0
Průměrný vdovský důchod (Kč),Tábor,2014,Kombinace,11901.0
Průměrný vdovský důchod (Kč),Tábor,2013,Sólo,7135.0
Průměrný vdovský důchod (Kč),Tábor,2013,Kombinace,11810.0
Průměrný vdovský důchod (Kč),Tábor,2012,Sólo,6998.0
Průměrný vdovský důchod (Kč),Tábor,2012,Kombinace,11632.0
Průměrný vdovský důchod (Kč),Tábor,2011,Sólo,6861.0
Průměrný vdovský důchod (Kč),Tábor,2011,Kombinace,11413.0
Průměrný vdovský důchod (Kč),Domažlice,2023,Sólo,11725.0
Průměrný vdovský důchod (Kč),Domažlice,2023,Kombinace,21765.0
Průměrný vdovský důchod (Kč),Domažlice,2022,Sólo,10951.0
Průměrný vdovský důchod (Kč),Domažlice,2022,Kombinace,18939.0
Průměrný vdovský důchod (Kč),Domažlice,2021,Sólo,9220.0
Průměrný vdovský důchod (Kč),Domažlice,2021,Kombinace,16219.0
Průměrný vdovský důchod (Kč),Domažlice,2020,Sólo,8756.0
Průměrný vdovský důchod (Kč),Domažlice,2020,Kombinace,15231.0
Průměrný vdovský důchod (Kč),Domažlice,2019,Sólo,8341.0
Průměrný vdovský důchod (Kč),Domažlice,2019,Kombinace,14228.0
Průměrný vdovský důchod (Kč),Domažlice,2018,Sólo,7517.0
Průměrný vdovský důchod (Kč),Domažlice,2018,Kombinace,13060.0
Průměrný vdovský důchod (Kč),Domažlice,2017,Sólo,7202.0
Průměrný vdovský důchod (Kč),Domažlice,2017,Kombinace,12522.0
Průměrný vdovský důchod (Kč),Domažlice,2016,Sólo,7095.0
Průměrný vdovský důchod (Kč),Domažlice,2016,Kombinace,12168.0
Průměrný vdovský důchod (Kč),Domažlice,2015,Sólo,7078.0
Průměrný vdovský důchod (Kč),Domažlice,2015,Kombinace,12073.0
Průměrný vdovský důchod (Kč),Domažlice,2014,Sólo,6948.0
Průměrný vdovský důchod (Kč),Domažlice,2014,Kombinace,11816.0
Průměrný vdovský důchod (Kč),Domažlice,2013,Sólo,6907.0
Průměrný vdovský důchod (Kč),Domažlice,2013,Kombinace,11751.0
Průměrný vdovský důchod (Kč),Domažlice,2012,Sólo,6857.0
Průměrný vdovský důchod (Kč),Domažlice,2012,Kombinace,11553.0
Průměrný vdovský důchod (Kč),Domažlice,2011,Sólo,6711.0
Průměrný vdovský důchod (Kč),Domažlice,2011,Kombinace,11333.0
Průměrný vdovský důchod (Kč),Klatovy,2023,Sólo,12209.0
Průměrný vdovský důchod (Kč),Klatovy,2023,Kombinace,21708.0
Průměrný vdovský důchod (Kč),Klatovy,2022,Sólo,11057.0
Průměrný vdovský důchod (Kč),Klatovy,2022,Kombinace,18876.0
Průměrný vdovský důchod (Kč),Klatovy,2021,Sólo,9629.0
Průměrný vdovský důchod (Kč),Klatovy,2021,Kombinace,16178.0
Průměrný vdovský důchod (Kč),Klatovy,2020,Sólo,9178.0
Průměrný vdovský důchod (Kč),Klatovy,2020,Kombinace,15206.0
Průměrný vdovský důchod (Kč),Klatovy,2019,Sólo,8513.0
Průměrný vdovský důchod (Kč),Klatovy,2019,Kombinace,14187.0
Průměrný vdovský důchod (Kč),Klatovy,2018,Sólo,7820.0
Průměrný vdovský důchod (Kč),Klatovy,2018,Kombinace,12986.0
Průměrný vdovský důchod (Kč),Klatovy,2017,Sólo,7432.0
Průměrný vdovský důchod (Kč),Klatovy,2017,Kombinace,12458.0
Průměrný vdovský důchod (Kč),Klatovy,2016,Sólo,7185.0
Průměrný vdovský důchod (Kč),Klatovy,2016,Kombinace,12095.0
Průměrný vdovský důchod (Kč),Klatovy,2015,Sólo,7221.0
Průměrný vdovský důchod (Kč),Klatovy,2015,Kombinace,12012.0
Průměrný vdovský důchod (Kč),Klatovy,2014,Sólo,7051.0
Průměrný vdovský důchod (Kč),Klatovy,2014,Kombinace,11747.0
Průměrný vdovský důchod (Kč),Klatovy,2013,Sólo,7068.0
Průměrný vdovský důchod (Kč),Klatovy,2013,Kombinace,11664.0
Průměrný vdovský důchod (Kč),Klatovy,2012,Sólo,6908.0
Průměrný vdovský důchod (Kč),Klatovy,2012,Kombinace,11495.0
Průměrný vdovský důchod (Kč),Klatovy,2011,Sólo,6856.0
Průměrný vdovský důchod (Kč),Klatovy,2011,Kombinace,11274.0
Průměrný vdovský důchod (Kč),Plzeň-město,2023,Sólo,12879.0
Průměrný vdovský důchod (Kč),Plzeň-město,2023,Kombinace,22473.0
Průměrný vdovský důchod (Kč),Plzeň-město,2022,Sólo,11881.0
Průměrný vdovský důchod (Kč),Plzeň-město,2022,Kombinace,19710.0
Průměrný vdovský důchod (Kč),Plzeň-město,2021,Sólo,10133.0
Průměrný vdovský důchod (Kč),Plzeň-město,2021,Kombinace,16875.0
Průměrný vdovský důchod (Kč),Plzeň-město,2020,Sólo,9480.0
Průměrný vdovský důchod (Kč),Plzeň-město,2020,Kombinace,15845.0
Průměrný vdovský důchod (Kč),Plzeň-město,2019,Sólo,8916.0
Průměrný vdovský důchod (Kč),Plzeň-město,2019,Kombinace,14799.0
Průměrný vdovský důchod (Kč),Plzeň-město,2018,Sólo,8094.0
Průměrný vdovský důchod (Kč),Plzeň-město,2018,Kombinace,13510.0
Průměrný vdovský důchod (Kč),Plzeň-město,2017,Sólo,7844.0
Průměrný vdovský důchod (Kč),Plzeň-město,2017,Kombinace,12927.0
Průměrný vdovský důchod (Kč),Plzeň-město,2016,Sólo,7489.0
Průměrný vdovský důchod (Kč),Plzeň-město,2016,Kombinace,12528.0
Průměrný vdovský důchod (Kč),Plzeň-město,2015,Sólo,7411.0
Průměrný vdovský důchod (Kč),Plzeň-město,2015,Kombinace,12436.0
Průměrný vdovský důchod (Kč),Plzeň-město,2014,Sólo,7256.0
Průměrný vdovský důchod (Kč),Plzeň-město,2014,Kombinace,12152.0
Průměrný vdovský důchod (Kč),Plzeň-město,2013,Sólo,7142.0
Průměrný vdovský důchod (Kč),Plzeň-město,2013,Kombinace,12044.0
Průměrný vdovský důchod (Kč),Plzeň-město,2012,Sólo,7016.0
Průměrný vdovský důchod (Kč),Plzeň-město,2012,Kombinace,11849.0
Průměrný vdovský důchod (Kč),Plzeň-město,2011,Sólo,6895.0
Průměrný vdovský důchod (Kč),Plzeň-město,2011,Kombinace,11614.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2023,Sólo,13190.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2023,Kombinace,21813.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2022,Sólo,11897.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2022,Kombinace,19018.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2021,Sólo,10212.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2021,Kombinace,16283.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2020,Sólo,9848.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2020,Kombinace,15261.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2019,Sólo,9055.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2019,Kombinace,14244.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2018,Sólo,8161.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2018,Kombinace,13040.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2017,Sólo,7818.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2017,Kombinace,12506.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2016,Sólo,7463.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2016,Kombinace,12139.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2015,Sólo,7511.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2015,Kombinace,12060.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2014,Sólo,7339.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2014,Kombinace,11799.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2013,Sólo,7307.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2013,Kombinace,11701.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2012,Sólo,7193.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2012,Kombinace,11515.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2011,Sólo,6941.0
Průměrný vdovský důchod (Kč),Plzeň-jih,2011,Kombinace,11298.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2023,Sólo,12816.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2023,Kombinace,21827.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2022,Sólo,11736.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2022,Kombinace,18981.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2021,Sólo,10107.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2021,Kombinace,16233.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2020,Sólo,9662.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2020,Kombinace,15242.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2019,Sólo,8838.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2019,Kombinace,14232.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2018,Sólo,7869.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2018,Kombinace,13043.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2017,Sólo,7644.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2017,Kombinace,12483.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2016,Sólo,7353.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2016,Kombinace,12112.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2015,Sólo,7306.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2015,Kombinace,12029.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2014,Sólo,7165.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2014,Kombinace,11776.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2013,Sólo,7107.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2013,Kombinace,11684.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2012,Sólo,7065.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2012,Kombinace,11506.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2011,Sólo,6907.0
Průměrný vdovský důchod (Kč),Plzeň-sever,2011,Kombinace,11276.0
Průměrný vdovský důchod (Kč),Rokycany,2023,Sólo,13334.0
Průměrný vdovský důchod (Kč),Rokycany,2023,Kombinace,21932.0
Průměrný vdovský důchod (Kč),Rokycany,2022,Sólo,11826.0
Průměrný vdovský důchod (Kč),Rokycany,2022,Kombinace,19119.0
Průměrný vdovský důchod (Kč),Rokycany,2021,Sólo,10312.0
Průměrný vdovský důchod (Kč),Rokycany,2021,Kombinace,16369.0
Průměrný vdovský důchod (Kč),Rokycany,2020,Sólo,9887.0
Průměrný vdovský důchod (Kč),Rokycany,2020,Kombinace,15353.0
Průměrný vdovský důchod (Kč),Rokycany,2019,Sólo,9273.0
Průměrný vdovský důchod (Kč),Rokycany,2019,Kombinace,14332.0
Průměrný vdovský důchod (Kč),Rokycany,2018,Sólo,8293.0
Průměrný vdovský důchod (Kč),Rokycany,2018,Kombinace,13090.0
Průměrný vdovský důchod (Kč),Rokycany,2017,Sólo,7668.0
Průměrný vdovský důchod (Kč),Rokycany,2017,Kombinace,12511.0
Průměrný vdovský důchod (Kč),Rokycany,2016,Sólo,7417.0
Průměrný vdovský důchod (Kč),Rokycany,2016,Kombinace,12128.0
Průměrný vdovský důchod (Kč),Rokycany,2015,Sólo,7414.0
Průměrný vdovský důchod (Kč),Rokycany,2015,Kombinace,12007.0
Průměrný vdovský důchod (Kč),Rokycany,2014,Sólo,7184.0
Průměrný vdovský důchod (Kč),Rokycany,2014,Kombinace,11740.0
Průměrný vdovský důchod (Kč),Rokycany,2013,Sólo,7201.0
Průměrný vdovský důchod (Kč),Rokycany,2013,Kombinace,11638.0
Průměrný vdovský důchod (Kč),Rokycany,2012,Sólo,7011.0
Průměrný vdovský důchod (Kč),Rokycany,2012,Kombinace,11460.0
Průměrný vdovský důchod (Kč),Rokycany,2011,Sólo,6952.0
Průměrný vdovský důchod (Kč),Rokycany,2011,Kombinace,11247.0
Průměrný vdovský důchod (Kč),Tachov,2023,Sólo,12364.0
Průměrný vdovský důchod (Kč),Tachov,2023,Kombinace,21952.0
Průměrný vdovský důchod (Kč),Tachov,2022,Sólo,11096.0
Průměrný vdovský důchod (Kč),Tachov,2022,Kombinace,19025.0
Průměrný vdovský důchod (Kč),Tachov,2021,Sólo,9535.0
Průměrný vdovský důchod (Kč),Tachov,2021,Kombinace,16266.0
Průměrný vdovský důchod (Kč),Tachov,2020,Sólo,9047.0
Průměrný vdovský důchod (Kč),Tachov,2020,Kombinace,15253.0
Průměrný vdovský důchod (Kč),Tachov,2019,Sólo,8555.0
Průměrný vdovský důchod (Kč),Tachov,2019,Kombinace,14227.0
Průměrný vdovský důchod (Kč),Tachov,2018,Sólo,7858.0
Průměrný vdovský důchod (Kč),Tachov,2018,Kombinace,13069.0
Průměrný vdovský důchod (Kč),Tachov,2017,Sólo,7412.0
Průměrný vdovský důchod (Kč),Tachov,2017,Kombinace,12531.0
Průměrný vdovský důchod (Kč),Tachov,2016,Sólo,7246.0
Průměrný vdovský důchod (Kč),Tachov,2016,Kombinace,12168.0
Průměrný vdovský důchod (Kč),Tachov,2015,Sólo,7263.0
Průměrný vdovský důchod (Kč),Tachov,2015,Kombinace,12073.0
Průměrný vdovský důchod (Kč),Tachov,2014,Sólo,7152.0
Průměrný vdovský důchod (Kč),Tachov,2014,Kombinace,11810.0
Průměrný vdovský důchod (Kč),Tachov,2013,Sólo,7008.0
Průměrný vdovský důchod (Kč),Tachov,2013,Kombinace,11708.0
Průměrný vdovský důchod (Kč),Tachov,2012,Sólo,6845.0
Průměrný vdovský důchod (Kč),Tachov,2012,Kombinace,11545.0
Průměrný vdovský důchod (Kč),Tachov,2011,Sólo,6729.0
Průměrný vdovský důchod (Kč),Tachov,2011,Kombinace,11330.0
Průměrný vdovský důchod (Kč),Cheb,2023,Sólo,11451.0
Průměrný vdovský důchod (Kč),Cheb,2023,Kombinace,21808.0
Průměrný vdovský důchod (Kč),Cheb,2022,Sólo,10624.0
Průměrný vdovský důchod (Kč),Cheb,2022,Kombinace,18931.0
