Ukazatel,Pohlaví,Kraje,Věk (roky),Roky,value
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2067,17334.7129938701
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2068,17581.0831828416
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2069,17122.8921191651
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2070,17431.1170230403
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2071,16786.3341687496
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2072,16503.1636447269
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2073,16369.5950833952
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2074,16785.7005867921
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2075,16707.6307049711
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2076,17106.5224086078
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2077,17904.9342884904
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2078,18446.6159419493
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2079,19033.9712872191
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2080,19962.9726888839
Počet obyvatel - celkem,Celkem,Hlavní město Praha,76,2081,20828.8140584066
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2025,12858.3783229608
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2026,11866.0354912351
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2027,11294.937228703
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2028,11359.705835677
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2029,11835.699243878
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2030,11862.4786110415
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2031,11624.8744153627
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2032,11458.8202838926
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2033,11003.0866724157
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2034,10587.3426481706
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2035,10140.9823745125
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2036,9504.6685124495
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2037,8759.356229508
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2038,9151.7369215271
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2039,9487.8733209381
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2040,9995.4547688653
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2041,11325.760006301
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2042,11757.4581921974
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2043,11209.4556321972
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2044,10636.0190649048
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2045,10844.3397221915
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2046,10698.8058610184
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2047,11156.5423454289
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2048,12097.8799161956
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2049,12725.9293833662
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2050,13315.8102064654
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2051,15085.9962767588
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2052,16601.58636261
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2053,16850.8033110585
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2054,16993.2515948361
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2055,17334.2470650649
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2056,17572.7093791616
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2057,17546.9779855783
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2058,16091.6330559284
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2059,15693.1105183984
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2060,15916.3951847649
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2061,15765.0174408646
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2062,16080.095525057
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2063,16419.8053575756
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2064,16622.186231299
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2065,16466.1679592797
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2066,16955.3013168833
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2067,16583.5365587016
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2068,17066.2461526916
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2069,17313.9934579092
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2070,16865.7519207977
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2071,17174.9269666123
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2072,16543.2572798487
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2073,16267.809756119
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2074,16140.765305321
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2075,16555.2383686825
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2076,16480.7200984601
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2077,16878.340964619
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2078,17670.472410611
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2079,18208.7089432736
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2080,18792.3855655017
Počet obyvatel - celkem,Celkem,Hlavní město Praha,77,2081,19714.3317180386
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2025,12865.9747021802
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2026,12377.5511046695
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2027,11424.2322928007
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2028,10875.6183190729
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2029,10973.2224920919
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2030,11439.9941313437
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2031,11474.0203536409
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2032,11249.3068398352
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2033,11096.9655576819
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2034,10661.6616466492
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2035,10265.3671059225
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2036,9838.0094081738
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2037,9225.4989722412
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2038,8505.3276629325
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2039,8891.2451258194
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2040,9223.7019685717
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2041,9721.1938775972
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2042,11021.4942951066
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2043,11446.5385178045
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2044,10917.8976856388
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2045,10364.8791070217
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2046,10572.3910240268
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2047,10434.3279769923
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2048,10886.0287169611
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2049,11809.7130039362
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2050,12427.5978066306
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2051,13007.8480727894
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2052,14743.9050590073
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2053,16233.8236857437
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2054,16483.4610985703
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2055,16627.9240469341
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2056,16969.1160063431
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2057,17209.5265638123
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2058,17191.4107837244
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2059,15769.6722665631
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2060,15383.9331386747
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2061,15610.009227242
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2062,15467.1369549746
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2063,15780.9445623015
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2064,16119.3373967269
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2065,16323.4319229863
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2066,16173.634061437
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2067,16661.057110912
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2068,16298.6714782363
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2069,16778.3608162818
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2070,17027.4593466736
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2071,16589.9524477765
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2072,16899.9500391674
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2073,16282.3501231193
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2074,16015.1347468702
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2075,15895.027557931
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2076,16307.6781383702
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2077,16237.0408959885
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2078,16633.2665756023
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2079,17418.5998897329
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2080,17953.1455980955
Počet obyvatel - celkem,Celkem,Hlavní město Praha,78,2081,18532.8757340588
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2025,10185.2498077539
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2026,12339.71971298
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2027,11873.8837813702
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2028,10961.536288822
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2029,10463.3709702819
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2030,10565.8317949914
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2031,11022.4858408044
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2032,11063.6560052184
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2033,10852.3284641514
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2034,10713.9354928227
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2035,10299.8963893992
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2036,9923.7989957902
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2037,9516.2725341361
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2038,8928.7653324265
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2039,8235.1954142808
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2040,8613.9681196905
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2041,8942.1836775119
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2042,9428.775619206
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2043,10696.7473973047
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2044,11114.503527683
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2045,10606.3506240023
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2046,10074.8862435885
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2047,10281.3357474848
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2048,10151.1735234889
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2049,10596.1906584829
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2050,11500.7585441774
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2051,12107.6073064532
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2052,12677.4601231018
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2053,14376.6238097041
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2054,15838.5835708348
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2055,16088.5016935956
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2056,16235.0159826992
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2057,16576.1245798252
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2058,16818.3635233141
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2059,16808.1542456839
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2060,15422.6041718632
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2061,15050.5004044286
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2062,15279.2696120478
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2063,15145.3939790493
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2064,15457.6970465847
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2065,15794.54358253
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2066,16000.3292770971
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2067,15857.2566495591
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2068,16342.5413054355
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2069,15990.3442267612
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2070,16466.60472036
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2071,16717.0005748522
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2072,16291.1309701275
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2073,16601.7946130448
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2074,15999.4040280997
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2075,15741.0306630527
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2076,15628.3170914643
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2077,16038.8434694968
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2078,15972.4576551871
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2079,16367.0742015534
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2080,17144.9004437014
Počet obyvatel - celkem,Celkem,Hlavní město Praha,79,2081,17675.3932113413
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2025,10359.363972225
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2026,9719.7882045317
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2027,11787.2490722915
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2028,11345.300196043
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2029,10498.0603063477
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2030,10028.4371112292
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2031,10135.4082606166
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2032,10580.9238199599
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2033,10629.1332085499
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2034,10431.7421591558
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2035,10307.5512235632
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2036,9915.7210998929
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2037,9560.6559840479
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2038,9173.9026130416
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2039,8612.7563821274
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2040,7947.4206396843
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2041,8318.2609749702
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2042,8641.5730763619
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2043,9116.3296532482
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2044,10349.3232138276
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2045,10759.0551647833
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2046,10272.6204374906
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2047,9763.9499647415
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2048,9969.0215027792
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2049,9847.2170548324
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2050,10284.7671156412
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2051,11168.5133320031
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2052,11763.2999901075
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2053,12321.8479081679
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2054,13980.8838330336
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2055,15412.1803457743
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2056,15662.1844772881
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2057,15810.7554296608
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2058,16151.3888134823
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2059,16395.2606151433
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2060,16393.2456193535
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2061,15046.863339287
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2062,14689.3351303827
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2063,14920.6120074282
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2064,14796.2613544219
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2065,15106.763345116
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2066,15441.7658927141
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2067,15649.1920065714
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2068,15513.416042095
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2069,15996.011419114
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2070,15654.9537167894
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2071,16127.2708071841
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2072,16378.8680792394
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2073,15965.6879524997
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2074,16276.7860471592
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2075,15690.9329906389
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2076,15442.0864089058
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2077,15337.2638537277
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2078,15745.2912026794
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2079,15683.5904931513
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2080,16076.3097529042
Počet obyvatel - celkem,Celkem,Hlavní město Praha,80,2081,16845.7549666824
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2025,9283.595336482
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2026,9835.748126959
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2027,9232.948788569
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2028,11208.0915912921
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2029,10808.7935441904
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2030,10009.933413248
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2031,9569.6934810877
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2032,9680.5579049958
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2033,10113.5454671542
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2034,10168.3358502852
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2035,9985.1910073682
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2036,9875.1837740884
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2037,9506.356678444
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2038,9173.0517527537
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2039,8807.9690196855
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2040,8274.595709947
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2041,7639.2795326966
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2042,8001.2336079425
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2043,8318.786269949
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2044,8780.5641825535
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2045,9975.4370429096
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2046,10376.1648497806
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2047,9912.771673498
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2048,9428.2850402949
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2049,9631.5750374897
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2050,9518.5883462588
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2051,9947.7008775235
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2052,10808.5482261113
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2053,11389.9629748056
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2054,11936.0557536149
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2055,13551.0500879143
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2056,14948.3160946535
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2057,15198.0343418993
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2058,15348.5772483639
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2059,15688.1657379583
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2060,15933.3365088621
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2061,15939.7512874041
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2062,14636.0274763128
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2063,14294.2006599501
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2064,14527.6899912231
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2065,14413.4282526673
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2066,14721.7169972278
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2067,15054.4278694797
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2068,15263.3457163687
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2069,15135.4916238155
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2070,15614.6498849315
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2071,15285.8208735426
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2072,15753.5090745203
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2073,16006.0934695441
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2074,15606.8284783725
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2075,15918.0176246548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2076,15350.2645209353
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2077,15111.7583532417
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2078,15015.3941776989
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2079,15420.4133029624
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2080,15363.8641534558
Počet obyvatel - celkem,Celkem,Hlavní město Praha,81,2081,15754.2742890047
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2025,7280.376876596
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2026,8755.8731856779
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2027,9286.3973588468
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2028,8721.7848217771
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2029,10613.0827984839
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2030,10242.3172535307
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2031,9493.7096550829
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2032,9083.8258052582
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2033,9197.9438240354
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2034,9616.9319822181
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2035,9677.8544068063
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2036,9509.4026232712
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2037,9413.651813599
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2038,9068.7972644815
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2039,8758.1161937784
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2040,8415.736903987
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2041,7911.7054114779
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2042,7308.3234197148
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2043,7660.2726737373
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2044,7971.0412964864
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2045,8418.4675541795
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2046,9571.6351042758
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2047,9962.2270230668
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2048,9523.2958324043
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2049,9064.4402179128
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2050,9265.4120549212
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2051,9161.6644387362
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2052,9581.1168283166
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2053,10416.6111905583
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2054,10983.0695919385
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2055,11515.2467627899
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2056,13081.5830960576
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2057,14440.8750923367
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2058,14689.7983109149
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2059,14842.1030678353
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2060,15179.866294806
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2061,15425.8517070379
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2062,15440.922170588
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2063,14183.8337606413
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2064,13858.8912358439
Počet obyvatel - celkem,Celkem,Hlavní město Praha,82,2065,14094.1511766984
