PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet stavebních povolení v ČR;Celkem;6123.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy;Celkem;5005.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;402.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;4603.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;3625.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;284.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3341.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1380.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;118.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1262.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;27641.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;24148.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;14443.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9705.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;11145.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;6067.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5078.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;13003.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;8376.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4627.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet stavebních povolení v ČR;Celkem;5393.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy;Celkem;4394.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;362.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;4032.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;3228.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;255.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2973.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1166.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;107.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1059.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;25012.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;21758.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;13328.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;8430.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;9773.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;5178.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4595.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;11985.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;8150.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3835.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet stavebních povolení v ČR;Celkem;4833.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy;Celkem;3924.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;324.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3600.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;2865.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;231.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2634.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1059.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;93.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;966.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;20694.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;17683.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;9949.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;7734.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;8961.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;4889.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4072.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8722.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;5060.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3662.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet stavebních povolení v ČR;Celkem;4263.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy;Celkem;3454.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;281.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3173.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;2528.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;195.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2333.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;926.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;86.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;840.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;18295.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;15688.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;8822.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;6866.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;7188.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;3767.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3421.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8500.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;5055.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3445.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet stavebních povolení v ČR;Celkem;3639.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy;Celkem;2920.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;241.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;2679.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;2143.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;167.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1976.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;777.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;74.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;703.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;17162.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;14765.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;8481.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;6284.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;6412.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;3500.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2912.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8353.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4981.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3372.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet stavebních povolení v ČR;Celkem;3072.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy;Celkem;2442.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;199.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;2243.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;1792.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;138.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1654.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;650.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;61.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;589.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;15430.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;13212.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;7745.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;5467.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;5656.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;3252.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2404.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;7556.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4493.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3063.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet stavebních povolení v ČR;Celkem;2351.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy;Celkem;1864.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;140.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1724.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;1380.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;100.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1280.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;484.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;40.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;444.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;10972.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;9110.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;5769.0
