Ukazatel;Území;Pohlaví;Věk (roky);Roky;value
Počet obyvatel - celkem;Česko;Celkem;61;2026;140755
Počet obyvatel - celkem;Česko;Celkem;61;2027;134188
Počet obyvatel - celkem;Česko;Celkem;61;2028;129104
Počet obyvatel - celkem;Česko;Celkem;61;2029;127606
Počet obyvatel - celkem;Česko;Celkem;61;2030;127330
Počet obyvatel - celkem;Česko;Celkem;61;2031;134086
Počet obyvatel - celkem;Česko;Celkem;61;2032;139576
Počet obyvatel - celkem;Česko;Celkem;61;2033;145710
Počet obyvatel - celkem;Česko;Celkem;61;2034;154316
Počet obyvatel - celkem;Česko;Celkem;61;2035;170560
Počet obyvatel - celkem;Česko;Celkem;61;2036;182276
Počet obyvatel - celkem;Česko;Celkem;61;2037;180890
Počet obyvatel - celkem;Česko;Celkem;61;2038;178275
Počet obyvatel - celkem;Česko;Celkem;61;2039;174193
Počet obyvatel - celkem;Česko;Celkem;61;2040;172231
Počet obyvatel - celkem;Česko;Celkem;61;2041;167562
Počet obyvatel - celkem;Česko;Celkem;61;2042;153440
Počet obyvatel - celkem;Česko;Celkem;61;2043;146096
Počet obyvatel - celkem;Česko;Celkem;61;2044;146013
Počet obyvatel - celkem;Česko;Celkem;61;2045;144431
Počet obyvatel - celkem;Česko;Celkem;61;2046;144706
Počet obyvatel - celkem;Česko;Celkem;61;2047;144962
Počet obyvatel - celkem;Česko;Celkem;61;2048;143518
Počet obyvatel - celkem;Česko;Celkem;61;2049;142380
Počet obyvatel - celkem;Česko;Celkem;61;2050;144852
Počet obyvatel - celkem;Česko;Celkem;61;2051;141502
Počet obyvatel - celkem;Česko;Celkem;61;2052;144457
Počet obyvatel - celkem;Česko;Celkem;61;2053;145043
Počet obyvatel - celkem;Česko;Celkem;61;2054;139309
Počet obyvatel - celkem;Česko;Celkem;61;2055;139616
Počet obyvatel - celkem;Česko;Celkem;61;2056;128162
Počet obyvatel - celkem;Česko;Celkem;61;2057;119181
Počet obyvatel - celkem;Česko;Celkem;61;2058;114759
Počet obyvatel - celkem;Česko;Celkem;61;2059;115290
Počet obyvatel - celkem;Česko;Celkem;61;2060;115572
Počet obyvatel - celkem;Česko;Celkem;61;2061;114711
Počet obyvatel - celkem;Česko;Celkem;61;2062;117943
Počet obyvatel - celkem;Česko;Celkem;61;2063;118733
Počet obyvatel - celkem;Česko;Celkem;61;2064;121615
Počet obyvatel - celkem;Česko;Celkem;61;2065;123121
Počet obyvatel - celkem;Česko;Celkem;61;2066;128097
Počet obyvatel - celkem;Česko;Celkem;61;2067;132996
Počet obyvatel - celkem;Česko;Celkem;61;2068;136758
Počet obyvatel - celkem;Česko;Celkem;61;2069;144227
Počet obyvatel - celkem;Česko;Celkem;61;2070;148034
Počet obyvatel - celkem;Česko;Celkem;61;2071;146704
Počet obyvatel - celkem;Česko;Celkem;61;2072;145824
Počet obyvatel - celkem;Česko;Celkem;61;2073;138736
Počet obyvatel - celkem;Česko;Celkem;61;2074;139080
Počet obyvatel - celkem;Česko;Celkem;61;2075;137484
Počet obyvatel - celkem;Česko;Celkem;61;2076;140391
Počet obyvatel - celkem;Česko;Celkem;61;2077;141179
Počet obyvatel - celkem;Česko;Celkem;61;2078;143320
Počet obyvatel - celkem;Česko;Celkem;61;2079;144121
Počet obyvatel - celkem;Česko;Celkem;61;2080;143406
Počet obyvatel - celkem;Česko;Celkem;61;2081;141304
Počet obyvatel - celkem;Česko;Celkem;61;2082;139125
Počet obyvatel - celkem;Česko;Celkem;61;2083;143100
Počet obyvatel - celkem;Česko;Celkem;61;2084;130761
Počet obyvatel - celkem;Česko;Celkem;61;2085;123355
Počet obyvatel - celkem;Česko;Celkem;61;2086;121885
Počet obyvatel - celkem;Česko;Celkem;61;2087;120119
Počet obyvatel - celkem;Česko;Celkem;61;2088;118404
Počet obyvatel - celkem;Česko;Celkem;61;2089;116905
Počet obyvatel - celkem;Česko;Celkem;61;2090;115961
Počet obyvatel - celkem;Česko;Celkem;61;2091;115591
Počet obyvatel - celkem;Česko;Celkem;61;2092;115493
Počet obyvatel - celkem;Česko;Celkem;61;2093;115661
Počet obyvatel - celkem;Česko;Celkem;61;2094;116081
Počet obyvatel - celkem;Česko;Celkem;61;2095;116731
Počet obyvatel - celkem;Česko;Celkem;61;2096;117577
Počet obyvatel - celkem;Česko;Celkem;61;2097;118578
Počet obyvatel - celkem;Česko;Celkem;61;2098;119679
Počet obyvatel - celkem;Česko;Celkem;61;2099;120816
Počet obyvatel - celkem;Česko;Celkem;61;2100;121919
Počet obyvatel - celkem;Česko;Celkem;61;2101;122935
Počet obyvatel - celkem;Česko;Celkem;62;2024;119553
Počet obyvatel - celkem;Česko;Celkem;62;2025;122456
Počet obyvatel - celkem;Česko;Celkem;62;2026;135222
Počet obyvatel - celkem;Česko;Celkem;62;2027;139051
Počet obyvatel - celkem;Česko;Celkem;62;2028;132577
Počet obyvatel - celkem;Česko;Celkem;62;2029;127988
Počet obyvatel - celkem;Česko;Celkem;62;2030;126522
Počet obyvatel - celkem;Česko;Celkem;62;2031;126270
Počet obyvatel - celkem;Česko;Celkem;62;2032;132989
Počet obyvatel - celkem;Česko;Celkem;62;2033;138455
Počet obyvatel - celkem;Česko;Celkem;62;2034;144562
Počet obyvatel - celkem;Česko;Celkem;62;2035;153123
Počet obyvatel - celkem;Česko;Celkem;62;2036;169262
Počet obyvatel - celkem;Česko;Celkem;62;2037;180918
Počet obyvatel - celkem;Česko;Celkem;62;2038;179568
Počet obyvatel - celkem;Česko;Celkem;62;2039;176995
Počet obyvatel - celkem;Česko;Celkem;62;2040;172966
Počet obyvatel - celkem;Česko;Celkem;62;2041;171039
Počet obyvatel - celkem;Česko;Celkem;62;2042;166423
Počet obyvatel - celkem;Česko;Celkem;62;2043;152415
Počet obyvatel - celkem;Česko;Celkem;62;2044;145140
Počet obyvatel - celkem;Česko;Celkem;62;2045;145077
Počet obyvatel - celkem;Česko;Celkem;62;2046;143520
Počet obyvatel - celkem;Česko;Celkem;62;2047;143810
Počet obyvatel - celkem;Česko;Celkem;62;2048;144080
Počet obyvatel - celkem;Česko;Celkem;62;2049;142661
Počet obyvatel - celkem;Česko;Celkem;62;2050;141544
Počet obyvatel - celkem;Česko;Celkem;62;2051;144022
Počet obyvatel - celkem;Česko;Celkem;62;2052;140703
Počet obyvatel - celkem;Česko;Celkem;62;2053;143656
Počet obyvatel - celkem;Česko;Celkem;62;2054;144253
Počet obyvatel - celkem;Česko;Celkem;62;2055;138563
Počet obyvatel - celkem;Česko;Celkem;62;2056;138883
Počet obyvatel - celkem;Česko;Celkem;62;2057;127502
Počet obyvatel - celkem;Česko;Celkem;62;2058;118577
Počet obyvatel - celkem;Česko;Celkem;62;2059;114190
Počet obyvatel - celkem;Česko;Celkem;62;2060;114728
Počet obyvatel - celkem;Česko;Celkem;62;2061;115019
Počet obyvatel - celkem;Česko;Celkem;62;2062;114172
Počet obyvatel - celkem;Česko;Celkem;62;2063;117399
Počet obyvatel - celkem;Česko;Celkem;62;2064;118197
Počet obyvatel - celkem;Česko;Celkem;62;2065;121075
Počet obyvatel - celkem;Česko;Celkem;62;2066;122587
Počet obyvatel - celkem;Česko;Celkem;62;2067;127549
Počet obyvatel - celkem;Česko;Celkem;62;2068;132438
Počet obyvatel - celkem;Česko;Celkem;62;2069;136193
Počet obyvatel - celkem;Česko;Celkem;62;2070;143646
Počet obyvatel - celkem;Česko;Celkem;62;2071;147450
Počet obyvatel - celkem;Česko;Celkem;62;2072;146137
Počet obyvatel - celkem;Česko;Celkem;62;2073;145270
Počet obyvatel - celkem;Česko;Celkem;62;2074;138219
Počet obyvatel - celkem;Česko;Celkem;62;2075;138571
Počet obyvatel - celkem;Česko;Celkem;62;2076;136990
Počet obyvatel - celkem;Česko;Celkem;62;2077;139898
Počet obyvatel - celkem;Česko;Celkem;62;2078;140691
Počet obyvatel - celkem;Česko;Celkem;62;2079;142834
Počet obyvatel - celkem;Česko;Celkem;62;2080;143642
Počet obyvatel - celkem;Česko;Celkem;62;2081;142940
Počet obyvatel - celkem;Česko;Celkem;62;2082;140852
Počet obyvatel - celkem;Česko;Celkem;62;2083;138688
Počet obyvatel - celkem;Česko;Celkem;62;2084;142661
Počet obyvatel - celkem;Česko;Celkem;62;2085;130366
Počet obyvatel - celkem;Česko;Celkem;62;2086;122988
Počet obyvatel - celkem;Česko;Celkem;62;2087;121531
Počet obyvatel - celkem;Česko;Celkem;62;2088;119777
Počet obyvatel - celkem;Česko;Celkem;62;2089;118073
Počet obyvatel - celkem;Česko;Celkem;62;2090;116584
Počet obyvatel - celkem;Česko;Celkem;62;2091;115649
Počet obyvatel - celkem;Česko;Celkem;62;2092;115287
Počet obyvatel - celkem;Česko;Celkem;62;2093;115194
Počet obyvatel - celkem;Česko;Celkem;62;2094;115368
Počet obyvatel - celkem;Česko;Celkem;62;2095;115792
Počet obyvatel - celkem;Česko;Celkem;62;2096;116446
Počet obyvatel - celkem;Česko;Celkem;62;2097;117296
Počet obyvatel - celkem;Česko;Celkem;62;2098;118299
Počet obyvatel - celkem;Česko;Celkem;62;2099;119402
Počet obyvatel - celkem;Česko;Celkem;62;2100;120542
Počet obyvatel - celkem;Česko;Celkem;62;2101;121648
Počet obyvatel - celkem;Česko;Celkem;64;2024;113446
Počet obyvatel - celkem;Česko;Celkem;64;2025;114462
Počet obyvatel - celkem;Česko;Celkem;64;2026;116581
Počet obyvatel - celkem;Česko;Celkem;64;2027;118943
Počet obyvatel - celkem;Česko;Celkem;64;2028;131529
Počet obyvatel - celkem;Česko;Celkem;64;2029;135850
Počet obyvatel - celkem;Česko;Celkem;64;2030;129990
Počet obyvatel - celkem;Česko;Celkem;64;2031;125539
Počet obyvatel - celkem;Česko;Celkem;64;2032;124144
Počet obyvatel - celkem;Česko;Celkem;64;2033;123943
Počet obyvatel - celkem;Česko;Celkem;64;2034;130582
Počet obyvatel - celkem;Česko;Celkem;64;2035;135998
Počet obyvatel - celkem;Česko;Celkem;64;2036;142042
Počet obyvatel - celkem;Česko;Celkem;64;2037;150504
Počet obyvatel - celkem;Česko;Celkem;64;2038;166413
Počet obyvatel - celkem;Česko;Celkem;64;2039;177936
Počet obyvatel - celkem;Česko;Celkem;64;2040;176666
Počet obyvatel - celkem;Česko;Celkem;64;2041;174185
Počet obyvatel - celkem;Česko;Celkem;64;2042;170273
Počet obyvatel - celkem;Česko;Celkem;64;2043;168423
Počet obyvatel - celkem;Česko;Celkem;64;2044;163923
Počet obyvatel - celkem;Česko;Celkem;64;2045;150166
Počet obyvatel - celkem;Česko;Celkem;64;2046;143041
Počet obyvatel - celkem;Česko;Celkem;64;2047;143021
Počet obyvatel - celkem;Česko;Celkem;64;2048;141523
Počet obyvatel - celkem;Česko;Celkem;64;2049;141844
Počet obyvatel - celkem;Česko;Celkem;64;2050;142147
Počet obyvatel - celkem;Česko;Celkem;64;2051;140783
Počet obyvatel - celkem;Česko;Celkem;64;2052;139712
Počet obyvatel - celkem;Česko;Celkem;64;2053;142198
Počet obyvatel - celkem;Česko;Celkem;64;2054;138950
Počet obyvatel - celkem;Česko;Celkem;64;2055;141898
Počet obyvatel - celkem;Česko;Celkem;64;2056;142518
Počet obyvatel - celkem;Česko;Celkem;64;2057;136928
Počet obyvatel - celkem;Česko;Celkem;64;2058;137275
Počet obyvatel - celkem;Česko;Celkem;64;2059;126054
Počet obyvatel - celkem;Česko;Celkem;64;2060;117254
Počet obyvatel - celkem;Česko;Celkem;64;2061;112940
Počet obyvatel - celkem;Česko;Celkem;64;2062;113497
Počet obyvatel - celkem;Česko;Celkem;64;2063;113806
Počet obyvatel - celkem;Česko;Celkem;64;2064;112993
Počet obyvatel - celkem;Česko;Celkem;64;2065;116206
Počet obyvatel - celkem;Česko;Celkem;64;2066;117023
Počet obyvatel - celkem;Česko;Celkem;64;2067;119895
Počet obyvatel - celkem;Česko;Celkem;64;2068;121418
Počet obyvatel - celkem;Česko;Celkem;64;2069;126350
Počet obyvatel - celkem;Česko;Celkem;64;2070;131213
Počet obyvatel - celkem;Česko;Celkem;64;2071;134955
Počet obyvatel - celkem;Česko;Celkem;64;2072;142372
Počet obyvatel - celkem;Česko;Celkem;64;2073;146169
Počet obyvatel - celkem;Česko;Celkem;64;2074;144894
Počet obyvatel - celkem;Česko;Celkem;64;2075;144056
Počet obyvatel - celkem;Česko;Celkem;64;2076;137086
Počet obyvatel - celkem;Česko;Celkem;64;2077;137459
Počet obyvatel - celkem;Česko;Celkem;64;2078;135910
Počet obyvatel - celkem;Česko;Celkem;64;2079;138816
Počet obyvatel - celkem;Česko;Celkem;64;2080;139624
Počet obyvatel - celkem;Česko;Celkem;64;2081;141772
Počet obyvatel - celkem;Česko;Celkem;64;2082;142596
Počet obyvatel - celkem;Česko;Celkem;64;2083;141919
Počet obyvatel - celkem;Česko;Celkem;64;2084;139864
Počet obyvatel - celkem;Česko;Celkem;64;2085;137736
Počet obyvatel - celkem;Česko;Celkem;64;2086;141699
Počet obyvatel - celkem;Česko;Celkem;64;2087;129504
Počet obyvatel - celkem;Česko;Celkem;64;2088;122192
Počet obyvatel - celkem;Česko;Celkem;64;2089;120759
Počet obyvatel - celkem;Česko;Celkem;64;2090;119031
Počet obyvatel - celkem;Česko;Celkem;64;2091;117351
Počet obyvatel - celkem;Česko;Celkem;64;2092;115885
Počet obyvatel - celkem;Česko;Celkem;64;2093;114970
Počet obyvatel - celkem;Česko;Celkem;64;2094;114622
Počet obyvatel - celkem;Česko;Celkem;64;2095;114543
Počet obyvatel - celkem;Česko;Celkem;64;2096;114727
Počet obyvatel - celkem;Česko;Celkem;64;2097;115163
Počet obyvatel - celkem;Česko;Celkem;64;2098;115826
Počet obyvatel - celkem;Česko;Celkem;64;2099;116682
Počet obyvatel - celkem;Česko;Celkem;64;2100;117693
Počet obyvatel - celkem;Česko;Celkem;64;2101;118802
Počet obyvatel - celkem;Česko;Celkem;65;2024;120847
Počet obyvatel - celkem;Česko;Celkem;65;2025;112056
Počet obyvatel - celkem;Česko;Celkem;65;2026;112678
Počet obyvatel - celkem;Česko;Celkem;65;2027;114753
Počet obyvatel - celkem;Česko;Celkem;65;2028;117081
Počet obyvatel - celkem;Česko;Celkem;65;2029;130046
Počet obyvatel - celkem;Česko;Celkem;65;2030;134344
Počet obyvatel - celkem;Česko;Celkem;65;2031;128579
Počet obyvatel - celkem;Česko;Celkem;65;2032;124202
Počet obyvatel - celkem;Česko;Celkem;65;2033;122847
Počet obyvatel - celkem;Česko;Celkem;65;2034;122674
Počet obyvatel - celkem;Česko;Celkem;65;2035;129268
Počet obyvatel - celkem;Česko;Celkem;65;2036;134657
Počet obyvatel - celkem;Česko;Celkem;65;2037;140666
Počet obyvatel - celkem;Česko;Celkem;65;2038;149073
Počet obyvatel - celkem;Česko;Celkem;65;2039;164858
Počet obyvatel - celkem;Česko;Celkem;65;2040;176307
Počet obyvatel - celkem;Česko;Celkem;65;2041;175081
Počet obyvatel - celkem;Česko;Celkem;65;2042;172651
Počet obyvatel - celkem;Česko;Celkem;65;2043;168802
Počet obyvatel - celkem;Česko;Celkem;65;2044;166994
Počet obyvatel - celkem;Česko;Celkem;65;2045;162558
Počet obyvatel - celkem;Česko;Celkem;65;2046;148938
Počet obyvatel - celkem;Česko;Celkem;65;2047;141896
Počet obyvatel - celkem;Česko;Celkem;65;2048;141897
Počet obyvatel - celkem;Česko;Celkem;65;2049;140432
Počet obyvatel - celkem;Česko;Celkem;65;2050;140771
Počet obyvatel - celkem;Česko;Celkem;65;2051;141091
Počet obyvatel - celkem;Česko;Celkem;65;2052;139757
Počet obyvatel - celkem;Česko;Celkem;65;2053;138713
Počet obyvatel - celkem;Česko;Celkem;65;2054;141203
Počet obyvatel - celkem;Česko;Celkem;65;2055;137994
Počet obyvatel - celkem;Česko;Celkem;65;2056;140939
Počet obyvatel - celkem;Česko;Celkem;65;2057;141572
Počet obyvatel - celkem;Česko;Celkem;65;2058;136035
Počet obyvatel - celkem;Česko;Celkem;65;2059;136398
Počet obyvatel - celkem;Česko;Celkem;65;2060;125265
Počet obyvatel - celkem;Česko;Celkem;65;2061;116531
Počet obyvatel - celkem;Česko;Celkem;65;2062;112259
Počet obyvatel - celkem;Česko;Celkem;65;2063;112825
Počet obyvatel - celkem;Česko;Celkem;65;2064;113146
Počet obyvatel - celkem;Česko;Celkem;65;2065;112351
Počet obyvatel - celkem;Česko;Celkem;65;2066;115557
Počet obyvatel - celkem;Česko;Celkem;65;2067;116383
Počet obyvatel - celkem;Česko;Celkem;65;2068;119252
Počet obyvatel - celkem;Česko;Celkem;65;2069;120782
Počet obyvatel - celkem;Česko;Celkem;65;2070;125695
Počet obyvatel - celkem;Česko;Celkem;65;2071;130546
Počet obyvatel - celkem;Česko;Celkem;65;2072;134280
Počet obyvatel - celkem;Česko;Celkem;65;2073;141678
Počet obyvatel - celkem;Česko;Celkem;65;2074;145472
Počet obyvatel - celkem;Česko;Celkem;65;2075;144217
Počet obyvatel - celkem;Česko;Celkem;65;2076;143394
Počet obyvatel - celkem;Česko;Celkem;65;2077;136470
Počet obyvatel - celkem;Česko;Celkem;65;2078;136853
Počet obyvatel - celkem;Česko;Celkem;65;2079;135322
Počet obyvatel - celkem;Česko;Celkem;65;2080;138227
Počet obyvatel - celkem;Česko;Celkem;65;2081;139044
Počet obyvatel - celkem;Česko;Celkem;65;2082;141192
Počet obyvatel - celkem;Česko;Celkem;65;2083;142026
Počet obyvatel - celkem;Česko;Celkem;65;2084;141364
Počet obyvatel - celkem;Česko;Celkem;65;2085;139327
Počet obyvatel - celkem;Česko;Celkem;65;2086;137218
Počet obyvatel - celkem;Česko;Celkem;65;2087;141176
Počet obyvatel - celkem;Česko;Celkem;65;2088;129035
Počet obyvatel - celkem;Česko;Celkem;65;2089;121759
Počet obyvatel - celkem;Česko;Celkem;65;2090;120339
Počet obyvatel - celkem;Česko;Celkem;65;2091;118625
Počet obyvatel - celkem;Česko;Celkem;65;2092;116959
Počet obyvatel - celkem;Česko;Celkem;65;2093;115506
Počet obyvatel - celkem;Česko;Celkem;65;2094;114600
Počet obyvatel - celkem;Česko;Celkem;65;2095;114262
Počet obyvatel - celkem;Česko;Celkem;65;2096;114189
Počet obyvatel - celkem;Česko;Celkem;65;2097;114381
Počet obyvatel - celkem;Česko;Celkem;65;2098;114821
Počet obyvatel - celkem;Česko;Celkem;65;2099;115488
Počet obyvatel - celkem;Česko;Celkem;65;2100;116349
Počet obyvatel - celkem;Česko;Celkem;65;2101;117364
Počet obyvatel - celkem;Česko;Celkem;66;2024;127778
Počet obyvatel - celkem;Česko;Celkem;66;2025;119245
Počet obyvatel - celkem;Česko;Celkem;66;2026;110229
Počet obyvatel - celkem;Česko;Celkem;66;2027;110821
Počet obyvatel - celkem;Česko;Celkem;66;2028;112852
Počet obyvatel - celkem;Česko;Celkem;66;2029;115641
Počet obyvatel - celkem;Česko;Celkem;66;2030;128478
Počet obyvatel - celkem;Česko;Celkem;66;2031;132753
Počet obyvatel - celkem;Česko;Celkem;66;2032;127087
Počet obyvatel - celkem;Česko;Celkem;66;2033;122788
Počet obyvatel - celkem;Česko;Celkem;66;2034;121474
Počet obyvatel - celkem;Česko;Celkem;66;2035;121331
Počet obyvatel - celkem;Česko;Celkem;66;2036;127877
Počet obyvatel - celkem;Česko;Celkem;66;2037;133238
Počet obyvatel - celkem;Česko;Celkem;66;2038;139211
Počet obyvatel - celkem;Česko;Celkem;66;2039;147560
Počet obyvatel - celkem;Česko;Celkem;66;2040;163213
Počet obyvatel - celkem;Česko;Celkem;66;2041;174584
Počet obyvatel - celkem;Česko;Celkem;66;2042;173405
Počet obyvatel - celkem;Česko;Celkem;66;2043;171027
Počet obyvatel - celkem;Česko;Celkem;66;2044;167246
Počet obyvatel - celkem;Česko;Celkem;66;2045;165483
Počet obyvatel - celkem;Česko;Celkem;66;2046;161113
Počet obyvatel - celkem;Česko;Celkem;66;2047;147638
Počet obyvatel - celkem;Česko;Celkem;66;2048;140683
Počet obyvatel - celkem;Česko;Celkem;66;2049;140710
Počet obyvatel - celkem;Česko;Celkem;66;2050;139278
Počet obyvatel - celkem;Česko;Celkem;66;2051;139635
Počet obyvatel - celkem;Česko;Celkem;66;2052;139974
Počet obyvatel - celkem;Česko;Celkem;66;2053;138672
Počet obyvatel - celkem;Česko;Celkem;66;2054;137654
Počet obyvatel - celkem;Česko;Celkem;66;2055;140149
Počet obyvatel - celkem;Česko;Celkem;66;2056;136981
Počet obyvatel - celkem;Česko;Celkem;66;2057;139923
Počet obyvatel - celkem;Česko;Celkem;66;2058;140569
Počet obyvatel - celkem;Česko;Celkem;66;2059;135090
Počet obyvatel - celkem;Česko;Celkem;66;2060;135469
Počet obyvatel - celkem;Česko;Celkem;66;2061;124429
Počet obyvatel - celkem;Česko;Celkem;66;2062;115767
Počet obyvatel - celkem;Česko;Celkem;66;2063;111538
Počet obyvatel - celkem;Česko;Celkem;66;2064;112114
Počet obyvatel - celkem;Česko;Celkem;66;2065;112446
Počet obyvatel - celkem;Česko;Celkem;66;2066;111670
Počet obyvatel - celkem;Česko;Celkem;66;2067;114869
Počet obyvatel - celkem;Česko;Celkem;66;2068;115705
Počet obyvatel - celkem;Česko;Celkem;66;2069;118571
Počet obyvatel - celkem;Česko;Celkem;66;2070;120107
Počet obyvatel - celkem;Česko;Celkem;66;2071;125003
Počet obyvatel - celkem;Česko;Celkem;66;2072;129839
Počet obyvatel - celkem;Česko;Celkem;66;2073;133566
Počet obyvatel - celkem;Česko;Celkem;66;2074;140944
Počet obyvatel - celkem;Česko;Celkem;66;2075;144734
Počet obyvatel - celkem;Česko;Celkem;66;2076;143501
Počet obyvatel - celkem;Česko;Celkem;66;2077;142694
Počet obyvatel - celkem;Česko;Celkem;66;2078;135816
Počet obyvatel - celkem;Česko;Celkem;66;2079;136212
Počet obyvatel - celkem;Česko;Celkem;66;2080;134700
Počet obyvatel - celkem;Česko;Celkem;66;2081;137604
Počet obyvatel - celkem;Česko;Celkem;66;2082;138429
