ČR a kraje,Ukazatel,Pohlaví,Odvětví ekonomické činnosti,Čtvrtletí,value
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2023,161.602293506
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2023,162.935359696
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2023,166.835462113
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2023,156.10514184
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2022,162.05010044
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2022,171.43200279
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2022,166.5889837
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2022,153.1137419
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2021,159.368919
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2021,166.7731469
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2021,136.9852809
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2021,140.3699788
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2020,163.2199845
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2020,176.4910126
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2020,165.1495347
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2020,190.3866732
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2019,194.0863799
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2019,201.1411354
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2019,195.9956244
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2019,187.6601601
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2018,191.0409646
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2018,190.3792806
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2018,186.3491734
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2018,181.3115101
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2017,176.685792
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2017,171.234629
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2017,173.697097
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2017,168.6140367
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2016,175.736428
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2016,181.3399468
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2016,187.2480316
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2016,187.54172932
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2015,197.33825886
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2015,197.28788633
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2015,197.66031665
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2015,196.63909951
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2014,200.4849836
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2014,200.55922691
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2014,191.52577206
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2014,188.20270811
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2013,186.22162363
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2013,178.21994869
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2013,173.16384605
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2013,176.47386639
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2012,174.43353779
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2012,175.41432681
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2012,183.42059563
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2012,176.72805177
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2011,183.84564936
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2011,188.23357803
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2011,191.5964725351
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2011,185.6641643808
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2010,192.6997340428
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2010,196.9084943299
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2010,186.3809681358
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2010,184.3671364877
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"I - Ubytování, stravování a pohostinství",1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2025,209.33373574
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2025,199.23966865
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2024,206.92594737
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2024,198.5677648
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2024,191.852261
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2024,191.7279196
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2023,184.063066894
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2023,190.678307251
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2023,193.912785357
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2023,189.36973021
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2022,192.54656457
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2022,194.46955521
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2022,197.9611635
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2022,194.508864
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2021,213.0328149
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2021,214.4721326
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2021,213.3214783
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2021,200.9618953
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2020,196.049519
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2020,182.7630617
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2020,173.3971077
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2020,168.1297314
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2019,167.0401006
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2019,168.7953111
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2019,166.6373813
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2019,177.1403016
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2018,178.9291532
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2018,174.13634
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2018,167.6340762
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2018,158.3058356
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2017,153.1054374
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2017,149.1186608
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2017,149.5218954
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2017,145.5616065
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2016,153.9268888
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2016,148.4404206
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2016,144.9096484
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2016,142.99836329
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2015,142.26745359
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2015,136.5814565
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2015,142.32780017
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2015,144.82325181
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2014,147.4434269
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2014,146.91128684
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2014,150.88438131
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2014,149.68552147
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2013,144.91329881
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2013,141.95009449
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2013,142.27694798
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2013,129.96181979
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2012,125.36338834
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2012,126.82823975
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2012,115.91497829
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2012,133.23121761
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2011,141.37035398
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2011,146.85786209
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2011,148.5466617742
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2011,154.2263588054
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2010,142.1148080938
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2010,140.3723739804
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2010,137.024975362
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2010,128.9322096784
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,J - Informační a komunikační činnosti,1. čtvrtletí 1996,
