ČR a kraje,Ukazatel,Pohlaví,Odvětví ekonomické činnosti,Čtvrtletí,value
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2020,397.8443444
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2020,404.6430291
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2020,391.5245251
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2020,387.6423676
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2019,378.8901005
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2019,382.0993173
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2019,373.9641425
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2019,372.5201535
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2018,378.8145713
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2018,384.6655152
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2018,390.3045949
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2018,382.1210694
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2017,392.6721324
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2017,402.4773905
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2017,387.5626875
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2017,384.7458904
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2016,399.4535825
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2016,387.4130079
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2016,379.1989894
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2016,379.13960582
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2015,389.96833243
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2015,390.65013195
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2015,402.48555681
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2015,400.90509114
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2014,411.85596601
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2014,418.33780743
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2014,421.30633257
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2014,404.29536976
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2013,426.49148673
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2013,427.87442717
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2013,417.38644245
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2013,409.39640882
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2012,425.12066953
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2012,428.97464296
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2012,429.05860172
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2012,416.75074113
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2011,430.24611505
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2011,442.94446601
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2011,433.3231980355
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2011,426.0246153756
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2010,445.5205276427
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2010,465.6409148755
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2010,478.7269113245
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2010,469.6149866557
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,F - Stavebnictví,1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2025,577.74063626
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2025,589.03727437
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2024,575.74433771
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2024,568.04828696
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2024,564.7515697
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2024,570.1834311
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2023,557.411709569
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2023,548.529226781
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2023,556.520804056
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2023,542.12480358
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2022,576.61203846
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2022,587.51781057
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2022,585.5667743
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2022,581.1205125
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2021,593.8329031
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2021,578.4264824
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2021,558.0267058
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2021,577.8180274
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2020,577.2085846
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2020,583.4770086
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2020,581.4390084
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2020,589.6810014
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2019,588.0719568
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2019,592.3112168
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2019,598.9994437
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2019,603.7404015
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2018,613.9195072
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2018,619.4597723
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2018,618.6943249
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2018,610.283481
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2017,615.0343297
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2017,589.6319024
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2017,598.2364145
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2017,597.1329097
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2016,601.7713535
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2016,596.1446851
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2016,616.8601153
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2016,608.25668007
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2015,610.90820395
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2015,630.04258823
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2015,621.53409288
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2015,600.39335665
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2014,598.32776362
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2014,590.52697396
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2014,582.52493394
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2014,589.38504795
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2013,605.85726251
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2013,604.90101092
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2013,613.06586337
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2013,597.54838482
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2012,590.87232071
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2012,597.41134468
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2012,616.61175042
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2012,602.74923449
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2011,615.87533687
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2011,622.76912799
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2011,599.0265504436
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2011,570.7046597412
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4. čtvrtletí 2010,589.422231836
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3. čtvrtletí 2010,594.3113932532
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2. čtvrtletí 2010,593.595154027
Česko,Zaměstnaní (tis. osob),Celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1. čtvrtletí 2010,597.794925858
