Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 01. týden 2021;15-44;90
Česko;Zemřelí - absolutní údaje; 01. týden 2021;45-64;443
Česko;Zemřelí - absolutní údaje; 01. týden 2021;65-74;877
Česko;Zemřelí - absolutní údaje; 01. týden 2021;75-84;1295
Česko;Zemřelí - absolutní údaje; 01. týden 2021;85 a více;1135
Česko;Zemřelí - absolutní údaje; 53. týden 2020;celkem;3518
Česko;Zemřelí - absolutní údaje; 53. týden 2020;0-14;11
Česko;Zemřelí - absolutní údaje; 53. týden 2020;15-44;71
Česko;Zemřelí - absolutní údaje; 53. týden 2020;45-64;406
Česko;Zemřelí - absolutní údaje; 53. týden 2020;65-74;759
Česko;Zemřelí - absolutní údaje; 53. týden 2020;75-84;1207
Česko;Zemřelí - absolutní údaje; 53. týden 2020;85 a více;1064
Česko;Zemřelí - absolutní údaje; 52. týden 2020;celkem;3214
Česko;Zemřelí - absolutní údaje; 52. týden 2020;0-14;9
Česko;Zemřelí - absolutní údaje; 52. týden 2020;15-44;68
Česko;Zemřelí - absolutní údaje; 52. týden 2020;45-64;374
Česko;Zemřelí - absolutní údaje; 52. týden 2020;65-74;715
Česko;Zemřelí - absolutní údaje; 52. týden 2020;75-84;1063
Česko;Zemřelí - absolutní údaje; 52. týden 2020;85 a více;985
Česko;Zemřelí - absolutní údaje; 51. týden 2020;celkem;3242
Česko;Zemřelí - absolutní údaje; 51. týden 2020;0-14;12
Česko;Zemřelí - absolutní údaje; 51. týden 2020;15-44;70
Česko;Zemřelí - absolutní údaje; 51. týden 2020;45-64;375
Česko;Zemřelí - absolutní údaje; 51. týden 2020;65-74;702
Česko;Zemřelí - absolutní údaje; 51. týden 2020;75-84;1038
Česko;Zemřelí - absolutní údaje; 51. týden 2020;85 a více;1045
Česko;Zemřelí - absolutní údaje; 50. týden 2020;celkem;3104
Česko;Zemřelí - absolutní údaje; 50. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 50. týden 2020;15-44;66
Česko;Zemřelí - absolutní údaje; 50. týden 2020;45-64;317
Česko;Zemřelí - absolutní údaje; 50. týden 2020;65-74;661
Česko;Zemřelí - absolutní údaje; 50. týden 2020;75-84;1045
Česko;Zemřelí - absolutní údaje; 50. týden 2020;85 a více;1005
Česko;Zemřelí - absolutní údaje; 49. týden 2020;celkem;3100
Česko;Zemřelí - absolutní údaje; 49. týden 2020;0-14;5
Česko;Zemřelí - absolutní údaje; 49. týden 2020;15-44;57
Česko;Zemřelí - absolutní údaje; 49. týden 2020;45-64;377
Česko;Zemřelí - absolutní údaje; 49. týden 2020;65-74;759
Česko;Zemřelí - absolutní údaje; 49. týden 2020;75-84;955
Česko;Zemřelí - absolutní údaje; 49. týden 2020;85 a více;947
Česko;Zemřelí - absolutní údaje; 48. týden 2020;celkem;3169
Česko;Zemřelí - absolutní údaje; 48. týden 2020;0-14;4
Česko;Zemřelí - absolutní údaje; 48. týden 2020;15-44;60
Česko;Zemřelí - absolutní údaje; 48. týden 2020;45-64;372
Česko;Zemřelí - absolutní údaje; 48. týden 2020;65-74;710
Česko;Zemřelí - absolutní údaje; 48. týden 2020;75-84;986
Česko;Zemřelí - absolutní údaje; 48. týden 2020;85 a více;1037
Česko;Zemřelí - absolutní údaje; 47. týden 2020;celkem;3424
Česko;Zemřelí - absolutní údaje; 47. týden 2020;0-14;3
Česko;Zemřelí - absolutní údaje; 47. týden 2020;15-44;63
Česko;Zemřelí - absolutní údaje; 47. týden 2020;45-64;411
Česko;Zemřelí - absolutní údaje; 47. týden 2020;65-74;764
Česko;Zemřelí - absolutní údaje; 47. týden 2020;75-84;1116
Česko;Zemřelí - absolutní údaje; 47. týden 2020;85 a více;1067
Česko;Zemřelí - absolutní údaje; 46. týden 2020;celkem;3852
Česko;Zemřelí - absolutní údaje; 46. týden 2020;0-14;1
Česko;Zemřelí - absolutní údaje; 46. týden 2020;15-44;74
Česko;Zemřelí - absolutní údaje; 46. týden 2020;45-64;385
Česko;Zemřelí - absolutní údaje; 46. týden 2020;65-74;862
Česko;Zemřelí - absolutní údaje; 46. týden 2020;75-84;1263
Česko;Zemřelí - absolutní údaje; 46. týden 2020;85 a více;1267
Česko;Zemřelí - absolutní údaje; 45. týden 2020;celkem;4238
Česko;Zemřelí - absolutní údaje; 45. týden 2020;0-14;2
Česko;Zemřelí - absolutní údaje; 45. týden 2020;15-44;70
Česko;Zemřelí - absolutní údaje; 45. týden 2020;45-64;419
Česko;Zemřelí - absolutní údaje; 45. týden 2020;65-74;872
Česko;Zemřelí - absolutní údaje; 45. týden 2020;75-84;1445
Česko;Zemřelí - absolutní údaje; 45. týden 2020;85 a více;1430
Česko;Zemřelí - absolutní údaje; 44. týden 2020;celkem;4226
Česko;Zemřelí - absolutní údaje; 44. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 44. týden 2020;15-44;52
Česko;Zemřelí - absolutní údaje; 44. týden 2020;45-64;440
Česko;Zemřelí - absolutní údaje; 44. týden 2020;65-74;925
Česko;Zemřelí - absolutní údaje; 44. týden 2020;75-84;1453
Česko;Zemřelí - absolutní údaje; 44. týden 2020;85 a více;1348
Česko;Zemřelí - absolutní údaje; 43. týden 2020;celkem;3647
Česko;Zemřelí - absolutní údaje; 43. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 43. týden 2020;15-44;69
Česko;Zemřelí - absolutní údaje; 43. týden 2020;45-64;381
Česko;Zemřelí - absolutní údaje; 43. týden 2020;65-74;783
Česko;Zemřelí - absolutní údaje; 43. týden 2020;75-84;1190
Česko;Zemřelí - absolutní údaje; 43. týden 2020;85 a více;1217
Česko;Zemřelí - absolutní údaje; 42. týden 2020;celkem;2946
Česko;Zemřelí - absolutní údaje; 42. týden 2020;0-14;5
Česko;Zemřelí - absolutní údaje; 42. týden 2020;15-44;62
Česko;Zemřelí - absolutní údaje; 42. týden 2020;45-64;339
Česko;Zemřelí - absolutní údaje; 42. týden 2020;65-74;707
Česko;Zemřelí - absolutní údaje; 42. týden 2020;75-84;914
Česko;Zemřelí - absolutní údaje; 42. týden 2020;85 a více;919
Česko;Zemřelí - absolutní údaje; 41. týden 2020;celkem;2609
Česko;Zemřelí - absolutní údaje; 41. týden 2020;0-14;11
Česko;Zemřelí - absolutní údaje; 41. týden 2020;15-44;62
Česko;Zemřelí - absolutní údaje; 41. týden 2020;45-64;332
Česko;Zemřelí - absolutní údaje; 41. týden 2020;65-74;642
Česko;Zemřelí - absolutní údaje; 41. týden 2020;75-84;795
Česko;Zemřelí - absolutní údaje; 41. týden 2020;85 a více;767
Česko;Zemřelí - absolutní údaje; 40. týden 2020;celkem;2381
Česko;Zemřelí - absolutní údaje; 40. týden 2020;0-14;6
Česko;Zemřelí - absolutní údaje; 40. týden 2020;15-44;64
Česko;Zemřelí - absolutní údaje; 40. týden 2020;45-64;300
Česko;Zemřelí - absolutní údaje; 40. týden 2020;65-74;557
Česko;Zemřelí - absolutní údaje; 40. týden 2020;75-84;740
Česko;Zemřelí - absolutní údaje; 40. týden 2020;85 a více;714
Česko;Zemřelí - absolutní údaje; 39. týden 2020;celkem;2392
Česko;Zemřelí - absolutní údaje; 39. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 39. týden 2020;15-44;59
Česko;Zemřelí - absolutní údaje; 39. týden 2020;45-64;317
Česko;Zemřelí - absolutní údaje; 39. týden 2020;65-74;546
Česko;Zemřelí - absolutní údaje; 39. týden 2020;75-84;730
Česko;Zemřelí - absolutní údaje; 39. týden 2020;85 a více;730
Česko;Zemřelí - absolutní údaje; 38. týden 2020;celkem;2220
Česko;Zemřelí - absolutní údaje; 38. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 38. týden 2020;15-44;66
Česko;Zemřelí - absolutní údaje; 38. týden 2020;45-64;285
Česko;Zemřelí - absolutní údaje; 38. týden 2020;65-74;504
Česko;Zemřelí - absolutní údaje; 38. týden 2020;75-84;700
Česko;Zemřelí - absolutní údaje; 38. týden 2020;85 a více;657
Česko;Zemřelí - absolutní údaje; 37. týden 2020;celkem;2089
Česko;Zemřelí - absolutní údaje; 37. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 37. týden 2020;15-44;50
Česko;Zemřelí - absolutní údaje; 37. týden 2020;45-64;274
Česko;Zemřelí - absolutní údaje; 37. týden 2020;65-74;505
Česko;Zemřelí - absolutní údaje; 37. týden 2020;75-84;638
Česko;Zemřelí - absolutní údaje; 37. týden 2020;85 a více;614
Česko;Zemřelí - absolutní údaje; 36. týden 2020;celkem;2038
Česko;Zemřelí - absolutní údaje; 36. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 36. týden 2020;15-44;63
Česko;Zemřelí - absolutní údaje; 36. týden 2020;45-64;282
Česko;Zemřelí - absolutní údaje; 36. týden 2020;65-74;516
Česko;Zemřelí - absolutní údaje; 36. týden 2020;75-84;589
Česko;Zemřelí - absolutní údaje; 36. týden 2020;85 a více;580
Česko;Zemřelí - absolutní údaje; 35. týden 2020;celkem;2033
Česko;Zemřelí - absolutní údaje; 35. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 35. týden 2020;15-44;55
Česko;Zemřelí - absolutní údaje; 35. týden 2020;45-64;275
Česko;Zemřelí - absolutní údaje; 35. týden 2020;65-74;482
Česko;Zemřelí - absolutní údaje; 35. týden 2020;75-84;596
Česko;Zemřelí - absolutní údaje; 35. týden 2020;85 a více;618
Česko;Zemřelí - absolutní údaje; 34. týden 2020;celkem;2104
Česko;Zemřelí - absolutní údaje; 34. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 34. týden 2020;15-44;83
Česko;Zemřelí - absolutní údaje; 34. týden 2020;45-64;301
Česko;Zemřelí - absolutní údaje; 34. týden 2020;65-74;477
Česko;Zemřelí - absolutní údaje; 34. týden 2020;75-84;604
Česko;Zemřelí - absolutní údaje; 34. týden 2020;85 a více;631
Česko;Zemřelí - absolutní údaje; 33. týden 2020;celkem;2187
Česko;Zemřelí - absolutní údaje; 33. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 33. týden 2020;15-44;69
Česko;Zemřelí - absolutní údaje; 33. týden 2020;45-64;302
Česko;Zemřelí - absolutní údaje; 33. týden 2020;65-74;531
Česko;Zemřelí - absolutní údaje; 33. týden 2020;75-84;628
Česko;Zemřelí - absolutní údaje; 33. týden 2020;85 a více;650
Česko;Zemřelí - absolutní údaje; 32. týden 2020;celkem;2166
Česko;Zemřelí - absolutní údaje; 32. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 32. týden 2020;15-44;78
Česko;Zemřelí - absolutní údaje; 32. týden 2020;45-64;280
Česko;Zemřelí - absolutní údaje; 32. týden 2020;65-74;519
Česko;Zemřelí - absolutní údaje; 32. týden 2020;75-84;652
Česko;Zemřelí - absolutní údaje; 32. týden 2020;85 a více;627
Česko;Zemřelí - absolutní údaje; 31. týden 2020;celkem;2227
Česko;Zemřelí - absolutní údaje; 31. týden 2020;0-14;9
Česko;Zemřelí - absolutní údaje; 31. týden 2020;15-44;67
Česko;Zemřelí - absolutní údaje; 31. týden 2020;45-64;315
Česko;Zemřelí - absolutní údaje; 31. týden 2020;65-74;503
Česko;Zemřelí - absolutní údaje; 31. týden 2020;75-84;665
Česko;Zemřelí - absolutní údaje; 31. týden 2020;85 a více;668
Česko;Zemřelí - absolutní údaje; 30. týden 2020;celkem;2088
Česko;Zemřelí - absolutní údaje; 30. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 30. týden 2020;15-44;64
Česko;Zemřelí - absolutní údaje; 30. týden 2020;45-64;317
Česko;Zemřelí - absolutní údaje; 30. týden 2020;65-74;498
Česko;Zemřelí - absolutní údaje; 30. týden 2020;75-84;580
Česko;Zemřelí - absolutní údaje; 30. týden 2020;85 a více;622
Česko;Zemřelí - absolutní údaje; 29. týden 2020;celkem;1989
Česko;Zemřelí - absolutní údaje; 29. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 29. týden 2020;15-44;51
Česko;Zemřelí - absolutní údaje; 29. týden 2020;45-64;282
Česko;Zemřelí - absolutní údaje; 29. týden 2020;65-74;510
Česko;Zemřelí - absolutní údaje; 29. týden 2020;75-84;563
Česko;Zemřelí - absolutní údaje; 29. týden 2020;85 a více;573
Česko;Zemřelí - absolutní údaje; 28. týden 2020;celkem;1999
Česko;Zemřelí - absolutní údaje; 28. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 28. týden 2020;15-44;64
Česko;Zemřelí - absolutní údaje; 28. týden 2020;45-64;271
Česko;Zemřelí - absolutní údaje; 28. týden 2020;65-74;474
Česko;Zemřelí - absolutní údaje; 28. týden 2020;75-84;594
Česko;Zemřelí - absolutní údaje; 28. týden 2020;85 a více;589
Česko;Zemřelí - absolutní údaje; 27. týden 2020;celkem;2111
Česko;Zemřelí - absolutní údaje; 27. týden 2020;0-14;9
Česko;Zemřelí - absolutní údaje; 27. týden 2020;15-44;62
Česko;Zemřelí - absolutní údaje; 27. týden 2020;45-64;307
Česko;Zemřelí - absolutní údaje; 27. týden 2020;65-74;503
Česko;Zemřelí - absolutní údaje; 27. týden 2020;75-84;603
Česko;Zemřelí - absolutní údaje; 27. týden 2020;85 a více;627
Česko;Zemřelí - absolutní údaje; 26. týden 2020;celkem;2082
Česko;Zemřelí - absolutní údaje; 26. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 26. týden 2020;15-44;61
Česko;Zemřelí - absolutní údaje; 26. týden 2020;45-64;304
Česko;Zemřelí - absolutní údaje; 26. týden 2020;65-74;503
Česko;Zemřelí - absolutní údaje; 26. týden 2020;75-84;601
Česko;Zemřelí - absolutní údaje; 26. týden 2020;85 a více;605
Česko;Zemřelí - absolutní údaje; 25. týden 2020;celkem;2022
Česko;Zemřelí - absolutní údaje; 25. týden 2020;0-14;6
Česko;Zemřelí - absolutní údaje; 25. týden 2020;15-44;70
Česko;Zemřelí - absolutní údaje; 25. týden 2020;45-64;296
Česko;Zemřelí - absolutní údaje; 25. týden 2020;65-74;494
Česko;Zemřelí - absolutní údaje; 25. týden 2020;75-84;573
Česko;Zemřelí - absolutní údaje; 25. týden 2020;85 a více;583
Česko;Zemřelí - absolutní údaje; 24. týden 2020;celkem;1983
Česko;Zemřelí - absolutní údaje; 24. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 24. týden 2020;15-44;49
Česko;Zemřelí - absolutní údaje; 24. týden 2020;45-64;282
Česko;Zemřelí - absolutní údaje; 24. týden 2020;65-74;472
Česko;Zemřelí - absolutní údaje; 24. týden 2020;75-84;587
Česko;Zemřelí - absolutní údaje; 24. týden 2020;85 a více;586
Česko;Zemřelí - absolutní údaje; 23. týden 2020;celkem;2135
Česko;Zemřelí - absolutní údaje; 23. týden 2020;0-14;3
Česko;Zemřelí - absolutní údaje; 23. týden 2020;15-44;40
Česko;Zemřelí - absolutní údaje; 23. týden 2020;45-64;289
Česko;Zemřelí - absolutní údaje; 23. týden 2020;65-74;534
Česko;Zemřelí - absolutní údaje; 23. týden 2020;75-84;651
Česko;Zemřelí - absolutní údaje; 23. týden 2020;85 a více;618
Česko;Zemřelí - absolutní údaje; 22. týden 2020;celkem;1939
Česko;Zemřelí - absolutní údaje; 22. týden 2020;0-14;13
Česko;Zemřelí - absolutní údaje; 22. týden 2020;15-44;50
Česko;Zemřelí - absolutní údaje; 22. týden 2020;45-64;238
Česko;Zemřelí - absolutní údaje; 22. týden 2020;65-74;517
Česko;Zemřelí - absolutní údaje; 22. týden 2020;75-84;514
Česko;Zemřelí - absolutní údaje; 22. týden 2020;85 a více;607
Česko;Zemřelí - absolutní údaje; 21. týden 2020;celkem;1919
Česko;Zemřelí - absolutní údaje; 21. týden 2020;0-14;14
Česko;Zemřelí - absolutní údaje; 21. týden 2020;15-44;54
Česko;Zemřelí - absolutní údaje; 21. týden 2020;45-64;240
Česko;Zemřelí - absolutní údaje; 21. týden 2020;65-74;463
Česko;Zemřelí - absolutní údaje; 21. týden 2020;75-84;570
Česko;Zemřelí - absolutní údaje; 21. týden 2020;85 a více;578
Česko;Zemřelí - absolutní údaje; 20. týden 2020;celkem;2026
Česko;Zemřelí - absolutní údaje; 20. týden 2020;0-14;7
Česko;Zemřelí - absolutní údaje; 20. týden 2020;15-44;62
Česko;Zemřelí - absolutní údaje; 20. týden 2020;45-64;302
Česko;Zemřelí - absolutní údaje; 20. týden 2020;65-74;503
Česko;Zemřelí - absolutní údaje; 20. týden 2020;75-84;540
Česko;Zemřelí - absolutní údaje; 20. týden 2020;85 a více;612
Česko;Zemřelí - absolutní údaje; 19. týden 2020;celkem;1999
Česko;Zemřelí - absolutní údaje; 19. týden 2020;0-14;5
Česko;Zemřelí - absolutní údaje; 19. týden 2020;15-44;48
Česko;Zemřelí - absolutní údaje; 19. týden 2020;45-64;271
Česko;Zemřelí - absolutní údaje; 19. týden 2020;65-74;472
Česko;Zemřelí - absolutní údaje; 19. týden 2020;75-84;591
Česko;Zemřelí - absolutní údaje; 19. týden 2020;85 a více;612
Česko;Zemřelí - absolutní údaje; 18. týden 2020;celkem;2109
Česko;Zemřelí - absolutní údaje; 18. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 18. týden 2020;15-44;66
Česko;Zemřelí - absolutní údaje; 18. týden 2020;45-64;272
Česko;Zemřelí - absolutní údaje; 18. týden 2020;65-74;523
Česko;Zemřelí - absolutní údaje; 18. týden 2020;75-84;635
Česko;Zemřelí - absolutní údaje; 18. týden 2020;85 a více;603
Česko;Zemřelí - absolutní údaje; 17. týden 2020;celkem;2036
Česko;Zemřelí - absolutní údaje; 17. týden 2020;0-14;10
Česko;Zemřelí - absolutní údaje; 17. týden 2020;15-44;63
Česko;Zemřelí - absolutní údaje; 17. týden 2020;45-64;285
Česko;Zemřelí - absolutní údaje; 17. týden 2020;65-74;459
Česko;Zemřelí - absolutní údaje; 17. týden 2020;75-84;593
Česko;Zemřelí - absolutní údaje; 17. týden 2020;85 a více;626
Česko;Zemřelí - absolutní údaje; 16. týden 2020;celkem;2125
Česko;Zemřelí - absolutní údaje; 16. týden 2020;0-14;3
Česko;Zemřelí - absolutní údaje; 16. týden 2020;15-44;74
Česko;Zemřelí - absolutní údaje; 16. týden 2020;45-64;299
Česko;Zemřelí - absolutní údaje; 16. týden 2020;65-74;486
Česko;Zemřelí - absolutní údaje; 16. týden 2020;75-84;655
Česko;Zemřelí - absolutní údaje; 16. týden 2020;85 a více;608
Česko;Zemřelí - absolutní údaje; 15. týden 2020;celkem;2244
Česko;Zemřelí - absolutní údaje; 15. týden 2020;0-14;4
Česko;Zemřelí - absolutní údaje; 15. týden 2020;15-44;50
Česko;Zemřelí - absolutní údaje; 15. týden 2020;45-64;314
Česko;Zemřelí - absolutní údaje; 15. týden 2020;65-74;507
Česko;Zemřelí - absolutní údaje; 15. týden 2020;75-84;680
Česko;Zemřelí - absolutní údaje; 15. týden 2020;85 a více;689
Česko;Zemřelí - absolutní údaje; 14. týden 2020;celkem;2320
Česko;Zemřelí - absolutní údaje; 14. týden 2020;0-14;5
Česko;Zemřelí - absolutní údaje; 14. týden 2020;15-44;58
Česko;Zemřelí - absolutní údaje; 14. týden 2020;45-64;289
Česko;Zemřelí - absolutní údaje; 14. týden 2020;65-74;584
Česko;Zemřelí - absolutní údaje; 14. týden 2020;75-84;696
Česko;Zemřelí - absolutní údaje; 14. týden 2020;85 a více;688
Česko;Zemřelí - absolutní údaje; 13. týden 2020;celkem;2297
Česko;Zemřelí - absolutní údaje; 13. týden 2020;0-14;8
Česko;Zemřelí - absolutní údaje; 13. týden 2020;15-44;56
Česko;Zemřelí - absolutní údaje; 13. týden 2020;45-64;322
Česko;Zemřelí - absolutní údaje; 13. týden 2020;65-74;540
Česko;Zemřelí - absolutní údaje; 13. týden 2020;75-84;684
Česko;Zemřelí - absolutní údaje; 13. týden 2020;85 a více;687
