Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 02. týden 2019;0-14;12
Česko;Zemřelí - absolutní údaje; 02. týden 2019;15-44;52
Česko;Zemřelí - absolutní údaje; 02. týden 2019;45-64;311
Česko;Zemřelí - absolutní údaje; 02. týden 2019;65-74;530
Česko;Zemřelí - absolutní údaje; 02. týden 2019;75-84;653
Česko;Zemřelí - absolutní údaje; 02. týden 2019;85 a více;732
Česko;Zemřelí - absolutní údaje; 01. týden 2019;celkem;2321
Česko;Zemřelí - absolutní údaje; 01. týden 2019;0-14;7
Česko;Zemřelí - absolutní údaje; 01. týden 2019;15-44;58
Česko;Zemřelí - absolutní údaje; 01. týden 2019;45-64;332
Česko;Zemřelí - absolutní údaje; 01. týden 2019;65-74;541
Česko;Zemřelí - absolutní údaje; 01. týden 2019;75-84;651
Česko;Zemřelí - absolutní údaje; 01. týden 2019;85 a více;732
Česko;Zemřelí - absolutní údaje; 52. týden 2018;celkem;2145
Česko;Zemřelí - absolutní údaje; 52. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 52. týden 2018;15-44;69
Česko;Zemřelí - absolutní údaje; 52. týden 2018;45-64;294
Česko;Zemřelí - absolutní údaje; 52. týden 2018;65-74;468
Česko;Zemřelí - absolutní údaje; 52. týden 2018;75-84;594
Česko;Zemřelí - absolutní údaje; 52. týden 2018;85 a více;713
Česko;Zemřelí - absolutní údaje; 51. týden 2018;celkem;2303
Česko;Zemřelí - absolutní údaje; 51. týden 2018;0-14;3
Česko;Zemřelí - absolutní údaje; 51. týden 2018;15-44;60
Česko;Zemřelí - absolutní údaje; 51. týden 2018;45-64;324
Česko;Zemřelí - absolutní údaje; 51. týden 2018;65-74;565
Česko;Zemřelí - absolutní údaje; 51. týden 2018;75-84;643
Česko;Zemřelí - absolutní údaje; 51. týden 2018;85 a více;708
Česko;Zemřelí - absolutní údaje; 50. týden 2018;celkem;2136
Česko;Zemřelí - absolutní údaje; 50. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 50. týden 2018;15-44;48
Česko;Zemřelí - absolutní údaje; 50. týden 2018;45-64;319
Česko;Zemřelí - absolutní údaje; 50. týden 2018;65-74;547
Česko;Zemřelí - absolutní údaje; 50. týden 2018;75-84;570
Česko;Zemřelí - absolutní údaje; 50. týden 2018;85 a více;642
Česko;Zemřelí - absolutní údaje; 49. týden 2018;celkem;2194
Česko;Zemřelí - absolutní údaje; 49. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 49. týden 2018;15-44;47
Česko;Zemřelí - absolutní údaje; 49. týden 2018;45-64;266
Česko;Zemřelí - absolutní údaje; 49. týden 2018;65-74;509
Česko;Zemřelí - absolutní údaje; 49. týden 2018;75-84;669
Česko;Zemřelí - absolutní údaje; 49. týden 2018;85 a více;698
Česko;Zemřelí - absolutní údaje; 48. týden 2018;celkem;2095
Česko;Zemřelí - absolutní údaje; 48. týden 2018;0-14;8
Česko;Zemřelí - absolutní údaje; 48. týden 2018;15-44;56
Česko;Zemřelí - absolutní údaje; 48. týden 2018;45-64;299
Česko;Zemřelí - absolutní údaje; 48. týden 2018;65-74;500
Česko;Zemřelí - absolutní údaje; 48. týden 2018;75-84;576
Česko;Zemřelí - absolutní údaje; 48. týden 2018;85 a více;656
Česko;Zemřelí - absolutní údaje; 47. týden 2018;celkem;2141
Česko;Zemřelí - absolutní údaje; 47. týden 2018;0-14;12
Česko;Zemřelí - absolutní údaje; 47. týden 2018;15-44;62
Česko;Zemřelí - absolutní údaje; 47. týden 2018;45-64;301
Česko;Zemřelí - absolutní údaje; 47. týden 2018;65-74;504
Česko;Zemřelí - absolutní údaje; 47. týden 2018;75-84;606
Česko;Zemřelí - absolutní údaje; 47. týden 2018;85 a více;656
Česko;Zemřelí - absolutní údaje; 46. týden 2018;celkem;1991
Česko;Zemřelí - absolutní údaje; 46. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 46. týden 2018;15-44;62
Česko;Zemřelí - absolutní údaje; 46. týden 2018;45-64;298
Česko;Zemřelí - absolutní údaje; 46. týden 2018;65-74;486
Česko;Zemřelí - absolutní údaje; 46. týden 2018;75-84;551
Česko;Zemřelí - absolutní údaje; 46. týden 2018;85 a více;585
Česko;Zemřelí - absolutní údaje; 45. týden 2018;celkem;2046
Česko;Zemřelí - absolutní údaje; 45. týden 2018;0-14;13
Česko;Zemřelí - absolutní údaje; 45. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 45. týden 2018;45-64;295
Česko;Zemřelí - absolutní údaje; 45. týden 2018;65-74;495
Česko;Zemřelí - absolutní údaje; 45. týden 2018;75-84;556
Česko;Zemřelí - absolutní údaje; 45. týden 2018;85 a více;629
Česko;Zemřelí - absolutní údaje; 44. týden 2018;celkem;2148
Česko;Zemřelí - absolutní údaje; 44. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 44. týden 2018;15-44;61
Česko;Zemřelí - absolutní údaje; 44. týden 2018;45-64;311
Česko;Zemřelí - absolutní údaje; 44. týden 2018;65-74;494
Česko;Zemřelí - absolutní údaje; 44. týden 2018;75-84;604
Česko;Zemřelí - absolutní údaje; 44. týden 2018;85 a více;668
Česko;Zemřelí - absolutní údaje; 43. týden 2018;celkem;2024
Česko;Zemřelí - absolutní údaje; 43. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 43. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 43. týden 2018;45-64;287
Česko;Zemřelí - absolutní údaje; 43. týden 2018;65-74;437
Česko;Zemřelí - absolutní údaje; 43. týden 2018;75-84;596
Česko;Zemřelí - absolutní údaje; 43. týden 2018;85 a více;641
Česko;Zemřelí - absolutní údaje; 42. týden 2018;celkem;2014
Česko;Zemřelí - absolutní údaje; 42. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 42. týden 2018;15-44;53
Česko;Zemřelí - absolutní údaje; 42. týden 2018;45-64;245
Česko;Zemřelí - absolutní údaje; 42. týden 2018;65-74;490
Česko;Zemřelí - absolutní údaje; 42. týden 2018;75-84;597
Česko;Zemřelí - absolutní údaje; 42. týden 2018;85 a více;620
Česko;Zemřelí - absolutní údaje; 41. týden 2018;celkem;2076
Česko;Zemřelí - absolutní údaje; 41. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 41. týden 2018;15-44;65
Česko;Zemřelí - absolutní údaje; 41. týden 2018;45-64;293
Česko;Zemřelí - absolutní údaje; 41. týden 2018;65-74;491
Česko;Zemřelí - absolutní údaje; 41. týden 2018;75-84;592
Česko;Zemřelí - absolutní údaje; 41. týden 2018;85 a více;625
Česko;Zemřelí - absolutní údaje; 40. týden 2018;celkem;2123
Česko;Zemřelí - absolutní údaje; 40. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 40. týden 2018;15-44;61
Česko;Zemřelí - absolutní údaje; 40. týden 2018;45-64;299
Česko;Zemřelí - absolutní údaje; 40. týden 2018;65-74;517
Česko;Zemřelí - absolutní údaje; 40. týden 2018;75-84;607
Česko;Zemřelí - absolutní údaje; 40. týden 2018;85 a více;630
Česko;Zemřelí - absolutní údaje; 39. týden 2018;celkem;1906
Česko;Zemřelí - absolutní údaje; 39. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 39. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 39. týden 2018;45-64;283
Česko;Zemřelí - absolutní údaje; 39. týden 2018;65-74;482
Česko;Zemřelí - absolutní údaje; 39. týden 2018;75-84;546
Česko;Zemřelí - absolutní údaje; 39. týden 2018;85 a více;532
Česko;Zemřelí - absolutní údaje; 38. týden 2018;celkem;2056
Česko;Zemřelí - absolutní údaje; 38. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 38. týden 2018;15-44;71
Česko;Zemřelí - absolutní údaje; 38. týden 2018;45-64;276
Česko;Zemřelí - absolutní údaje; 38. týden 2018;65-74;506
Česko;Zemřelí - absolutní údaje; 38. týden 2018;75-84;589
Česko;Zemřelí - absolutní údaje; 38. týden 2018;85 a více;604
Česko;Zemřelí - absolutní údaje; 37. týden 2018;celkem;2014
Česko;Zemřelí - absolutní údaje; 37. týden 2018;0-14;11
Česko;Zemřelí - absolutní údaje; 37. týden 2018;15-44;53
Česko;Zemřelí - absolutní údaje; 37. týden 2018;45-64;302
Česko;Zemřelí - absolutní údaje; 37. týden 2018;65-74;499
Česko;Zemřelí - absolutní údaje; 37. týden 2018;75-84;557
Česko;Zemřelí - absolutní údaje; 37. týden 2018;85 a více;592
Česko;Zemřelí - absolutní údaje; 36. týden 2018;celkem;1979
Česko;Zemřelí - absolutní údaje; 36. týden 2018;0-14;4
Česko;Zemřelí - absolutní údaje; 36. týden 2018;15-44;64
Česko;Zemřelí - absolutní údaje; 36. týden 2018;45-64;291
Česko;Zemřelí - absolutní údaje; 36. týden 2018;65-74;489
Česko;Zemřelí - absolutní údaje; 36. týden 2018;75-84;524
Česko;Zemřelí - absolutní údaje; 36. týden 2018;85 a více;607
Česko;Zemřelí - absolutní údaje; 35. týden 2018;celkem;1902
Česko;Zemřelí - absolutní údaje; 35. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 35. týden 2018;15-44;51
Česko;Zemřelí - absolutní údaje; 35. týden 2018;45-64;283
Česko;Zemřelí - absolutní údaje; 35. týden 2018;65-74;469
Česko;Zemřelí - absolutní údaje; 35. týden 2018;75-84;516
Česko;Zemřelí - absolutní údaje; 35. týden 2018;85 a více;573
Česko;Zemřelí - absolutní údaje; 34. týden 2018;celkem;2004
Česko;Zemřelí - absolutní údaje; 34. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 34. týden 2018;15-44;45
Česko;Zemřelí - absolutní údaje; 34. týden 2018;45-64;290
Česko;Zemřelí - absolutní údaje; 34. týden 2018;65-74;492
Česko;Zemřelí - absolutní údaje; 34. týden 2018;75-84;556
Česko;Zemřelí - absolutní údaje; 34. týden 2018;85 a více;614
Česko;Zemřelí - absolutní údaje; 33. týden 2018;celkem;1923
Česko;Zemřelí - absolutní údaje; 33. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 33. týden 2018;15-44;67
Česko;Zemřelí - absolutní údaje; 33. týden 2018;45-64;291
Česko;Zemřelí - absolutní údaje; 33. týden 2018;65-74;483
Česko;Zemřelí - absolutní údaje; 33. týden 2018;75-84;519
Česko;Zemřelí - absolutní údaje; 33. týden 2018;85 a více;556
Česko;Zemřelí - absolutní údaje; 32. týden 2018;celkem;2118
Česko;Zemřelí - absolutní údaje; 32. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 32. týden 2018;15-44;89
Česko;Zemřelí - absolutní údaje; 32. týden 2018;45-64;286
Česko;Zemřelí - absolutní údaje; 32. týden 2018;65-74;511
Česko;Zemřelí - absolutní údaje; 32. týden 2018;75-84;586
Česko;Zemřelí - absolutní údaje; 32. týden 2018;85 a více;636
Česko;Zemřelí - absolutní údaje; 31. týden 2018;celkem;2379
Česko;Zemřelí - absolutní údaje; 31. týden 2018;0-14;11
Česko;Zemřelí - absolutní údaje; 31. týden 2018;15-44;75
Česko;Zemřelí - absolutní údaje; 31. týden 2018;45-64;325
Česko;Zemřelí - absolutní údaje; 31. týden 2018;65-74;532
Česko;Zemřelí - absolutní údaje; 31. týden 2018;75-84;699
Česko;Zemřelí - absolutní údaje; 31. týden 2018;85 a více;737
Česko;Zemřelí - absolutní údaje; 30. týden 2018;celkem;2153
Česko;Zemřelí - absolutní údaje; 30. týden 2018;0-14;8
Česko;Zemřelí - absolutní údaje; 30. týden 2018;15-44;66
Česko;Zemřelí - absolutní údaje; 30. týden 2018;45-64;284
Česko;Zemřelí - absolutní údaje; 30. týden 2018;65-74;538
Česko;Zemřelí - absolutní údaje; 30. týden 2018;75-84;597
Česko;Zemřelí - absolutní údaje; 30. týden 2018;85 a více;660
Česko;Zemřelí - absolutní údaje; 29. týden 2018;celkem;2039
Česko;Zemřelí - absolutní údaje; 29. týden 2018;0-14;15
Česko;Zemřelí - absolutní údaje; 29. týden 2018;15-44;59
Česko;Zemřelí - absolutní údaje; 29. týden 2018;45-64;300
Česko;Zemřelí - absolutní údaje; 29. týden 2018;65-74;509
Česko;Zemřelí - absolutní údaje; 29. týden 2018;75-84;573
Česko;Zemřelí - absolutní údaje; 29. týden 2018;85 a více;583
Česko;Zemřelí - absolutní údaje; 28. týden 2018;celkem;2041
Česko;Zemřelí - absolutní údaje; 28. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 28. týden 2018;15-44;65
Česko;Zemřelí - absolutní údaje; 28. týden 2018;45-64;321
Česko;Zemřelí - absolutní údaje; 28. týden 2018;65-74;480
Česko;Zemřelí - absolutní údaje; 28. týden 2018;75-84;558
Česko;Zemřelí - absolutní údaje; 28. týden 2018;85 a více;608
Česko;Zemřelí - absolutní údaje; 27. týden 2018;celkem;1979
Česko;Zemřelí - absolutní údaje; 27. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 27. týden 2018;15-44;55
Česko;Zemřelí - absolutní údaje; 27. týden 2018;45-64;272
Česko;Zemřelí - absolutní údaje; 27. týden 2018;65-74;478
Česko;Zemřelí - absolutní údaje; 27. týden 2018;75-84;578
Česko;Zemřelí - absolutní údaje; 27. týden 2018;85 a více;591
Česko;Zemřelí - absolutní údaje; 26. týden 2018;celkem;1940
Česko;Zemřelí - absolutní údaje; 26. týden 2018;0-14;4
Česko;Zemřelí - absolutní údaje; 26. týden 2018;15-44;66
Česko;Zemřelí - absolutní údaje; 26. týden 2018;45-64;351
Česko;Zemřelí - absolutní údaje; 26. týden 2018;65-74;500
Česko;Zemřelí - absolutní údaje; 26. týden 2018;75-84;488
Česko;Zemřelí - absolutní údaje; 26. týden 2018;85 a více;531
Česko;Zemřelí - absolutní údaje; 25. týden 2018;celkem;1964
Česko;Zemřelí - absolutní údaje; 25. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 25. týden 2018;15-44;57
Česko;Zemřelí - absolutní údaje; 25. týden 2018;45-64;292
Česko;Zemřelí - absolutní údaje; 25. týden 2018;65-74;456
Česko;Zemřelí - absolutní údaje; 25. týden 2018;75-84;567
Česko;Zemřelí - absolutní údaje; 25. týden 2018;85 a více;582
Česko;Zemřelí - absolutní údaje; 24. týden 2018;celkem;1863
Česko;Zemřelí - absolutní údaje; 24. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 24. týden 2018;15-44;66
Česko;Zemřelí - absolutní údaje; 24. týden 2018;45-64;261
Česko;Zemřelí - absolutní údaje; 24. týden 2018;65-74;448
Česko;Zemřelí - absolutní údaje; 24. týden 2018;75-84;495
Česko;Zemřelí - absolutní údaje; 24. týden 2018;85 a více;586
Česko;Zemřelí - absolutní údaje; 23. týden 2018;celkem;2038
Česko;Zemřelí - absolutní údaje; 23. týden 2018;0-14;8
Česko;Zemřelí - absolutní údaje; 23. týden 2018;15-44;87
Česko;Zemřelí - absolutní údaje; 23. týden 2018;45-64;310
Česko;Zemřelí - absolutní údaje; 23. týden 2018;65-74;522
Česko;Zemřelí - absolutní údaje; 23. týden 2018;75-84;516
Česko;Zemřelí - absolutní údaje; 23. týden 2018;85 a více;595
Česko;Zemřelí - absolutní údaje; 22. týden 2018;celkem;1995
Česko;Zemřelí - absolutní údaje; 22. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 22. týden 2018;15-44;53
Česko;Zemřelí - absolutní údaje; 22. týden 2018;45-64;293
Česko;Zemřelí - absolutní údaje; 22. týden 2018;65-74;475
Česko;Zemřelí - absolutní údaje; 22. týden 2018;75-84;592
Česko;Zemřelí - absolutní údaje; 22. týden 2018;85 a více;577
Česko;Zemřelí - absolutní údaje; 21. týden 2018;celkem;2013
Česko;Zemřelí - absolutní údaje; 21. týden 2018;0-14;10
Česko;Zemřelí - absolutní údaje; 21. týden 2018;15-44;55
Česko;Zemřelí - absolutní údaje; 21. týden 2018;45-64;290
Česko;Zemřelí - absolutní údaje; 21. týden 2018;65-74;504
Česko;Zemřelí - absolutní údaje; 21. týden 2018;75-84;550
Česko;Zemřelí - absolutní údaje; 21. týden 2018;85 a více;604
Česko;Zemřelí - absolutní údaje; 20. týden 2018;celkem;1962
Česko;Zemřelí - absolutní údaje; 20. týden 2018;0-14;8
Česko;Zemřelí - absolutní údaje; 20. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 20. týden 2018;45-64;286
Česko;Zemřelí - absolutní údaje; 20. týden 2018;65-74;462
Česko;Zemřelí - absolutní údaje; 20. týden 2018;75-84;555
Česko;Zemřelí - absolutní údaje; 20. týden 2018;85 a více;593
Česko;Zemřelí - absolutní údaje; 19. týden 2018;celkem;1958
Česko;Zemřelí - absolutní údaje; 19. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 19. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 19. týden 2018;45-64;280
Česko;Zemřelí - absolutní údaje; 19. týden 2018;65-74;481
Česko;Zemřelí - absolutní údaje; 19. týden 2018;75-84;542
Česko;Zemřelí - absolutní údaje; 19. týden 2018;85 a více;590
Česko;Zemřelí - absolutní údaje; 18. týden 2018;celkem;2022
Česko;Zemřelí - absolutní údaje; 18. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 18. týden 2018;15-44;62
Česko;Zemřelí - absolutní údaje; 18. týden 2018;45-64;295
Česko;Zemřelí - absolutní údaje; 18. týden 2018;65-74;467
Česko;Zemřelí - absolutní údaje; 18. týden 2018;75-84;588
Česko;Zemřelí - absolutní údaje; 18. týden 2018;85 a více;601
Česko;Zemřelí - absolutní údaje; 17. týden 2018;celkem;2090
Česko;Zemřelí - absolutní údaje; 17. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 17. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 17. týden 2018;45-64;317
Česko;Zemřelí - absolutní údaje; 17. týden 2018;65-74;498
Česko;Zemřelí - absolutní údaje; 17. týden 2018;75-84;592
Česko;Zemřelí - absolutní údaje; 17. týden 2018;85 a více;618
Česko;Zemřelí - absolutní údaje; 16. týden 2018;celkem;2061
Česko;Zemřelí - absolutní údaje; 16. týden 2018;0-14;6
Česko;Zemřelí - absolutní údaje; 16. týden 2018;15-44;64
Česko;Zemřelí - absolutní údaje; 16. týden 2018;45-64;295
Česko;Zemřelí - absolutní údaje; 16. týden 2018;65-74;475
Česko;Zemřelí - absolutní údaje; 16. týden 2018;75-84;575
Česko;Zemřelí - absolutní údaje; 16. týden 2018;85 a více;646
Česko;Zemřelí - absolutní údaje; 15. týden 2018;celkem;2257
Česko;Zemřelí - absolutní údaje; 15. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 15. týden 2018;15-44;53
Česko;Zemřelí - absolutní údaje; 15. týden 2018;45-64;317
Česko;Zemřelí - absolutní údaje; 15. týden 2018;65-74;542
Česko;Zemřelí - absolutní údaje; 15. týden 2018;75-84;641
Česko;Zemřelí - absolutní údaje; 15. týden 2018;85 a více;699
Česko;Zemřelí - absolutní údaje; 14. týden 2018;celkem;2262
Česko;Zemřelí - absolutní údaje; 14. týden 2018;0-14;8
Česko;Zemřelí - absolutní údaje; 14. týden 2018;15-44;65
Česko;Zemřelí - absolutní údaje; 14. týden 2018;45-64;301
Česko;Zemřelí - absolutní údaje; 14. týden 2018;65-74;550
Česko;Zemřelí - absolutní údaje; 14. týden 2018;75-84;635
Česko;Zemřelí - absolutní údaje; 14. týden 2018;85 a více;703
Česko;Zemřelí - absolutní údaje; 13. týden 2018;celkem;2383
Česko;Zemřelí - absolutní údaje; 13. týden 2018;0-14;9
Česko;Zemřelí - absolutní údaje; 13. týden 2018;15-44;59
Česko;Zemřelí - absolutní údaje; 13. týden 2018;45-64;308
Česko;Zemřelí - absolutní údaje; 13. týden 2018;65-74;591
Česko;Zemřelí - absolutní údaje; 13. týden 2018;75-84;660
Česko;Zemřelí - absolutní údaje; 13. týden 2018;85 a více;756
Česko;Zemřelí - absolutní údaje; 12. týden 2018;celkem;2607
Česko;Zemřelí - absolutní údaje; 12. týden 2018;0-14;12
Česko;Zemřelí - absolutní údaje; 12. týden 2018;15-44;62
Česko;Zemřelí - absolutní údaje; 12. týden 2018;45-64;367
Česko;Zemřelí - absolutní údaje; 12. týden 2018;65-74;626
Česko;Zemřelí - absolutní údaje; 12. týden 2018;75-84;722
Česko;Zemřelí - absolutní údaje; 12. týden 2018;85 a více;818
Česko;Zemřelí - absolutní údaje; 11. týden 2018;celkem;2782
Česko;Zemřelí - absolutní údaje; 11. týden 2018;0-14;11
Česko;Zemřelí - absolutní údaje; 11. týden 2018;15-44;78
Česko;Zemřelí - absolutní údaje; 11. týden 2018;45-64;342
Česko;Zemřelí - absolutní údaje; 11. týden 2018;65-74;636
Česko;Zemřelí - absolutní údaje; 11. týden 2018;75-84;811
Česko;Zemřelí - absolutní údaje; 11. týden 2018;85 a více;904
Česko;Zemřelí - absolutní údaje; 10. týden 2018;celkem;2994
Česko;Zemřelí - absolutní údaje; 10. týden 2018;0-14;11
Česko;Zemřelí - absolutní údaje; 10. týden 2018;15-44;59
Česko;Zemřelí - absolutní údaje; 10. týden 2018;45-64;378
Česko;Zemřelí - absolutní údaje; 10. týden 2018;65-74;716
Česko;Zemřelí - absolutní údaje; 10. týden 2018;75-84;880
Česko;Zemřelí - absolutní údaje; 10. týden 2018;85 a více;950
Česko;Zemřelí - absolutní údaje; 09. týden 2018;celkem;2819
Česko;Zemřelí - absolutní údaje; 09. týden 2018;0-14;17
Česko;Zemřelí - absolutní údaje; 09. týden 2018;15-44;70
Česko;Zemřelí - absolutní údaje; 09. týden 2018;45-64;379
Česko;Zemřelí - absolutní údaje; 09. týden 2018;65-74;701
Česko;Zemřelí - absolutní údaje; 09. týden 2018;75-84;776
Česko;Zemřelí - absolutní údaje; 09. týden 2018;85 a více;876
Česko;Zemřelí - absolutní údaje; 08. týden 2018;celkem;2754
Česko;Zemřelí - absolutní údaje; 08. týden 2018;0-14;13
Česko;Zemřelí - absolutní údaje; 08. týden 2018;15-44;70
Česko;Zemřelí - absolutní údaje; 08. týden 2018;45-64;366
Česko;Zemřelí - absolutní údaje; 08. týden 2018;65-74;678
Česko;Zemřelí - absolutní údaje; 08. týden 2018;75-84;802
Česko;Zemřelí - absolutní údaje; 08. týden 2018;85 a více;825
Česko;Zemřelí - absolutní údaje; 07. týden 2018;celkem;2602
Česko;Zemřelí - absolutní údaje; 07. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 07. týden 2018;15-44;68
Česko;Zemřelí - absolutní údaje; 07. týden 2018;45-64;357
Česko;Zemřelí - absolutní údaje; 07. týden 2018;65-74;606
Česko;Zemřelí - absolutní údaje; 07. týden 2018;75-84;732
Česko;Zemřelí - absolutní údaje; 07. týden 2018;85 a více;832
Česko;Zemřelí - absolutní údaje; 06. týden 2018;celkem;2404
Česko;Zemřelí - absolutní údaje; 06. týden 2018;0-14;15
Česko;Zemřelí - absolutní údaje; 06. týden 2018;15-44;62
Česko;Zemřelí - absolutní údaje; 06. týden 2018;45-64;334
Česko;Zemřelí - absolutní údaje; 06. týden 2018;65-74;553
Česko;Zemřelí - absolutní údaje; 06. týden 2018;75-84;716
Česko;Zemřelí - absolutní údaje; 06. týden 2018;85 a více;724
Česko;Zemřelí - absolutní údaje; 05. týden 2018;celkem;2216
Česko;Zemřelí - absolutní údaje; 05. týden 2018;0-14;7
Česko;Zemřelí - absolutní údaje; 05. týden 2018;15-44;70
Česko;Zemřelí - absolutní údaje; 05. týden 2018;45-64;328
Česko;Zemřelí - absolutní údaje; 05. týden 2018;65-74;494
Česko;Zemřelí - absolutní údaje; 05. týden 2018;75-84;611
Česko;Zemřelí - absolutní údaje; 05. týden 2018;85 a více;706
Česko;Zemřelí - absolutní údaje; 04. týden 2018;celkem;2190
Česko;Zemřelí - absolutní údaje; 04. týden 2018;0-14;13
Česko;Zemřelí - absolutní údaje; 04. týden 2018;15-44;69
Česko;Zemřelí - absolutní údaje; 04. týden 2018;45-64;331
Česko;Zemřelí - absolutní údaje; 04. týden 2018;65-74;562
Česko;Zemřelí - absolutní údaje; 04. týden 2018;75-84;554
Česko;Zemřelí - absolutní údaje; 04. týden 2018;85 a více;661
Česko;Zemřelí - absolutní údaje; 03. týden 2018;celkem;2230
Česko;Zemřelí - absolutní údaje; 03. týden 2018;0-14;11
Česko;Zemřelí - absolutní údaje; 03. týden 2018;15-44;63
Česko;Zemřelí - absolutní údaje; 03. týden 2018;45-64;344
Česko;Zemřelí - absolutní údaje; 03. týden 2018;65-74;524
Česko;Zemřelí - absolutní údaje; 03. týden 2018;75-84;645
Česko;Zemřelí - absolutní údaje; 03. týden 2018;85 a více;643
Česko;Zemřelí - absolutní údaje; 02. týden 2018;celkem;2126
Česko;Zemřelí - absolutní údaje; 02. týden 2018;0-14;5
Česko;Zemřelí - absolutní údaje; 02. týden 2018;15-44;58
Česko;Zemřelí - absolutní údaje; 02. týden 2018;45-64;304
Česko;Zemřelí - absolutní údaje; 02. týden 2018;65-74;522
Česko;Zemřelí - absolutní údaje; 02. týden 2018;75-84;594
Česko;Zemřelí - absolutní údaje; 02. týden 2018;85 a více;643
Česko;Zemřelí - absolutní údaje; 01. týden 2018;celkem;2143
Česko;Zemřelí - absolutní údaje; 01. týden 2018;0-14;6
Česko;Zemřelí - absolutní údaje; 01. týden 2018;15-44;66
Česko;Zemřelí - absolutní údaje; 01. týden 2018;45-64;324
Česko;Zemřelí - absolutní údaje; 01. týden 2018;65-74;514
Česko;Zemřelí - absolutní údaje; 01. týden 2018;75-84;585
Česko;Zemřelí - absolutní údaje; 01. týden 2018;85 a více;648
Česko;Zemřelí - absolutní údaje; 52. týden 2017;celkem;2201
Česko;Zemřelí - absolutní údaje; 52. týden 2017;0-14;7
Česko;Zemřelí - absolutní údaje; 52. týden 2017;15-44;68
Česko;Zemřelí - absolutní údaje; 52. týden 2017;45-64;306
Česko;Zemřelí - absolutní údaje; 52. týden 2017;65-74;528
Česko;Zemřelí - absolutní údaje; 52. týden 2017;75-84;626
Česko;Zemřelí - absolutní údaje; 52. týden 2017;85 a více;666
Česko;Zemřelí - absolutní údaje; 51. týden 2017;celkem;2119
Česko;Zemřelí - absolutní údaje; 51. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 51. týden 2017;15-44;58
Česko;Zemřelí - absolutní údaje; 51. týden 2017;45-64;305
Česko;Zemřelí - absolutní údaje; 51. týden 2017;65-74;523
Česko;Zemřelí - absolutní údaje; 51. týden 2017;75-84;592
Česko;Zemřelí - absolutní údaje; 51. týden 2017;85 a více;630
Česko;Zemřelí - absolutní údaje; 50. týden 2017;celkem;2187
Česko;Zemřelí - absolutní údaje; 50. týden 2017;0-14;9
Česko;Zemřelí - absolutní údaje; 50. týden 2017;15-44;59
Česko;Zemřelí - absolutní údaje; 50. týden 2017;45-64;340
Česko;Zemřelí - absolutní údaje; 50. týden 2017;65-74;499
Česko;Zemřelí - absolutní údaje; 50. týden 2017;75-84;632
Česko;Zemřelí - absolutní údaje; 50. týden 2017;85 a více;648
Česko;Zemřelí - absolutní údaje; 49. týden 2017;celkem;2102
Česko;Zemřelí - absolutní údaje; 49. týden 2017;0-14;7
Česko;Zemřelí - absolutní údaje; 49. týden 2017;15-44;53
Česko;Zemřelí - absolutní údaje; 49. týden 2017;45-64;295
Česko;Zemřelí - absolutní údaje; 49. týden 2017;65-74;509
Česko;Zemřelí - absolutní údaje; 49. týden 2017;75-84;608
Česko;Zemřelí - absolutní údaje; 49. týden 2017;85 a více;630
Česko;Zemřelí - absolutní údaje; 48. týden 2017;celkem;2116
Česko;Zemřelí - absolutní údaje; 48. týden 2017;0-14;13
