Kategorie;Čtvrtletí;Oblasti destinačního managementu nečleněné;Ukazatel;Rezidence;value
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-západ;Průměrný počet přenocování ;Rezidenti;3.3993533335
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-západ;Průměrný počet přenocování ;Nerezidenti;2.2789780199
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet hostů;Celkem;93655.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet hostů;Rezidenti;70178.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet hostů;Nerezidenti;23477.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet přenocování;Celkem;212605.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet přenocování;Rezidenti;154343.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Počet přenocování;Nerezidenti;58262.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Průměrný počet přenocování ;Celkem;2.2700870215
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Průměrný počet přenocování ;Rezidenti;2.1993074753
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Morava;Průměrný počet přenocování ;Nerezidenti;2.4816629041
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet hostů;Celkem;63789.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet hostů;Rezidenti;54170.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet hostů;Nerezidenti;9619.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet přenocování;Celkem;115603.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet přenocování;Rezidenti;96237.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Počet přenocování;Nerezidenti;19366.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Průměrný počet přenocování ;Celkem;1.8122717083
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Průměrný počet přenocování ;Rezidenti;1.7765737493
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Valašsko;Průměrný počet přenocování ;Nerezidenti;2.0133069966
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet hostů;Celkem;18011.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet hostů;Rezidenti;15245.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet hostů;Nerezidenti;2766.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet přenocování;Celkem;34809.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet přenocování;Rezidenti;29357.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Počet přenocování;Nerezidenti;5452.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Průměrný počet přenocování ;Celkem;1.9326522681
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Průměrný počet přenocování ;Rezidenti;1.925680551
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kroměřížsko;Průměrný počet přenocování ;Nerezidenti;1.971077368
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet hostů;Celkem;57777.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet hostů;Rezidenti;50466.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet hostů;Nerezidenti;7311.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet přenocování;Celkem;199423.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet přenocování;Rezidenti;183298.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Počet přenocování;Nerezidenti;16125.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Celkem;3.4515983869
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Rezidenti;3.6321087465
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Nerezidenti;2.2055806319
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet hostů;Celkem;59597.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet hostů;Rezidenti;51376.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet hostů;Nerezidenti;8221.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet přenocování;Celkem;106710.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet přenocování;Rezidenti;89517.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Počet přenocování;Nerezidenti;17193.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Průměrný počet přenocování ;Celkem;1.7905263688
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Průměrný počet přenocování ;Rezidenti;1.7423894425
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Beskydy;Průměrný počet přenocování ;Nerezidenti;2.0913514171
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet hostů;Celkem;36169.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet hostů;Rezidenti;33084.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet hostů;Nerezidenti;3085.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet přenocování;Celkem;114129.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet přenocování;Rezidenti;106141.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Počet přenocování;Nerezidenti;7988.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Průměrný počet přenocování ;Celkem;3.1554369764
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Průměrný počet přenocování ;Rezidenti;3.208227542
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jeseníky-východ;Průměrný počet přenocování ;Nerezidenti;2.5893030794
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet hostů;Celkem;14432.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet hostů;Rezidenti;12201.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet hostů;Nerezidenti;2231.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet přenocování;Celkem;30679.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet přenocování;Rezidenti;25274.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Počet přenocování;Nerezidenti;5405.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Průměrný počet přenocování ;Celkem;2.1257621951
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Průměrný počet přenocování ;Rezidenti;2.0714695517
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Opavské Slezsko;Průměrný počet přenocování ;Nerezidenti;2.4226804124
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet hostů;Celkem;58998.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet hostů;Rezidenti;34303.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet hostů;Nerezidenti;24695.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet přenocování;Celkem;105347.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet přenocování;Rezidenti;56931.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Počet přenocování;Nerezidenti;48416.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Průměrný počet přenocování ;Celkem;1.7856029018
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Průměrný počet přenocování ;Rezidenti;1.6596507594
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Ostrava a okolí;Průměrný počet přenocování ;Nerezidenti;1.9605588176
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet hostů;Celkem;5958.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet hostů;Rezidenti;5254.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet hostů;Nerezidenti;704.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet přenocování;Celkem;47066.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet přenocování;Rezidenti;43549.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Počet přenocování;Nerezidenti;3517.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Průměrný počet přenocování ;Celkem;7.8996307486
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Průměrný počet přenocování ;Rezidenti;8.2887323944
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Poodří;Průměrný počet přenocování ;Nerezidenti;4.9957386364
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet hostů;Celkem;31650.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet hostů;Rezidenti;27078.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet hostů;Nerezidenti;4572.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet přenocování;Celkem;107349.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet přenocování;Rezidenti;94149.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Počet přenocování;Nerezidenti;13200.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Průměrný počet přenocování ;Celkem;3.3917535545
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Průměrný počet přenocování ;Rezidenti;3.476955462
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Těšínské Slezsko;Průměrný počet přenocování ;Nerezidenti;2.8871391076
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet hostů;Celkem;11618.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet hostů;Rezidenti;7923.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet hostů;Nerezidenti;3695.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet přenocování;Celkem;20476.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet přenocování;Rezidenti;12834.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Počet přenocování;Nerezidenti;7642.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Průměrný počet přenocování ;Celkem;1.7624375968
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Průměrný počet přenocování ;Rezidenti;1.6198409693
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pobrdí;Průměrný počet přenocování ;Nerezidenti;2.0682002706
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet hostů;Celkem;1647.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet hostů;Rezidenti;1459.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet hostů;Nerezidenti;188.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet přenocování;Celkem;4443.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet přenocování;Rezidenti;4038.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Počet přenocování;Nerezidenti;405.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Průměrný počet přenocování ;Celkem;2.6976320583
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Průměrný počet přenocování ;Rezidenti;2.7676490747
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Jižní Plzeňsko;Průměrný počet přenocování ;Nerezidenti;2.1542553191
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet hostů;Celkem;12767.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet hostů;Rezidenti;10647.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet hostů;Nerezidenti;2120.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet přenocování;Celkem;24687.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet přenocování;Rezidenti;19798.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Počet přenocování;Nerezidenti;4889.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Průměrný počet přenocování ;Celkem;1.9336570847
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Průměrný počet přenocování ;Rezidenti;1.8594909364
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Kraj pod Javořicí;Průměrný počet přenocování ;Nerezidenti;2.3061320755
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet hostů;Celkem;20965.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet hostů;Rezidenti;16647.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet hostů;Nerezidenti;4318.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet přenocování;Celkem;37828.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet přenocování;Rezidenti;28805.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Počet přenocování;Nerezidenti;9023.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Celkem;1.8043405676
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Rezidenti;1.7303418033
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Nerezidenti;2.0896248263
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet hostů;Celkem;30118.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet hostů;Rezidenti;26375.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet hostů;Nerezidenti;3743.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet přenocování;Celkem;53669.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet přenocování;Rezidenti;45281.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Počet přenocování;Nerezidenti;8388.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Průměrný počet přenocování ;Celkem;1.7819576333
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Průměrný počet přenocování ;Rezidenti;1.7168151659
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Vysočina west;Průměrný počet přenocování ;Nerezidenti;2.2409831686
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet hostů;Celkem;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet hostů;Rezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet hostů;Nerezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet přenocování;Celkem;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet přenocování;Rezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Počet přenocování;Nerezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Celkem;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Rezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Nerezidenti;
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet hostů;Celkem;56451.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet hostů;Rezidenti;46893.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet hostů;Nerezidenti;9558.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet přenocování;Celkem;95002.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet přenocování;Rezidenti;80236.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Počet přenocování;Nerezidenti;14766.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Průměrný počet přenocování ;Celkem;1.682910843
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Průměrný počet přenocování ;Rezidenti;1.7110442923
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;LVA a Hustopečsko;Průměrný počet přenocování ;Nerezidenti;1.5448838669
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet hostů;Celkem;46068.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet hostů;Rezidenti;34525.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet hostů;Nerezidenti;11543.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet přenocování;Celkem;76989.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet přenocování;Rezidenti;60415.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Počet přenocování;Nerezidenti;16574.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Průměrný počet přenocování ;Celkem;1.6712034384
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Průměrný počet přenocování ;Rezidenti;1.7498913831
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Pálava;Průměrný počet přenocování ;Nerezidenti;1.4358485662
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet hostů;Celkem;40461.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet hostů;Rezidenti;35636.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet hostů;Nerezidenti;4825.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet přenocování;Celkem;99644.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet přenocování;Rezidenti;87845.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Počet přenocování;Nerezidenti;11799.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Průměrný počet přenocování ;Celkem;2.4627171844
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Průměrný počet přenocování ;Rezidenti;2.465063419
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Šumava žije;Průměrný počet přenocování ;Nerezidenti;2.445388601
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet hostů;Celkem;1729.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet hostů;Rezidenti;1525.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet hostů;Nerezidenti;204.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet přenocování;Celkem;4628.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet přenocování;Rezidenti;4202.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Počet přenocování;Nerezidenti;426.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Průměrný počet přenocování ;Celkem;2.6766917293
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Průměrný počet přenocování ;Rezidenti;2.7554098361
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Plzeň a okolí jihozápad;Průměrný počet přenocování ;Nerezidenti;2.0882352941
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet hostů;Celkem;12937.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet hostů;Rezidenti;9408.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet hostů;Nerezidenti;3529.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet přenocování;Celkem;23978.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet přenocování;Rezidenti;16428.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Počet přenocování;Nerezidenti;7550.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Průměrný počet přenocování ;Celkem;1.8534436113
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Průměrný počet přenocování ;Rezidenti;1.7461734694
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Rokycansko - Horažďovicko;Průměrný počet přenocování ;Nerezidenti;2.1394162652
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet hostů;Celkem;19493.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet hostů;Rezidenti;15404.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet hostů;Nerezidenti;4089.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet přenocování;Celkem;35277.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet přenocování;Rezidenti;26698.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Počet přenocování;Nerezidenti;8579.0
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Průměrný počet přenocování ;Celkem;1.8097265685
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Průměrný počet přenocování ;Rezidenti;1.7331861854
Hromadná ubytovací zařízení celkem;4. čtvrtletí 2024;Tepna Vysočiny;Průměrný počet přenocování ;Nerezidenti;2.0980679873
