Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2010;89.2964524503
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2010;87.5778015146
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2010;86.4751258572
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2010;85.0312816317
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2010;83.202854047
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2010;82.2952156629
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2010;81.7174940745
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2010;80.6162447058
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2009;79.3523627657
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2009;80.0112736491
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2009;79.8253160753
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2009;81.1585149567
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2009;83.6664457294
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2009;83.9948965873
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2009;85.6461640764
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2009;86.5830971677
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2009;87.935644079
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2009;90.0078272348
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2009;90.578099317
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2009;93.7273552193
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2008;96.4415892724
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2008;97.2063958228
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2008;99.5019639952
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2008;101.433555632
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2008;102.000397765
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2008;104.9552448441
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2008;106.7048568854
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2008;108.8162727402
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2008;111.495400277
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2008;113.5456430854
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2008;117.7942241541
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2008;119.8633572986
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2007;122.2854482043
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2007;121.9953338502
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2007;120.7912322061
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2007;119.5303931019
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2007;117.2144633773
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2007;114.7536137346
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2007;111.9723754724
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2007;110.2149674611
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2007;108.4490375407
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2007;105.0364345133
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2007;102.7093097197
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2007;100.5278322285
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2006;98.0436688315
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2006;98.2796784157
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2006;98.6935949858
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2006;99.045741928
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2006;100.1714393236
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2006;101.3784425792
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2006;101.6290243076
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2006;101.7248789111
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2006;101.8068795838
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2006;102.6210278029
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2006;101.0401251353
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2006;100.1163577892
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2005;100.7448474485
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2005;101.0566029144
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2005;101.6803695508
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2005;101.1869556609
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2005;101.2964346519
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2005;101.3751970391
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2005;102.0285068431
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2005;103.5987973615
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2005;104.3456303986
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2005;105.8158658234
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2005;108.4174227177
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2005;109.9836249421
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2004;109.2851815811
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2004;109.0530007066
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2004;107.8894338125
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2004;107.6635967668
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2004;108.1491848878
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2004;108.1973689209
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2004;108.5534146819
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2004;107.6588253155
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2004;106.9773114941
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2004;105.279569331
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2004;103.1053398506
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2004;101.5321656662
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2003;101.9849291604
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2003;101.46534772
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2003;101.2596762657
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2003;101.4834634873
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2003;101.4135534875
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2003;99.2253063825
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2003;98.3396417842
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2003;96.6514658177
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2003;95.4233902885
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2003;96.0219235585
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2003;96.5161846179
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2003;97.0249611143
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2002;96.4297664747
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2002;95.9449962843
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2002;96.3466167532
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2002;96.7728104771
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2002;95.6688680224
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2002;97.1530935165
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2002;98.0194219891
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2002;99.5467323987
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2002;101.1820351691
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2002;101.8387167282
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2002;102.3960969476
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2002;103.198620406
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2001;104.7269236628
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;prosinec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;listopad 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;říjen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;září 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;srpen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červenec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;červen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;květen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;duben 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;březen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;únor 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;23 Výroba ostatních nekovových minerálních výrobků;leden 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2025;92.6127584827
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2025;90.4409401473
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2025;89.7189578601
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2024;89.0786890639
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2024;87.5527622834
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2024;86.1129729246
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2024;85.2775822294
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2024;83.7771918188
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2024;82.3462387414
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2024;80.537244306
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2024;79.4398253827
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2024;77.7859354458
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2024;75.8221239545
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2024;76.1118299865
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2024;76.1192495179
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2023;76.460090849
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2023;77.2650862802
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2023;78.5854364779
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2023;80.3127856563
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2023;83.1240404648
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2023;85.4962048311
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2023;87.8339739491
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2023;92.2700030329
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2023;98.9315468377
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2023;104.8484750048
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2023;109.4964519925
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2023;113.8044157707
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2022;117.920485614
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2022;121.904196443
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2022;126.6295539022
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2022;128.7452745385
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2022;131.5348329699
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2022;135.933674859
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2022;140.3850663809
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2022;144.1634592093
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2022;145.7622787947
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2022;146.7022151623
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2022;146.921295908
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2022;144.5300045759
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2021;141.4834457119
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2021;139.2012729723
