Ukazatel,Tříleté období,Území,Druh nemovitosti,Počet obyvatel obce,value
Průměrná jednotková kupní cena nemovitosti,2021-2023,Sokolov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Rodinné domy [Kč/m2],Celkem,33487.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Rodinné domy [Kč/m2],do 1 999 obyv.,35429.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,29909.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,34688.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Byty [Kč/m2],Celkem,31650.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Byty [Kč/m2],do 1 999 obyv.,25766.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Byty [Kč/m2],2 000 - 9 999 obyv.,27840.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Byty [Kč/m2],10 000 - 49 999 obyv.,32511.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Děčín,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Rodinné domy [Kč/m2],Celkem,37480.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Rodinné domy [Kč/m2],do 1 999 obyv.,37055.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35522.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,38033.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Byty [Kč/m2],Celkem,27474.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Byty [Kč/m2],do 1 999 obyv.,31967.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Byty [Kč/m2],2 000 - 9 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Byty [Kč/m2],10 000 - 49 999 obyv.,27411.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chomutov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Rodinné domy [Kč/m2],Celkem,35670.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Rodinné domy [Kč/m2],do 1 999 obyv.,35437.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,34469.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,42082.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Byty [Kč/m2],Celkem,42047.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Byty [Kč/m2],do 1 999 obyv.,31249.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Byty [Kč/m2],2 000 - 9 999 obyv.,39055.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Byty [Kč/m2],10 000 - 49 999 obyv.,46120.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Litoměřice,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Rodinné domy [Kč/m2],Celkem,31900.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Rodinné domy [Kč/m2],do 1 999 obyv.,30080.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,34140.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,37513.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Byty [Kč/m2],Celkem,34207.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Byty [Kč/m2],do 1 999 obyv.,27062.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Byty [Kč/m2],2 000 - 9 999 obyv.,28128.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Byty [Kč/m2],10 000 - 49 999 obyv.,36074.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Louny,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Rodinné domy [Kč/m2],Celkem,39530.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Rodinné domy [Kč/m2],do 1 999 obyv.,34808.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,36826.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,37957.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Rodinné domy [Kč/m2],50 000 obyv. a více,51047.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Byty [Kč/m2],Celkem,29872.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Byty [Kč/m2],do 1 999 obyv.,25807.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Byty [Kč/m2],2 000 - 9 999 obyv.,26114.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Byty [Kč/m2],10 000 - 49 999 obyv.,27663.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Most,Byty [Kč/m2],50 000 obyv. a více,34543.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Rodinné domy [Kč/m2],Celkem,38453.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Rodinné domy [Kč/m2],do 1 999 obyv.,35469.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39412.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,40894.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Byty [Kč/m2],Celkem,29799.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Byty [Kč/m2],do 1 999 obyv.,22112.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Byty [Kč/m2],2 000 - 9 999 obyv.,28448.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Byty [Kč/m2],10 000 - 49 999 obyv.,30752.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Teplice,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Rodinné domy [Kč/m2],Celkem,43642.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Rodinné domy [Kč/m2],do 1 999 obyv.,38589.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39978.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Rodinné domy [Kč/m2],50 000 obyv. a více,49827.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Byty [Kč/m2],Celkem,38995.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Byty [Kč/m2],do 1 999 obyv.,31295.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Byty [Kč/m2],2 000 - 9 999 obyv.,31328.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Labem,Byty [Kč/m2],50 000 obyv. a více,39965.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Rodinné domy [Kč/m2],Celkem,38367.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Rodinné domy [Kč/m2],do 1 999 obyv.,34096.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,41197.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,45189.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Byty [Kč/m2],Celkem,35910.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Byty [Kč/m2],do 1 999 obyv.,27273.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Byty [Kč/m2],2 000 - 9 999 obyv.,33140.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Byty [Kč/m2],10 000 - 49 999 obyv.,37686.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Česká Lípa,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Rodinné domy [Kč/m2],Celkem,40890.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Rodinné domy [Kč/m2],do 1 999 obyv.,39348.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39943.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,43407.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Byty [Kč/m2],Celkem,41200.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Byty [Kč/m2],do 1 999 obyv.,36005.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Byty [Kč/m2],2 000 - 9 999 obyv.,34662.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Byty [Kč/m2],10 000 - 49 999 obyv.,43212.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jablonec nad Nisou,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Rodinné domy [Kč/m2],Celkem,49139.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Rodinné domy [Kč/m2],do 1 999 obyv.,34982.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39517.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Rodinné domy [Kč/m2],50 000 obyv. a více,64920.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Byty [Kč/m2],Celkem,50308.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Byty [Kč/m2],do 1 999 obyv.,32726.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Byty [Kč/m2],2 000 - 9 999 obyv.,35825.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Liberec,Byty [Kč/m2],50 000 obyv. a více,55766.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Rodinné domy [Kč/m2],Celkem,38661.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Rodinné domy [Kč/m2],do 1 999 obyv.,37103.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39131.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,46669.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Byty [Kč/m2],Celkem,41879.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Byty [Kč/m2],do 1 999 obyv.,30464.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Byty [Kč/m2],2 000 - 9 999 obyv.,40815.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Byty [Kč/m2],10 000 - 49 999 obyv.,49783.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Semily,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Rodinné domy [Kč/m2],Celkem,53570.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Rodinné domy [Kč/m2],do 1 999 obyv.,40163.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40501.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Rodinné domy [Kč/m2],50 000 obyv. a více,66475.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Byty [Kč/m2],Celkem,60751.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Byty [Kč/m2],do 1 999 obyv.,33234.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Byty [Kč/m2],2 000 - 9 999 obyv.,42696.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hradec Králové,Byty [Kč/m2],50 000 obyv. a více,64219.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Rodinné domy [Kč/m2],Celkem,38293.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Rodinné domy [Kč/m2],do 1 999 obyv.,35772.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39981.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Byty [Kč/m2],Celkem,43179.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Byty [Kč/m2],do 1 999 obyv.,33033.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Byty [Kč/m2],2 000 - 9 999 obyv.,44029.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Byty [Kč/m2],10 000 - 49 999 obyv.,47736.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jičín,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Rodinné domy [Kč/m2],Celkem,35953.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Rodinné domy [Kč/m2],do 1 999 obyv.,38438.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,34091.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,35541.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Byty [Kč/m2],Celkem,36401.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Byty [Kč/m2],do 1 999 obyv.,28165.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Byty [Kč/m2],2 000 - 9 999 obyv.,33882.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Byty [Kč/m2],10 000 - 49 999 obyv.,40121.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Náchod,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Rodinné domy [Kč/m2],Celkem,38626.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Rodinné domy [Kč/m2],do 1 999 obyv.,38361.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,38583.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,39266.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Byty [Kč/m2],Celkem,39637.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Byty [Kč/m2],do 1 999 obyv.,33948.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Byty [Kč/m2],2 000 - 9 999 obyv.,38758.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Byty [Kč/m2],10 000 - 49 999 obyv.,47244.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Rychnov nad Kněžnou,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Rodinné domy [Kč/m2],Celkem,38872.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Rodinné domy [Kč/m2],do 1 999 obyv.,38900.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,36852.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,39581.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Byty [Kč/m2],Celkem,38521.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Byty [Kč/m2],do 1 999 obyv.,33546.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Byty [Kč/m2],2 000 - 9 999 obyv.,32422.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Byty [Kč/m2],10 000 - 49 999 obyv.,42176.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Trutnov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Rodinné domy [Kč/m2],Celkem,37368.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Rodinné domy [Kč/m2],do 1 999 obyv.,35287.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,37853.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,42831.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Byty [Kč/m2],Celkem,39415.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Byty [Kč/m2],do 1 999 obyv.,29946.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Byty [Kč/m2],2 000 - 9 999 obyv.,35981.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Byty [Kč/m2],10 000 - 49 999 obyv.,46791.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Chrudim,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Rodinné domy [Kč/m2],Celkem,51361.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Rodinné domy [Kč/m2],do 1 999 obyv.,44452.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,48560.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Rodinné domy [Kč/m2],50 000 obyv. a více,69657.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Byty [Kč/m2],Celkem,56218.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Byty [Kč/m2],do 1 999 obyv.,37359.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Byty [Kč/m2],2 000 - 9 999 obyv.,43441.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pardubice,Byty [Kč/m2],50 000 obyv. a více,60644.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Rodinné domy [Kč/m2],Celkem,36284.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Rodinné domy [Kč/m2],do 1 999 obyv.,33800.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39344.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,43074.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Byty [Kč/m2],Celkem,38969.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Byty [Kč/m2],do 1 999 obyv.,29226.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Byty [Kč/m2],2 000 - 9 999 obyv.,41056.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Byty [Kč/m2],10 000 - 49 999 obyv.,40331.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Svitavy,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Rodinné domy [Kč/m2],Celkem,37034.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Rodinné domy [Kč/m2],do 1 999 obyv.,36188.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,37774.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,37381.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Byty [Kč/m2],Celkem,38536.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Byty [Kč/m2],do 1 999 obyv.,28831.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Byty [Kč/m2],2 000 - 9 999 obyv.,38600.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Byty [Kč/m2],10 000 - 49 999 obyv.,41192.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ústí nad Orlicí,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Rodinné domy [Kč/m2],Celkem,38176.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Rodinné domy [Kč/m2],do 1 999 obyv.,37479.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35887.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,41735.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Byty [Kč/m2],Celkem,38963.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Byty [Kč/m2],do 1 999 obyv.,27398.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Byty [Kč/m2],2 000 - 9 999 obyv.,37968.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Byty [Kč/m2],10 000 - 49 999 obyv.,42733.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Havlíčkův Brod,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Rodinné domy [Kč/m2],Celkem,44493.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Rodinné domy [Kč/m2],do 1 999 obyv.,37199.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,36617.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Rodinné domy [Kč/m2],50 000 obyv. a více,60502.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Byty [Kč/m2],Celkem,49034.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Byty [Kč/m2],do 1 999 obyv.,39090.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Byty [Kč/m2],2 000 - 9 999 obyv.,37016.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jihlava,Byty [Kč/m2],50 000 obyv. a více,52028.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Rodinné domy [Kč/m2],Celkem,36168.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Rodinné domy [Kč/m2],do 1 999 obyv.,34600.0
