Území;Čtvrtletí;Země;Ukazatel;value
Česko;4. čtvrtletí 2024;Kuba;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kuba;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kuba;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kuba;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kuba;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kuba;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kuvajt;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kuvajt;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kuvajt;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kuvajt;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kuvajt;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kuvajt;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kuvajt;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kypr;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kypr;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kypr;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kypr;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kypr;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kypr;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kypr;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kyrgyzstán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kyrgyzstán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Laoská lidově demokratická republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Lesotho;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Lesotho;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Lesotho;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Lesotho;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Lesotho;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Lesotho;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Lesotho;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Libanon;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Libanon;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Libanon;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libanon;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libanon;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Libanon;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Libanon;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Libérie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Libérie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Libérie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libérie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libérie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Libérie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Libérie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Libye;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Libye;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Libye;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libye;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Libye;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Libye;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Libye;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Lichtenštejnsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Litva;Pohyb zboží z ČR (v mil. Kč, FOB);7482.088239
Česko;4. čtvrtletí 2024;Litva;Pohyb zboží do ČR (v mil. Kč, CIF);2762.109468
Česko;4. čtvrtletí 2024;Litva;Bilance - pohyb zboží (v mil. Kč);4719.978771
Česko;4. čtvrtletí 2024;Litva;Obrat - pohyb zboží (v mil. Kč);10244.197707
Česko;4. čtvrtletí 2024;Litva;Pohyb zboží z ČR (meziroční index );136.244141485
Česko;4. čtvrtletí 2024;Litva;Pohyb zboží do ČR (meziroční index);115.355758791
Česko;4. čtvrtletí 2024;Litva;Obrat pohybu zboží (meziroční index);129.9018832971
Česko;4. čtvrtletí 2024;Lotyšsko;Pohyb zboží z ČR (v mil. Kč, FOB);3559.427969
Česko;4. čtvrtletí 2024;Lotyšsko;Pohyb zboží do ČR (v mil. Kč, CIF);886.243107
Česko;4. čtvrtletí 2024;Lotyšsko;Bilance - pohyb zboží (v mil. Kč);2673.184862
Česko;4. čtvrtletí 2024;Lotyšsko;Obrat - pohyb zboží (v mil. Kč);4445.671076
Česko;4. čtvrtletí 2024;Lotyšsko;Pohyb zboží z ČR (meziroční index );118.2812798715
Česko;4. čtvrtletí 2024;Lotyšsko;Pohyb zboží do ČR (meziroční index);111.1502664512
Česko;4. čtvrtletí 2024;Lotyšsko;Obrat pohybu zboží (meziroční index);116.787615302
Česko;4. čtvrtletí 2024;Lucembursko;Pohyb zboží z ČR (v mil. Kč, FOB);2995.47207
Česko;4. čtvrtletí 2024;Lucembursko;Pohyb zboží do ČR (v mil. Kč, CIF);1587.464462
Česko;4. čtvrtletí 2024;Lucembursko;Bilance - pohyb zboží (v mil. Kč);1408.007608
Česko;4. čtvrtletí 2024;Lucembursko;Obrat - pohyb zboží (v mil. Kč);4582.936532
Česko;4. čtvrtletí 2024;Lucembursko;Pohyb zboží z ČR (meziroční index );107.7592006143
Česko;4. čtvrtletí 2024;Lucembursko;Pohyb zboží do ČR (meziroční index);109.3166926763
Česko;4. čtvrtletí 2024;Lucembursko;Obrat pohybu zboží (meziroční index);108.2936449744
Česko;4. čtvrtletí 2024;Macao;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Macao;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Macao;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Macao;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Macao;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Macao;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Macao;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Madagaskar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Madagaskar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Madagaskar;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Madagaskar;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Madagaskar;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Madagaskar;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Madagaskar;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Maďarsko;Pohyb zboží z ČR (v mil. Kč, FOB);56510.814032
Česko;4. čtvrtletí 2024;Maďarsko;Pohyb zboží do ČR (v mil. Kč, CIF);29017.067768
Česko;4. čtvrtletí 2024;Maďarsko;Bilance - pohyb zboží (v mil. Kč);27493.746264
Česko;4. čtvrtletí 2024;Maďarsko;Obrat - pohyb zboží (v mil. Kč);85527.8818
Česko;4. čtvrtletí 2024;Maďarsko;Pohyb zboží z ČR (meziroční index );108.53225004
Česko;4. čtvrtletí 2024;Maďarsko;Pohyb zboží do ČR (meziroční index);89.8425792085
Česko;4. čtvrtletí 2024;Maďarsko;Obrat pohybu zboží (meziroční index);101.3773097909
Česko;4. čtvrtletí 2024;Malajsie;Pohyb zboží z ČR (v mil. Kč, FOB);2081.118301
Česko;4. čtvrtletí 2024;Malajsie;Pohyb zboží do ČR (v mil. Kč, CIF);13844.627705
Česko;4. čtvrtletí 2024;Malajsie;Bilance - pohyb zboží (v mil. Kč);-11763.509404
Česko;4. čtvrtletí 2024;Malajsie;Obrat - pohyb zboží (v mil. Kč);15925.746006
Česko;4. čtvrtletí 2024;Malajsie;Pohyb zboží z ČR (meziroční index );184.4527765129
Česko;4. čtvrtletí 2024;Malajsie;Pohyb zboží do ČR (meziroční index);109.0105466147
Česko;4. čtvrtletí 2024;Malajsie;Obrat pohybu zboží (meziroční index);115.1658583385
Česko;4. čtvrtletí 2024;Malawi;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Malawi;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Malawi;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Malawi;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Malawi;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Malawi;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Malawi;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Maledivy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Maledivy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Maledivy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Maledivy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Maledivy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Maledivy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Maledivy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mali;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mali;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mali;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mali;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mali;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mali;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mali;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Malta;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Malta;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Malta;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Malta;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Malta;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Malta;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Malta;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Maroko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Maroko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Maroko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Maroko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Maroko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Maroko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Maroko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Marshallovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mauricius;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mauricius;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mauricius;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mauricius;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mauricius;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mauricius;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mauricius;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mauritánie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mauritánie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mauritánie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mauritánie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mauritánie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mauritánie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mauritánie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Melilla;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Melilla;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Melilla;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Melilla;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Melilla;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Melilla;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Melilla;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Menší odlehlé ostrovy USA;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mexiko;Pohyb zboží z ČR (v mil. Kč, FOB);8147.627357
Česko;4. čtvrtletí 2024;Mexiko;Pohyb zboží do ČR (v mil. Kč, CIF);7253.686035
Česko;4. čtvrtletí 2024;Mexiko;Bilance - pohyb zboží (v mil. Kč);893.941322
Česko;4. čtvrtletí 2024;Mexiko;Obrat - pohyb zboží (v mil. Kč);15401.313392
Česko;4. čtvrtletí 2024;Mexiko;Pohyb zboží z ČR (meziroční index );101.6635777789
Česko;4. čtvrtletí 2024;Mexiko;Pohyb zboží do ČR (meziroční index);123.3084746384
Česko;4. čtvrtletí 2024;Mexiko;Obrat pohybu zboží (meziroční index);110.8258838273
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mnohonárodní stát Bolívie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Moldavská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Moldavská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Moldavská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Moldavská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Moldavská republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Moldavská republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Moldavská republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mongolsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mongolsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mongolsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mongolsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mongolsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mongolsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mongolsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Montserrat;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Montserrat;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Montserrat;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Montserrat;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Montserrat;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Montserrat;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Montserrat;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Mosambik;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Mosambik;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Mosambik;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mosambik;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Mosambik;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Mosambik;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Mosambik;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Myanmar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Myanmar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Myanmar;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Myanmar;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Myanmar;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Myanmar;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Myanmar;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Namibie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Namibie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Namibie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Namibie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Namibie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Namibie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Namibie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Nauru;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nauru;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nauru;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nauru;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nauru;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nauru;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nauru;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Německo;Pohyb zboží z ČR (v mil. Kč, FOB);503273.929421
Česko;4. čtvrtletí 2024;Německo;Pohyb zboží do ČR (v mil. Kč, CIF);275473.547248
Česko;4. čtvrtletí 2024;Německo;Bilance - pohyb zboží (v mil. Kč);227800.382173
Česko;4. čtvrtletí 2024;Německo;Obrat - pohyb zboží (v mil. Kč);778747.476669
Česko;4. čtvrtletí 2024;Německo;Pohyb zboží z ČR (meziroční index );105.448648522
Česko;4. čtvrtletí 2024;Německo;Pohyb zboží do ČR (meziroční index);101.720426784
Česko;4. čtvrtletí 2024;Německo;Obrat pohybu zboží (meziroční index);104.0989917663
Česko;4. čtvrtletí 2024;Nepál;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nepál;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nepál;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nepál;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nepál;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nepál;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nepál;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Niger;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Niger;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Niger;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Niger;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Niger;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Niger;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Niger;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Nigérie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nigérie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nigérie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nigérie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nigérie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nigérie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nigérie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Nikaragua;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nikaragua;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nikaragua;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nikaragua;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nikaragua;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nikaragua;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nikaragua;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Niue;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Niue;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Niue;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Niue;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Niue;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Niue;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Niue;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Nizozemsko;Pohyb zboží z ČR (v mil. Kč, FOB);50417.749355
Česko;4. čtvrtletí 2024;Nizozemsko;Pohyb zboží do ČR (v mil. Kč, CIF);36332.566042
Česko;4. čtvrtletí 2024;Nizozemsko;Bilance - pohyb zboží (v mil. Kč);14085.183313
Česko;4. čtvrtletí 2024;Nizozemsko;Obrat - pohyb zboží (v mil. Kč);86750.315397
Česko;4. čtvrtletí 2024;Nizozemsko;Pohyb zboží z ČR (meziroční index );102.8789972612
