Území,Ukazatel,Typ indexu,Očištění,Typ tržeb,Vybraná průmyslová činnost,Měsíce,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,listopad 2001,124.0403436344
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,říjen 2001,115.2347572085
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,září 2001,103.2820194806
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,srpen 2001,111.3752904085
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červenec 2001,120.8413545114
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červen 2001,114.7193070257
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,květen 2001,115.0445497405
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,duben 2001,114.7955437645
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,březen 2001,118.8530153811
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,únor 2001,109.6644882398
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,leden 2001,111.6059937631
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,prosinec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,listopad 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,říjen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,září 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,srpen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červenec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,květen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,duben 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,březen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,únor 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,leden 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2025,95.476316214
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2025,110.2995518709
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2025,107.6081272175
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2025,101.693816272
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2025,98.8434843436
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2025,106.2567300012
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2025,97.5030481631
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2025,100.6249666839
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2024,101.5849929764
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2024,96.5468413076
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2024,105.3911584886
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2024,109.0558858884
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2024,99.9582902151
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2024,117.9617551113
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2024,94.9897199619
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2024,105.4812276112
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2024,116.7232261058
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2024,93.9920651788
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2024,104.7605838923
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2024,100.4600722283
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2023,93.4027675565
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2023,95.8571720786
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2023,98.7946588609
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2023,90.0054149009
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2023,95.6199911674
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2023,91.2424276786
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2023,94.5789807954
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2023,94.4661426994
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2023,95.7505675831
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2023,104.9944616693
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2023,105.9941854361
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2023,107.5852727401
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2022,104.0249641499
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2022,107.5262593935
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2022,116.4282199438
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2022,113.6126313758
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2022,118.9345639427
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2022,103.6092798659
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2022,113.4427710805
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2022,112.5875791775
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2022,103.9791372999
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2022,102.6456211973
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2022,107.2263346173
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2022,108.830775927
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2021,104.3663532261
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2021,111.5193294761
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2021,90.8136907082
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2021,100.3642494374
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2021,109.5477275871
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2021,102.4107317654
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2021,119.7494502
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2021,163.3842138463
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2021,200.9715554767
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2021,124.7325795919
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2021,100.5548800757
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2021,98.6467518304
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2020,114.6596301804
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2020,99.1437937944
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2020,105.6223474712
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2020,103.995239623
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2020,93.8682578588
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2020,95.2297642197
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2020,93.7497822254
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2020,60.6176931761
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2020,52.6313096029
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2020,88.982977493
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2020,99.7758821981
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2020,97.9802182093
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2019,97.6017944701
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2019,103.726154712
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2019,96.7950359482
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2019,105.5646405108
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2019,98.7581470467
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2019,105.8773200364
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2019,94.1525998767
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2019,105.4761431215
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2019,105.4691774058
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2019,105.2085383487
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2019,102.731660512
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2019,95.1880536889
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2018,97.841622593
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2018,97.9558771481
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2018,103.0565759689
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2018,96.8861105264
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2018,98.4735197154
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2018,103.4808588338
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2018,98.9635511625
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2018,96.8930570925
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2018,95.9637720469
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2018,90.7447336035
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2018,100.5203987149
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2018,110.0805000711
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2017,100.7244764546
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2017,115.3284258958
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2017,110.8332984172
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2017,102.3549594154
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2017,104.9703017189
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2017,103.4941204562
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2017,107.1087332485
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2017,109.4640334918
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2017,101.9977471027
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2017,116.7004620785
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2017,105.1253328063
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2017,110.5422337104
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2016,104.932761783
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2016,105.6840521194
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2016,99.7946481672
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2016,99.9224322285
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2016,112.7460112834
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2016,87.670815506
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2016,98.0185047434
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2016,103.4836236508
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2016,101.3398710182
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2016,97.3037783755
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2016,103.1636202266
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2016,102.4834539612
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2015,102.001590913
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2015,104.0297411552
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2015,101.9719000647
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2015,103.2291011224
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2015,106.8898393462
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2015,104.7123266714
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2015,109.9877351565
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2015,104.4495676347
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2015,108.9668852268
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2015,111.9570994211
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2015,103.6065256849
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2015,102.6214644888
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2014,108.6753902423
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2014,103.4830644807
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2014,106.7165934565
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2014,109.1609748552
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2014,97.1667412677
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2014,114.7078196921
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2014,116.0851690103
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2014,112.7639920443
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2014,109.6569816266
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2014,113.4284404569
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2014,116.8531070756
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2014,115.6541939502
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2013,115.3615456811
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2013,103.3650741731
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2013,104.457181597
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,září 2013,112.1769893468
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,srpen 2013,104.4958024332
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červenec 2013,106.187383867
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,červen 2013,96.7424650072
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,květen 2013,96.4387321805
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,duben 2013,103.2807417235
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,březen 2013,92.6473023151
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,únor 2013,96.3321920456
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,leden 2013,95.1643019464
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,prosinec 2012,87.495776677
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,listopad 2012,85.8161443748
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,22 Výroba pryžových a plastových výrobků,říjen 2012,111.2215846062
