Území,Ukazatel,Typ indexu,Očištění,Typ tržeb,Vybraná průmyslová činnost,Měsíce,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",červen 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",květen 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",duben 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",březen 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",únor 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",leden 2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",prosinec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",listopad 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",říjen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",září 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",srpen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",červenec 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",červen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",květen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",duben 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",březen 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",únor 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,"D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",leden 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2025,86.6305796223
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2025,88.2056941242
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2025,62.9500468472
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2025,72.7973921725
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2025,89.7945818436
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2025,88.5223355611
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2025,98.5240923394
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2025,112.3243080813
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2024,74.4283424519
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2024,107.4127609018
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2024,81.9753244727
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2024,81.8347905365
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2024,64.4823882104
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2024,67.0040884698
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2024,83.7225819794
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2024,73.2440842696
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2024,73.133898692
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2024,79.1602414059
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2024,69.6458926518
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2024,59.1787602502
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2023,114.8823847054
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2023,102.2012577526
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2023,106.0001579723
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2023,118.781809257
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2023,115.6690160887
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2023,123.829863985
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2023,98.624203388
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2023,107.6711283112
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2023,130.6939149722
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2023,124.4538634223
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2023,144.5626108835
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2023,149.9080641353
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2022,102.2727864718
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2022,108.5120425965
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2022,113.6926277749
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2022,125.8512200452
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2022,138.2730778908
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2022,149.7316738178
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2022,155.4837092079
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2022,157.2732567996
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2022,137.8834624526
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2022,146.108220407
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2022,128.694042143
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2022,134.0617761293
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2021,124.6656971859
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2021,122.5100140057
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2021,135.3408508522
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2021,124.268818526
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2021,123.9935287754
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2021,127.2305636044
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2021,105.1179577636
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2021,95.4637174143
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2021,102.3758032035
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2021,94.3025806934
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2021,95.0997755302
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2021,88.2659691835
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2020,100.3721093685
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2020,93.8635759566
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2020,86.8530482444
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2020,73.4009571446
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2020,66.9182690511
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2020,63.2859489035
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2020,66.2948978276
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2020,71.7023272827
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2020,71.2075952053
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2020,83.2596860548
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,únor 2020,77.4706593503
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,leden 2020,86.1964415446
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,prosinec 2019,90.0789309092
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,listopad 2019,82.6500423598
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,říjen 2019,88.2238147036
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,září 2019,94.4693929622
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,srpen 2019,80.8435332382
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červenec 2019,75.8808593345
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,červen 2019,85.7581793378
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,květen 2019,95.4472117266
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,duben 2019,91.7645183756
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,05 Těžba a úprava černého a hnědého uhlí,březen 2019,81.5635295908
