Území,Ukazatel,Typ ceny,Očištění,CZCPA,Měsíce,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2015,11069.814309
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2015,11524.734519
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2015,10523.753415
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2015,9000.265871
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2015,8841.169456
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2015,9333.78699
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2015,9111.923675
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2015,9073.509896
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2015,10034.83779
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2015,8741.830861
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2015,8625.854531
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2014,8708.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2014,9437.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2014,9850.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2014,9161.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2014,7950.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2014,8778.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2014,8547.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2014,8451.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2014,8718.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2014,9110.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2014,8368.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2014,8660.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2013,7876.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2013,9040.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2013,8561.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2013,8049.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2013,7840.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2013,7951.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2013,7185.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2013,7710.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2013,7460.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2013,7674.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2013,7267.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2013,7731.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2012,7164.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2012,8512.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2012,8487.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2012,7248.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2012,7480.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2012,6733.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2012,7015.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2012,7344.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2012,6644.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2012,7221.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2012,6475.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2012,6745.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2011,6213.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2011,7182.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2011,6513.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2011,5891.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2011,5662.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2011,5440.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2011,5686.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2011,5629.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2011,5048.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2011,6353.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2011,5095.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2011,5311.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2010,5097.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2010,5817.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2010,5699.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2010,5577.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2010,5210.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2010,4757.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2010,5162.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2010,4986.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2010,4934.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2010,5428.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2010,4763.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2010,4706.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2009,4514.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2009,5073.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2009,4987.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2009,4754.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2009,4509.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2009,4566.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2009,4622.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2009,4314.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2009,4335.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2009,4923.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2009,4493.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2009,4101.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",březen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",únor 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",leden 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",prosinec 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",listopad 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",říjen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",září 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",srpen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červenec 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",červen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",květen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"10 Potravinářské výrobky, vč. souvisejících služeb a prací",duben 2006,
