Území,Ukazatel,Typ ceny,Očištění,CZCPA,Měsíce,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2014,13800.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2014,13914.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2013,11835.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2013,13483.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2013,13097.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2013,13125.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2013,11294.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2013,12043.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2013,12557.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2013,13661.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2013,13266.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2013,13382.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2013,11994.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2013,12374.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2012,10431.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2012,12754.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2012,13208.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2012,12628.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2012,12109.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2012,12140.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2012,11190.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2012,12423.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2012,12109.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2012,13370.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2012,11803.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2012,12334.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2011,10486.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2011,11686.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2011,10972.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2011,11172.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2011,10525.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2011,11136.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2011,12054.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2011,12287.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2011,11376.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2011,13070.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2011,10914.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2011,11197.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2010,9659.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2010,10915.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2010,10090.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2010,10347.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2010,9698.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2010,10119.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2010,11004.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2010,10405.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2010,9668.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2010,9707.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2010,8091.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2010,7832.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2009,7329.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2009,8460.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2009,8299.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2009,8089.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2009,7627.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2009,8222.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2009,7932.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2009,7426.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2009,7607.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2009,7701.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2009,6958.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2009,6836.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2008,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2007,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2006,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",prosinec 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",listopad 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",říjen 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",září 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",srpen 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červenec 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",červen 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",květen 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",duben 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",březen 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",únor 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"20 Chemické látky a chemické přípravky, vč. subdodavatelských prací",leden 2005,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",srpen 2025,5588.700829
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červenec 2025,6440.806848
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červen 2025,7026.014971
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",květen 2025,6547.852587
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",duben 2025,6407.557808
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",březen 2025,6664.212759
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",únor 2025,6404.171802
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",leden 2025,5719.84358
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",prosinec 2024,5572.493299
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",listopad 2024,5777.536832
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",říjen 2024,6127.223411
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",září 2024,6095.284588
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",srpen 2024,5475.72771
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červenec 2024,6397.087732
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červen 2024,5861.906312
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",květen 2024,6205.157463
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",duben 2024,6320.009622
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",březen 2024,5911.532932
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",únor 2024,5902.622209
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",leden 2024,5214.028668
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",prosinec 2023,5720.628715
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",listopad 2023,5924.606613
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",říjen 2023,6318.977359
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",září 2023,5665.521983
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",srpen 2023,5163.534458
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červenec 2023,5048.324131
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červen 2023,6148.903812
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",květen 2023,6012.975328
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",duben 2023,5257.390153
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",březen 2023,6147.203392
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",únor 2023,5177.600694
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",leden 2023,4973.656035
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",prosinec 2022,5438.78479
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",listopad 2022,5296.858462
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",říjen 2022,5437.361519
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",září 2022,5624.345194
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",srpen 2022,4997.939396
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červenec 2022,4637.048957
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červen 2022,5535.850233
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",květen 2022,5650.519493
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",duben 2022,4349.901781
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",březen 2022,5585.746226
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",únor 2022,4629.247561
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",leden 2022,5368.991625
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",prosinec 2021,4886.052988
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",listopad 2021,4956.715809
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",říjen 2021,5042.938455
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",září 2021,4970.832723
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",srpen 2021,4135.573464
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červenec 2021,4344.857776
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",červen 2021,4958.482681
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",květen 2021,4375.479343
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",duben 2021,5420.828247
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",březen 2021,5359.653153
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",únor 2021,4462.838745
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,"21 Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",leden 2021,3914.051262
