Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2001;109.5724767295
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2001;107.8665586156
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2001;108.3235825626
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2001;110.2693042303
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2002;104.0500484904
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2002;105.057343564
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2002;102.1919479813
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2002;102.5437434235
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2003;108.1660862376
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2003;110.2864107755
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2003;110.1444862357
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2003;108.6105112712
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2004;102.7875395399
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2004;102.0519104419
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2004;102.8246389524
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2004;103.6608820753
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2005;105.4772018944
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2005;104.3957637243
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2005;104.0447937687
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2005;104.426026009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2006;108.0152417567
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2006;106.8792366185
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2006;106.1330594405
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2006;106.0813066774
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2007;107.0636348798
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2007;105.4365304112
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2007;105.6168045991
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2007;101.1509872691
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2008;101.7823957356
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2008;103.0491758628
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2008;99.0579921355
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2008;102.1102972488
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2009;99.7939172624
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2009;100.5006265753
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2009;102.7678531817
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2009;102.7165960177
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2010;102.6176805757
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2010;99.8142362673
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2010;102.2950084067
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2010;100.2444100057
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2011;101.2034249554
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2011;99.4330056061
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2011;97.6523915935
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2011;97.3930700976
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2012;95.7703140061
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2012;97.3566733912
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2012;98.4792297502
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2012;98.2153335989
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2013;99.137137927
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2013;98.2961413801
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2013;99.6613658114
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2013;99.8850629656
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2014;99.5291026344
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2014;102.9472511051
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2014;99.7774317836
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2014;102.9625956108
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2015;104.7183118182
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2015;103.0418158862
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2015;105.1923521265
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2015;103.9572841505
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2016;104.5604488797
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2016;104.0866795159
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2016;102.4173318354
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2016;99.6297922393
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2017;101.8491904852
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2017;103.6194471094
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2017;103.1954740325
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2017;102.5582523853
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2018;103.7411275045
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2018;101.4388756781
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2018;102.5397928453
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2018;101.5056135899
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2019;101.0740268148
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2019;103.3977270078
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2019;100.6487174177
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2019;103.4168092552
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2020;102.4495187432
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2020;97.4274757073
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2020;98.6561713388
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2020;101.6854720093
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2021;99.1634554988
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2021;101.1642793565
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2021;99.2633166733
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2021;99.4635823792
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2022;99.1703109917
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2022;96.6807243589
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2022;94.054459722
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2022;90.5605561484
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2023;91.3175972304
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2023;91.6806707577
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2023;95.0577163824
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2023;97.7905886174
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2024;102.6888375715
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2. čtvrtletí 2024;103.5140879941
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;3. čtvrtletí 2024;102.9503138123
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;4. čtvrtletí 2024;102.2840857637
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;1. čtvrtletí 2025;100.8108247625
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2001;100.6104397467
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2001;96.8439363297
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2001;101.1698738521
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2001;103.8185094205
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2002;96.9949223357
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2002;93.5727699654
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2002;92.5771653187
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2002;89.2972066621
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2003;99.6326632618
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2003;102.8906261684
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2003;107.5494623522
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2003;112.0275637168
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2004;94.2100914644
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2004;89.4821504919
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2004;92.1594562779
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2004;90.1118218002
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2005;89.6450323121
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2005;98.0927355152
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2005;101.1016406257
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2005;103.2163868137
