Stát;Ukazatel;Čtvrtletí;value
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2017;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2017;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2017;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2016;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2016;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2016;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2016;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2015;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2015;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2015;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2015;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2014;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2014;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2014;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2014;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2013;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2013;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2013;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2013;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2012;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2012;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2012;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2012;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2011;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2011;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2011;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2011;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2010;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2010;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2010;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2010;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2009;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2009;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2009;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2009;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2008;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2008;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2008;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2008;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2007;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2007;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2007;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2007;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2006;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2006;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2006;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2006;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2005;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2005;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2005;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2005;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2004;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2004;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2004;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2004;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2003;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2003;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2003;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2003;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2002;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2002;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2002;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2002;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2001;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2001;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2001;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2001;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2000;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2000;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2000;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2000;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 1999;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 1999;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 1999;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 1999;
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 1998;
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 1998;
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 1998;
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 1998;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2025;552.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2024;814.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2024;701.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2024;1016.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2024;1059.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2023;1187.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2023;1004.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2023;998.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2023;1051.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2022;1735.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2022;985.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2022;1101.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2022;946.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2021;1451.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2021;766.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2021;1053.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2021;1068.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2020;1256.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2020;1019.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2020;918.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2020;844.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2019;1235.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2019;910.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2019;815.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2019;1106.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2018;1232.0
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2018;881.0
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2018;1069.0
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2018;762.0
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2017;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2017;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2017;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2017;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2016;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2016;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2016;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2016;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2015;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2015;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2015;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2015;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2014;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2014;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2014;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2014;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2013;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2013;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2013;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2013;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2012;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2012;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2012;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2012;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2011;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2011;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2011;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2011;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2010;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2010;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2010;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2010;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2009;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2009;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2009;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2009;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2008;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2008;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2008;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2008;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2007;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2007;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2007;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2007;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2006;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2006;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2006;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2006;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2005;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2005;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2005;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2005;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2004;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2004;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2004;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2004;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2003;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2003;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2003;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2003;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2002;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2002;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2002;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2002;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2001;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2001;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2001;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2001;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 2000;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 2000;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 2000;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 2000;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 1999;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 1999;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 1999;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 1999;
Česko;Dokončené byty - změna dokončených staveb;4. čtvrtletí 1998;
Česko;Dokončené byty - změna dokončených staveb;3. čtvrtletí 1998;
Česko;Dokončené byty - změna dokončených staveb;2. čtvrtletí 1998;
Česko;Dokončené byty - změna dokončených staveb;1. čtvrtletí 1998;
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2025;3439.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2024;2660.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2024;3481.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2024;4801.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2024;4111.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2023;5462.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2023;4049.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2023;4846.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2023;4606.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2022;6069.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2022;4396.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2022;4511.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2022;5175.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2021;5445.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2021;3949.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2021;4616.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2021;4988.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2020;5525.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2020;4763.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2020;4622.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2020;4308.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2019;5719.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2019;4739.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2019;4361.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2019;4410.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2018;6051.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2018;4548.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2018;4401.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2018;4152.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2017;4793.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2017;3635.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2017;3487.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2017;3255.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2016;4370.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2016;3350.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2016;3437.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2016;3410.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2015;4247.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2015;3306.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2015;3158.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2015;3179.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2014;4119.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2014;3540.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2014;2951.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2014;3382.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2013;4812.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2013;3612.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2013;3197.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2013;3848.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2012;5951.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2012;3977.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2012;3505.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2012;4009.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2011;6344.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2011;3696.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2011;3280.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2011;4065.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2010;8137.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2010;3814.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2010;3385.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2010;4424.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2009;7125.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2009;4062.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2009;3603.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2009;4334.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2008;6751.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2008;4498.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2008;3874.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2008;4489.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2007;6234.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2007;4228.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2007;2839.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2007;3687.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2006;5232.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2006;2924.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2006;2175.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2006;2899.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2005;5254.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2005;2926.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2005;2381.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2005;2911.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2004;5259.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2004;2951.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2004;2225.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2004;2867.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2003;4377.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2003;2524.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2003;1966.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2003;2530.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2002;4057.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2002;2805.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2002;2271.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2002;2583.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2001;4060.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2001;2543.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2001;1710.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2001;2380.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 2000;4023.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 2000;2358.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 2000;1939.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 2000;2146.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 1999;3664.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 1999;2002.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 1999;1681.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 1999;1891.0
Česko;Dokončené byty v nových rodinných domech;4. čtvrtletí 1998;3136.0
Česko;Dokončené byty v nových rodinných domech;3. čtvrtletí 1998;1991.0
Česko;Dokončené byty v nových rodinných domech;2. čtvrtletí 1998;1446.0
Česko;Dokončené byty v nových rodinných domech;1. čtvrtletí 1998;1763.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2025;2602.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2024;2505.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2024;2496.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2024;3589.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2024;2816.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2023;5225.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2023;2841.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2023;3634.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2023;2508.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2022;4624.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2022;4055.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2022;2628.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2022;2896.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2021;3311.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2021;2545.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2021;2222.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2021;2895.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2020;4223.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2020;2232.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2020;1621.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2020;2819.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2019;3595.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2019;3554.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2019;3074.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2019;2493.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2018;3161.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2018;2730.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2018;2511.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2018;1903.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2017;2806.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2017;2289.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2017;2559.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2017;1610.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2016;3487.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2016;1989.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2016;1918.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2016;1604.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2015;1921.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2015;1613.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2015;1607.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2015;2215.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2014;1933.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2014;1813.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2014;907.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2014;1769.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2013;1407.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2013;1670.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2013;1335.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2013;1637.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2012;2099.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2012;2024.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2012;1807.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2012;1165.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2011;2440.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2011;1832.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2011;1231.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2011;984.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2010;2846.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2010;2364.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2010;2222.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2010;3480.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2009;4087.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2009;3261.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2009;2986.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2009;3432.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2008;3650.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2008;3446.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2008;2135.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2008;3266.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2007;9085.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2007;3102.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2007;2635.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2007;3349.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2006;4476.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2006;1492.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2006;1541.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2006;2561.0
Česko;Dokončené byty v nových bytových domech;4. čtvrtletí 2005;4026.0
Česko;Dokončené byty v nových bytových domech;3. čtvrtletí 2005;3407.0
Česko;Dokončené byty v nových bytových domech;2. čtvrtletí 2005;2270.0
Česko;Dokončené byty v nových bytových domech;1. čtvrtletí 2005;1823.0
