Území;Očištění;Typ indexu;Ukazatel;Měsíce;value
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2018;106.2962798763
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2018;109.032756708
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2018;93.9049340314
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2018;102.6298117491
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2018;104.1227575501
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2018;103.2021435294
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2017;114.2558646906
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2017;103.0119240453
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2017;105.5467407596
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2017;109.2018677876
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2017;106.2900956971
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2017;108.9158363936
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2017;105.4216399167
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2017;113.6698766022
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2017;106.4735509127
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2017;109.3728516856
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2017;108.875959081
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2017;103.9126774585
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2016;110.3327428221
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2016;108.0921912104
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2016;101.7572741306
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2016;102.5398398742
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2016;113.0592673821
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2016;90.9692062361
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2016;104.3997544247
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2016;106.0267007774
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2016;111.0236200928
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2016;100.8579384143
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2016;100.5695485132
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2016;106.046881025
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2015;100.997005925
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2015;104.3922667025
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2015;109.8553815801
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2015;104.4057292964
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2015;108.7907703883
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2015;105.3729148148
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2015;108.0859600897
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2015;104.3444640775
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2015;106.5738845464
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2015;108.5163278181
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2015;110.4207754145
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2015;106.7742896734
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2014;108.0919075691
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2014;107.8745407481
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2014;108.5541883781
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2014;111.2787163453
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2014;103.8648748795
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2014;113.1596108474
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2014;113.6951523492
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2014;112.6183564223
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2014;114.8990967987
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2014;116.811835911
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2014;120.5450245525
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2014;116.7536279428
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2013;118.3309849479
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2013;113.6726452467
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2013;110.8530510567
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2013;110.3835482932
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2013;114.3537665104
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2013;103.7692215467
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2013;102.332568415
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2013;93.529563081
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2013;102.2945694255
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2013;101.1633804981
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2013;90.7066947445
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2013;91.8501367899
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2012;94.838884276
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2012;95.9348574659
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2012;98.4008172349
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2012;99.6500950358
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2012;100.2653394296
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2012;112.4607431653
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2012;99.5053477127
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2012;107.2225766289
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2012;100.1966903897
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2012;101.435211592
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2012;109.5599151116
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2012;112.3774078314
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2011;99.7481796727
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2011;102.3438698158
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2011;101.6931483658
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2011;101.3590020268
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2011;92.8513679884
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2011;101.5903436109
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2011;103.7255099505
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2011;102.0341347706
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2011;110.2481467623
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2011;108.1452910756
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2011;113.1322700417
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2011;114.5412954416
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2010;109.7774820833
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2010;112.6873015268
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2010;117.5270534868
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2010;117.8819479326
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2010;120.620040988
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2010;118.233850191
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2010;113.0322439677
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2010;122.6256279307
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2010;116.9170818858
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2010;115.9541683684
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2010;110.2874223618
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2010;109.1608633235
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2009;112.2412306162
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2009;105.3285250448
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2009;89.1124703544
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2009;86.1539027569
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2009;84.8101977673
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2009;79.592930067
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2009;84.4722681034
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2009;73.5201326461
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2009;75.2845624948
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2009;76.7648775661
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2009;74.7804752194
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2009;73.0525233284
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2008;76.6972438656
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2008;81.3535342423
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2008;81.6375910957
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2008;93.0432135419
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2008;96.2443779801
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2008;98.0049128059
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2008;99.2641910131
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2008;109.0814671396
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2008;106.8693350802
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2008;106.0111950631
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2008;108.7821731761
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2008;109.7540687096
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2007;104.0922003688
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2007;105.9400232277
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2007;119.9496354842
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2007;114.8223667094
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2007;115.861578621
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2007;112.2750020075
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2007;115.0109762053
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2007;102.0867997162
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2007;104.3588001406
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2007;110.5989508654
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2007;115.7094142365
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2007;113.9414315272
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2006;117.2791081208
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2006;119.3697529507
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2006;119.2733564128
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2006;115.2767877772
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2006;117.6907415513
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2006;121.5879390272
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2006;114.2263964855
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2006;136.73668507
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2006;122.8194432114
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2006;123.1054221135
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2006;117.7576749886
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2006;118.053093159
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2005;112.4265494193
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2005;106.6628547808
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2005;106.9943147289
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2005;106.5473526447
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2005;99.6589334757
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2005;102.4453485027
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2005;111.7236879103
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2005;96.6640939735
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2005;103.9685202097
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2005;102.1367784332
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2005;102.2128885021
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2005;117.806233128
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2004;115.2992835512
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2004;119.628156468
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2004;126.2575455426
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2004;106.2954176764
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2004;128.2310582478
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2004;133.1610170313
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2004;119.9887447658
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2004;137.1701433868
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2004;124.0008209727
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2004;118.7580981595
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2004;120.0956605169
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2004;105.9250129981
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2003;98.2771141297
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2003;107.6943249723
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2003;103.4097478647
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2003;107.2312631291
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2003;109.3725957081
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2003;98.7734706588
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2003;101.6178642231
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2003;97.8736420294
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2003;112.9805018603
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2003;104.7554535433
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2003;102.4244466771
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2003;97.940514253
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);prosinec 2002;115.1533256288
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);listopad 2002;108.2932714132
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);říjen 2002;100.5085118192
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);září 2002;121.8129397786
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);srpen 2002;101.1151829417
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červenec 2002;100.6663176768
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);červen 2002;109.9152438939
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);květen 2002;101.4207426901
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);duben 2002;103.3364944738
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);březen 2002;97.625351766
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);únor 2002;105.2385574719
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Nové průmyslové zakázky (%);leden 2002;112.7570415466
